EPIC,Gaia,2MASS,RAdeg,DEdeg,Prot,C5Prot,C5Power,C5SProt,C5SPower,C5Clean,C5Q,C5Rvar,C5thresh,C5SNR,C16Prot,C16Power,C16SProt,C16SPower,C16Clean,C16Q,C16Rvar,C16thresh,C16SNR,C18Prot,C18Power,C18SProt,C18SPower,C18Clean,C18Q,C18Rvar,C18thresh,C18SNR,QFClean,Multi,Neigh,Harm,LCEvol,Previous,Bin,EPIC_t4,2MASS_t4,RAdeg_t4,DEdeg_t4,pmRA,pmDE,e_pmRA,e_pmDE,plx,e_plx,D,e_D,epsi,sepsi,RUWE,Bp-Rp,Gmag,Ksmag,RVel,e_RVel,Flag,dPM,dCMD-B-R,dCMD-grp,dRV,Multi_t4,AstBin,PhoBin,LitBin,WideBin,Binary,Tail,k2data,Teff,Mass,SpType,Prot_t4,QFClean_t4,Previous_t4,LCEvol_t4,dr3_source_id,source_id,dr2_source_id,angular_distance,magnitude_difference,proper_motion_propagation,abs_magnitude_difference,dr2_bp_rp,ra,dec,parallax,parallax_error,parallax_over_error,pmra,pmdec,ruwe,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_mean_flux_over_error,phot_rp_mean_flux,phot_rp_mean_flux_over_error,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_method_used,rv_expected_sig_to_noise,vbroad,vbroad_error,l,b,ecl_lon,ecl_lat,non_single_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,azero_gspphot,ag_gspphot,ebpminrp_gspphot,flag_bad_gaiamatch,Teff_Curtis20,nbhr_count,flag_nbhr_count,M_G,flag_ruwe_outlier,flag_camd_outlier,flag_rverror_outlier,flag_possible_binary,flag_benchmark_period
211991772,Gaia EDR3 664366024046570112,2MASS J08361590+2007129,129.06627,20.12027,17.38,16.78,0.65,9.0,0.17,1.0,0.0,0.004,0.008,120.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.98,0.31,8.82,0.19,0.0,0.0,0.008,0.011,118.0,1,0,0,1,1,16.51,0,211991772,2MASS J08361590+2007129,129.06627,20.12027,-35.284,-12.876,0.029,0.021,5.417,0.03,184.61,1.03,0.0,0.0,0.984,2.07,14.91,11.75,nan,nan,0,0.62,-0.141,-0.203,nan,0,0,0,0,0,0,0,1,3713,0.5,M1,17.38,1,16.51,1,664366024046570112,6.643660240465701e+17,6.643660240465701e+17,0.047088966,-0.018414497,True,0.018414497,2.0679026,129.0660836780007,20.12018709068705,5.416865759713074,0.030202756,179.35005,-35.284359984694646,-12.876495400862485,0.9843181,2628.4858,14.907866,369.83792,22081.741582348815,820.0402,1.3517025,0,3,1,2,2.0742397,1.0541868,1.0200529,36.35322,4.340684,2,5.036217,nan,nan,205.0206104410112,31.728572952853256,126.29554695596266,1.4675653818081253,0,5265.335,5224.343,5953.5103,2.721,2.032,1.1288,False,3726.7344,0,False,8.57660588965809,False,False,False,False,True
212018005,Gaia EDR3 664600907218072064,2MASS J08361598+2033112,129.06661,20.55313,13.53,6.74,0.63,13.36,0.13,1.0,0.0,0.008,0.008,176.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.79,0.58,13.36,0.3,1.0,0.0,0.039,0.01,171.0,1,0,0,1,1,13.36,0,212018005,2MASS J08361598+2033112,129.06661,20.55313,-36.476,-14.202,0.024,0.017,5.495,0.024,181.99,0.8,0.0,0.0,1.0,1.78,14.09,11.23,nan,nan,0,1.42,-0.044,-0.093,nan,0,0,0,0,0,0,0,1,3941,0.6,K9,13.53,1,13.36,1,664600907218072064,6.64600907218072e+17,6.64600907218072e+17,0.045789078,-0.01406765,True,0.01406765,1.7856779,129.06640035560602,20.55304784091706,5.494860269369163,0.024245258,226.63649,-36.47573970121752,-14.202406470006611,0.9995137,2646.5366,14.089151,385.4287,42732.00813485496,537.86993,1.3087783,0,0,0,1,1.7788544,0.8607149,0.91813946,34.870003,2.754039,2,8.084569,nan,nan,204.54218277382068,31.877050496895354,126.18722867431568,1.8866665263993518,0,4238.7734,4232.6484,4242.817,0.6352,0.4616,0.2481,False,3989.37,0,False,7.7889346478512085,False,False,False,False,True
211931128,Gaia EDR3 659766114072052608,2MASS J08362269+1911293,129.09456,19.1915,9.9,9.79,0.48,4.95,0.23,1.0,0.0,0.006,0.008,440.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.02,0.79,4.86,0.07,1.0,0.0,0.017,0.012,439.0,1,0,0,0,1,9.83,0,211931128,2MASS J08362269+1911293,129.09456,19.1915,-35.352,-12.253,0.018,0.012,5.525,0.019,180.99,0.61,0.06,4.492,0.97,1.09,12.12,10.26,36.69,1.54,0,0.85,-0.04,-0.006,1.69,0,0,0,0,0,0,0,1,5063,0.8,K2,9.9,1,9.83,1,659766114072052608,6.597661140720526e+17,6.597661140720526e+17,0.23178677,-0.011266708,True,0.011266708,1.1110096,129.0943682051362,19.191429365678836,5.525287739681772,0.018733952,294.93442,-35.3524177743877,-12.25326246043851,0.9699022,2374.667,12.118415,444.8644,199918.86247089526,928.4718,1.2193311,0,0,0,0,1.088026,0.4653721,0.62265396,37.121662,1.0788469,1,29.521479,nan,nan,206.0532534924225,31.42959199709042,126.5543118066027,0.5751732201601822,0,5061.477,5060.013,5063.8535,0.0018,0.0014,0.0007,False,5001.5415,0,False,5.830189377058197,False,False,False,False,True
211998436,Gaia EDR3 664380111539399552,2MASS J08362830+2013429,129.11794,20.2286,10.29,10.29,0.73,5.37,0.05,1.0,0.0,0.009,0.008,395.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.22,0.79,3.41,0.05,1.0,0.0,0.01,0.01,390.0,1,0,0,1,1,10.25,0,211998436,2MASS J08362830+2013429,129.11794,20.2286,-35.128,-13.043,0.016,0.01,5.354,0.015,186.76,0.53,0.032,1.136,0.902,1.13,12.35,10.44,34.23,0.87,0,0.79,-0.055,-0.01,0.77,0,0,0,0,0,0,0,1,5019,0.8,K2,10.29,1,10.25,1,664380111539399552,6.643801115393996e+17,6.643801115393996e+17,0.2467896,-0.010030746,True,0.010030746,1.1492386,129.11776746081492,20.228534376259375,5.354397634991167,0.0151355015,353.76416,-35.12815085463503,-13.042785077201799,0.9023219,2715.0007,12.346547,696.14905,164927.21236947327,1209.6431,1.2232901,0,2,0,0,1.1290455,0.4871626,0.6418829,34.45715,0.8825242,1,24.160608,nan,nan,204.9205609449343,31.8113836308819,126.31532902014,1.5846191199252249,0,4941.444,4932.6895,4952.1978,0.0644,0.051,0.0268,False,4913.377,0,False,5.990100227619685,False,False,False,False,True
212009464,Gaia EDR3 664409175581692288,2MASS J08364182+2024399,129.17425,20.41111,11.21,10.93,0.46,5.48,0.3,0.0,0.0,0.009,0.008,354.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.48,0.62,5.39,0.17,1.0,0.0,0.019,0.013,346.0,1,0,0,1,1,11.01,0,212009464,2MASS J08364182+2024399,129.17425,20.41111,-34.361,-13.079,0.023,0.015,5.276,0.02,189.54,0.72,0.051,2.586,1.007,1.19,12.59,10.52,34.98,1.28,0,1.55,-0.073,-0.025,0.02,0,0,0,0,0,0,0,1,4922,0.8,K2.5,11.21,1,11.01,1,664409175581692288,6.644091755816923e+17,6.644091755816923e+17,0.20508821,-0.0077209473,True,0.0077209473,1.2042036,129.1740777850248,20.41103935777181,5.275959360580877,0.020112492,262.3225,-34.36102684802846,-13.078512610500157,1.0071468,1591.2496,12.587242,449.37634,135333.9211646092,695.04584,1.2283266,0,1,0,0,1.1868505,0.51898766,0.6678629,36.083435,0.7796972,1,14.562048,nan,nan,204.73993570265452,31.923477449279858,126.32059420769481,1.7745371250273512,0,4866.7246,4853.768,4878.4355,0.1088,0.0855,0.0447,False,4795.7534,0,False,6.198749334582267,False,False,False,False,True
211992034,Gaia EDR3 664366779961036288,2MASS J08364572+2007262,129.1905,20.12395,9.15,9.03,0.56,4.45,0.14,1.0,0.0,0.005,0.008,588.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.28,0.79,4.46,0.03,1.0,0.0,0.025,0.012,580.0,1,0,0,0,1,9.05,0,211992034,2MASS J08364572+2007262,129.1905,20.12395,-34.438,-13.367,0.024,0.017,5.386,0.024,185.67,0.84,0.133,22.31,1.073,0.91,11.47,9.94,34.1,0.75,0,1.53,-0.021,-0.064,0.9,0,0,0,0,0,0,0,1,5445,0.9,G8,9.15,1,9.05,1,664366779961036288,6.643667799610363e+17,6.643667799610363e+17,0.22561133,-0.0043621063,True,0.0043621063,0.9294729,129.1903416279573,20.123888269554776,5.38600821515821,0.024356704,221.13042,-34.43796026265015,-13.36709908352776,1.0734861,1643.1799,11.471399,634.70776,335360.05000882753,886.34985,1.2026078,0,0,0,0,0.9149208,0.37763882,0.537282,34.656223,0.3745127,1,38.78242,9.654116,6.4787645,205.06377592684024,31.839388437433946,126.4075904229446,1.5004452202743956,0,5495.285,5485.071,5507.0,0.0671,0.0553,0.0293,False,5489.9966,0,False,5.127734364729399,False,False,False,False,True
212075988,Gaia EDR3 664814727869793536,2MASS J08365783+2133556,129.24099,21.56547,13.38,13.98,0.65,6.49,0.14,1.0,0.0,0.006,0.008,194.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,12.79,0.59,6.73,0.2,1.0,0.0,0.01,0.011,190.0,1,0,0,0,1,13.27,0,212075988,2MASS J08365783+2133556,129.24099,21.56547,-34.763,-14.43,0.021,0.014,5.314,0.019,188.2,0.68,0.028,0.478,1.085,1.69,13.89,11.12,nan,nan,0,1.91,0.016,-0.029,nan,0,0,0,0,0,0,0,1,4102,0.6,K7,13.38,1,13.27,1,664814727869793536,6.648147278697935e+17,6.648147278697935e+17,0.01935887,-0.013771057,True,0.013771057,1.6990852,129.24079357821773,21.565435983134282,5.3136305611420935,0.019302307,275.28473,-34.762636290575784,-14.430262667298534,1.0849085,3547.9155,13.888274,711.755,49730.54706392014,974.5332,1.2926725,0,2,0,0,1.6908178,0.8088808,0.881937,37.339977,1.6248546,2,16.531649,nan,nan,203.48032370505857,32.36969932738028,126.09016519214067,2.9074555477080537,0,4385.959,4378.722,4392.272,0.6214,0.457,0.2425,False,4080.1045,0,False,7.5152309732576885,False,False,False,False,True
211827123,Gaia EDR3 659324694514337408,2MASS J08365906+1742063,129.24611,17.70175,0.43,0.43,0.6,0.21,0.02,1.0,0.0,0.028,0.009,18.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.43,0.54,0.21,0.05,1.0,0.0,0.059,0.011,17.0,1,0,0,0,0,0.43,0,211827123,2MASS J08365906+1742063,129.24611,17.70175,-35.963,-12.179,0.304,0.194,5.424,0.304,184.36,10.32,1.066,3.704,1.117,3.56,18.8,14.72,nan,nan,0,0.72,-0.567,-0.179,nan,0,0,0,0,0,0,0,1,3012,0.1,M5.5,0.43,1,0.43,0,659324694514337408,6.593246945143374e+17,6.593246945137787e+17,0.078253336,-0.013126373,True,0.013126373,3.3674717,129.24591713309653,17.701722878446567,5.4241158431787415,0.30348834,17.872568,-35.962926563523396,-12.178949708967325,1.1170764,378.8895,18.803436,10.0968685,818.3430828432088,93.2297,1.5368229,0,1,0,0,3.562006,2.2241268,1.3378792,nan,nan,-1,nan,nan,nan,207.7391867575391,31.027606626767746,127.06776575753166,-0.8306258455095532,0,2966.4375,2958.5059,2979.1262,0.2877,0.168,0.1285,False,nan,0,False,12.475081060358182,False,False,False,False,True
212009190,Gaia EDR3 664407427531262464,2MASS J08365989+2024234,129.24957,20.40652,15.25,15.25,0.83,7.42,0.02,1.0,0.0,0.008,0.008,164.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,15.41,0.38,7.71,0.08,1.0,1.0,0.005,0.011,162.0,1,0,0,0,0,15.26,0,212009190,2MASS J08365989+2024234,129.24957,20.40652,-35.577,-13.58,0.031,0.019,5.421,0.032,184.45,1.07,0.0,0.0,0.994,1.86,14.24,11.32,nan,nan,0,0.75,0.024,-0.054,nan,0,0,0,0,0,0,0,1,3859,0.6,M0,15.25,1,15.26,0,664407427531262464,6.644074275312625e+17,6.644074275312625e+17,0.05043533,-0.015542984,True,0.015542984,1.8589611,129.24938083595504,20.40645391692788,5.4214377953778,0.031496547,172.128,-35.57706747452856,-13.579526778234076,0.9935462,2645.4482,14.238442,520.8325,38160.25911089196,1181.5455,1.3171673,0,2,0,1,1.8587799,0.9142046,0.9445753,33.20164,3.228097,2,6.2407584,nan,nan,204.77340766098868,31.98825007889427,126.39008744184792,1.7878555461531473,0,4151.457,4149.9966,4153.2554,0.6313,0.4538,0.2475,False,3916.3135,0,False,7.909014816557924,False,False,False,False,True
211895966,Gaia EDR3 659668635494494848,2MASS J08370374+1840025,129.26561,18.66737,14.35,14.59,0.62,6.88,0.07,1.0,0.0,0.002,0.008,225.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,14.11,0.59,6.9,0.03,1.0,0.0,0.006,0.012,223.0,1,0,0,0,1,14.73,0,211895966,2MASS J08370374+1840025,129.26561,18.66737,-36.487,-13.107,0.022,0.015,5.51,0.021,181.5,0.68,0.0,0.0,1.067,1.61,13.58,10.89,35.1,1.98,0,0.62,0.038,0.009,0.1,0,0,0,0,0,0,0,1,4212,0.7,K6,14.35,1,14.73,1,659668635494494848,6.596686354944948e+17,6.596686354944948e+17,0.057884976,-0.013662338,True,0.013662338,1.6175785,129.2654407070691,18.667301036225563,5.509458536804253,0.020690085,266.28497,-36.48677618561641,-13.107440854371426,1.0666949,4041.5688,13.576638,1078.147,64187.55530171466,2259.331,1.2790275,0,0,0,0,1.6067114,0.75934124,0.84737015,35.988403,1.4277854,2,10.954121,nan,nan,206.69468268806122,31.394572944851568,126.84266023678157,0.10853115202899248,0,4395.123,4359.8735,4439.415,0.4427,0.3285,0.1736,False,4170.8564,0,False,7.282182816695615,False,False,False,False,True
211971690,Gaia EDR3 664302424170984576,2MASS J08371148+1948132,129.29787,19.80369,8.55,8.26,0.64,2.75,0.02,1.0,0.0,0.004,0.01,688.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.85,0.67,4.34,0.02,1.0,0.0,0.018,0.012,679.0,1,0,0,0,1,8.84,0,211971690,2MASS J08371148+1948132,129.29787,19.80369,-35.881,-12.109,0.019,0.013,5.409,0.019,184.88,0.65,0.095,11.18,0.791,0.85,11.14,9.69,35.86,0.67,0,0.79,0.022,-0.021,0.86,0,0,0,0,0,0,0,1,5652,1.0,G5,8.55,1,8.84,1,664302424170984576,6.643024241709846e+17,6.643024241709846e+17,0.16415137,0.0006942749,True,0.0006942749,0.86390686,129.2977010233827,19.803624949832546,5.408965858748147,0.019137932,282.6306,-35.880611189070194,-12.108974947947836,0.7910592,2707.002,11.138668,664.65375,443513.44951699546,949.3087,1.2003322,0,0,0,0,0.85213184,0.34409237,0.5080395,35.13129,0.36025414,1,55.650417,11.622787,5.883947,205.45855381162266,31.82342705816444,126.58591444299547,1.215893883737016,0,5649.4453,5637.3535,5662.642,0.0419,0.0349,0.0186,False,5688.9434,0,False,4.804239261278928,False,False,False,False,True
212017486,Gaia EDR3 664417494934591488,2MASS J08371261+2032414,129.30255,20.54484,14.74,14.04,0.48,7.02,0.23,1.0,0.0,0.009,0.009,171.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,15.41,0.34,6.91,0.33,0.0,0.0,0.021,0.011,170.0,1,0,0,1,1,13.98,0,212017486,2MASS J08371261+2032414,129.30255,20.54484,-35.931,-14.65,0.027,0.018,5.448,0.026,183.55,0.89,0.0,0.0,0.95,1.81,14.13,11.37,nan,nan,0,1.75,-0.002,-0.061,nan,0,0,0,0,0,0,0,1,3909,0.6,K9,14.74,1,13.98,1,664417494934591488,6.644174949345915e+17,6.644174949345915e+17,0.043424655,-0.013173103,True,0.013173103,1.8061476,129.3023765404815,20.544777384083297,5.448084935414177,0.026374564,206.56587,-35.93087072764166,-14.649741012225956,0.9495878,2391.9753,14.131765,818.3787,41437.2973186077,716.392,1.3117952,0,0,0,0,1.8058596,0.8785114,0.92734814,35.74181,3.1626394,2,8.693916,nan,nan,204.63993163571956,32.08203272078568,126.40329001868609,1.9342253848405595,0,4207.5674,4203.1577,4210.4463,0.6386,0.4623,0.2497,False,3968.622,0,False,7.812984713551323,False,False,False,False,True
211995288,Gaia EDR3 664387808120781440,2MASS J08372222+2010373,129.34261,20.17705,7.88,7.81,0.66,3.92,0.14,1.0,0.0,0.007,0.009,652.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.94,0.78,4.06,0.03,1.0,0.0,0.023,0.012,643.0,1,0,0,0,1,7.8,0,211995288,2MASS J08372222+2010373,129.34261,20.17705,-35.253,-13.302,0.023,0.016,5.283,0.023,189.28,0.83,0.106,12.3,0.83,0.86,11.25,9.8,36.28,0.94,0,0.76,-0.03,-0.096,1.28,0,0,0,0,0,0,0,1,5641,1.0,G5,7.88,1,7.8,1,664387808120781440,6.643878081207814e+17,6.643878081207814e+17,0.23527454,-0.0003376007,True,0.0003376007,0.86596775,129.34244405264081,20.17695170685676,5.2831184052118205,0.023142321,228.28818,-35.25285651259832,-13.30232309279604,0.8296148,1333.3062,11.253187,451.06717,398779.0844787005,651.55145,1.1979147,0,0,0,0,0.8550234,0.3479004,0.507123,36.317375,0.50748163,1,49.761616,6.840114,4.9199576,205.06288386596032,31.9917197797363,126.53246099696128,1.5877611750687133,0,5640.121,5625.3213,5653.063,0.0418,0.0348,0.0185,False,5682.59,0,False,4.86763890056957,False,False,False,False,True
212006082,Gaia EDR3 664394439550157312,2MASS J08372520+2021200,129.35502,20.35556,17.88,17.88,0.57,8.71,0.3,1.0,0.0,0.005,0.009,128.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,24.0,0.07,8.64,0.03,1.0,3.0,0.007,0.013,147.0,1,0,0,0,1,17.82,0,212006082,2MASS J08372520+2021200,129.35502,20.35556,-35.216,-13.805,0.033,0.022,5.381,0.033,185.85,1.14,0.03,0.229,1.076,2.1,14.8,11.59,nan,nan,0,1.13,0.042,0.006,nan,0,0,0,0,0,0,0,1,3689,0.5,M1,17.88,1,17.82,1,664394439550157312,6.643944395501573e+17,6.643944395501573e+17,0.04387792,-0.017525673,True,0.017525673,2.0916386,129.35485594863619,20.35546663863413,5.380563184175971,0.032959353,163.24844,-35.21577853506696,-13.80500433962229,1.0762775,2330.3406,14.797273,244.99127,24704.350331811514,725.4753,1.3592722,0,2,0,3,2.1000462,1.0687351,1.031311,29.02299,4.7907195,2,5.1372585,nan,nan,204.86974629622512,32.063777123922016,126.49867156776318,1.7634381620928847,0,nan,nan,nan,nan,nan,nan,False,3707.0566,0,False,8.451411360688203,False,False,False,False,True
211927213,Gaia EDR3 659750892708009088,2MASS J08372639+1907557,129.35999,19.13216,14.52,14.66,0.87,7.21,0.09,1.0,0.0,0.013,0.008,174.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,14.38,0.47,7.36,0.3,0.0,0.0,0.01,0.012,173.0,1,0,0,1,0,14.66,0,211927213,2MASS J08372639+1907557,129.35999,19.13216,-35.944,-12.193,0.023,0.017,5.459,0.022,183.19,0.72,0.0,0.0,1.056,1.82,14.12,11.19,nan,nan,0,0.71,0.046,-0.036,nan,0,0,0,0,0,0,0,1,3888,0.6,M0,14.52,1,14.66,0,659750892708009088,6.597508927080091e+17,6.597508927080091e+17,0.04688497,-0.015974998,True,0.015974998,1.8304834,129.3598020128537,19.132080169555913,5.458825031031756,0.021638207,252.27715,-35.94397504960792,-12.193076590350309,1.0563865,2123.851,14.12258,407.56732,41913.47278896227,868.877,1.3103752,0,1,0,1,1.8238258,0.8932581,0.93056774,35.70683,2.6212118,2,9.59345,nan,nan,206.2222840976923,31.64320766083892,126.81191938502498,0.580806996038006,0,4058.2102,4012.6187,4080.3083,0.4699,0.3378,0.184,False,3944.294,0,False,7.80807544611916,False,False,False,False,True
211895099,Gaia EDR3 659665096441437184,2MASS J08373307+1839156,129.38782,18.65435,7.25,7.3,0.61,3.68,0.2,1.0,0.0,0.005,0.009,911.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.2,0.42,22.57,0.16,1.0,0.0,0.009,0.011,895.0,1,0,0,0,1,7.59,0,211895099,2MASS J08373307+1839156,129.38782,18.65435,-36.68,-12.365,0.019,0.013,5.541,0.02,180.46,0.64,0.05,2.654,0.809,0.75,10.53,9.28,35.0,0.82,0,0.95,0.054,-0.006,0.0,0,0,0,0,0,0,0,1,6019,1.1,F9.5,7.25,1,7.59,1,659665096441437184,6.596650964414372e+17,6.596650964414372e+17,0.17770039,0.0009536743,True,0.0009536743,0.7574091,129.38765307200663,18.65427983102634,5.541342618185383,0.01947381,284.5536,-36.68000544480934,-12.364763574795024,0.8089702,2879.7358,10.532542,968.38904,738351.4367932631,923.0016,1.1925467,0,0,0,0,0.75100136,0.2956972,0.45530415,34.35505,0.5923253,1,48.16416,nan,nan,206.7574729757902,31.49804643754319,126.95799112804968,0.12511907892837024,0,5990.5083,5975.642,6001.2095,0.0565,0.048,0.0256,False,6016.864,0,False,4.250617244601292,False,False,False,False,True
211958260,Gaia EDR3 664283526315590656,2MASS J08374640+1935575,129.44337,19.59932,9.29,9.45,0.53,4.71,0.28,1.0,0.0,0.008,0.008,447.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.14,0.46,4.87,0.3,0.0,0.0,0.015,0.011,444.0,1,0,0,1,1,9.5,0,211958260,2MASS J08374640+1935575,129.44337,19.59932,-36.381,-12.395,0.014,0.01,5.566,0.016,179.66,0.51,0.028,1.005,0.872,1.08,12.08,10.24,34.63,1.7,0,0.7,-0.063,-0.061,0.37,0,0,0,0,0,0,0,1,5088,0.8,K2,9.29,1,9.5,1,664283526315590656,6.642835263155907e+17,6.642835220180905e+17,0.22221464,-0.010126114,True,0.010126114,1.0962696,129.44321269728178,19.599241914212865,5.56592354983729,0.015899027,350.07953,-36.38131524786233,-12.394990560224995,0.87151825,2221.1516,12.0822,691.24817,204956.1857302236,933.9997,1.2143579,0,1,0,0,1.0757818,0.4623251,0.6134567,34.754402,0.83968675,1,26.902393,10.937963,11.4588175,205.7402370134813,31.88080123181654,126.77009038940349,1.052700089347524,0,5015.801,5008.0747,5046.7744,0.0198,0.0158,0.0083,False,5036.934,0,False,5.809886234516039,False,False,False,False,True
211947686,Gaia EDR3 661277461525418752,2MASS J08374660+1926181,129.44418,19.43837,5.89,5.94,0.9,2.83,0.02,1.0,0.0,0.014,0.008,917.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.85,0.66,2.93,0.15,1.0,0.0,0.022,0.011,902.0,1,0,0,0,1,5.95,0,211947686,2MASS J08374660+1926181,129.44418,19.43837,-35.786,-13.647,0.022,0.014,5.394,0.021,185.4,0.73,0.08,6.558,0.947,0.74,10.5,9.28,35.65,0.6,0,0.76,0.066,0.02,0.65,0,0,0,0,0,0,0,1,6036,1.1,F9,5.89,1,5.95,1,661277461525418752,6.612774615254188e+17,6.612774615254188e+17,0.22190517,0.00066185,True,0.00066185,0.7457218,129.4440397949962,19.438285721189487,5.393650904365178,0.021162573,254.86745,-35.785686205228444,-13.6468170135254,0.9470475,1765.4673,10.50494,604.86615,753352.4288905672,765.26184,1.1929412,0,0,0,0,0.7378235,0.28828335,0.44954014,34.929283,0.38483852,1,74.59658,10.882989,3.984755,205.9181137692467,31.82530765108582,126.81153264149758,0.8971670002212095,0,5943.8765,5940.957,5949.7856,0.0022,0.0019,0.001,False,6051.784,0,False,4.164354202929587,False,False,False,False,True
211925552,Gaia EDR3 659755630055476992,2MASS J08374739+1906247,129.44747,19.10687,9.41,9.33,0.57,4.63,0.17,1.0,0.0,0.01,0.009,461.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.49,0.67,4.72,0.13,1.0,0.0,0.02,0.011,459.0,1,0,0,0,1,9.3,0,211925552,2MASS J08374739+1906247,129.44747,19.10687,-35.148,-12.752,0.016,0.012,5.382,0.015,185.79,0.52,0.065,5.669,0.93,1.07,12.02,10.2,nan,nan,0,0.77,0.048,0.071,nan,0,0,0,0,0,0,0,1,5100,0.9,K1.5,9.41,1,9.3,1,659755630055476992,6.59755630055477e+17,6.59755630055477e+17,0.20363756,-0.007624626,True,0.007624626,1.0902519,129.44729934433602,19.10681807530042,5.382425844330476,0.015034968,357.99384,-35.147705975896685,-12.7521113886141,0.9295089,2270.5178,12.019036,586.0036,217196.0345089912,875.3554,1.2167878,0,0,0,0,1.0697498,0.45647907,0.61327076,35.95541,0.64306223,1,35.166016,9.800439,8.619948,206.28436459329248,31.711628795013965,126.89829451600896,0.5772390235451575,0,5131.9434,5109.5605,5170.0615,0.0313,0.025,0.0131,False,5051.639,0,False,5.6739265685358085,False,False,False,False,True
211795614,Gaia EDR3 659228074929597440,2MASS J08374912+1715180,129.45468,17.25502,16.2,15.98,0.75,7.87,0.18,1.0,0.0,0.006,0.009,146.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,16.42,0.75,8.36,0.06,1.0,0.0,0.014,0.011,146.0,1,0,0,0,1,15.99,0,211795614,2MASS J08374912+1715180,129.45468,17.25502,-35.775,-11.27,0.023,0.017,5.443,0.023,183.73,0.76,0.0,0.0,1.022,1.97,14.49,11.39,nan,nan,0,1.63,0.027,-0.046,nan,0,0,0,0,0,0,0,1,3797,0.6,M0.5,16.2,1,15.99,1,659228074929597440,6.592280749295974e+17,6.592280749295974e+17,0.062850885,-0.015838623,True,0.015838623,1.9759827,129.45447163656675,17.254957678383768,5.442651171197706,0.022567524,241.17184,-35.774666674259464,-11.270212996962647,1.0216653,2450.8918,14.494722,393.27676,31313.032777289496,754.9161,1.3361875,0,1,0,0,1.9728622,0.98672295,0.9861393,37.381886,3.356552,2,7.3299446,nan,nan,208.30946331881344,31.047924161531313,127.37300544685021,-1.2127632535150519,0,4100.7275,4099.62,4103.0356,0.7117,0.5045,0.2794,False,3806.5332,0,False,8.173774869005435,False,False,False,False,True
211983461,Gaia EDR3 664311392062657920,2MASS J08375208+1959138,129.46703,19.98719,8.06,7.95,0.34,3.98,0.24,0.0,0.0,0.007,0.007,697.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.17,0.73,-9999.0,-9999.0,1.0,0.0,0.021,0.012,688.0,1,0,0,1,1,7.97,0,211983461,2MASS J08375208+1959138,129.46703,19.98719,-36.344,-13.078,0.024,0.017,5.389,0.024,185.58,0.83,0.112,15.33,0.97,0.83,11.1,9.69,33.99,0.62,0,0.48,-0.028,-0.111,1.01,0,0,0,0,0,0,0,1,5720,1.0,G3,8.06,1,7.97,1,664311392062657920,6.643113920626579e+17,6.643113920626579e+17,0.23557357,0.0016832352,True,0.0016832352,0.84554386,129.4668640342527,19.987124790961694,5.388621113517358,0.024023948,224.30206,-36.34355135014188,-13.077526876364503,0.96969515,1300.2925,11.098359,511.60666,454492.44183448,736.17957,1.1950463,0,0,0,0,0.83186054,0.33758068,0.49427986,34.080593,0.5471294,1,46.953037,nan,nan,205.32050327780706,32.03614095662435,126.6935322613311,1.433606901072271,0,5725.5635,5713.274,5748.6367,0.0617,0.0516,0.0275,False,5745.721,0,False,4.7557473500435155,False,False,False,False,True
