Seq,KIC,dr2_source_id,Gmag,BP-RP,Teff,Mass,SpT,Prot,e_Per,NQ,f_Seq,Simbad,_RA,_DE,dr2_bp_rp,dr3_source_id,angular_distance,magnitude_difference,ra,dec,parallax,parallax_error,parallax_over_error,pmra,pmdec,ruwe,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_mean_flux_over_error,phot_rp_mean_flux,phot_rp_mean_flux_over_error,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_method_used,rv_expected_sig_to_noise,vbroad,vbroad_error,l,b,ecl_lon,ecl_lat,non_single_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,azero_gspphot,ag_gspphot,ebpminrp_gspphot,Teff_Curtis20,nbhr_count,flag_nbhr_count,abs_magnitude_difference,flag_bad_gaiamatch,M_G,flag_ruwe_outlier,flag_camd_outlier,flag_rverror_outlier,flag_possible_binary,flag_benchmark_period
87,9469908,2128020166187804288,15.8,1.028,5343,0.923,K0,10.98,0.18,14,Y,Simbad,293.84396,46.04814,1.0278845,2128020166187804288,0.03220628,-0.017392159,293.8439353881137,46.04810301276035,0.8725829708359136,0.027163617,32.123226,-3.3506214351065875,-8.822806332932705,0.9698498,1726.1677,15.782122,322.1642,6620.61932122086,549.27954,1.2105918,0,0,0,0,1.0162554,0.42978287,0.5864725,nan,nan,-1,nan,-1,-1,78.74783555537267,12.156044633633307,313.460767211784,65.9277288024172,0,5410.721,5358.771,5510.8677,0.1947,0.1586,0.0843,5307.9014,0,False,0.017392159,False,5.486155323948214,False,False,False,False,True
88,9469760,2128018826157984512,15.762,1.033,5330,0.92,K0,11.08,0.5434,15,Y,Simbad,293.79087,46.03671,1.0325356,2128018826157984512,0.014270398,-0.0050287247,293.7908466966485,46.03666970929757,0.862613387930172,0.025480455,33.853924,-3.3982473555898984,-8.904935217932238,0.92780954,1689.7773,15.75752,317.87756,6790.469242654052,476.34665,1.2134933,0,2,0,1,1.017004,0.42763042,0.5893736,nan,nan,-1,nan,-1,-1,78.72047862116047,12.183856846632061,313.3666781672579,65.93173278254616,0,5288.589,5257.3286,5326.803,0.1265,0.1026,0.0545,5294.9595,0,False,0.0050287247,False,5.436600692976784,False,False,False,False,True
89,9716177,2128121218177579392,15.966,1.065,5241,0.898,K0,11.11,0.3808,14,Y,Simbad,294.25981,46.41553,1.0647097,2128121218177579392,0.027763778,-0.01396656,294.2597898793007,46.41549218841618,0.850377276140959,0.030437194,27.938755,-3.2276506890925734,-8.844679949051116,1.0674868,1892.0371,15.952182,383.4491,5769.605648200371,481.7469,1.2164953,0,2,0,1,1.0548477,0.44769573,0.607152,nan,nan,-1,nan,-1,-1,79.21580643116882,12.06457692238897,314.4713541171519,66.14973739167006,0,5050.699,5026.441,5078.737,0.0593,0.0477,0.0254,5207.3574,0,False,0.01396656,False,5.6002400481690096,False,False,False,False,True
90,9838358,2128514053065223808,15.942,1.066,5238,0.897,K0,11.11,0.5126,13,Y,Simbad,294.78814,46.61189,1.0659199,2128514053065223808,0.03235943,-0.009801865,294.78812010240193,46.61185477548926,0.8930035108908722,0.028751299,31.05959,-3.403194310828015,-8.667369046038868,0.91461056,2435.247,15.931877,330.94348,5880.8490686080995,454.0901,1.2201843,0,0,0,0,1.0476246,0.4400425,0.6075821,nan,nan,-1,nan,-1,-1,79.56341308986435,11.82984185972304,315.49111215568075,66.18040766036528,0,5003.304,4992.735,5028.16,0.0118,0.0095,0.005,5204.1255,0,False,0.009801865,False,5.686142967949433,False,False,False,False,True
92,9655435,2128132586950838912,15.989,1.086,5185,0.885,K0,11.98,0.38,14,Y,Simbad,294.35376,46.37117,1.0855589,2128132586950838912,0.05682123,-0.011312485,294.35373551931275,46.37113424706804,0.9454810922891973,0.028454848,33.227417,-3.4910253728305753,-8.807665783350188,1.0442128,1909.459,15.977935,315.9665,5682.03628239881,646.0604,1.2215544,0,1,0,1,1.0666466,0.45034695,0.6162996,nan,nan,-1,nan,-1,-1,79.20532327743015,11.986725452732005,314.5734131572708,66.08296542646973,0,5127.401,5102.6567,5155.024,0.1676,0.135,0.0718,5152.4907,0,False,0.011312485,False,5.856199078621676,False,False,False,False,True
93,9654919,2128119671989269504,15.997,1.089,5175,0.883,K0,11.11,0.5609,14,Y,Simbad,294.16992,46.30429,1.0892096,2128119671989269504,0.0004645024,-0.008800507,294.1698977286817,46.30425520000713,0.8307900715398192,0.02975032,27.925417,-3.418942867165803,-8.643211229305347,1.0201797,2034.6843,15.988123,374.47067,5641.468239115734,560.7305,1.2189425,0,36,0,33,1.0787563,0.46004868,0.61870766,nan,nan,-1,nan,-1,-1,79.08566770730619,12.06971050800542,314.22047746613936,66.07292138605787,0,5162.424,5136.4077,5190.378,0.2045,0.1646,0.0874,5143.039,0,False,0.008800507,False,5.585579429082472,False,False,False,False,True
94,9654970,2128121561774914304,16.111,1.099,5151,0.877,K0,10.46,0.2355,15,Y,Simbad,294.18712,46.37414,1.0985632,2128121561774914304,0.03300024,-0.012105942,294.1870985738175,46.37410379848444,0.9071462883609676,0.03027242,29.966097,-3.2744495720540825,-8.803173114335072,1.0231999,2089.3074,16.098707,147.25635,5085.050328098191,322.2831,1.2141645,0,2,0,1,1.0841761,0.46762657,0.6165495,nan,nan,-1,nan,-1,-1,79.15489406298668,12.09062589725232,314.3166607168781,66.13209620106679,0,5078.3633,5039.7534,5108.7583,0.1123,0.0898,0.0476,5119.036,0,False,0.012105942,False,5.887093838945047,False,False,False,False,True
95,9837012,2128148671608654720,16.163,1.102,5141,0.875,K0,10.66,0.1761,14,Y,Simbad,294.29344,46.65537,1.1024942,2128148671608654720,0.015128401,-0.008548737,294.29341320400124,46.65533134409474,0.8430650914595421,0.029887475,28.207973,-3.35051027789529,-8.787609258486217,0.9951865,2097.5737,16.154322,384.44742,4864.968115958484,581.3408,1.2214217,0,1,0,2,1.0870228,0.46289635,0.62412643,nan,nan,-1,nan,-1,-1,79.44534925942908,12.152248285283353,314.76575576427615,66.35951004221668,0,4905.0513,4899.7896,4915.1353,0.005,0.004,0.0021,5109.057,0,False,0.008548737,False,5.783627205401949,False,False,False,False,True
97,9655225,2128121012019139584,16.036,1.103,5140,0.875,K0,11.11,0.6488,15,Y,Simbad,294.28283,46.37009,1.102704,2128121012019139584,0.012342795,-0.010984421,294.28280379174777,46.37004986516718,0.8474290396753655,0.029822271,28.41598,-3.4475604085622527,-8.887833359666272,1.0560274,2296.0125,16.025337,296.82596,5459.841806930482,471.84918,1.21814,0,0,0,0,1.0849266,0.46453476,0.62039185,nan,nan,-1,nan,-1,-1,79.18169263241695,12.029879652044654,314.4618698961172,66.10175593048962,0,5159.4946,5141.243,5174.926,0.2036,0.1639,0.087,5108.522,0,False,0.010984421,False,5.665853930795818,False,False,False,False,True
98,9655469,2128108814312039040,16.068,1.108,5126,0.872,K0,11.03,0.7185,15,Y,Simbad,294.36558,46.32664,1.1083574,2128108814312039040,0.011999715,-0.011255264,294.36556272726403,46.32660348136752,0.8435800620513085,0.030548869,27.614117,-3.3209020660716533,-8.827586488635188,0.9153408,2100.681,16.056389,311.9156,5314.485782989656,495.92862,1.2185812,0,0,0,0,1.088438,0.46629143,0.6221466,nan,nan,-1,nan,-1,-1,79.16852097703415,11.959275181659578,314.54744002867494,66.03893624697157,0,4907.9873,4893.365,4928.6045,0.0197,0.0157,0.0084,5094.258,0,False,0.011255264,False,5.687020388343893,False,False,False,False,True
99,9594099,2128118916075039360,16.139,1.109,5123,0.871,K0,10.17,0.3487,14,Y,Simbad,294.23303,46.27828,1.1092558,2128118916075039360,0.02452033,-0.0128650665,294.23300373407096,46.2782445932675,0.8647883567479352,0.030307442,28.533861,-3.4235584328009683,-8.672071919440906,0.96162087,1931.0515,16.126627,225.52303,5038.331783721293,386.29617,1.2278783,0,3,0,3,1.0989256,0.46447754,0.63444805,nan,nan,-1,nan,-1,-1,79.08207048677608,12.019058357659778,314.29311230011484,66.03158391248823,0,4853.115,4838.253,4876.4624,0.019,0.0151,0.0081,5091.9893,0,False,0.0128650665,False,5.811176137251113,False,False,False,False,True
100,9835687,2128178976898255744,16.136,1.111,5119,0.87,K0,10.67,0.033,3,Y,Simbad,293.80142,46.69319,1.111126,2128178976898255744,0.024624059,-0.012968063,293.80140113468457,46.6931561073751,0.8064772788347816,0.03228003,24.983782,-3.2473483568493258,-8.71371958085733,1.0178313,2191.7024,16.123316,228.18977,5002.341026276209,362.96033,1.2150043,0,3,0,1,1.0998306,0.47647667,0.62335396,nan,nan,-1,nan,-1,-1,79.32486412787952,12.470904782746922,314.031978059697,66.53101319206321,0,4962.06,4949.4854,4978.699,0.0071,0.0056,0.003,5087.312,0,False,0.012968063,False,5.656276492995531,False,False,False,False,True
101,9775249,2128175334765924608,16.004,1.113,5114,0.869,K0,10.0,0.3087,10,Y,Simbad,293.79524,46.52642,1.1130104,2128175334765924608,0.015218917,-0.0088377,293.7952126919231,46.526381528261844,0.7754341039318614,0.031699333,24.462158,-3.315493426630511,-8.974085248384977,1.1903824,2081.3875,15.995379,230.8163,5684.849508152518,531.62634,1.2305377,0,19,0,10,1.0924044,0.4581232,0.63428116,nan,nan,-1,nan,-1,-1,79.17010360276299,12.400253057379363,313.8544723794512,66.38000280123853,0,5041.087,5017.6294,5065.3213,0.1675,0.1344,0.0719,5082.5996,0,False,0.0088377,False,5.443103935701746,False,False,False,False,True
102,9655677,2128131418719632000,16.148,1.123,5089,0.863,K0,10.71,0.644,15,Y,Simbad,294.43278,46.32026,1.1229954,2128131418719632000,0.021259362,-0.013935089,294.43276082097196,46.32021950507838,0.8622111438197388,0.031025456,27.790442,-3.421270302160671,-8.834465065127626,0.9687647,2025.1682,16.134123,368.1821,4972.808604312766,490.8105,1.2184669,0,27,0,27,1.1031837,0.47545242,0.6277313,nan,nan,-1,nan,-1,-1,79.18421423767317,11.915019769877071,314.6455424100664,66.01433033000187,0,4892.809,4877.209,4911.78,0.0117,0.0093,0.0049,5057.851,0,False,0.013935089,False,5.81219100690932,False,False,False,False,True
103,9654808,2128123069303321472,16.033,1.125,5083,0.862,K0,11.15,0.2196,13,Y,Simbad,294.12601,46.37083,1.1252308,2128123069303321472,0.013041472,-0.009304047,294.1259904783925,46.370795290397794,0.8250458363957287,0.02907172,28.379671,-3.4926364710841122,-8.63865230748211,1.0933896,2432.2458,16.023954,328.76135,5554.879570621668,601.6332,1.2265412,0,26,0,26,1.1105986,0.4728527,0.63774586,nan,nan,-1,nan,-1,-1,79.13243243640731,12.12676877238311,314.21795186598155,66.1460341246401,0,5197.9404,5176.389,5220.3833,0.3243,0.2609,0.1392,5052.3633,0,False,0.009304047,False,5.606344776294332,False,False,False,False,True
104,9836986,2128148568529429120,16.241,1.129,5075,0.86,K0,10.94,0.5297,14,Y,Simbad,294.28694,46.63755,1.128622,2128148568529429120,0.022632867,-0.011548996,294.2869211461406,46.637508156649965,0.8234155543136503,0.032959707,24.982489,-3.318205984222754,-8.699135742418129,1.0173352,2084.0906,16.229042,227.64069,4590.787307355081,617.31616,1.2242813,0,2,0,0,1.1109142,0.47504997,0.63586426,nan,nan,-1,nan,-1,-1,79.42702289990586,12.148179884325387,314.73748474620174,66.3450553933194,0,4887.9736,4873.5933,4911.2754,0.0098,0.0077,0.0041,5044.058,0,False,0.011548996,False,5.807137386014965,False,False,False,False,True
105,9777063,2128135408749666304,16.295,1.139,5048,0.854,K2,11.11,0.5649,13,Y,Simbad,294.46118,46.53508,1.1394291,2128135408749666304,0.02017542,-0.011098862,294.46116141858005,46.5350391538336,0.9237061919399193,0.033082284,27.921476,-3.3762563657259257,-8.825329585018267,1.0064622,2087.8865,16.284393,242.07942,4398.448431013298,437.72836,1.2254311,0,1,0,2,1.1315956,0.48684883,0.6447468,nan,nan,-1,nan,-1,-1,79.38897873795612,11.995027813310891,314.9053007368324,66.20264666877459,0,4799.7607,4788.462,4814.6636,0.0083,0.0065,0.0035,5017.9014,0,False,0.011098862,False,6.112062584882494,False,False,False,False,True
108,9716694,2128134446676949120,16.027,1.16,4998,0.843,K2,10.37,0.6846,14,Y,Simbad,294.45857,46.43475,1.1601715,2128134446676949120,0.033960767,-0.011104584,294.4585501922455,46.43470922299277,0.906442371207754,0.03195719,28.36427,-3.318359781598244,-8.815860218128295,1.1258916,2283.7341,16.016079,287.74753,5671.378929361058,431.9427,1.2297062,0,3,0,7,1.1418858,0.48948097,0.6524048,nan,nan,-1,nan,-1,-1,79.2967428519281,11.951118825162355,314.8001096206379,66.11175510418174,0,4997.611,4973.9565,5019.7095,0.2469,0.1972,0.1057,4968.894,0,False,0.011104584,False,5.802779940045367,False,False,False,False,True
109,9715637,2128124173114998272,16.106,1.161,4997,0.842,K2,10.9,0.5701,7,Y,Simbad,294.05895,46.42864,1.1607065,2128124173114998272,0.033650804,-0.008995056,294.058923953742,46.428600930257375,0.8516520831907949,0.027963635,30.455702,-3.655399752640829,-8.822876412936559,1.0447675,2068.7512,16.097252,302.21252,5274.166190970638,480.5082,1.2308935,0,2,0,2,1.1453171,0.4905758,0.6547413,nan,nan,-1,nan,-1,-1,79.16394083611738,12.194088061851195,314.17064468402526,66.21755781223439,0,4799.26,4750.41,4814.925,0.0943,0.0748,0.0402,4967.6533,0,False,0.008995056,False,5.74856295741667,False,False,False,False,True
110,9531975,2128111700529584000,16.293,1.17,4975,0.837,K2,10.99,0.1751,7,Y,Simbad,294.1226,46.11943,1.1698284,2128111700529584000,0.035959087,-0.011293411,294.122579702222,46.119390661115915,0.9171389184604049,0.038239732,23.983925,-3.2906441842354885,-8.631911962276739,1.0399566,1763.9122,16.281715,221.7084,4436.716504697787,454.44345,1.2220143,0,2,0,1,1.1576138,0.50613976,0.651474,nan,nan,-1,nan,-1,-1,78.90187243897958,12.015517914111864,313.9649528283547,65.91658511911332,0,4767.295,4741.5776,4791.957,0.0413,0.0325,0.0173,4946.6104,0,False,0.011293411,False,6.093891007901618,False,False,False,False,True
111,9776327,2128149358803331840,16.245,1.171,4974,0.837,K2,10.78,0.1928,15,Y,Simbad,294.19903,46.54593,1.1704998,2128149358803331840,0.008484395,-0.012929916,294.1990101589924,46.545890080331624,0.9460745684077678,0.030231223,31.294619,-3.373595093215472,-8.809875554082486,1.0151359,1961.07,16.231804,230.19289,4607.141835646463,410.4046,1.2199345,0,0,0,1,1.1385489,0.49606133,0.6424875,nan,nan,-1,nan,-1,-1,79.31550498596638,12.160770087907276,314.5073518460087,66.28591573835077,0,4961.665,4926.254,4987.0425,0.1552,0.1235,0.0655,4945.075,0,False,0.012929916,False,6.111430735521941,False,False,False,False,True
112,9717373,2128135649267419904,16.425,1.19,4929,0.827,K2,11.18,0.2274,14,Y,Simbad,294.70667,46.40363,1.1898012,2128135649267419904,0.02810169,-0.013187408,294.7066470341851,46.40359505346742,0.8773759464957464,0.033687036,26.044914,-3.4522625372866322,-8.835293866716011,1.0369631,1973.9452,16.411497,283.41595,3969.658975499077,468.3842,1.2287941,0,0,0,2,1.165699,0.5052147,0.6604843,nan,nan,-1,nan,-1,-1,79.34796282766365,11.78466279788615,315.15371826876617,66.01359191054577,0,4860.568,4824.7944,4885.7954,0.087,0.0686,0.0363,4901.599,0,False,0.013187408,False,6.127425735732789,False,False,False,False,True
113,9716302,2128144445360737408,16.468,1.225,4852,0.809,K2,10.39,0.1642,7,Y,Simbad,294.30885,46.41306,1.2251158,2128144445360737408,0.0062651634,-0.013620377,294.3088271804018,46.41302004492508,0.9506546884297246,0.033829793,28.101109,-3.3433539774486185,-8.696867542840522,1.0040736,1729.2544,16.4542,252.03319,3888.928445670806,403.0647,1.2333907,0,1,0,0,1.2103682,0.5294876,0.68088055,nan,nan,-1,nan,-1,-1,79.2291780712629,12.033302341746664,314.5453259055264,66.1338025744117,0,4809.0977,4787.9966,4830.631,0.1904,0.1497,0.0794,4825.4595,0,False,0.013620377,False,6.344314716577454,False,False,False,False,True
114,9531969,2128111700529585024,16.526,1.225,4851,0.809,K2,11.2,0.4061,11,Y,Simbad,294.12149,46.12452,1.2254114,2128111700529585024,0.050578896,-0.011957169,294.12146744164323,46.124485454762805,0.876957143564185,0.04106054,21.357662,-3.3103603417083365,-8.91350210429378,0.9739625,1801.2892,16.514114,166.81192,3667.229870304918,230.31557,1.2285995,0,1,1,1,1.211503,0.5344391,0.67706394,nan,nan,-1,nan,-1,-1,78.90616526151979,12.01850484787854,313.96819462283435,65.92156524253701,0,4878.034,4857.484,4899.026,0.2271,0.1789,0.0946,4824.852,0,False,0.011957169,False,6.229006230587769,False,False,False,False,True
115,9595731,2080089877353291136,16.521,1.23,4842,0.807,K2,11.85,0.5147,10,Y,Simbad,294.82526,46.29792,1.2296333,2080089877353291136,0.024981054,-0.013544083,294.8252395926733,46.29788335544957,0.8288126989862507,0.035497006,23.348804,-3.40539692051327,-8.719703686386811,0.90905136,1875.7845,16.507574,199.61745,3691.356794068455,344.6112,1.2341014,0,1,0,2,1.1997042,0.5220604,0.6776438,nan,nan,-1,nan,-1,-1,79.29015747877573,11.663534253827395,315.2309627774951,65.8836513904743,0,4653.5454,4635.786,4677.6553,0.0197,0.0154,0.0081,4816.0425,0,False,0.013544083,False,6.099856064767199,False,False,False,False,True
116,9896609,2128158910811242496,16.593,1.247,4806,0.799,K2,11.28,0.3487,15,Y,Simbad,294.18771,46.74939,1.2471218,2128158910811242496,0.05388343,-0.014137268,294.1876845070094,46.749351359468115,0.9367849995107027,0.046000104,20.364843,-3.3852954518869156,-8.888375019346489,1.1483172,1711.9977,16.579252,144.21574,3500.3968453598313,267.84464,1.2372748,0,0,0,1,1.2308655,0.5392151,0.6916504,nan,nan,-1,nan,-1,-1,79.49778277108007,12.259349734332469,314.69624081794996,66.47493814913092,0,4772.545,4748.8276,4797.0054,0.1651,0.1292,0.0682,4780.2227,0,False,0.014137268,False,6.437451882431173,False,False,False,False,True
117,9593995,2128118469398421632,16.638,1.253,4793,0.796,K2,11.29,0.183,11,Y,Simbad,294.19762,46.26194,1.2534189,2128118469398421632,0.02490092,-0.010910034,294.19759410398046,46.26189542891773,0.8856919316869794,0.038471606,23.021965,-3.413742051749538,-8.88994363901401,0.9957775,1727.8882,16.626776,204.93552,3352.0390859722775,392.9249,1.2359674,0,1,0,2,1.2355013,0.5433483,0.692153,nan,nan,-1,nan,-1,-1,79.0558516567477,12.03350994444053,314.2217752064615,66.02644080046397,0,4751.151,4726.6235,4776.579,0.1083,0.0844,0.0445,4767.5786,0,False,0.010910034,False,6.363189183777344,False,False,False,False,True
120,9838166,2128139497558660224,16.751,1.307,4688,0.772,K4,12.16,0.2646,7,Y,Simbad,294.71191,46.61317,1.3071957,2128139497558660224,0.029728742,-0.016395569,294.7118832386424,46.61313262934063,0.9085983384191804,0.043777056,20.755127,-3.5574300402395185,-8.74897657729976,1.0185578,1621.3851,16.734825,202.41843,3073.6202828997216,387.79745,1.2294658,0,2,0,0,1.2916088,0.5855541,0.7060547,nan,nan,-1,nan,-1,-1,79.54016248639635,11.877026566771102,315.37424110284314,66.20317623039513,0,4733.4087,4706.5615,4759.306,0.128,0.099,0.0521,4664.827,0,False,0.016395569,False,6.526684825637798,False,False,False,False,True
123,9594399,2128108466414347264,16.84,1.323,4659,0.766,K4,11.79,0.4487,11,Y,Simbad,294.33133,46.28709,1.322815,2128108466414347264,0.042738974,-0.014076233,294.3313101626941,46.287055230758796,0.9315788370504344,0.045210913,20.605177,-3.2004924438045412,-8.736945365384127,0.98156714,1532.1914,16.825504,173.74675,2875.6673772241825,354.9541,1.2437198,0,1,0,0,1.3088017,0.5843468,0.7244549,nan,nan,-1,nan,-1,-1,79.12152429252689,11.962454359278304,314.45487760038236,66.0123022982523,0,4577.676,4542.1313,4626.923,0.0913,0.0702,0.0371,4636.66,0,False,0.014076233,False,6.671602372876675,False,False,False,False,True
124,9594079,2128118572477645824,16.813,1.327,4652,0.764,K4,12.27,0.4963,12,Y,Simbad,294.22818,46.25734,1.3266716,2128118572477645824,0.075996466,-0.013727188,294.2281630259162,46.25729644959014,0.8719988033279439,0.04315357,20.206875,-3.339794831272439,-8.897940030410055,1.0324904,1823.5641,16.799818,176.7754,2950.9288622369368,329.49768,1.2439221,0,0,0,0,1.3152447,0.5884247,0.72682,nan,nan,-1,nan,-1,-1,79.06141869956375,12.012576805940183,314.2648628974452,66.0137447556062,0,4653.196,4627.421,4679.872,0.2004,0.1548,0.0813,4629.8047,0,False,0.013727188,False,6.502397483623751,False,False,False,False,True
125,9838228,2128139634997621376,16.863,1.341,4626,0.758,K4,12.02,0.1978,6,Y,Simbad,294.73475,46.6248,1.3412724,2128139634997621376,0.018525071,-0.0153160095,294.7347246878296,46.62475745273888,0.9207263940536698,0.04590699,20.056345,-3.3435387935323364,-8.893939221208324,0.9434681,1676.1971,16.847267,140.5161,2827.6910660142453,350.5815,1.23686,0,2,0,0,1.336956,0.609005,0.72795105,nan,nan,-1,nan,-1,-1,79.55804417158444,11.868363531680792,315.42154713645687,66.20729767906904,0,4576.143,4550.695,4610.8037,0.0733,0.0561,0.0295,4604.323,0,False,0.0153160095,False,6.667920116161492,False,False,False,False,True
126,9897654,2128144204842804992,16.904,1.347,4616,0.756,K4,11.02,0.0965,6,Y,Simbad,294.55711,46.73328,1.3469448,2128144204842804992,0.021569762,-0.015810013,294.5570858322945,46.73324117861492,0.8778912335077164,0.04801362,18.284212,-3.4397271246054775,-8.658989875294113,0.9957877,1574.9688,16.887882,106.993774,2743.353265070718,259.00583,1.2539558,0,1,0,2,1.3156796,0.5799885,0.7356911,nan,nan,-1,nan,-1,-1,79.60011370422198,12.026250510658517,315.25673726709454,66.35638694130914,0,4601.5435,4564.6816,4636.779,0.0939,0.0721,0.038,4594.5693,0,False,0.015810013,False,6.605085793896453,False,False,False,False,True
127,9593626,2128116540951535744,16.871,1.362,4590,0.75,K4,11.61,0.1967,11,Y,Simbad,294.05998,46.29221,1.3620548,2128116540951535744,0.024195518,-0.015937805,294.05995455399596,46.29217296185138,0.9177339418572517,0.044989154,20.399004,-3.4424243664915046,-8.733488126746419,0.93898135,1431.8955,16.855215,117.56205,2834.2181137755983,277.89487,1.2512864,0,0,0,1,1.330574,0.5921707,0.7384033,nan,nan,-1,nan,-1,-1,79.03962820612185,12.132076034180576,314.03688133593477,66.09230238667034,0,4654.2275,4611.2847,4689.5625,0.164,0.1261,0.0664,4569.037,0,False,0.015937805,False,6.668799043285597,False,False,False,False,True
128,9716918,2128133518964044032,16.91,1.366,4583,0.749,K4,11.92,0.819,11,Y,Simbad,294.53509,46.42825,1.3661919,2128133518964044032,0.032410663,-0.01606369,294.5350663387027,46.42820861842208,0.8934508174817231,0.045647137,19.572987,-3.392757944964935,-8.833862710791282,0.9860746,1713.1809,16.894384,86.85271,2710.1503611430157,252.5902,1.2399695,0,0,0,1,1.3318634,0.6028919,0.7289715,nan,nan,-1,nan,-1,-1,79.31530233531112,11.901182247632955,314.9124645138345,66.08434977401984,0,4599.8135,4568.542,4629.9414,0.1302,0.0998,0.0526,4562.165,0,False,0.01606369,False,6.64973763683485,False,False,False,False,True
129,9593890,2128119087873694208,16.76,1.369,4578,0.748,K4,11.53,0.1579,11,Y,Simbad,294.16133,46.25295,1.3691292,2128119087873694208,0.027682995,-0.014293671,294.16130485907627,46.252909105438796,0.9405067680576036,0.04030066,23.337255,-3.5217744968377653,-8.688524202917836,0.98862314,1775.468,16.745275,242.99611,3124.3155866615743,361.97833,1.2435656,0,2,0,3,1.3382854,0.60401726,0.7342682,nan,nan,-1,nan,-1,-1,79.03607113251367,12.051842439512946,314.15633369218597,66.02827026018001,0,4597.054,4564.2505,4631.5303,0.2771,0.2136,0.1134,4557.27,0,False,0.014293671,False,6.6120851232347775,False,False,False,False,True
130,9895567,2128179114337220608,17.001,1.383,4555,0.743,K4,12.43,0.3667,4,Y,Simbad,293.81584,46.70715,1.3827839,2128179114337220608,0.0070591206,-0.017641068,293.815812470987,46.707107827321806,0.8504794823453383,0.04842438,17.563044,-3.403658257206611,-8.751212520378477,0.9876861,1416.816,16.983198,127.61602,2544.567701517656,301.70584,1.249509,0,1,0,0,1.3681507,0.61881256,0.74933815,nan,nan,-1,nan,-1,-1,79.34216842877176,12.468286313102663,314.06882189833243,66.53979438034705,0,4598.9526,4581.439,4615.6133,0.1414,0.1078,0.0564,4534.9805,0,False,0.017641068,False,6.631517369912304,False,False,False,False,True
132,9596065,2080085685465236864,16.908,1.4,4527,0.737,K4,12.3,0.1932,2,Y,Simbad,294.95148,46.20653,1.3999691,2080085685465236864,0.05071488,-0.017946243,294.9514550310774,46.206494840673116,0.8595699725467325,0.046120416,18.637516,-3.439010919514674,-8.773073677779738,0.9444591,1574.7129,16.88969,152.95984,2791.2847115452482,185.30908,1.2470838,0,0,0,1,1.39604,0.63973427,0.7563057,nan,nan,-1,nan,-1,-1,79.24812048361342,11.54406307337637,315.3342382073818,65.76457119813932,0,4387.1343,4374.1216,4417.0645,0.0184,0.0139,0.0074,4507.631,0,False,0.017946243,False,6.561096578305142,False,False,False,False,True
133,9533430,2080064554225921792,17.054,1.407,4516,0.735,K4,11.91,0.2322,6,Y,Simbad,294.64571,46.13456,1.407196,2080064554225921792,0.027317446,-0.014642715,294.64569089862,46.13452286064329,0.8796012867631958,0.05116189,17.19251,-3.3458281100067992,-8.751274131076428,1.0557709,1442.312,17.039127,152.58621,2425.371310727424,317.64435,1.2477256,0,0,0,0,1.3846531,0.63147545,0.75317764,nan,nan,-1,nan,-1,-1,79.08379505796195,11.699334766047489,314.7914567487424,65.78491398531756,0,4574.4146,4551.2495,4600.0483,0.199,0.1515,0.0798,4496.3125,0,False,0.014642715,False,6.760556629932948,False,False,False,False,True
136,9656681,2080095993386737408,17.183,1.449,4451,0.721,K5,12.21,0.1257,5,Y,Simbad,294.82199,46.32773,1.4494438,2080095993386737408,0.06604677,-0.017902374,294.82196489068656,46.32768855076916,0.9158573541187177,0.050812323,18.024317,-3.3513322886613377,-8.553482398666397,0.99005586,1370.4502,17.164675,118.647224,2208.7616393937633,320.99985,1.2561395,0,0,0,1,1.4368286,0.6596775,0.7771511,nan,nan,-1,nan,-1,-1,79.31615739674287,11.679191037840612,315.25575515858316,65.91177544948924,0,4297.7314,4280.989,4337.445,0.0226,0.017,0.009,4432.6816,0,False,0.017902374,False,6.973813944153905,False,False,False,False,True
138,9716095,2128122004151549184,17.353,1.491,4391,0.709,K5,12.93,0.9576,10,Y,Simbad,294.23363,46.42825,1.4907417,2128122004151549184,0.029187117,-0.019798279,294.23360405624925,46.42821414416217,0.8802582427353934,0.05668246,15.529641,-3.2589474775183667,-8.747068932802467,0.9930208,1210.239,17.333248,71.68248,1944.3011510747372,128.71465,1.2652764,0,0,0,0,1.5091934,0.701931,0.8072624,nan,nan,-1,nan,-1,-1,79.21907729741653,12.086427715876521,314.44322503294256,66.16866931879268,0,4454.062,4435.203,4477.126,0.3409,0.2562,0.1347,4374.0947,0,False,0.019798279,False,7.056298640894802,False,False,False,False,True
