Seq,KIC,dr2_source_id,Gmag,BP-RP,Teff,Mass,SpT,Prot,e_Per,NQ,f_Seq,Simbad,_RA,_DE,dr2_bp_rp,dr3_source_id,angular_distance,magnitude_difference,ra,dec,parallax,parallax_error,parallax_over_error,pmra,pmdec,ruwe,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_mean_flux_over_error,phot_rp_mean_flux,phot_rp_mean_flux_over_error,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_method_used,rv_expected_sig_to_noise,vbroad,vbroad_error,l,b,ecl_lon,ecl_lat,non_single_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,azero_gspphot,ag_gspphot,ebpminrp_gspphot,Teff_Curtis20,nbhr_count,flag_nbhr_count,abs_magnitude_difference,flag_bad_gaiamatch,M_G,flag_ruwe_outlier,flag_camd_outlier,flag_rverror_outlier,flag_possible_binary,flag_benchmark_period
27,9656480,2080097058538601088,14.318,0.725,6244,1.185,F8,4.81,0.129,15,Y,Simbad,294.74401,46.36503,0.72479725,2080097058538601088,0.051108778,-0.011914253,294.7439937807706,46.36498974576275,0.8878027811898066,0.013427701,66.117256,-3.3279509279400528,-8.838466173417775,0.9929925,4620.197,14.306464,1129.2994,22511.7252883892,1375.8484,1.1913259,0,0,0,0,0.7197161,0.28012562,0.43959045,-6.4272466,6.9385486,2,3.9225821,-1,-1,79.324896584301,11.74411480272551,315.1727021738315,65.96782718797373,0,6087.6084,6064.9688,6109.9604,0.0807,0.069,0.0373,6211.5884,0,False,0.011914253,False,4.048046701207182,False,False,False,False,True
28,9533215,2128103179314615296,14.154,0.732,6226,1.179,F8,3.98,0.2602,9,Y,Simbad,294.56431,46.14999,0.73183346,2128103179314615296,0.031457067,-0.011610985,294.5642849584306,46.149956105475844,0.8752998927263872,0.012944951,67.61709,-3.4397589654501766,-8.795345925740333,0.9368947,5296.276,14.142247,1205.5942,26204.65154943308,1479.482,1.1899818,0,0,0,0,0.72382927,0.2835312,0.44029808,12.900601,6.0262547,2,5.0894113,-1,-1,79.07154848632636,11.756569266021078,314.68079281164705,65.82182258721964,0,6232.913,6213.624,6249.778,0.1701,0.146,0.0788,6192.512,0,False,0.011610985,False,3.8530315762218112,False,False,False,False,True
29,9655911,2128128742959981312,14.228,0.734,6222,1.177,F8,5.83,0.5253,15,Y,Simbad,294.50751,46.32609,0.73350525,2128128742959981312,0.04506289,-0.012639046,294.5074834128101,46.32605597669669,0.8813029830567078,0.013425606,65.64344,-3.4299027706449463,-8.753391516642662,1.0267621,4148.532,14.215233,1140.3575,24520.906393608988,1760.1017,1.1901639,0,0,0,0,0.72535324,0.28417492,0.44117832,nan,nan,-1,nan,-1,-1,79.21347991833542,11.871697709556193,314.7673763475847,65.99875686859151,0,nan,nan,nan,nan,nan,nan,6187.935,0,False,0.012639046,False,3.9408590497990623,False,False,False,False,True
31,9716401,2128145098195807872,14.205,0.742,6199,1.17,F8,5.18,0.4928,15,Y,Simbad,294.34481,46.4694,0.74200535,2128145098195807872,0.047157668,-0.012216568,294.3447849058144,46.469357854208496,0.9188081065570989,0.013227392,69.46253,-3.5425413198733713,-8.80846103829779,0.9704424,4512.8325,14.192955,1083.8219,25095.42588844931,1165.0404,1.1907609,0,1,0,1,0.73031235,0.28626633,0.44404602,8.114605,4.8511,2,3.6589136,-1,-1,79.29201186831575,12.036690555156428,314.657841561465,66.17526180558552,0,6292.903,6235.8086,6322.4434,0.1996,0.1715,0.0923,6164.3994,0,False,0.012216568,False,4.0090791084851745,False,False,False,False,True
32,9655282,2128108539434091392,14.37,0.743,6195,1.168,F8,5.86,0.2411,6,Y,Simbad,294.29951,46.30224,0.7435074,2128108539434091392,0.031755034,-0.012263298,294.29948976498235,46.3021978882785,0.886481595369409,0.015159071,58.478622,-3.233204879029376,-8.823336928423078,0.939776,3366.3833,14.35812,825.8193,21652.703167961845,1288.173,1.1931466,0,1,0,0,0.7362747,0.2872696,0.44900513,3.5371535,9.005768,2,3.8857641,-1,-1,79.12515225848087,11.988913808721685,314.420381498083,66.03502230870765,0,6273.6963,6249.493,6294.8965,0.2116,0.1817,0.098,6160.192,0,False,0.012263298,False,4.096468581867597,False,False,False,False,True
37,9471344,2128098849987500160,14.515,0.774,6110,1.138,G0,6.53,0.3318,15,Y,Simbad,294.34863,46.06614,0.7735758,2128098849987500160,0.04701569,-0.011788368,294.3486064713517,46.06609716435205,0.8919872568308698,0.01575968,56.59932,-3.3689020460907364,-8.678141712885562,1.0618691,3647.592,14.50342,767.9969,19216.837548910476,1335.8585,1.1957722,0,1,0,1,0.76506805,0.30033875,0.4647293,5.4660997,6.8203406,2,3.5046132,-1,-1,78.92578830951325,11.851619789697944,314.26433512966605,65.80513901323235,0,6149.4595,6138.292,6159.8594,0.1513,0.1288,0.0693,6073.7153,0,False,0.011788368,False,4.255213125963737,False,False,False,False,True
38,9716435,2128144926397113728,14.525,0.775,6106,1.137,G0,6.67,0.201,9,Y,Simbad,294.36095,46.44478,0.7748251,2128144926397113728,0.034325335,-0.010964394,294.3609259301973,46.44473787525177,0.8618603626925151,0.015099089,57.080288,-3.3665179756260915,-8.697928632963318,1.0012318,3689.4033,14.514007,828.8414,19015.597305285206,1244.4202,1.1944894,0,0,0,0,0.765769,0.30188274,0.46388626,10.402141,8.602398,2,3.2018988,-1,-1,79.27471092867927,12.015632085152577,314.6582637903296,66.14824777208844,0,6150.209,6124.9385,6182.7993,0.2029,0.1731,0.0933,6070.04,0,False,0.010964394,False,4.191191153643054,False,False,False,False,True
39,9655268,2128120908939932032,14.52,0.778,6098,1.134,G0,7.15,0.4493,15,Y,Simbad,294.29339,46.3757,0.77770233,2128120908939932032,0.037772857,-0.011003494,294.29337282652887,46.37566533086767,0.8932737839706937,0.014816633,60.28858,-3.3668818815969566,-8.710864393068013,0.9650087,3723.6428,14.509239,891.2514,19135.79695316115,1208.1584,1.1949774,0,1,0,0,0.7693176,0.30335712,0.4659605,nan,nan,-1,nan,-1,-1,79.19018509627297,12.025914783870634,314.48393634805666,66.10394770491936,0,5956.6553,5932.6914,5984.68,0.1068,0.0907,0.049,6061.5425,0,False,0.011003494,False,4.264162138724416,False,False,False,False,True
41,9532828,2128102526479557248,14.528,0.793,6053,1.118,G0,6.23,0.3795,15,Y,Simbad,294.43109,46.1604,0.7930393,2128102526479557248,0.047246963,-0.011953354,294.43106403419387,46.1603631149511,0.9037472318260094,0.01571482,57.509228,-3.345764782090629,-8.938090537872418,1.0692062,4094.9292,14.5161085,853.2351,19138.274197749823,1116.9594,1.1962461,0,0,0,1,0.7821226,0.3091526,0.47297,5.751332,4.4148417,2,4.1784205,-1,-1,79.03812413305103,11.843483135065608,314.484656634906,65.86854400372275,0,6179.05,6149.0884,6204.2026,0.2537,0.2163,0.1167,6015.801,0,False,0.011953354,False,4.296343413190632,False,False,False,False,True
42,9777258,2128140425271501824,14.692,0.797,6040,1.114,G0,8.45,0.1832,10,Y,Simbad,294.5364,46.54391,0.79725647,2128140425271501824,0.03793353,-0.009186745,294.53637831061627,46.54387318037758,0.8932168680051389,0.015605902,57.235836,-3.3977623304747477,-8.705787574146836,0.9906861,3123.9023,14.682807,752.74774,16455.95113588537,1068.2368,1.1960907,0,2,0,0,0.78847027,0.31275177,0.4757185,nan,nan,-1,nan,-1,-1,79.42102958509972,11.952934447720644,315.03124153302406,66.18956467716117,0,6015.7095,5996.638,6030.311,0.1182,0.1,0.0537,6003.09,0,False,0.009186745,False,4.437591548368349,False,False,False,False,True
44,9778187,2080475084380577152,14.795,0.806,6014,1.105,G0,9.23,0.4286,15,Y,Simbad,294.87962,46.54376,0.80598927,2080475084380577152,0.044112545,-0.011575699,294.8796018443755,46.543724335494616,0.8905331579119379,0.015975509,55.74365,-3.4250911894745837,-8.766588317227077,0.9807492,3109.004,14.783055,455.12476,15064.693178377462,772.623,1.1976142,0,1,0,1,0.7949915,0.31493092,0.48006058,nan,nan,-1,nan,-1,-1,79.53088209917159,11.742768589202536,315.5631301704028,66.09239071978926,0,5743.3184,5718.8877,5779.15,0.0236,0.0198,0.0107,5976.6406,0,False,0.011575699,False,4.531305778099357,False,False,False,False,True
45,9410241,2128096616604445312,14.679,0.808,6008,1.104,G0,7.0,0.1357,15,Y,Simbad,294.27828,45.97188,0.80822945,2128096616604445312,0.021604681,-0.013170242,294.2782564777625,45.97184006115081,0.8980858884505056,0.016788486,53.494152,-3.3389913702074487,-8.775171555482688,1.0354042,3509.3264,14.665885,498.2997,16812.77634144957,847.67096,1.1980662,0,0,0,1,0.7985649,0.31647682,0.4820881,nan,nan,-1,nan,-1,-1,78.81731398186724,11.852416085132058,314.0635168377674,65.73821013669522,0,5715.5327,5694.761,5762.5713,0.0214,0.018,0.0097,5969.8276,0,False,0.013170242,False,4.432474333665763,False,False,False,False,True
46,9776475,2128146472585332096,14.857,0.825,5957,1.089,G0,9.28,0.6038,15,Y,Simbad,294.25081,46.54102,0.824996,2128146472585332096,0.029924309,-0.0130672455,294.250791676634,46.54098049526066,0.8790599959605992,0.01569833,55.99704,-3.351735506021798,-8.6232595559078,0.9603541,3362.2773,14.844009,614.53485,14344.41615249205,1015.7306,1.1973602,0,0,0,2,0.812706,0.32488537,0.48782063,nan,nan,-1,nan,-1,-1,79.32745431538525,12.126768552258724,314.5833139822957,66.26697971197744,0,5813.085,5802.9077,5825.845,0.1063,0.0896,0.0483,5918.514,0,False,0.0130672455,False,4.5641019831187855,False,False,False,False,True
47,9534045,2080086338300220032,14.904,0.833,5932,1.081,G2,9.82,0.5624,15,Y,Simbad,294.88858,46.19154,0.8331661,2080086338300220032,0.05485319,-0.011842728,294.88855978256703,46.19150047347016,0.864248576543322,0.017291093,49.9823,-3.266415673568446,-8.724736011326076,1.036948,2933.5237,14.891992,597.648,13834.941110415437,813.71936,1.2022946,0,0,0,1,0.8222008,0.32566166,0.49653912,nan,nan,-1,nan,-1,-1,79.21412249994175,11.575851966682285,315.2225051725983,65.76866022012807,0,5604.25,5594.6655,5620.185,0.0088,0.0073,0.004,5893.349,0,False,0.011842728,False,4.5751849798568465,False,False,False,False,True
48,9656165,2128130186069010944,14.892,0.833,5931,1.081,G2,9.82,0.5394,15,Y,Simbad,294.60974,46.35178,0.8333483,2128130186069010944,0.033111595,-0.013264656,294.60972180042523,46.351743814811364,0.9001879273869017,0.01722719,52.253906,-3.4264898252536784,-8.96503446968591,1.081037,3588.0522,14.879047,897.98926,13965.683568409222,1090.3304,1.2001395,0,2,0,1,0.8204479,0.32664013,0.4938078,nan,nan,-1,nan,-1,-1,79.2696704644726,11.82053409478877,314.9515764574153,65.99354158620902,0,5766.568,5757.2935,5776.8657,0.0951,0.08,0.0431,5892.79,0,False,0.013264656,False,4.6507133149248325,False,False,False,False,True
49,9655917,2128131869696568960,14.899,0.837,5919,1.077,G2,9.08,0.2432,15,Y,Simbad,294.51007,46.37422,0.8373728,2128131869696568960,0.05219145,-0.013191223,294.51004970556096,46.374176686007104,0.9060170792643019,0.01682385,53.853134,-3.3916368384205473,-8.884640193957306,1.0272596,2621.5852,14.885316,704.96826,13925.574503411628,808.4341,1.2007251,0,0,0,0,0.82630444,0.32935143,0.496953,nan,nan,-1,nan,-1,-1,79.25810422039723,11.891991287640586,314.8194338042258,66.04201345890587,0,5630.1475,5596.908,5674.1714,0.0308,0.0258,0.0139,5880.364,0,False,0.013191223,False,4.6709978181242775,False,False,False,False,True
50,9411496,2080057785357418240,14.949,0.84,5912,1.075,G2,10.04,0.4641,14,Y,Simbad,294.74171,45.90325,0.8396168,2080057785357418240,0.05028373,-0.015112877,294.74168549430146,45.903211632079156,0.8405818693624622,0.019743223,42.575718,-3.334399221219193,-8.558111728004649,0.9981943,2404.2312,14.933498,465.66553,13338.116115504068,541.9401,1.2009336,0,1,0,0,0.82899094,0.33065224,0.4983387,nan,nan,-1,nan,-1,-1,78.90491569303383,11.534264625522045,314.71310299990967,65.54636396314012,0,5717.8706,5674.601,5762.5205,0.0794,0.0666,0.0359,5873.4277,0,False,0.015112877,False,4.556398474603569,False,False,False,False,True
51,9594287,2128106477849445248,14.904,0.863,5840,1.056,G2,9.88,0.4857,15,Y,Simbad,294.29742,46.20767,0.86299324,2128106477849445248,0.029142128,-0.012526512,294.29740025596215,46.20762700845543,0.8880054662982402,0.01802892,49.254498,-3.3486243795990562,-8.786708442094291,1.0288675,4048.5996,14.891829,676.63086,14005.14857252933,1147.5331,1.202118,0,1,0,0,0.852129,0.34247684,0.50965214,nan,nan,-1,nan,-1,-1,79.03828182921929,11.947395413218924,314.3236201588544,65.94902318054771,0,5934.203,5911.767,5966.0283,0.1917,0.1609,0.0863,5800.9985,0,False,0.012526512,False,4.633906732861478,False,False,False,False,True
53,9655424,2128108676873069952,14.915,0.873,5810,1.049,G5,9.68,0.3383,15,Y,Simbad,294.35075,46.31177,0.87254333,2128108676873069952,0.03586147,-0.011767387,294.3507282091746,46.31172919334953,0.8897629758439736,0.01872101,47.527508,-3.1234737843529956,-8.474774380433228,1.0318071,3134.3374,14.903736,360.3376,13937.280629100194,859.00055,1.2066923,0,0,0,0,0.8578415,0.3415556,0.5162859,nan,nan,-1,nan,-1,-1,79.15022183551838,11.961669683143574,314.50957576923804,66.02946721287282,0,5899.6187,5881.736,5922.656,0.2268,0.1905,0.1027,5771.3716,0,False,0.011767387,False,4.650107765745064,False,False,False,False,True
54,9532127,2128111975407524480,15.072,0.873,5808,1.049,G5,10.19,0.3753,15,Y,Simbad,294.18199,46.15364,0.8731575,2128111975407524480,0.0206351,-0.010333061,294.1819660234215,46.15360397810763,0.8923075291567013,0.02038701,43.768436,-3.2948892597839037,-8.799278530027156,1.0124757,1818.1608,15.06161,442.72226,12008.650712259076,526.05927,1.2015816,0,0,0,0,0.859602,0.34715176,0.5124502,nan,nan,-1,nan,-1,-1,78.95207779784607,11.99424707068536,314.090910979889,65.9315397462341,0,5488.7334,5474.2563,5507.8433,0.0136,0.0113,0.0061,5769.475,0,False,0.010333061,False,4.814183009427614,False,False,False,False,True
55,9592579,2128072564788836096,15.049,0.873,5807,1.048,G5,10.44,0.6905,15,Y,Simbad,293.67014,46.29565,0.8733702,2128072564788836096,0.019528117,-0.009236336,293.67011988797185,46.29560835403538,0.8583450640755854,0.020512898,41.844166,-3.360139160740691,-8.835079525638381,1.1174043,3028.3901,15.039521,571.0591,12264.508914001062,679.30865,1.20184,0,0,0,2,0.8608961,0.3476448,0.5132513,nan,nan,-1,nan,-1,-1,78.91925828849087,12.374419127884307,313.4291811440163,66.20265199346368,0,5849.175,5828.238,5868.0835,0.1651,0.1381,0.074,5768.8164,0,False,0.009236336,False,4.707830787693048,False,False,False,False,True
56,9470987,2128099670319729408,15.169,0.88,5786,1.044,G5,9.68,0.1934,15,Y,Simbad,294.22704,46.09574,0.88024807,2128099670319729408,0.026860261,-0.0125665665,294.2270181286608,46.095697845639044,0.8947583662087445,0.021724869,41.185905,-3.349873446573356,-8.841697580329612,0.9265909,1881.4812,15.156057,455.00113,11086.355113314794,569.6507,1.2055641,0,8,0,0,0.8689556,0.34882164,0.520134,nan,nan,-1,nan,-1,-1,78.91370842119008,11.940217225265496,314.1043806787834,65.86598151460908,0,5629.217,5565.903,5749.893,0.1243,0.1037,0.0558,5747.491,0,False,0.0125665665,False,4.914586196989358,False,False,False,False,True
57,9655315,2128120840220460544,15.101,0.883,5777,1.042,G5,10.67,0.3633,15,Y,Simbad,294.31021,46.37066,0.8830519,2128120840220460544,0.045664895,-0.01163578,294.31018719315017,46.37061826246558,0.9040198372219215,0.019579694,46.1713,-3.4200507781265235,-8.83461927969022,1.0392104,2293.3523,15.088844,452.78873,11797.172498360354,631.39087,1.2038991,0,0,0,0,0.87299633,0.35260296,0.5203934,nan,nan,-1,nan,-1,-1,79.19094813243144,12.01328528324249,314.5050957483067,66.09464348426022,0,5750.635,5735.517,5765.625,0.1549,0.1292,0.0693,5738.8145,0,False,0.01163578,False,4.869734101590861,False,False,False,False,True
59,9715987,2128122283329454208,15.141,0.887,5765,1.039,G5,10.53,0.2703,15,Y,Simbad,294.18883,46.45437,0.8870888,2128122283329454208,0.050694477,-0.013572693,294.1888047460652,46.45432907384611,0.8566937943478699,0.018057857,47.44161,-3.1932923114686447,-8.801961558686994,1.0019499,2397.7544,15.127399,492.91644,11417.429077734736,598.8467,1.2038356,0,1,0,0,0.8801031,0.356678,0.5234251,nan,nan,-1,nan,-1,-1,79.228667210066,12.125760819365713,314.3994162638818,66.20503067893642,0,5758.024,5729.9214,5821.19,0.2082,0.1741,0.0936,5726.3076,0,False,0.013572693,False,4.791527549597689,False,False,False,False,True
60,9655276,2128120702781491072,15.049,0.888,5763,1.038,G5,10.15,0.2139,15,Y,Simbad,294.29707,46.34698,0.8876581,2128120702781491072,0.021966986,-0.012579918,294.2970477499966,46.346945853743335,0.8740269030811755,0.018509675,47.22,-3.211974899801531,-8.898126742377034,0.9855825,2708.9116,15.036106,414.59546,12388.5625424692,728.4888,1.2038014,0,0,0,0,0.8740454,0.35328293,0.52076244,nan,nan,-1,nan,-1,-1,79.16516985759424,12.01066325022536,314.4610470754418,66.07664974582546,0,6043.82,6010.8965,6294.0845,0.3935,0.3316,0.1788,5724.5483,0,False,0.012579918,False,4.743730113065073,False,False,False,False,True
61,9716502,2128132694330246144,15.124,0.89,5757,1.036,G5,9.69,0.3416,15,Y,Simbad,294.3855,46.40084,0.88964653,2128132694330246144,0.055086438,-0.013180733,294.3854729540723,46.4008061097908,0.8758302773611109,0.019472482,44.977844,-3.4063574738650155,-8.744262670259591,1.0178281,2223.0012,15.111147,381.31686,11719.394576099394,408.62448,1.2191188,0,22,0,21,0.8764,0.34088516,0.53551483,nan,nan,-1,nan,-1,-1,79.24250346646333,11.98064883427322,314.652456166491,66.10122866762407,0,5425.498,5415.693,5445.8643,0.0087,0.0072,0.0039,5718.3955,0,False,0.013180733,False,4.823246700032133,False,False,False,False,True
62,9776546,2128148018773587200,15.127,0.892,5751,1.034,G5,10.58,0.5511,15,Y,Simbad,294.27177,46.58553,0.8917389,2128148018773587200,0.021784784,-0.011973381,294.2717515946178,46.585493999335135,0.8908275083873047,0.017751835,50.182274,-3.3016664318454643,-8.800693084429213,0.96762854,2632.5457,15.115271,555.15466,11533.122829502596,864.43225,1.2052664,0,0,0,0,0.87441254,0.35217,0.52224255,nan,nan,-1,nan,-1,-1,79.37473597470593,12.1339998901655,314.66102948225927,66.30179542377793,0,5750.6885,5738.0493,5764.0327,0.1584,0.1321,0.0709,5711.9316,0,False,0.011973381,False,4.864238711644822,False,False,False,False,True
63,9836149,2128198836827103616,15.147,0.9,5725,1.027,G5,10.41,0.3628,15,Y,Simbad,293.98156,46.68777,0.8998909,2128198836827103616,0.014961513,-0.009955406,293.9815370787618,46.68772674215497,0.8429818800935343,0.020533297,41.054386,-3.4644065925189307,-8.799953445833982,1.0305097,1820.9514,15.137414,426.98398,11343.41452713641,686.91644,1.2021269,0,0,0,0,0.89049625,0.36411858,0.5263777,nan,nan,-1,nan,-1,-1,79.37646613173617,12.357955951303236,314.30996690440764,66.47611820730312,0,5855.2344,5831.2075,5913.153,0.2882,0.241,0.1291,5686.758,0,False,0.009955406,False,4.766505176374357,False,False,False,False,True
64,9896700,2128152760418078592,15.181,0.905,5710,1.022,G5,10.43,0.2606,15,Y,Simbad,294.21935,46.72357,0.90487194,2128152760418078592,0.052567944,-0.0120716095,294.21932950877675,46.723529287366965,0.8903565097886432,0.019920645,44.695168,-3.3781605112795585,-8.793321239226879,1.0099946,1684.1877,15.169281,388.82053,11067.505731446252,493.30283,1.2064472,0,1,0,4,0.89336586,0.3618555,0.53151035,nan,nan,-1,nan,-1,-1,79.48418123868426,12.228358275009338,314.71941161564274,66.4425112545545,0,5710.944,5664.9736,5813.2544,0.2071,0.1727,0.0927,5671.4067,0,False,0.0120716095,False,4.917100697689788,False,False,False,False,True
65,9716955,2128133518964049920,15.26,0.906,5707,1.021,G5,11.03,0.403,15,Y,Simbad,294.55195,46.42463,0.90568066,2128133518964049920,0.036652084,-0.0106573105,294.5519234514275,46.42458638205314,0.9014677336056482,0.020966012,42.996624,-3.401591137642995,-8.85755520208088,0.96243316,2165.5625,15.24955,601.7906,10245.821659253737,856.503,1.2032417,0,0,0,0,0.8919735,0.36395168,0.5280218,nan,nan,-1,nan,-1,-1,79.31740391820972,11.889186359776549,314.9349938727612,66.07630685955093,0,5689.443,5630.348,5794.907,0.1951,0.1625,0.0872,5668.926,0,False,0.0106573105,False,5.024300798508925,False,False,False,False,True
66,10018969,2128527487723005184,15.278,0.907,5704,1.02,G5,11.48,0.5578,15,Y,Simbad,294.75439,46.94767,0.9068413,2128527487724909184,0.041332904,-0.011314392,294.75436665235515,46.94762769221721,0.8595664074097082,0.021284437,40.38474,-3.4871899090594987,-8.827293485333882,0.9984904,1680.2341,15.269245,388.02066,10075.962344267582,550.17896,1.2059121,0,0,0,1,0.8899727,0.36040688,0.5295658,nan,nan,-1,nan,-1,-1,79.85806369371406,12.003509901882614,315.7861652846054,66.49545644907748,0,5631.5474,5609.4214,5670.914,0.1411,0.1174,0.063,5665.358,0,False,0.011314392,False,4.940642320461544,False,False,False,False,True
67,9777828,2128138054449629824,15.277,0.913,5686,1.015,G5,11.24,0.3175,15,Y,Simbad,294.73558,46.53002,0.91272926,2128138054451042176,0.0036627117,-0.011412621,294.7355569259074,46.529977391272,0.8892144682913897,0.019854413,44.786743,-3.4294566281699357,-8.662675733036256,0.948092,2195.9575,15.26816,342.40796,10105.342745364474,720.2355,1.2029494,0,1,0,0,0.90100384,0.36936188,0.53164196,nan,nan,-1,nan,-1,-1,79.47213116506948,11.824618697962169,315.32624217889247,66.1206939059829,0,5636.3604,5615.67,5656.549,0.1197,0.0993,0.0531,5647.2646,0,False,0.011412621,False,5.013192468496529,False,False,False,False,True
70,9718106,2080095615429775360,15.325,0.922,5657,1.006,G8,11.11,0.2655,15,Y,Simbad,294.96061,46.44977,0.9219837,2080095615429775360,0.05931376,-0.012954712,294.9605914034955,46.449727586865095,0.9019417786452542,0.019852689,45.431717,-3.438571292662223,-8.823858773704844,1.0275385,1889.2821,15.311902,343.05563,9749.791036386947,659.05383,1.2048364,0,2,0,0,0.9083643,0.3718691,0.5364952,nan,nan,-1,nan,-1,-1,79.47165949926669,11.650137067506046,315.5926584457014,65.98376311898063,0,5422.467,5379.5127,5533.9966,0.0477,0.0393,0.021,5618.9326,0,False,0.012954712,False,5.087794567454498,False,False,False,False,True
71,9593885,2128119087873695232,15.201,0.944,5589,0.986,G8,10.22,0.4332,15,Y,Simbad,294.16027,46.25703,0.94415,2128119087873695232,0.044607237,-0.012148857,294.16025147865963,46.25698925168722,0.8997895212222455,0.018820798,47.808254,-3.3458006450391653,-8.59966533784636,1.0131203,2308.3284,15.1888685,528.6751,11040.188900104122,730.817,1.2101806,0,1,0,1,0.9250841,0.37666988,0.54841423,nan,nan,-1,nan,-1,-1,79.03945828412668,12.054333539041792,314.1587160491803,66.03230032043429,0,5715.7993,5694.1987,5745.444,0.298,0.2482,0.1339,5551.6367,0,False,0.012148857,False,4.959573178384053,False,False,False,False,True
72,9655172,2128120256104862464,15.413,0.948,5578,0.983,G8,11.11,0.2305,15,Y,Simbad,294.2624,46.31299,0.9479265,2128120256104862464,0.020133762,-0.014772415,294.2623831877314,46.31294552053346,0.8856509669171619,0.022680795,39.048496,-3.2779684670145732,-8.830520468037713,0.9759033,1655.4965,15.39773,416.2816,9148.5951479654,403.0248,1.2093707,0,1,0,1,0.9381933,0.38497257,0.55322075,nan,nan,-1,nan,-1,-1,79.12309889248141,12.016635907695914,314.3732634447357,66.05518572387315,0,5404.478,5366.587,5434.915,0.0953,0.0785,0.0421,5540.2715,0,False,0.014772415,False,5.134042879214121,False,False,False,False,True
73,9838215,2128139600637881472,15.575,0.966,5524,0.969,G8,11.71,0.4624,15,Y,Simbad,294.73009,46.62188,0.96566963,2128139600637881472,0.063405536,-0.012454987,294.7300649004487,46.62183713545408,0.8498831067039242,0.024089146,35.28075,-3.2853543578852253,-8.791294784934925,0.9754401,2517.391,15.5626745,446.256,7912.389289699465,443.58688,1.2098348,1,0,0,1,0.95469475,0.39414692,0.5605478,nan,nan,-1,nan,-1,-1,79.5538971319176,11.869880037282291,315.4113349828371,66.20595755910396,0,5470.8945,5444.833,5499.8574,0.1671,0.1376,0.0736,5487.2534,0,False,0.012454987,False,5.20947050623905,False,False,False,False,True
74,9531467,2128019994389145728,15.51,0.974,5501,0.963,G8,11.49,0.3041,15,Y,Simbad,293.94569,46.10753,0.9734554,2128019994389145728,0.04968322,-0.013881683,293.94566256630657,46.10748777869494,0.8785655996600388,0.02368371,37.095776,-3.513078664237966,-8.76779860116481,1.0117836,1880.935,15.496478,468.69833,8432.514524282204,457.462,1.2101254,0,2,0,2,0.96110153,0.39762592,0.5634756,nan,nan,-1,nan,-1,-1,78.83452192363362,12.119660048465052,313.6773394823052,65.95438933118501,0,5393.92,5351.6973,5433.1523,0.1245,0.1022,0.0546,5464.2344,0,False,0.013881683,False,5.215349052801532,False,False,False,False,True
80,9471316,2128098746908279680,15.561,0.989,5454,0.951,G8,11.8,0.5301,15,Y,Simbad,294.33959,46.06007,0.989378,2128098746908279680,0.034289777,-0.018860817,294.3395662542482,46.0600262088982,0.8632701556692117,0.025780648,33.4852,-3.349423312832442,-8.962650664347475,1.0257959,1235.3019,15.54188,250.37457,8115.992998804819,466.4482,1.2093914,0,0,0,1,0.9720144,0.40467644,0.567338,nan,nan,-1,nan,-1,-1,78.91735245567806,11.85445563982564,314.24438321817087,65.80208448780897,0,5460.6655,5434.253,5501.4336,0.1465,0.1201,0.0641,5417.628,0,False,0.018860817,False,5.222613289262441,False,False,False,False,True
81,9777281,2128140253472804736,15.559,0.99,5451,0.95,G8,11.26,0.3377,14,Y,Simbad,294.54155,46.5237,0.9903078,2128140253472804736,0.034425084,-0.00039577484,294.5415304876826,46.52365929195431,0.7735883946397587,0.024790449,31.205097,-3.64121391052753,-8.637940166262004,1.1358755,1738.8807,15.558676,418.80933,8188.679837429469,416.47604,1.2348384,0,2,0,0,0.9814024,0.38758755,0.59381485,nan,nan,-1,nan,-1,-1,79.4042690041278,11.940594116925102,315.0187767497504,66.16966943347529,0,5273.7676,5248.6484,5302.351,0.1059,0.0866,0.0465,5414.9253,0,False,0.00039577484,False,5.001225495217286,False,False,False,False,True
83,9655609,2128108024038073216,15.656,1.001,5420,0.943,G8,11.02,0.4898,15,Y,Simbad,294.40948,46.32055,1.0010738,2128108024038073216,0.02807435,-0.015715599,294.4094591557553,46.32051033246015,0.8890976135025198,0.023963409,37.1023,-3.4027194351299337,-8.690918981912503,0.95259905,1685.9318,15.640581,288.9463,7505.84023587678,480.297,1.2153474,0,0,0,2,0.9927349,0.41155052,0.5811844,nan,nan,-1,nan,-1,-1,79.17701684417892,11.929492799268921,314.60962464739873,66.02110762730574,0,5493.714,5463.037,5519.5454,0.2732,0.2241,0.1197,5383.842,0,False,0.015715599,False,5.385328353595543,False,False,False,False,True
