Seq,n_Seq,TIC,Gmag,__G-K_0,Prot,n_Per,e_Per,Grade,Sect,_RA,_DE,dr2_source_id,dr2_bp_rp,dr3_source_id,angular_distance,magnitude_difference,ra,dec,parallax,parallax_error,parallax_over_error,pmra,pmdec,ruwe,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_mean_flux_over_error,phot_rp_mean_flux,phot_rp_mean_flux_over_error,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_method_used,rv_expected_sig_to_noise,vbroad,vbroad_error,l,b,ecl_lon,ecl_lat,non_single_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,azero_gspphot,ag_gspphot,ebpminrp_gspphot,Teff_Curtis20,Teff_Mamajek,nbhr_count,flag_nbhr_count,abs_magnitude_difference,flag_bad_gaiamatch,M_G,flag_ruwe_outlier,flag_camd_outlier,flag_rverror_outlier,flag_possible_binary,flag_pass_author_quality,flag_benchmark_period
93,  ,445859773,8.425,0.947,1.28, ,0.03,A,15/16         ,214.07269,58.38941,1611685691846029952,0.57872295,1611685691846029952,0.23072942,0.011097908,214.07255625916613,58.389401210727236,9.897344176891188,0.015171759,652.35315,-16.271333881634106,-2.8829030070060915,0.9771254,4834.98,8.436284,2446.7258,4676789.282586059,3925.2258,1.1860892,0,0,0,0,0.57285595,0.20959759,0.36325836,-6.1965218,0.32166937,1,215.03749,39.304367,1.563694,103.41729198921833,55.406692188905105,170.92562266580896,63.91744721170614,0,6534.685,6533.494,6536.2134,0.0005,0.0004,0.0002,6439.2285,6581.381675341507,0,False,0.011097908,False,3.41387743012403,False,False,False,False,True,True
94,  ,310394393,15.011,3.643,1.36, ,0.03,A,22/23         ,214.34578,50.9485,1511697238288242944,2.6351137,1511697238288242944,0.029252196,-0.031956673,214.34565866767136,50.94848723336777,10.511224448781538,0.021017466,500.11856,-16.96467889075362,-4.04140751597693,1.071689,1286.4866,14.979333,224.0241,23943.529277320165,599.35516,1.4368616,0,1,0,1,2.6362686,1.4568605,1.1794081,-5.024704,6.262043,2,7.0994444,,,94.36525143416186,61.14586585920785,181.8949982078774,58.63695842254724,0,3408.6472,3388.994,3418.9546,0.7478,0.4857,0.3089,3374.25,3405.572109030103,0,False,0.031956673,False,10.087599472810135,False,False,False,False,True,True
95,  ,313322899,6.886,0.307,0.546, ,0.006,A,22            ,214.62978,52.03332,1607844444896321024,0.19092512,1607844444896321024,0.08790515,0.017618656,214.629653489795,52.033307115828904,10.412291782488948,0.019368181,537.5978,-17.184273462934392,-3.082188090538351,0.96637976,4264.982,6.9035597,1571.0839,15474348.27084623,2289.568,1.1631862,0,2,0,0,0.18556404,0.055869102,0.12969494,-8.083793,0.36992252,1,495.64737,147.76253,3.7160568,95.58181404828525,60.22208283141973,180.8101538322224,59.5845818986223,0,8199.077,8175.2554,8280.799,0.0156,0.0145,0.0077,,8063.168711794275,0,False,0.017618656,False,1.9912913337206835,False,False,False,False,True,True
96,  ,154382743,13.754,3.247,7.6, ,1.1,A,22            ,214.70924,54.82875,1608751851226140544,2.1287565,1608751851226140544,0.069380894,-0.021657944,214.7091076195935,54.82873683000528,10.295939428247676,0.014348986,717.5378,-17.42412828281568,-2.9193817364324413,1.313698,1615.4991,13.732266,436.21216,66249.26765023309,726.457,1.3593835,0,2,0,0,2.1300898,1.0927658,1.037324,-5.64591,1.6939124,2,19.48252,,,99.0294327610265,58.055675971499284,177.07091598066182,61.696590084805095,0,3800.347,3796.5872,3807.4597,0.5967,0.4123,0.2371,3670.9023,3600.203422256768,0,False,0.021657944,False,8.795596320677259,True,False,False,True,True,False
97,  ,154382045,14.498,3.508,4.67, ,0.43,A,22/23/15/16   ,214.74872,59.15297,1612110653090004096,2.4005432,1612110653090004096,0.09696207,-0.024057388,214.74857108946733,59.15296264251381,9.88303844072323,0.015965812,619.0126,-16.586255717709225,-2.495400395019865,1.0834441,2027.5879,14.4739685,375.67255,36107.07790807533,922.07574,1.4039494,0,38,0,38,2.400488,1.2804337,1.1200542,-7.123165,3.9709382,2,10.242347,,,103.67370243644474,54.579520320285056,170.1211642963683,64.68175567252193,0,3601.6748,3600.6348,3602.612,0.6933,0.4634,0.2819,3490.7422,3426.5695148777068,0,False,0.024057388,False,9.448420928784055,False,False,False,False,True,True
98,  ,441701176,15.685,3.824,0.74, ,0.01,A,15/16/22/23   ,214.83801,53.92501,1608637983053293696,2.8241959,1608637983053293696,0.036513094,-0.036746025,214.83789396768077,53.92499506314556,9.8287174657895,0.028339697,346.81802,-15.945754078415824,-3.377423673306958,1.1663362,587.40924,15.648208,110.58483,13497.712914959831,255.69444,1.4691143,0,0,0,1,2.8193226,1.59336,1.2259626,-30.736816,4.6159945,2,5.0380106,,,97.82636979999647,58.70730274646746,178.4736273785996,61.08721451539099,0,3318.3098,3315.3982,3321.463,0.8516,0.5415,0.3551,3278.4688,3520.268909028897,0,False,0.036746025,False,10.610691920044236,False,False,False,False,True,True
99,  ,445860782,14.968,3.656,9.9, ,2.0,A,15/16         ,215.04287,55.35296,1608871010798510208,2.6025314,1608871010798510208,0.059038695,-0.025131226,215.04273759047305,55.35295048029582,10.752590561782526,0.02186792,491.70612,-17.335571117009906,-2.6319029967224803,1.1044087,2185.8088,14.942689,315.43436,24598.45158699363,674.1517,1.4318652,0,3,0,2,2.6095486,1.4374857,1.1720629,-4.3971653,3.1607993,2,7.4407096,,,99.36570574960407,57.52734935438053,176.58948217124112,62.2065004585018,0,3438.71,3433.811,3447.6091,0.8097,0.5279,0.3327,3389.3594,3407.4714820765485,0,False,0.025131226,False,10.100254487003578,False,False,False,False,True,True
100,  ,441702640,13.784,3.276,0.82, ,0.01,A,22/23         ,215.13433,51.66992,1604818863774386944,2.1609573,1604818863774386944,0.046054866,-0.01842308,215.13420237197866,51.6699023416577,10.557408083126443,0.013666768,772.48755,-17.133586873607506,-3.123293391756758,1.1381439,2060.7761,13.765037,661.0618,64999.105300497795,938.3039,1.3664731,0,4,0,1,2.163515,1.1141052,1.0494099,-5.4217253,1.6123453,2,19.421864,,,94.6244020313179,60.281380960666276,181.74227125571048,59.50715444148494,0,3764.1064,3758.9832,3766.709,0.5839,0.4019,0.2328,3646.332,3575.6373470895687,0,False,0.01842308,False,8.882823127836073,False,False,False,False,True,True
101,  ,441703294,12.34,2.661,9.0, ,0.4,A,22            ,215.21432,51.63118,1604815389143862784,1.6270399,1604815389143862784,0.22830467,-0.010796547,215.21420208058672,51.63115972308089,10.480447332079502,0.009799969,1069.4368,-16.959724223436005,-4.168581097349898,1.0757737,1978.5542,12.329202,437.48843,203626.39442313352,799.946,1.28161,0,0,0,0,1.6203728,0.7669811,0.85339165,-6.1491895,0.6078127,1,40.242683,15.162878,15.113368,94.49788052595609,60.275898125801746,181.86629691285657,59.5092172361603,0,,,,,,,4150.818,4191.246100023613,0,False,0.010796547,False,7.431100797470959,False,False,False,False,True,True
102,  ,166089535,7.131,1.057,3.14, ,0.05,A,15/16/21/22   ,215.28869,65.36347,1668291333582563072,0.62994623,1668291333582959232,0.25774482,0.012757778,215.28853237220778,65.36345158714214,7.806792584733113,0.022502085,346.9364,-14.801274486256471,-3.4055511222911523,0.91166735,4626.3364,7.1435447,2080.6545,15749278.029075157,1811.6285,1.1868541,0,0,0,0,0.622705,0.23390436,0.38880062,-25.87891,0.29360387,1,485.07092,92.64255,1.8045857,108.83343734957842,49.236536172547765,157.5461110477296,68.39681112534515,0,6471.6694,6363.816,6518.966,0.1108,0.0966,0.0519,6339.5537,6351.224115496331,0,False,0.012757778,False,1.6059078786062528,False,True,False,True,True,False
103,  ,441704140,14.348,3.729,5.47, ,0.66,A,16            ,215.45415,49.34785,1508260542896727936,2.7187061,1508260542896727936,0.098069504,-0.021165848,215.45404684413282,49.347839653555724,10.860644917226859,0.038397964,282.8443,-15.897236742017832,-3.1698599945176213,2.5218136,2403.999,14.326386,347.78445,44625.213058214074,1148.1023,1.4540651,1,3,0,1,2.715373,1.5129309,1.2024422,12.518704,3.8958864,2,13.358052,,,90.9574202378251,61.79231292686995,184.83792787969807,57.82084033593493,1,3419.2344,3417.2266,3425.7935,0.9627,0.6217,0.3992,3333.5,3434.4781048706664,0,False,0.021165848,False,9.505664526271195,True,True,False,True,True,False
104,  ,441705536,16.279,4.09,0.67, ,0.01,A,16/23         ,215.65916,49.45089,1508309780400463104,2.9994068,1508309780400463104,0.15809405,-0.014089584,215.6590494396073,49.45087218962195,10.369786472665496,0.061541997,168.49934,-16.63878675052336,-5.09128041572095,1.7464877,896.12683,16.265238,76.8816,8329.64943784926,362.41925,1.5659074,0,54,0,52,3.047474,1.7285652,1.3189087,,,,,,,90.92092485681395,61.62463681804701,184.91898089813225,57.98381141114649,0,,,,,,,3172.1562,4240.5166893970545,1,True,0.014089584,False,11.34408687720367,True,True,False,True,True,False
105,  ,459246945,9.524,1.283,4.27, ,0.38,A,15/16/22/23   ,216.29642,57.63322,1611371849995774592,0.7742386,1611371849995774592,0.113007605,0.007884026,216.2962869095808,57.63320895919003,9.693865043541956,0.01003535,965.97174,-15.847211768457038,-2.0765492807811397,0.9139258,3303.6316,9.532012,1244.6185,1874782.6883550927,1736.4592,1.1965358,0,5,0,1,0.76739883,0.30090523,0.4664936,-5.8935275,0.22043532,1,145.10156,13.469046,2.1690106,100.96010168468223,55.31351320916847,174.01577109547546,64.2892566493067,0,5894.617,5874.604,5904.586,0.0329,0.0278,0.0149,5941.195,5931.788505033526,0,False,0.007884026,False,4.464496832027031,False,False,False,False,True,True
107,  ,441710042,13.671,3.247,3.77, ,0.28,B,23            ,216.47288,50.41647,1604441971804002176,2.156333,1604441971804002176,0.044733774,-0.016507149,216.4727540994714,50.416457459762675,10.961418431414385,0.011931422,918.7018,-17.403084383688867,-3.701031656269465,1.1111119,2961.8113,13.654587,591.64056,71922.11020230893,1392.281,1.3664951,0,0,0,0,2.160471,1.1116238,1.0488472,-6.6172442,1.5386833,2,20.392012,,,91.62529043987044,60.58021363469906,184.57013044948258,59.06708271244124,0,,,,,,,3649.832,3600.203422256768,0,False,0.016507149,False,8.853920574174422,False,False,False,False,False,False
108,* ,441709852,16.784,4.188,3.78, ,0.31,A,16/23         ,216.48972,49.08284,1507538610433938816,3.3342524,1507538610433938816,0.07830287,-0.026821136,216.48960369417983,49.082820983938454,10.260137058359922,0.054772638,187.32231,-16.607126332906148,-3.4541214931596302,1.0545325,1043.4998,16.75729,40.095257,5325.199962817694,372.76895,1.5423626,1,0,0,2,3.3175821,1.9923477,1.3252344,,,,,,,89.58235144968361,61.474486061136,186.15343361864922,58.02007545049991,0,,,,,,,,4778.099892178116,1,True,0.026821136,False,11.813055697805762,False,True,False,True,False,False
109,  ,441711425,15.665,3.784,1.62, ,0.05,A,16/23         ,216.64728,48.29729,1507362482414976896,2.8105087,1507362482414976896,0.07278167,-0.03866291,216.64716446444572,48.297276281916346,10.29939090794028,0.030596226,336.62292,-16.64117711064007,-3.665312250300608,1.1053907,844.1659,15.626624,134.3969,13773.513896948663,308.20782,1.4716606,0,3,0,2,2.8061905,1.5798502,1.2263403,-16.6058,3.652599,2,4.2668066,,,88.18811222784385,61.91132326915658,187.19031755119588,57.453012416078096,0,3319.4941,3316.9622,3322.05,0.8516,0.5417,0.3547,3285.625,3476.194664698992,0,False,0.03866291,False,10.690681816740009,False,False,False,False,True,True
112,  ,441711658,15.931,3.902,2.2, ,0.1,A,16/22/23      ,216.9994,52.84055,1605310723428572032,2.8798723,1605310723428572032,0.14685845,-0.021227837,216.99928470804448,52.84053797082066,9.79380070393029,0.033543356,291.9744,-16.015505818691118,-2.8971372594303535,1.1125222,1573.0857,15.909488,122.22227,10740.045243545273,765.162,1.4773272,0,3,0,2,2.8832998,1.6441927,1.2391071,,,,,,,94.58785324756539,58.64639452246795,181.95943484292587,61.13870974436217,0,3305.352,3303.7322,3307.1182,0.8287,0.5224,0.3477,3246.25,3645.8751672166245,0,False,0.021227837,False,10.864244035425028,False,False,False,False,True,True
115,  ,166177052,15.628,3.908,1.56, ,0.05,A,15/16/22/23   ,217.28885,61.51501,1666483805185815680,2.9326391,1666483805185815680,0.32449195,-0.016641617,217.28872915682257,61.51500075841534,10.244845533691453,0.09072721,112.91922,-16.409035325277777,-3.69726564200032,3.323927,1020.13464,15.611341,127.31369,14478.001456771995,702.6037,1.5088145,0,2,0,1,2.9134207,1.6482029,1.2652178,,,,,,,104.27709341345093,51.92863195656636,167.44146437027408,67.1237694826895,0,,,,,,,3213.875,3657.9883031654017,0,False,0.016641617,False,10.663868550072245,True,True,False,True,True,False
116,  ,313338124,12.485,2.984,2.73, ,0.15,A,15/16/23      ,217.43614,59.24573,1611980464041596672,1.8288727,1611980464041596672,0.4680343,-0.0048561096,217.43602122880142,59.24572324229482,10.25964101319206,0.06300967,162.82645,-16.07149685451483,-2.1646272660687482,7.343608,1243.1289,12.480314,297.4246,191527.40053814917,502.68335,1.3181449,0,8,0,0,1.8279848,0.8899889,0.9379959,-9.215761,2.045166,1,48.347694,40.84437,20.286005,101.88810023279372,53.680866775123164,172.05798426462889,65.79727157872433,0,3910.9783,3902.063,3920.2344,0.295,0.2104,0.1165,3937.916,3851.5944023516986,0,False,0.0048561096,False,7.535975079732651,True,True,True,True,True,False
117,  ,166179430,14.66,3.519,1.66, ,0.05,A,15/16/22/23   ,217.69415,60.19039,1618236822642628736,2.4472866,1618236822642628736,0.044596978,-0.020500183,217.69401168475247,60.19037974943272,9.35640685089272,0.016600454,563.62354,-15.30709618101813,-1.89903257825322,1.0082629,1622.5961,14.639533,232.72911,31362.13864591014,690.85077,1.4122764,0,4,0,0,2.4399767,1.3073254,1.1326513,-1.2883875,6.714014,2,9.491294,,,102.70033949748134,52.86027398578046,170.4378932332584,66.4901433916467,0,3579.2163,3578.1848,3580.305,0.7217,0.4798,0.2946,3465.6797,3422.4908231332365,0,False,0.020500183,False,9.49507853423244,False,False,False,False,True,True
119,  ,166180049,15.623,3.788,1.47, ,0.04,A,15/16/21      ,217.81821,63.22286,1667017789879903616,2.792039,1667017789879903616,0.05479082,-0.030729294,217.8180479260478,63.22285726882071,10.247746826832621,0.02972404,344.76294,-15.831579833222735,-1.3235110946389976,1.1885837,1264.8417,15.592257,160.27339,14185.22508752416,413.16257,1.4686583,0,3,0,2,2.8046951,1.5807438,1.2239513,53.942707,5.478623,2,4.039969,,,105.57720740520587,50.40789502301588,164.05576710256398,68.27612350912898,0,3359.0835,3357.4094,3360.6975,0.8755,0.5576,0.3647,3295.875,3480.049839865178,0,False,0.030729294,False,10.645398483593324,False,False,False,False,True,True
122,  ,298162216,12.025,2.428,9.11, ,0.58,A,16/15/22/23   ,218.8966,56.93226,1610713483049385600,1.4358912,1610713483049385600,0.22020306,-0.009719849,218.89647633815508,56.932250023208034,9.51627532062429,0.010786113,882.271,-14.947682955780781,-2.0984130028115384,1.1023412,5452.433,12.015053,1456.8074,252408.10018030574,1913.0513,1.2555742,0,0,0,0,1.4233761,0.6509609,0.77241516,-5.88112,0.5786278,1,45.81813,9.9786625,6.4510446,98.29705769408189,54.92964747453151,177.43692889608957,64.84431649992334,0,4524.293,4515.1646,4528.736,0.1843,0.1395,0.0729,4390.054,4444.888477548855,0,False,0.009719849,False,6.907387787214331,False,False,False,False,True,True
123,  ,232980303,15.685,3.764,0.88, ,0.01,A,15/16/22/23   ,218.93883,61.27549,1618391853781870464,2.7701082,1618391853781870464,0.030223185,-0.032299995,218.93868810431687,61.275484328531206,9.930475548501331,0.026009759,381.79807,-15.795652893794085,-0.8888227573755869,1.0074854,681.7785,15.652842,118.396736,13246.090735711838,355.72656,1.454218,0,4,0,2,2.7784214,1.5682564,1.210165,,,,,,,103.03145978860819,51.632876885213186,169.1422167910679,67.62710721088342,0,3318.8271,3313.1948,3353.0054,0.8567,0.5478,0.3543,3307.6406,3458.6496095936573,0,False,0.032299995,False,10.63769179996898,False,False,False,False,True,True
124,  ,298163080,9.518,1.244,4.93, ,0.5,A,15/22/23      ,219.06432,55.13962,1607164362593977472,0.78235435,1607164362593977472,0.17227931,0.013542175,219.06419349149672,55.13960842991849,10.168185492318107,0.010906387,932.31476,-15.750288110592017,-2.0825996741783097,0.9217122,1679.7325,9.531792,553.4368,1885775.1988374658,838.8858,1.1978186,0,0,0,0,0.7782326,0.3056116,0.47262096,-6.1993723,0.1796476,1,155.46727,12.779131,1.186614,95.9821567949163,56.157493453655455,180.52746405899794,63.65241701615853,0,6052.6387,6037.9966,6056.391,0.1655,0.1405,0.0753,5916.28,5999.286442785302,0,False,0.013542175,False,4.56800898801616,False,False,False,False,True,True
125,  ,255807075,16.191,3.953,0.489, ,0.005,A,16/22/23      ,219.53751,49.99997,1603491650160165120,2.9844513,1603491650160165120,0.32378146,-0.023471832,219.53738140136534,49.99996339406625,10.652167559510977,0.080248475,132.73982,-16.63987039834123,-2.681887155474525,2.240379,1038.1904,16.16731,102.33974,8615.90529588483,484.6384,1.4878085,0,2,0,2,2.9885387,1.7308712,1.2576675,,,,,,,88.42952364135492,59.37019097320822,188.11758362034843,59.950939027598686,0,,,,,,,3181.3125,3761.45844898869,0,False,0.023471832,False,11.304500661272431,True,False,False,True,True,False
126,  ,159613447,10.267,1.518,6.29, ,0.82,A,15/16/21/22/23,219.82017,61.93127,1618811489266407040,0.92633915,1618811489266407040,0.20211326,0.005162239,219.82000851064026,61.931256046137946,9.932944677093095,0.013334732,744.89276,-16.722732831067827,-3.995523490717966,1.1262993,1750.476,10.271931,588.4046,1014711.6746345942,835.7704,1.2031059,0,6,0,3,0.9199991,0.38010693,0.5398922,-7.2537665,0.17855649,1,116.04186,7.523394,3.4438748,103.17910363556905,50.860126733726645,168.34606175457625,68.34589347331281,0,5587.9985,5581.2017,5594.291,0.1642,0.1357,0.0722,5475.3003,5561.562723663004,0,False,0.005162239,False,5.257320777656995,False,False,False,False,True,True
127,  ,158462948,9.685,1.427,4.98, ,0.51,A,15/16/22/23   ,219.85993,54.77407,1606929445063211776,0.8492861,1606929445063211776,0.16194743,0.0009469986,219.8597882532692,54.774054976864356,11.076024007101156,0.012632388,876.7958,-18.075597419653008,-2.802140835551225,1.0349728,1928.4208,9.685638,551.88544,1682033.1389022863,822.9808,1.2002476,0,0,0,0,0.8393717,0.3370428,0.5023289,-5.968525,0.24460548,1,135.3756,11.014395,1.5732487,94.94031982293625,56.08643054257775,181.84162829796819,63.70513226963027,0,5757.581,5751.5854,5763.324,0.0997,0.0836,0.0448,5709.098,5698.117525483132,0,False,0.0009469986,False,4.907557869738145,False,False,False,False,True,True
129,  ,158496328,16.504,3.963,0.79, ,0.01,A,16/15/22      ,220.12571,58.84639,1617117038768988544,2.963398,1617117038768988544,0.11683998,-0.02645874,220.1255754547537,58.84638857244661,9.990261984117206,0.043346968,230.47198,-15.471062427662941,-1.2410708164987179,1.01853,1429.4608,16.477167,58.78618,6423.800551814301,568.0148,1.4841291,0,3,0,3,2.9272184,1.6784668,1.2487516,,,,,,,99.69367288210647,53.081103830226844,175.01282717687496,66.60458418935364,0,3270.1226,3267.3967,3272.7788,0.9034,0.5657,0.3772,3194.6875,3787.6556919004734,0,False,0.02645874,False,11.47505151597413,False,False,False,False,True,True
130,  ,159628504,15.767,3.876,2.4, ,0.12,A,15/16/22/23   ,220.16699,61.34342,1618591449502198912,2.8729181,1618591449502198912,0.038497027,-0.035245895,220.16683697055257,61.34340183277218,10.22553206656174,0.026014658,393.0681,-16.369158940590246,-3.3731503875305444,1.0310124,1510.3726,15.731559,146.5618,12596.72699659525,598.0477,1.473979,0,4,0,3,2.8618488,1.6275415,1.2343073,-27.729258,7.6241364,2,4.72698,,,102.37565907819145,51.20278369064314,169.90339591475822,68.14686688286052,0,3331.9275,3330.3054,3333.5999,0.8775,0.5557,0.3665,3250.2812,3597.6351699895195,0,False,0.035245895,False,10.779988374612394,False,False,False,False,True,True
133,  ,159631183,8.027,0.83,0.89, ,0.01,A,15/16/22/23   ,220.63163,60.23098,1617349860356054144,0.4776473,1617349860356054144,0.1946391,0.011055946,220.63148531431074,60.23096002751861,9.495704501609877,0.018151341,523.1406,-16.178428826381364,-3.7685733291602173,0.9998658,4421.7407,8.03793,1190.2075,6374338.4141259,2625.7883,1.1778792,0,0,0,0,0.46710587,0.16598415,0.3011217,-5.683044,0.21728703,1,366.7936,43.126297,1.6751027,100.91844907377478,51.88669993883798,172.64406097071029,67.67058165326853,0,6915.358,6913.0806,6922.0693,0.0012,0.001,0.0006,,6844.446173536184,0,False,0.011055946,False,2.9255654912891416,False,False,False,False,True,True
134,  ,155899586,12.353,2.675,10.0, ,2.0,B,23            ,220.7349,52.68368,1605868004025032064,1.6159163,1605868004025032064,0.26839492,-0.010622025,220.73478188978257,52.68366903386065,10.175651734061258,0.010641499,956.2235,-15.8770887293253,-1.6185921817584976,1.0954064,4445.9644,12.342363,1289.084,199865.302806326,1963.2024,1.278303,0,0,0,0,1.6051378,0.75882626,0.84631157,-6.210315,0.49973646,1,46.355366,17.288574,8.038576,91.48339194867476,57.09431610188357,185.79209818570632,62.5025254487154,0,,,,,,,4163.4707,4176.208126912541,0,False,0.010622025,False,7.380174530785519,False,False,False,False,False,False
135,  ,159636302,12.123,2.598,1.09, ,0.02,A,15/16/22/23   ,220.96449,60.23533,1617712351300477440,1.4994869,1617712351300477440,0.42907205,-0.003961563,220.96432540539246,60.235322082515864,10.347082783329126,0.07801343,132.63208,-16.55003313217386,-2.5074638143241876,7.6026125,784.9271,12.119495,211.67854,237002.01611890492,309.42218,1.2740127,0,1,0,1,1.4885111,0.6800308,0.80848026,-15.881951,5.106154,1,52.22296,,,100.7258604966935,51.77198637279037,172.8995912897053,67.8045724709567,1,4527.839,4520.0005,4538.3057,0.6412,0.4878,0.2628,4304.6396,4259.195390839213,0,False,0.003961563,False,7.193585010528873,True,False,True,True,True,False
136,  ,316420351,16.18,3.863,0.661, ,0.009,A,15/16/22/23   ,221.48942,60.16819,1617661674982061312,2.920988,1617661674982061312,0.058058392,-0.022569656,221.48928802615174,60.168186861589795,9.340072485437538,0.037500057,249.06824,-15.26917277927755,-1.1141834581883698,1.0173795,1444.5842,16.15735,104.95153,8634.038528351099,516.1401,1.4864817,0,2,0,2,2.9226055,1.672615,1.2499905,,,,,,,100.34418862884604,51.64304317815997,173.46196014798912,67.97116757832612,0,3304.8948,3302.0784,3307.2708,0.963,0.6051,0.4023,3221.5,3575.9951691073347,0,False,0.022569656,False,11.009101773508274,False,False,False,False,True,True
137,* ,316450376,16.229,3.847,0.4, ,0.02,A,15/16/21      ,221.80519,62.77679,1620262294859709440,2.932537,1620262294859709440,0.08788695,-0.024038315,221.80499716238234,62.77677671203659,10.830025337914634,0.03504062,309.07062,-19.985521225631807,-3.809621267746971,1.0618254,1611.4979,16.204584,112.8195,8219.7338538866,523.8388,1.4774541,0,3,0,4,2.9269705,1.6831379,1.2438326,,,,,,,102.94941109650931,49.61859190571485,167.766020647233,69.57864012308175,0,3311.3274,3309.1667,3313.4495,1.0275,0.6477,0.4254,3214.0312,3551.512242326141,2,True,0.024038315,False,11.37773148521096,False,False,False,True,False,False
137,* ,316450376,16.229,3.847,0.331, ,0.003,A,              ,221.80519,62.77679,1620262294859709440,2.932537,1620262294859709440,0.08788695,-0.024038315,221.80499716238234,62.77677671203659,10.830025337914634,0.03504062,309.07062,-19.985521225631807,-3.809621267746971,1.0618254,1611.4979,16.204584,112.8195,8219.7338538866,523.8388,1.4774541,0,3,0,4,2.9269705,1.6831379,1.2438326,,,,,,,102.94941109650931,49.61859190571485,167.766020647233,69.57864012308175,0,3311.3274,3309.1667,3313.4495,1.0275,0.6477,0.4254,3214.0312,3551.512242326141,2,True,0.024038315,False,11.37773148521096,False,False,False,True,False,False
138,  ,154357603,15.785,3.923,0.438, ,0.004,A,16/22/23      ,221.90539,51.62793,1605544850685882240,3.00525,1605544850685882240,0.03886972,-0.02805996,221.90528567995446,51.627924405368866,9.619888729127842,0.033521537,286.97638,-14.812743703826156,-2.262039654889186,1.1479745,1450.3127,15.756602,128.01628,12647.26564788467,550.1816,1.4935578,0,2,0,0,3.0073023,1.7436037,1.2636986,-58.017616,9.496403,2,3.452078,,,89.13669171916993,57.190838442215885,188.43871683877552,62.1562825489532,0,3290.0237,3285.1868,3292.8064,1.0972,0.6859,0.4606,3168.6875,3689.954219808532,0,False,0.02805996,False,10.672452530742849,False,True,True,True,True,False
139,  ,158541117,9.807,1.688,6.65, ,0.88,A,22/15         ,222.01185,56.15921,1607476280298633984,1.0065422,1607476280298633984,0.16258284,0.00992012,222.01171854948367,56.15919885287697,10.267038756870479,0.026923075,381.34717,-15.70321319113104,-1.5633466003194003,2.2666967,2975.9236,9.816512,899.0964,1605397.6783359612,1252.5408,1.21441,0,0,0,0,0.99819565,0.4156227,0.58257294,,,,,,,95.26567199051033,54.25023437219103,181.6017794841513,65.54784154960197,1,5213.693,5189.8423,5226.715,0.056,0.0455,0.0241,5247.2144,5324.839935445074,0,False,0.00992012,False,4.873738115029338,True,True,False,True,True,False
140,  ,158563246,17.75,4.359,7.7, ,1.2,A,15/16/22      ,222.22576,59.30302,1617050514019871488,3.6483326,1617050514019871488,0.0787991,-0.027992249,222.22563745025275,59.3030138040917,9.038313224986583,0.074468784,121.3705,-14.427996878489907,-1.295631739347944,0.9722042,903.02466,17.722334,19.656906,2324.5024874514047,278.30585,1.597397,0,2,0,2,3.747261,2.3569984,1.3902626,,,,,,,98.93707951753723,52.00338723400744,175.87404144824484,67.72776640902575,0,3028.113,3026.1106,3029.9055,1.34,0.7785,0.5849,,6264.560782134315,1,True,0.027992249,False,12.502770847275896,False,True,False,True,True,False
141,* ,282920711,16.63,3.944,0.695, ,0.009,A,14/15/16/21/23,222.37379,64.48515,1620705604204013696,3.0043402,1620705604204013696,0.0065053734,-0.032520294,222.3736247721769,64.48514123747219,9.741598796299849,0.041301265,235.86685,-15.679873073961417,-2.8587779131459987,0.9862345,1284.3014,16.59754,54.922165,5820.590474483652,444.21576,1.4911925,0,2,0,1,3.008171,1.746109,1.2620621,,,,,,,104.37908746012145,48.16980028696844,163.76991745459986,70.64452595378059,0,3244.97,3241.8345,3249.2927,0.9104,0.5665,0.3816,3169.2812,3738.9106902503327,4,True,0.032520294,False,11.540691098564455,False,False,False,True,False,False
141,* ,282920711,16.63,3.944,7.0, ,1.0,A,              ,222.37379,64.48515,1620705604204013696,3.0043402,1620705604204013696,0.0065053734,-0.032520294,222.3736247721769,64.48514123747219,9.741598796299849,0.041301265,235.86685,-15.679873073961417,-2.8587779131459987,0.9862345,1284.3014,16.59754,54.922165,5820.590474483652,444.21576,1.4911925,0,2,0,1,3.008171,1.746109,1.2620621,,,,,,,104.37908746012145,48.16980028696844,163.76991745459986,70.64452595378059,0,3244.97,3241.8345,3249.2927,0.9104,0.5665,0.3816,3169.2812,3738.9106902503327,4,True,0.032520294,False,11.540691098564455,False,False,False,True,False,False
143,* ,161024760,10.089,1.609,6.48, ,0.83,A,22/16/23      ,222.52366,53.63484,1606191324867523200,0.90779305,1606191329163536640,0.17674223,0.009155273,222.52354127594432,53.634827293805685,10.164649397457689,0.01342645,757.0615,-15.452143719313344,-2.658673471892897,0.9486981,2243.3506,10.098046,731.5054,1181701.335676008,985.8656,1.2035642,0,1,0,0,0.8991957,0.36777592,0.53141975,-6.249202,0.29024264,1,125.284935,7.8414493,3.7154243,91.58418555617617,55.66194869059388,186.18751149377508,63.924867221860644,0,5639.768,5632.528,5649.635,0.1391,0.1154,0.0614,5530.554,5432.196276784198,1,True,0.009155273,False,5.133508319792888,False,False,False,True,False,False
