Seq,n_Seq,TIC,Gmag,__G-K_0,Prot,n_Per,e_Per,Grade,Sect,_RA,_DE,dr2_source_id,dr2_bp_rp,dr3_source_id,angular_distance,magnitude_difference,ra,dec,parallax,parallax_error,parallax_over_error,pmra,pmdec,ruwe,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_mean_flux_over_error,phot_rp_mean_flux,phot_rp_mean_flux_over_error,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_method_used,rv_expected_sig_to_noise,vbroad,vbroad_error,l,b,ecl_lon,ecl_lat,non_single_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,azero_gspphot,ag_gspphot,ebpminrp_gspphot,Teff_Curtis20,Teff_Mamajek,nbhr_count,flag_nbhr_count,abs_magnitude_difference,flag_bad_gaiamatch,M_G,flag_ruwe_outlier,flag_camd_outlier,flag_rverror_outlier,flag_possible_binary,flag_pass_author_quality,flag_benchmark_period
46,  ,311001756,14.018,3.494,0.75, ,0.02,A,15/16/22/23   ,206.02962,52.78972,1560860938651474816,2.393834,1560860938651474816,0.17623039,-0.014652252,206.0294915421328,52.78968237891682,11.039167150546858,0.025176767,438.46643,-17.46386392507973,-7.723083003230791,1.9712938,1314.9375,14.003002,262.55078,55776.78510238266,599.5259,1.405959,0,5,0,2,2.3981867,1.2769461,1.1212406,-0.5950798,3.4548626,2,15.612342,,,105.55538191690785,62.52506974697642,172.31612995534073,56.74776289465756,0,3654.862,3647.8242,3657.154,0.7775,0.5201,0.3171,3494.3984,3432.2658475392345,0,False,0.014652252,False,9.217683713258465,True,False,False,True,True,False
47,  ,311002115,15.395,3.834,1.01, ,0.02,A,15/16         ,206.22827,52.9231,1560839669973427200,2.8264246,1560839669973427200,0.01918371,-0.02919197,206.22813146436764,52.92307800052554,10.795009824871089,0.02395045,450.72263,-18.357471616849985,-5.823068672024327,1.0720099,2020.5431,15.365385,256.35788,17510.260220166947,1057.7932,1.4672871,0,2,0,3,2.8291092,1.6033878,1.2257214,-2.3214393,11.953492,2,5.211244,,,105.4500709728893,62.35242540145743,172.323009893896,56.92711229320521,0,3335.511,3332.8313,3350.8506,0.9329,0.5937,0.3882,3276.9688,3533.296713651136,0,False,0.02919197,False,10.531500265218092,False,False,True,True,True,False
48,  ,165407465,13.281,3.249,0.79, ,0.01,A,16/22/23      ,206.30495,46.31114,1503770755884281344,2.3222618,1503770755884281344,0.061203253,-0.01611042,206.30482000403407,46.31111695711512,11.586558842323232,0.0123310285,939.6263,-19.357874171441285,-6.026048502369181,1.204145,2073.9045,13.264823,390.86948,107931.45866752155,1217.4706,1.3936914,0,1,0,0,2.3253098,1.2255125,1.0997972,-20.362606,12.456176,1,29.539278,,,97.46438047415369,68.06767142056154,179.3716048332852,51.73844214907473,0,3612.6494,3605.3643,3622.0066,0.6788,0.4575,0.2747,3536.3281,3598.480520521057,0,False,0.01611042,False,8.584595317588967,True,True,True,True,True,False
49,  ,310338842,10.451,1.972,7.8, ,1.2,A,15/16/22/23   ,206.31859,52.24729,1560784144636281856,1.1072588,1560784144636654976,1.2790585,0.02380085,206.31848019182306,52.247262089728125,10.724622657625565,0.074056774,144.81622,-15.536972062714074,-4.29048481688275,6.4574103,1702.289,10.475149,734.90063,936287.2200031342,1141.8458,1.25232,0,0,0,0,1.0987387,0.44296265,0.655776,-9.634292,2.2716022,1,117.812195,9.852456,3.368656,104.68254926729983,62.93151735241318,173.19826525881274,56.448893901167196,0,4994.8677,4974.0386,5008.0913,0.1688,0.1354,0.0728,4991.254,4966.928824491015,0,False,0.02380085,False,5.627059257737589,True,True,True,True,True,False
50,  ,219032664,14.129,3.323,7.2, ,1.1,B,16/23         ,206.6363,49.96561,1558812754647741312,2.2418842,1558812754647741312,0.04570302,-0.01910019,206.63619242123144,49.96559847470248,9.464953147687998,0.014208007,666.17035,-15.002453474942154,-3.4640210644544456,1.1052884,3102.737,14.1100025,709.1363,48421.79286470268,1643.5209,1.3797302,0,1,0,2,2.243782,1.1690731,1.0747089,-7.3187356,1.4689804,2,17.704945,,,101.81124424971453,64.84223797346324,176.02298534593723,54.80449417653653,0,3725.3984,3716.9329,3732.469,0.6195,0.4218,0.2499,3588.336,3537.9371664280625,0,False,0.01910019,False,8.990594860255307,False,False,False,False,False,False
51,  ,141861147,5.655,-0.121,1.38, ,0.04,A,15/16/22/23   ,206.64857,54.43268,1561439694084279552,-0.051988125,1561439694084279552,0.2142857,0.015491009,206.64842814288883,54.432657688820136,10.741709768261495,0.041760836,257.21973,-18.558572174463578,-4.74245002224005,0.82475185,2221.0613,5.6708803,879.85474,42170739.77350291,711.8823,1.1554419,0,0,0,3,-0.036522865,-0.022035599,-0.014487267,,,,,,,106.37618042459654,60.887116032982505,170.79911472436413,58.22069272883509,0,10724.708,10668.066,10789.988,0.0403,0.0391,0.0208,,8003.47048607544,0,False,0.015491009,False,0.8262473873653224,False,False,False,False,True,True
52,  ,141862036,13.944,3.51,0.56, ,0.006,A,15/16/22      ,206.88313,58.35099,1659300798800682496,2.412053,1659300798800682496,0.6033426,-0.017155647,206.8829851471022,58.350957435954314,10.145314063139283,0.038260944,265.1611,-17.3184964446391,-8.254733992496995,3.5932677,1218.2108,13.92643,288.48648,60526.3431352282,552.686,1.4190129,0,2,0,2,2.411581,1.2781858,1.1333952,-11.297953,6.7643824,2,14.0321,,,109.3300883032,57.271389379119384,165.5113384224374,61.093436241283996,0,3538.8428,3531.3613,3552.3374,0.7039,0.4694,0.2866,3484.3828,3425.801438444454,0,False,0.017155647,False,8.957757227549141,True,True,True,True,True,False
53,  ,219034610,16.524,4.075,0.1942, ,0.0008,A,15/16         ,207.05633,51.22761,1559004000951070976,3.2617407,1559004000951070976,0.047877517,-0.025424957,207.05619914580143,51.22758996205779,10.700748613548939,0.049395967,216.63203,-18.11903678363349,-4.624988568127717,1.1471378,1390.8904,16.498463,63.504498,6660.63251724173,512.6807,1.5255399,0,1,0,1,3.2658281,1.9564724,1.3093557,,,,,,,102.71467136264691,63.613629744562,175.00134421492308,55.95640121722548,0,,,,,,,,4174.094592281214,0,False,0.025424957,False,11.645533484755397,False,True,False,True,True,False
54,  ,141863294,10.808,1.937,8.1, ,1.8,B,16/22         ,207.11433,54.04272,1561366782719556480,1.1272993,1561366782719556480,0.14779198,-0.0023450851,207.11419169917318,54.042697565765764,10.954710885759788,0.011239897,974.6273,-18.523233894657256,-4.095720350202581,0.9197039,2833.7803,10.805786,968.47064,677878.5355806892,1359.882,1.2223747,0,0,0,0,1.115099,0.47932816,0.6357708,-4.851913,0.2701039,1,93.43014,9.547781,4.5512176,105.51547410070577,61.11527829723005,171.67834534209763,58.11525805762534,0,4940.3833,4932.0586,4949.317,0.0569,0.0451,0.0237,4944.7036,5009.1798454659875,0,False,0.0023450851,False,6.003790734045991,False,False,False,False,False,False
55,  ,219034788,15.352,3.788,1.85, ,0.07,A,15/16/22/23   ,207.12776,52.59346,1560632789988882304,2.769393,1560632789988882304,0.071381666,-0.030513763,207.12762494307987,52.59343318050256,10.644652685204818,0.027992435,380.26892,-18.16006889712397,-5.559983126557765,1.0890273,1428.2216,15.32122,170.67665,17982.893626257614,722.6663,1.4566,0,2,0,0,2.7660046,1.5555305,1.210474,,,,,,,104.08083065923417,62.39579881989995,173.47477226766514,57.03228361010784,0,3369.674,3364.0957,3377.3245,0.8939,0.5724,0.3711,3307.8438,3480.049839865178,0,False,0.030513763,False,10.45687787695725,False,False,False,False,True,True
56,  ,141863170,16.361,3.943,1.51, ,0.04,B,22            ,207.21142,54.75577,1561462715108998528,3.0673018,1561462715108998528,0.048913628,-0.024391174,207.211274140694,54.75575433468661,10.709003097183533,0.0393759,271.96844,-18.309166561911397,-4.500948503209884,1.1349739,1351.7356,16.337059,97.67807,7458.002043270431,506.61627,1.4957478,0,1,0,2,3.0643578,1.7936382,1.2707195,,,,,,,106.07025128833877,60.45321535482683,170.83880274659774,58.679270967818205,0,,,,,,,3129.9688,3736.4644889551537,0,False,0.024391174,False,11.485804241848545,False,False,False,False,False,False
57,  ,219036430,14.063,3.388,2.87, ,0.18,A,16/22/23      ,207.49298,53.24642,1560767995559564032,2.3321095,1560767995559564032,0.060719613,-0.01964569,207.49283954263672,53.24640212801273,10.75391888787238,0.014058634,764.9335,-18.178689159888577,-4.667550253583223,1.1716144,2370.3645,14.043365,387.792,52735.78285017518,1110.8672,1.3934361,0,5,0,0,2.3320675,1.2313347,1.1007328,-8.410428,3.974407,2,18.908752,,,104.32746090776715,61.71646271884638,172.99011781843797,57.669852621911126,0,3650.6648,3649.2322,3652.02,0.654,0.4404,0.2651,3530.2578,3491.059540085951,0,False,0.01964569,False,9.201198307137712,False,False,False,False,True,True
58,  ,141915639,14.343,3.536,0.369, ,0.002,A,15/16/22      ,208.567,59.29128,1659280835792910464,2.4486227,1659280835792910464,0.061632413,-0.020337105,208.56684694583737,59.291268020940976,10.721439900758147,0.015364033,697.82715,-17.822288233952953,-3.3838297196066778,1.1898719,1958.5826,14.322535,437.95828,42024.460897986784,835.6453,1.4123266,0,1,0,1,2.4445562,1.311162,1.1333942,-51.12112,8.963882,2,13.108866,,,108.59750856735867,56.054053673253215,165.26534197812632,62.370298581753914,0,3510.563,3477.5823,3519.196,0.6975,0.4632,0.2843,3465.0078,3416.9107156652617,0,False,0.020337105,False,9.473800138575262,False,False,True,True,True,False
60,  ,219041670,14.105,3.455,5.61, ,0.69,A,16/22         ,208.65223,52.01123,1512596638799969408,2.3178082,1512596638799969408,0.043997187,-0.015440941,208.65210525406516,52.01121472271308,10.559477801936731,0.016236138,650.36884,-17.666155495208738,-4.307515468276906,1.082067,1371.6833,14.0894,269.68652,50612.27839498489,529.8457,1.3970255,0,33,0,18,2.3238401,1.2216959,1.1021442,-7.061852,3.3488264,2,15.029212,,,101.70876063781783,62.435639582001016,175.47738605736862,57.192127748949595,0,3660.4902,3657.913,3663.3308,0.6707,0.4522,0.2714,3538.8594,3450.8930300306765,0,False,0.015440941,False,9.207612499219284,False,False,False,False,True,True
61,  ,467178971,16.465,3.956,1.87, ,0.07,A,15/16/22/23   ,209.06254,56.99235,1657863359146774016,3.0001373,1657863359146774016,0.11180045,-0.026765823,209.06239562539886,56.992333452499835,10.51672855175593,0.041699074,252.20532,-17.98082230116615,-3.078697214234056,1.0132884,1219.2598,16.43801,78.996895,6731.02142278001,479.28473,1.4868709,0,1,0,2,3.0226965,1.7623806,1.2603159,,,,,,,106.26744554309907,57.989576658197095,169.2048275016561,61.00451775591872,0,3267.2856,3264.976,3269.6343,1.0422,0.6498,0.4343,3171.3438,3769.189745419533,0,False,0.026765823,False,11.547412584330537,False,False,False,False,True,True
62,  ,219065608,15.942,3.898,0.86, ,0.016,A,16/22/23      ,209.30889,50.94918,1512213802594954368,2.907713,1512213802594954368,0.027780436,-0.021354675,209.30876062841855,50.94916100669021,10.901119673366594,0.03114462,350.01614,-17.672586991249332,-5.232617306494312,1.0456288,1306.9888,15.921012,126.08773,10613.026230879128,475.75372,1.4732201,0,2,0,1,2.89849,1.6607752,1.2377148,,,,,,,99.70219135573136,63.10832568374053,177.29481746541194,56.634512181445515,0,3304.2925,3301.8862,3306.0254,0.9111,0.5737,0.3805,3229.3438,3638.0084122328035,0,False,0.021354675,False,11.10836746169038,False,False,False,False,True,True
63,  ,441640476,16.5047,3.859,7.0, ,1.0,A,22/16         ,209.3696,59.84721,1660813451922920960,2.9314947,1660813451922920960,0.055928282,-0.03299141,209.36944562174517,59.84719034762642,10.015435481454203,0.039964847,250.60612,-17.265382666204605,-3.3036078305036627,0.9951068,1353.7095,16.471685,102.18879,6435.548761973965,455.3611,1.4789643,0,3,0,2,2.9299784,1.6847248,1.2452536,,,,,,,108.38143527653112,55.37620778389152,164.92240060248741,63.04079180651863,0,3282.0972,3279.5,3284.7432,0.9194,0.5773,0.3827,3215.0312,3569.6556298162895,0,False,0.03299141,False,11.475034597604381,False,False,False,False,True,True
63,  ,441640476,16.5047,3.859,0.464, ,0.003,A,22/16         ,209.3696,59.84721,1660813451922920960,2.9314947,1660813451922920960,0.055928282,-0.03299141,209.36944562174517,59.84719034762642,10.015435481454203,0.039964847,250.60612,-17.265382666204605,-3.3036078305036627,0.9951068,1353.7095,16.471685,102.18879,6435.548761973965,455.3611,1.4789643,0,3,0,2,2.9299784,1.6847248,1.2452536,,,,,,,108.38143527653112,55.37620778389152,164.92240060248741,63.04079180651863,0,3282.0972,3279.5,3284.7432,0.9194,0.5773,0.3827,3215.0312,3569.6556298162895,0,False,0.03299141,False,11.475034597604381,False,False,False,False,True,True
64,  ,332313458,16.022,3.903,0.566, ,0.006,A,22/23         ,209.5706,51.73326,1512518951431592320,2.9648104,1512518951431592320,0.02117635,-0.019655228,209.5704572716253,51.7332338489995,11.21996636026352,0.030518396,367.64603,-19.202353029052674,-4.992180276770272,1.0551268,1680.4526,16.002518,147.59554,10018.30539021035,640.8474,1.4879316,0,4,0,2,2.9769754,1.7203674,1.256608,,,,,,,100.35422599193696,62.36515901403151,176.61117066627907,57.34358822837403,0,,,,,,,3194.0312,3647.867814658777,2,True,0.019655228,False,11.252475474290755,False,False,False,True,True,False
67,  ,154256770,15.771,3.776,1.04, ,0.02,A,16/22         ,210.06947,51.25667,1512308601113032192,2.8109264,1512308601113032192,0.018026326,-0.029438019,210.069345510556,51.256648399241236,10.443989393017167,0.02936353,355.67896,-17.289353815165015,-4.30216217413285,1.0575113,1976.6151,15.742006,135.16463,12317.569516821373,827.74207,1.4642199,0,3,0,0,2.8025942,1.5821705,1.2204237,,,,,,,99.21880904559009,62.58490091193871,177.61564646536712,57.17483384305798,0,3343.875,3342.091,3345.4172,0.8381,0.5334,0.3488,3285.625,3468.8347492791154,0,False,0.029438019,False,10.836338412274184,False,False,False,False,True,True
69,  ,198147567,13.259,3.121,6.49, ,0.93,A,16/23         ,210.19671,47.66532,1509561299512624000,1.9971304,1509561299512624000,0.071775496,-0.010018349,210.1965966579695,47.66529875134815,10.89368056844842,0.010824572,1006.3844,-17.79665576026391,-5.6571731679563,1.0670073,1695.5372,13.248553,427.62213,99536.13871641866,737.7406,1.3410299,0,1,0,0,1.998436,1.0028267,0.9956093,-3.9499686,3.7097018,1,24.78828,,,94.11314745585435,65.3970756878762,181.64656770781485,54.3864474017681,0,4063.244,3796.7415,4824.1035,1.1299,0.8052,0.4377,3780.4707,3715.620760237053,0,False,0.010018349,False,8.434426458361813,False,False,True,True,True,False
70,  ,198147621,16.828,4.043,0.79, ,0.01,A,16/22         ,210.26627,47.29607,1509357855501310976,3.148837,1509357855501310976,0.06420326,-0.027044296,210.26615726811443,47.29604550362413,11.199187010320609,0.050503906,221.74893,-17.12118119725725,-4.603603383781843,0.9514125,1465.2539,16.801321,63.200687,4967.506207416086,505.2944,1.5114734,0,2,0,2,3.19738,1.9036083,1.2937717,,,,,,,93.4544619268066,65.65022275576526,182.083438627209,54.11549756065736,0,,,,,,,3087.1875,4044.794161059248,0,False,0.027044296,False,12.047253513662715,False,False,False,False,True,True
71,  ,233437236,10.223,1.638,6.9, ,1.0,A,15/16/22/23   ,210.58984,52.41777,1512773179135101312,0.96624947,1512773179135101312,0.04745448,0.0027275085,210.58974539225036,52.41773989756661,10.690587956709779,0.023920445,446.92264,-13.553977487769654,-5.646481226319645,1.6485364,1881.1527,10.225393,603.14307,1081157.2394957987,918.71027,1.2106841,0,1,0,0,0.95687866,0.39465904,0.5622196,-5.550122,0.36586246,1,118.94693,13.626897,4.105202,100.06464900420995,61.447336892773656,176.67848534832603,58.27078975951045,1,5579.973,5573.5225,5584.668,0.2444,0.2014,0.1073,5359.4,5392.294001836186,0,False,0.0027275085,False,5.370401250393158,True,False,False,True,True,False
72,  ,233458510,14.707,3.66,6.44, ,0.88,A,16            ,210.7662,50.98446,1512261012875442304,2.6023617,1512261012875442304,0.07617021,-0.022996902,210.76605718763327,50.98444096612159,11.670017626987612,0.017434742,669.3542,-19.766298926320403,-5.544441900000862,1.1455022,1100.0325,14.6835,203.57349,31399.700345606838,387.70505,1.4409585,1,29,5,27,2.6020136,1.4240952,1.1779184,-16.662294,4.5191283,2,12.309168,,,98.1030739339897,62.5512153863032,178.55884042054024,57.241163466069416,0,3468.4553,3467.4138,3469.6436,0.7689,0.5008,0.3177,3389.5156,3408.2196529976527,1,True,0.022996902,False,10.018857850048587,False,False,False,True,True,False
73,  ,441661202,16.729,4.028,0.389, ,0.003,A,15            ,210.92638,59.84692,1660095402110621952,3.0880136,1660095402110621952,0.13734663,-0.031864166,210.92622720752243,59.84690292695938,10.425637961084464,0.050582178,206.11287,-17.609418045132927,-3.1767475498679283,1.0658956,1380.7968,16.696903,69.81023,5405.442298773829,410.73483,1.5041794,0,2,0,3,3.111147,1.830061,1.281086,,,,,,,107.16713417043287,55.01411846445347,166.04203697456066,63.64007337142672,0,3211.4028,3208.8757,3214.1138,0.9951,0.6129,0.4181,3117.9375,3989.6887618988085,0,False,0.031864166,False,11.787416426845585,False,False,False,False,True,True
74,  ,198154161,11.066,2.145,9.3, ,1.9,B,16            ,211.22808,42.92377,1499294845909337344,1.2486982,1499294845909337344,0.19094215,0.0034637451,211.22796246290906,42.92374632376039,11.524863028772973,0.014360131,802.55975,-18.770476899436908,-6.086134067173453,1.0323712,2550.2092,11.069293,979.84625,558291.6342060525,1338.0643,1.2333612,0,72,0,71,1.2318182,0.5432682,0.68855,-4.3234367,0.32383707,1,92.08625,9.834052,5.237819,84.3468910533589,68.28485201652887,187.0478317006632,50.881111210104606,0,4751.036,4739.1836,4758.914,0.0955,0.0745,0.039,4692.8047,4763.533742642369,0,False,0.0034637451,False,6.377471885001473,False,False,False,False,False,False
75,  ,23871511,13.51,3.215,4.45, ,0.43,B,16            ,211.5686,41.59872,1498322916287022976,2.100379,1498322916287022976,0.051206987,-0.015246391,211.5684898994338,41.598694106720146,11.297165657565115,0.012657373,892.5364,-17.953136406822072,-5.89142234825494,1.1367277,3558.4502,13.494601,962.85944,81696.11667872296,1439.9486,1.3544693,0,2,0,1,2.098751,1.0715418,1.0272093,-5.5699034,1.4609886,2,19.180813,,,81.09140800507775,68.92478557754502,188.48927052263005,49.89381584928417,0,3463.6204,3462.9473,3464.44,0.1718,0.1177,0.0674,3693.3867,3628.298860879534,0,False,0.015246391,False,8.759448735394502,False,False,False,False,False,False
76,  ,233462658,12.032,2.552,9.5, ,1.2,A,22/15         ,211.6219,52.98534,1512895774681556736,1.5036077,1512895774681556736,0.21331035,-0.009213448,211.62176545595997,52.985328011452815,10.470009130394446,0.009942427,1053.0636,-18.024425131641454,-2.868214296408601,1.0010779,4091.7944,12.022645,1014.7592,257487.4299688198,1428.869,1.2647036,0,0,0,0,1.4922018,0.69056225,0.80163956,-4.3534102,0.6834094,1,45.06445,5.880372,6.4253454,99.68271136785393,60.62331407032459,176.87149305678594,59.10933572369221,0,4494.117,4491.0957,4495.7607,0.2997,0.2254,0.1181,4299.36,4309.096806815226,0,False,0.009213448,False,7.122380298675385,False,False,False,False,True,True
77,  ,10728867,11.047,1.923,7.6, ,1.2,A,16/22/23      ,211.95518,51.95268,1512032314456889728,1.1255188,1512032314456889728,0.16355175,0.0037708282,211.9550611907514,51.95266021487758,10.067354421574084,0.012331215,816.41223,-16.572286375616375,-4.0758594909807515,0.9420079,2566.218,11.0510645,675.2209,541372.4328197233,1034.178,1.225337,0,1,0,0,1.1112022,0.47429276,0.6369095,-5.58415,0.3018484,1,87.501236,9.788901,5.771514,98.07928620349455,61.33226178565152,178.46854551972189,58.45922136933729,0,,,,,,,4948.771,5026.20188254499,0,False,0.0037708282,False,6.065641282438785,False,False,False,False,True,True
78,  ,441687813,13.891,3.365,5.83, ,0.7,A,15            ,212.16398,55.92604,1609838615390487296,2.2622051,1609838615390487296,0.051986787,-0.022809029,212.16384442671344,55.926020594813075,10.75131405156941,0.01219212,881.8248,-17.475970776421835,-3.421617577394768,1.1094077,1757.3325,13.868431,504.00287,60878.394855514845,600.5927,1.3841197,0,2,0,0,2.2636728,1.1819792,1.0816936,-3.4065628,2.3192494,2,16.589025,,,102.45854374584965,58.02621770022912,173.2846248534906,61.47415039917762,0,3698.5647,3696.9487,3701.1057,0.6143,0.4174,0.2477,3574.5,3506.860513239809,0,False,0.022809029,False,9.02573883138943,False,False,False,False,True,True
79,  ,332349583,15.789,3.889,5.8, ,0.67,A,22            ,212.69198,52.02111,1512001425052135680,2.901184,1512001425052135680,0.056873176,-0.02358532,212.6918531406403,52.021097528814735,10.432961942570198,0.030346155,343.7985,-17.537480905805722,-4.063474197716767,1.0171773,1140.3031,15.765343,104.42358,12277.958947953352,512.11316,1.4753696,0,1,0,0,2.9075718,1.6673088,1.240263,-75.45573,5.5993667,2,4.1675725,,,97.42457869472207,60.99928431224514,179.0492276797405,58.804485238504725,0,3313.3804,3311.6946,3315.1816,0.9411,0.5932,0.3935,3233.4375,3620.9075510082394,0,False,0.02358532,False,10.857380828215252,False,False,False,False,True,True
80,  ,166053959,8.185,0.867,0.88, ,0.02,A,15/16         ,212.72104,62.52221,1667489892685370624,0.52879524,1667489892685370624,0.31499913,0.01130867,212.72087002723478,62.522195786330656,9.795463640714324,0.043090053,227.3254,-17.235612030195814,-2.751308009630854,2.530579,4294.2017,8.196145,1570.004,5687667.980585013,2766.352,1.18462,0,40,0,38,0.52123785,0.18565273,0.33558512,-1.3516952,1.5678405,1,257.9774,88.07471,2.4942014,108.09355457945368,52.256846751526176,162.27490754871877,65.9500662207241,3,6703.2085,6700.854,6706.4365,0.0009,0.0008,0.0004,,6759.353198400884,0,False,0.01130867,False,3.1512700423020945,True,False,True,True,True,False
82,  ,168699315,15.759,3.832,0.53, ,0.006,A,16/22/23      ,213.12116,47.37926,1506360518084440704,2.8628454,1506360518084440704,0.034822743,-0.032735825,213.12104379523885,47.37924199382439,10.297644928423086,0.030908313,333.16748,-17.6663497388611,-4.746481458126102,1.0671048,1574.2222,15.726617,129.67168,12685.778629080185,742.7641,1.4770712,0,5,0,1,2.8657799,1.6287661,1.2370138,,,,,,,90.22976912137469,64.27587077770978,184.71358617133978,55.31643801488415,0,3314.3518,3312.7983,3316.2466,0.9738,0.6162,0.4054,3256.3125,3530.6237116112106,0,False,0.032735825,False,10.79030642396287,False,False,False,False,True,True
83,  ,309721363,15.515,3.806,1.89, ,0.07,A,22/23         ,213.16961,51.09453,1511749465090453632,2.8399744,1511749465090453632,0.061449725,-0.02891922,213.1694863987198,51.09451251015557,10.488411973786,0.027141895,386.4289,-17.275363469912698,-3.1428491166563606,1.1556817,1690.5328,15.48652,231.06067,15690.107925506873,641.673,1.4683529,0,6,0,4,2.839613,1.6119242,1.2276888,-7.7310877,6.813023,2,5.1632667,,,95.7229921484021,61.52607732498017,180.62265238389693,58.28236718944401,0,3330.1482,3326.7678,3350.045,0.9399,0.5971,0.3913,3269.6875,3498.888876416646,0,False,0.02891922,False,10.590068501774228,False,False,False,False,True,True
84,  ,309751966,14.992,3.63,1.57, ,0.05,A,16/22/23      ,213.22121,49.45944,1508133755461990528,2.6225042,1508133755461990528,0.026547726,-0.027282715,213.22109323587043,49.45942344746109,10.339532795690838,0.022586081,457.7834,-16.983489299220686,-3.6300161186331814,1.2030065,1361.1359,14.964291,220.46455,24249.450312558492,701.698,1.4384047,0,3,0,3,2.6180286,1.4398785,1.1781502,-2.399933,5.4011536,2,9.530346,,,93.35460619056664,62.7299646326487,182.57296845440675,57.02295413508356,0,3474.9104,3473.7927,3476.084,0.8265,0.5384,0.3407,3379.9844,3404.4598892964395,0,False,0.027282715,False,10.036795194292699,True,False,False,True,True,False
85,  ,441694341,17.133,4.03,0.442, ,0.004,A,16/23         ,213.23707,56.20952,1609909671329800576,3.1484356,1609909671329800576,0.11795268,-0.026237488,213.23694800425992,56.20950785794851,10.036591637168248,0.06505137,154.28717,-15.95775870391854,-2.912278551652734,1.0243207,1069.499,17.107096,37.936733,3761.8904394897663,203.87508,1.5214121,0,3,0,4,3.1598024,1.8620872,1.2977152,,,,,,,101.83378704118385,57.45352143634347,173.7548068430929,62.09846764529632,0,3178.4255,3175.4712,3181.278,1.0631,0.6488,0.4474,3087.75,3996.8411519817846,1,True,0.026237488,False,12.115026989360762,False,False,False,True,True,False
86,  ,166065826,15.925,3.91,0.665, ,0.009,A,15            ,213.47106,60.57865,1660473290513039488,2.8858767,1660473290513039488,0.026117336,-0.023222923,213.47090297334145,60.578635869827444,10.042753996316216,0.030279305,331.67056,-16.923263472864413,-2.4436653042372614,1.049407,925.798,15.902233,121.40357,10864.267660375124,308.58658,1.4827064,0,5,0,3,2.8952541,1.6509151,1.244339,,,,,,,105.93010724101761,53.74362392441503,166.56132635677113,65.08320537711131,0,3317.0986,3315.6804,3318.7234,0.9612,0.6057,0.4013,3242.75,3662.1104460567176,0,False,0.023222923,False,10.911497246287562,False,False,False,False,True,True
88,  ,310379752,6.544,0.166,0.561, ,0.487,A,22            ,213.82082,52.53592,1608103448603945216,0.107177734,1608103448603945216,0.106451444,0.017067432,213.82068748122646,52.535908218934765,10.683103697635016,0.022274746,479.6061,-17.59804242066417,-3.439223502021589,0.95742154,3869.7434,6.561181,1623.467,20153902.941358503,1847.9712,1.1595801,0,0,0,0,0.09892225,0.024738789,0.074183464,-9.564832,0.3619945,1,514.6077,154.49588,4.360214,96.99598424629343,60.164008382367584,179.42073526990163,59.64464420662863,0,,,,,,,,8263.169336173774,0,False,0.017067432,False,1.704668288313842,False,False,False,False,True,True
89,  ,168708111,14.614,3.845,1.23, ,0.03,A,16            ,213.92172,45.12246,1505107762024006144,2.8122797,1505107762024006144,0.018221743,-0.023054123,213.9216021004091,45.12244081905348,11.180825709444262,0.029710677,376.3235,-18.323253166642253,-5.051310220419888,1.7046808,1738.3024,14.590457,340.60837,35788.90517876865,774.82996,1.4700596,0,5,0,1,2.8217077,1.5947752,1.2269325,-6.28721,3.1774132,2,14.31319,,,85.4275979737819,65.3859463546048,187.72265488943768,53.78177859425723,0,3360.2732,3359.301,3361.238,1.0331,0.659,0.4307,3284.8438,3548.6137376210236,0,False,0.023054123,False,9.832826350558197,True,True,False,True,True,False
90,  ,441697195,15.44,3.752,3.01, ,0.18,A,15/16         ,213.95276,56.07666,1609726087247553664,2.7582283,1609726087247553664,0.03569594,-0.027793884,213.95262931340395,56.0766461360914,9.98771726799792,0.023877619,418.2878,-16.268999740575207,-2.682495219239197,1.0817999,1188.4562,15.412317,161.33875,16519.136835279405,539.8511,1.4563485,0,6,0,0,2.7584848,1.5490952,1.2093897,-7.1481733,4.5058274,2,4.6563582,,,101.08941970542914,57.32816323496905,174.55876996323067,62.28814230016664,0,3364.9897,3356.9468,3369.4094,0.8332,0.5335,0.3468,3313.625,3449.4567412498027,0,False,0.027793884,False,10.409648475291451,False,False,False,False,True,True
91,*a,1001276338,9.975,1.576,6.21, ,0.8,A,15/16/22/23   ,214.00475,52.78631,1608114100122827904,0.94512653,1608114100122827904,0.054291826,0.013262749,214.00461078827107,52.78628104247988,10.688672815589689,0.0125966985,848.5297,-19.021730586924576,-5.580662091712571,0.935837,1984.952,9.9886875,52.9518,1592993.5954901727,45.83028,1.4349614,0,49,0,50,0.9558792,0.20955181,0.7463274,-4.779266,0.47136652,1,92.595535,,,97.14520867503309,59.90023802333843,179.26186216572722,59.90681794440523,0,5669.5444,5660.6494,5680.0244,0.2363,0.1965,0.1057,5420.1885,5478.351780952853,1,True,0.013262749,False,5.133306432018895,False,True,False,True,False,False
