NGTS_ID     Gaia_ID             RA             Dec     NGTS_mag G_mag BP_mag RP_mag Ks_mag   GmK   SpT  mult amp_data amp_GP   P_GP     P_GPue    P_GPle     P_LS     P_GACF  method  P_adopt 
  14065  2320605949977498240  00:05:17.811  -30:20:45.162  15.53  16.13  17.39  15.02  12.73   3.40  M2.5  --   37.08   22.62   1.64159   0.00139   0.00159   1.64218       ---  GP     1.64159 
  14186  2320550046683235328  00:07:02.189  -30:21:17.877  11.22  11.59  11.92  11.11  10.22   1.36  G1    --   20.21   18.48   3.45726   0.01460   0.01444   3.46540   3.48300  GP     3.45726 
  14442  2320780566168018688  00:02:11.798  -30:23:32.143  14.09  14.61  15.44  13.74  11.84   2.78  K7    --   40.33   43.14   6.74961   0.02874   0.02723   6.62952   6.75910  GP     6.74961 
  14707  2320584406421507456  00:04:07.663  -30:25:40.521  15.36  15.96  17.38  14.78  12.32   3.64  M3.5  c    44.31   28.65   0.31528   0.00138   0.00125   0.31200   0.31194  GACF   0.31194 
  14826  2320779604095346688  00:02:13.223  -30:26:34.173  15.59  16.19  17.66  14.99  12.50   3.69  M3.5  c    45.52   25.35   0.73040   0.00017   0.00017   0.73027   2.73070  GP     0.73040 
  15008  2314824374241137408  00:00:53.400  -30:27:52.931  14.97  15.58  16.68  14.53  12.27   3.30  M1.5  --   54.08   49.23   0.38354   0.00004   0.00004   0.38358   0.38355  GP     0.38354 
  15264  2320591205353715712  00:05:08.211  -30:29:41.908  11.47  11.85  12.21  11.34  10.40   1.45  G3    --   29.19   26.73   4.05989   0.00985   0.00935   4.05939   4.06350  GP     4.05989 
  15270  2320638179411803520  00:07:49.708  -30:29:23.306  11.79  12.21  12.60  11.67  10.62   1.59  G8    --   24.08   20.03   5.27995   0.03264   0.03100   5.27075   5.27160  GP     5.27995 
  15279  2320602926320492672  00:04:50.873  -30:29:55.370  14.25  14.76  15.61  13.84  11.72   3.05  M0    c   184.96  178.17   0.25696   0.00001   0.00001   0.25695   0.25700  GP     0.25696 
  15321  2314832689297893120  23:59:15.690  -30:30:00.251  13.75  14.27  15.03  13.44  11.64   2.63  K6    --   26.79   29.55   7.44729   0.02664   0.02763   7.48148   7.46080  GP     7.44729 
  15588  2314809255956328192  23:59:03.101  -30:32:00.502  13.90  14.45  15.24  13.60  11.66   2.79  K7    --   18.03   20.39   6.66300   0.02131   0.01916   6.58388   6.66020  GP     6.66300 
  15618  2320766684833726592  00:02:16.894  -30:32:26.861  11.64  12.03  12.41  11.51  10.47   1.56  G7    --   27.04   23.20   4.98365   0.02424   0.02291   4.91212   4.98300  GP     4.98365 
  15926  2320540803913561088  00:06:17.219  -30:34:31.575  14.33  14.94  15.83  14.02  11.95   2.99  M0    --   35.51   35.33   6.18603   0.02218   0.02085   6.28174   6.26300  GP     6.18603 
  16461  2314771219725893120  00:01:31.406  -30:38:54.047  14.91  15.52  16.73  14.41  12.09   3.43  M2.5  c    48.25   45.47   0.30942   0.00006   0.00006   0.30963   0.30965  GP     0.30942 
  16794  2320572827189658240  00:03:23.360  -30:41:22.931  13.38  14.01  14.62  13.06  11.24   2.77  K7    c    27.49   27.81   5.66759   0.02679   0.02576   5.71052   5.68890  GP     5.66759 
  17146  2319857319997858944  00:10:31.172  -30:43:00.032  15.03  15.63  16.76  14.57  12.32   3.32  M1.5  --   32.11   21.87   1.72861   0.00156   0.00151   1.72832   1.74150  GP     1.72861 
  17424  2320558082565935744  00:04:00.467  -30:46:21.302  12.47  12.91  13.40  12.29  10.99   1.92  K2    --   17.26   16.34   7.07229   0.03203   0.03319   6.97725   6.89560  GP     7.07229 
  17980  2320523967641801088  00:07:38.503  -30:50:25.812  14.32  14.88  15.75  13.97  11.99   2.89  K8    --   65.53   61.77   2.32107   0.00148   0.00147   2.32133   2.32200  GP     2.32107 
  18207  2314565542331796992  00:02:17.035  -30:52:35.788  15.31  15.87  17.01  14.81  12.52   3.34  M2    --   45.62   38.90   4.11706   0.00590   0.00585   4.12441   4.13740  GP     4.11706 
  20343  2314530976435086080  00:01:13.508  -31:10:15.695  15.79  16.43  17.77  15.28  12.89   3.54  M3    --   57.70   38.17   1.06180   0.00412   0.00492   1.06807   1.07034  LS     1.06807 
