star_mass,initial_mass,log_Teff,log_L,log_R,EEP,phase,age,Teff,L,R
1.915791342281059,1.9157990262534272,3.950570576885921,1.1845082223121146,0.2137901095663298,202,0.0,7.0,8924.226347690306,15.293547007646694,1.6360256545403604
1.8244400615241938,1.8244472813829828,3.9321442626890417,1.1018495515207676,0.20931340256441458,202,0.0,7.050000000000001,8553.50793660391,12.642982928473746,1.619248123983041
1.7329822400464003,1.7329889273025194,3.912082141414966,1.013343355618086,0.20518454716122442,202,0.0,7.1000000000000005,8167.368323933022,10.312010715141684,1.603926811409406
1.646680348962446,1.6466864891773128,3.892725231881699,0.9200016745491528,0.197227525693292,202,0.0,7.15,7811.334430767934,8.317669782168792,1.5748076858333504
1.42550904507764,1.425513192613609,3.8247644707249973,0.5417178225124623,0.14400712198835103,202,0.0,7.200000000000001,6679.815554212448,3.481110606692957,1.3931796494890456
1.3591382446741074,1.3591421151573182,3.8165045488015346,0.4534942181931419,0.1164151636756158,202,0.0,7.25,6553.971504289881,2.841150360206118,1.3074201187939547
1.3030075559604353,1.3030112209372198,3.8089385768485293,0.37452717382768125,0.09206358539889617,202,0.0,7.300000000000001,6440.781657887589,2.368793342666476,1.2361284027342598
1.245638949263653,1.245642393561564,3.800800701520285,0.2903154798581007,0.06623348907059348,202,0.0,7.3500000000000005,6321.217030770473,1.9512615189245575,1.164752064959342
1.1990938937343798,1.1990971897233627,3.793696746063041,0.21857109716464232,0.044569208638353564,202,0.0,7.4,6218.659044716931,1.6541355566256624,1.1080751328053113
1.1443363205838972,1.1443394050671503,3.784943368044403,0.13074468860021354,0.01816276039341423,202,0.0,7.450000000000001,6094.574188738051,1.3512779454736246,1.0427081315444318
1.1015819912993485,1.1015849423430093,3.7773621958800763,0.05823678245154431,-0.0029288483522669924,202,0.0,7.5,5989.108706177192,1.143501615373465,0.9932787666567326
1.058154978942267,1.0581577876437869,3.7690090466657944,-0.018538192919240994,-0.024610037609094974,202,0.0,7.550000000000001,5875.015904821516,0.9582124450542323,0.9449089496219434
1.0207518638260848,1.020754565472328,3.7610680417834734,-0.08775943129774469,-0.04333864703370459,202,0.0,7.6000000000000005,5768.568336245422,0.8170348260586768,0.9050266188595082
0.9661582692490112,0.9661607536304191,3.7479639204134108,-0.19445671170686596,-0.07047904449814123,202,0.0,7.65,5597.11100826049,0.6390624327080295,0.8501997158866418
0.920012839797612,0.9200151620945347,3.735150398616258,-0.29092559699734516,-0.09308644354907558,202,0.0,7.700000000000001,5434.384947099515,0.5117695039953761,0.8070743712497883
0.8746145122284071,0.8746166812504144,3.7194314448258083,-0.3970043458771312,-0.11468791040806893,202,0.0,7.75,5241.208598398914,0.4008627062735856,0.7679131233644763
0.829788443347363,0.8297904658423332,3.701487013171283,-0.510443975598093,-0.13551886195949847,202,0.0,7.800000000000001,5029.062270807708,0.30871378637235136,0.7319495330140414
0.7849623744663192,0.7849642504342526,3.6835425815167575,-0.6238836053190533,-0.15634981351092775,202,0.0,7.8500000000000005,4825.502906216636,0.2377477385768826,0.6976702215117495
0.7401363055852758,0.7401380350261719,3.665598149862232,-0.7373232350400137,-0.17718076506235705,202,0.0,7.9,4630.1829335204,0.18309511817605056,0.664996309212641
0.6970977857439371,0.6970993768769924,3.6483022147653275,-0.8473461964036479,-0.19760037555036458,202,0.0,7.950000000000001,4449.407830269113,0.142119543423899,0.6344532471404881
0.6693634351371225,0.6693649583312972,3.6365584076634514,-0.9281172214022803,-0.2144982738459293,202,0.0,8.0,4330.703068475112,0.11800020956400034,0.6102414821157871
0.641629084530307,0.641630539785601,3.624814600561576,-1.0088882464009152,-0.23139617214149458,202,0.0,8.05,4215.16520461677,0.09797420623296504,0.5869536773170805
