,dr2_source_id
2402,422021291786053120
2406,434731710620485376
2410,271058482725643776
2412,2079788061412155776
2415,443493997958529152
2418,243146521062118656
2420,450706618140294016
2422,247790441562528256
2424,37024065498252672
2426,465298584847598976
2428,231553201741055488
2430,2080938494175760000
2433,441402795562969728
2435,242889888176483968
2437,208792177172302208
2439,157759959874919936
2443,243146241887151232
2448,452649665645544960
2450,2163828133184004352
2453,460700942616778240
2455,433906462719725568
2457,337459531818785024
2459,248288799503529984
2463,508850446587626496
2466,230066451562585600
2468,225672807395514368
2470,275116019934583424
2472,249222387958844288
2474,450916972753629952
2476,2058493579221736064
2478,237727200048553472
2480,444488982962602368
2482,440498653407003264
2484,328502188542836352
2486,435326859946780800
2488,443622950057328384
2491,436020097729172736
2493,430294738829275904
2499,436812368870512256
2501,443653564580056576
2504,244956454642097152
2506,446937634016073984
2508,2166102198093175424
2511,437403081492252160
2513,165489522322479744
2515,249689332505535872
2517,3309366073590775040
2520,438378829345430912
2523,136644625041907456
2526,247100394938976640
2530,248087520158674304
2532,248635764146008832
2534,245035756918455424
2536,232765065415044096
2538,241871873551762816
2540,271020579639585408
2542,3389938972869291648
2544,245189890404732160
2547,336292778180995584
2550,275126087341091968
2552,1998325244910917888
2555,442558932038098688
2557,3290126127637212672
2559,2163516967077494400
2562,242910916334284544
2564,475520400852538368
2566,248892568829466624
2569,436383628060246528
2571,275950136945002752
2573,889161378206606976
2575,238352542988908288
2577,470067029339560576
2579,250061384048876800
2581,436305287854413568
2584,341728733605991552
2586,232744831824061056
2588,441592804916519808
2591,444252278725662464
2593,244652336594355072
2595,355343947436467200
2597,2209824342387810944
2601,243522962057522560
2603,223689322777005312
2605,239571218484132480
2607,446023974209758080
2609,449858383573448832
2612,180906638147401728
2614,354728603178723072
2616,248334085642021888
2618,436530241063224576
2620,337438056980317184
2622,442601194515899264
2624,264059335299086848
2626,171900194803708544
2628,279599248531308288
2630,244642440989447424
2632,2162282937075830784
2635,234306408916594304
2637,447677158663602048
2639,242584739338943744
2641,248154276832334592
2643,155208096465877120
2646,430709181692261504
2650,420630100339310080
2653,245931137335970048
2655,229085382249923840
2657,249670056692423424
2659,175510608736446208
2661,248288520329292288
2663,243872439255069952
2665,2075393107286553728
2668,245349113433064448
2672,248638577346232448
2676,247301158888455424
2678,249803922232851712
2681,436422248405849088
2683,2069157708115806592
2686,443242003636742656
2689,435394686069704320
2691,248367895624371328
2693,242840543293528320
2695,513639060239860480
2697,441766218515240960
2699,249300899961238144
2702,2076805116421219328
2705,451222873207079936
2707,443134835613240832
2711,246718353306268544
2713,446598877057137920
2717,2168707246077122432
2720,1132508285259238400
2723,249126524289405184
2728,468872203800360960
2730,245024658719981696
2732,228579984858109056
2734,422760610277369600
2738,414148238777066112
2740,2125764689881893120
2742,435429385108455936
2744,441622869687432576
2746,440123715643968000
2750,238596634568944512
2752,468713839759643648
2754,2034082874897544448
2756,334120628537756288
2758,459378161406567808
2760,247093389846772480
2762,3446657108391160576
2764,249357902761582336
2766,444785133846465536
2769,2165286051224912384
2772,275087883608739968
2774,436456848663041536
2776,203950993115579136
2780,436545153189970560
2782,166071924185477376
2784,249209292600814464
2786,238099934489229184
2788,2075725056718957440
2791,433723187873018880
2793,409062653893607936
2795,488080392755233280
2797,441370703564653696
2799,441363518080732672
2801,441714438389835264
2804,337220250599795200
2806,460163143989172992
2808,160675418035487360
2810,1937377563030306688
2813,161266199376858752
2815,247062122485301632
2817,248543607028774144
2819,409766410059888384
2821,2165939603516774656
2824,249764790788074624
2830,245368634060667520
2832,250092166075216000
2834,2068365441264551552
2837,243336496052640256
2839,233023661100892032
2841,229268897614912256
2843,440377359232733440
2845,435341565914620928
2847,251490852243052544
2849,3333990770366777856
2851,423146607577426432
2855,451353165337784064
2857,235796590769471616
2859,249180572157175808
2861,241071055423646336
2864,457884230048206976
2866,441597920217003904
2868,249761870210427776
2870,249232730234227072
2872,249394147992070144
2875,243140847407189376
2878,181606717815349248
2880,438429784835040512
2883,449346801430588416
2886,2081591501002053248
2889,233246518363439488
2891,171255258219725824
2893,153105482339556224
2895,439491015421280000
2897,156216481773683328
2899,246171960445658112
2901,224749763084591616
2903,438017669840144640
2905,442979289077843456
2907,249282345698854272
2912,251402749578297472
2914,2165124526114483584
2917,276763947349538304
2919,2172736067138548224
2923,3234913433990867584
2925,441901698963427328
2927,506315007133801344
2931,453346442479783552
2933,232930099535920000
2935,2126016890360734592
2938,240318370995212160
2940,249707272586532992
2942,246114755782376960
2944,523065035988910976
2948,244567296242156928
2950,249153148786482176
2952,991789832200147584
2954,987326158587778432
2956,242106069525138688
2958,257971438199791616
2960,248475952702584704
2962,470339673864663168
2966,245128906168508544
2968,439978893641749248
2970,343033544671045888
2972,458325443448583936
2974,438257917426746624
2976,447671592387909632
2979,354186058613754624
2981,3397128022272575744
2983,176490587130871808
2985,444630927340419712
2987,272268284819155072
2989,129257388670196480
2992,474267713512708864
2996,435152793514701952
2998,242190770578150656
3000,425868517332283776
3004,446071214554243840
3006,270463917517997056
3008,181390010944240512
3011,442831576563419520
3014,435594311852197504
3016,3395900387476790912
3018,432703253400785280
3020,440778337378192768
3022,442550685701011072
3025,3242547648162581248
3027,239923435865754496
3029,235542745317589888
3031,246455638741662080
3033,169651178131996160
3035,446013593275335808
3037,469737553811506816
3039,443698227946116608
3042,223927878145929088
3044,230903867104194944
3046,168751154846328576
3048,337361812721355776
3050,460641568989360000
3052,143704451765642240
3054,249290763836754176
3056,240851324896866432
3059,249013820047790336
3061,469689725055390080
3063,242603843354389120
3065,248814812740796928
3067,178659781838389376
3069,447489004733591424
3071,441500755178334336
3073,247553913422018432
3075,259438534608570112
3077,244500019876755968
3079,441519068918837376
3081,417728832746258944
3083,247723371352605952
3085,459449419208316544
3087,249615703882726400
3089,436482068710785152
3091,443822683215233920
3093,245007822444819456
3097,260857660521248640
3099,237119234538737792
3101,251679208031115776
3103,459582533132079104
3105,239462122019192576
3107,2175807415430242048
3110,276138535685919744
3112,2165309140981720192
3116,447812329875648000
3119,241182307962406528
3121,434298954011975552
3123,155987890728541440
3125,152645577241762176
3127,242493789115621248
3129,433135872570785408
3131,245087915001145216
3133,461799938848874112
3136,423252195054328448
3140,249436930164597760
3142,258144787375774464
3144,244240157173935872
3146,412710180644239616
3148,441969318926425856
3151,244444490241145856
3153,449875494721623424
3156,271838242630996224
3158,240297617712046848
3160,242138058445149824
3162,238555132301585536
3165,243415695252429568
3168,247476707091582848
3170,237705755271935488
3172,2174286550340790016
3175,270718355677870080
3177,234167943468666240
3179,508018489936966656
3181,441518450443505408
3186,435160661893244672
3188,432598353118167296
3191,220180781173859584
3193,441444057308633472
3195,452987181353014656
3197,173809084428652032
3199,156387627629515904
3201,442561715175187200
3203,442289586046495360
3205,244809807276984064
3207,3341238918520502912
3210,251545037549180672
3212,249301411059447552
3216,251477825606348672
3218,441779614513459200
3220,435027105585199232
3222,448097034665669504
3224,253860402884994048
3226,233501536340240896
3229,246596891627349760
3231,228896506767351808
3233,440029569959482496
3235,249093160979425536
3239,459655719371814400
3241,143863026252227584
3243,507172866720429056
3245,179441500243946368
3248,241529032080974848
3250,441481170120133120
3253,2128033910082324608
3256,441778549361592960
3259,159397510645281152
3261,410931613204810880
3263,442017972317245056
3265,243023581919534464
3267,433460297220136576
3269,426640718093115136
3272,445493184974878720
3274,445358357360960128
3276,434043077038618752
3278,340116295507981440
3280,335909873256720000
3282,249834880357151232
3286,266007012773086976
3289,450027467844199552
3292,471687331518498560
3295,249186099774312320
3297,243175211442514304
3299,440127220337283072
3301,2085713948050710912
3304,430285663554661376
3308,522715116413884416
3311,444277503068905344
3315,246609772233391232
3319,246574248561148160
3321,236561404187002240
3324,439507405016484096
3326,2069400043049420928
3329,446690789356440960
3332,251293416891872256
3335,443567493435620480
3339,243140709967884800
3341,247475538858410624
3343,441596172170886912
3345,143926866645814912
3347,435439280711318784
3349,427108354134806784
3353,249150438666984064
3355,2175963511725667712
3358,446234496330626816
3360,445122271597273216
3363,246386884911532800
3365,248994582892625920
3367,232468815750933888
3372,246017513423140352
3374,453267415081122816
3376,275975082115986048
3378,439893436676067456
3380,245095096186344320
3382,459458803714381952
3384,447875792311193472
3386,251172573690919168
3388,510209438653873920
3390,270241442506085504
3392,249788017969744768
3394,349857594869311232
3396,178729291587897984
3398,247808278564820864
3401,439215484679357952
3404,422982677264653440
3408,230334255659560704
3410,257243320984337920
3412,425648065250391936
3415,437239043808407168
3417,2166903909566416256
3420,440762909855550592
3422,2167116531936245376
3425,275118326337629696
3427,436516153570668032
3429,441463577936983296
3431,1979088773583749120
3434,441783222286181888
3436,353883765931668352
3441,1999342941701639040
3445,441762572082456064
3447,276192613616442240
3449,276443508427779968
3451,244274993651678464
3453,232107699193599488
3455,2204007002470375680
3459,232267983079785344
3462,2083580689339152128
3466,1920850528872786688
3468,2068213021464678272
3471,442500859780507136
3474,440095471937527296
3477,2071064982837760768
3480,434966185771329664
3483,336568313220371456
3485,337289622912799360
3488,2067083823024831872
3490,453655645763380608
3492,2164358780668766080
3495,245118215990688896
3497,441942307873846912
3499,248099236828874752
3501,237112225152995200
3503,238662437764659840
3505,454214236326904832
3507,440712748938132608
3509,222547028977917056
3515,441404612329337856
3517,439697830984114048
3519,452775559726238208
3521,511257586779407488
3524,2072450882906313472
3528,2102032109353768448
3530,237372332669785856
3533,437800688090692736
3535,245424812232681856
3538,399025006084225792
3541,430217876097082624
3545,472186750318340096
3547,2072448267240592000
3550,441551607590775040
3552,142665692450006784
3554,237957753890266880
3556,178829450224493440
3558,246145675247157760
3561,439076606913564672
3563,2167312073205822080
3567,249869931587694464
3570,437623671014806912
3572,244694530354655232
3574,436505154157301504
3576,3316157756915332608
3578,435342459267795456
3582,354642222797177216
3584,248105795241587840
3588,441121075769977088
3591,248527737127057280
3593,224610060687709568
3595,368256444488790912
3597,1981243571561287424
3600,254952183568484480
3602,442115657052971264
3605,245797443598033280
3607,433657522119802368
3609,247163140120266880
3611,230437433658326400
3613,249187409745500800
3615,232286606058180608
3617,242929023919714432
3619,232697518464310144
3621,461862267414630400
3624,251895816119855360
3626,247826484929657088
3628,435938806885935872
3630,188358268965358208
3632,433159653806358528
3634,275248579808979968
3637,248057657247167872
3639,427134879852379648
3643,242694140744362240
3645,238891617218285312
3647,245449826121896832
3649,441815593459726080
3651,446421825622143104
3653,249205478669852800
3655,249202493670669824
3657,468588491138477312
3660,165138885487839744
3662,511137155893366784
3666,249331239610297472
3668,246717013276695936
3670,236892052247710592
3672,1931746070631132800
3675,440492228136680960
3677,457295205347719552
3679,442407023335597824
3682,251153439613882752
3685,2175246939375943424
3688,230606075550746624
3690,442302741530477440
3692,441034115568860544
3694,246572668016199808
3696,445451296157443712
3698,433674667628618112
3700,432718470473467520
3702,441865758677317888
3704,240411928267186816
3706,2178190465148769024
3709,243586085194658816
3711,436693896497425280
3713,238947035179935872
3715,248246708826521984
3717,143708506214537856
3719,449904219465904896
3722,142839204833313408
3725,2075030405888114304
3728,358887535973379584
3730,2206622908128473984
3735,448873113779811456
3737,238329113944833024
3739,216227109157115648
3741,251750641926492032
3743,3389908598860532224
3745,248978841833526784
3747,2101130234941174272
3749,237515475339561984
3751,2071454141234914816
3754,253738700688745344
3756,225618312850703488
3758,2126696663423893376
3761,441418665463067520
3763,238256374379085440
3765,248236808924612480
3767,233360936296673280
3769,441592667477558912
3771,436725060780311808
3773,418588547763942784
3776,2011822299896619648
3780,435315482574396288
3784,278944936034128384
3786,425581372995303936
3790,427777647474749824
3794,249142948244106368
3796,233389072623630848
3798,445765000569557760
3800,434899248704252800
3803,441853560970213760
3805,438101030860040192
3807,462032348119700736
3810,258023768081445248
3812,451476074418159744
3814,436509689641456768
3816,249344399390028544
3818,507483891071389824
3820,2086193163320280576
3823,443871508401981952
3825,243140920425043584
3827,423771576857514112
3830,451406049271564544
3832,446222844081328768
3834,435590188682486400
3836,2070492618317543552
3838,439466894883907328
3840,433102066884973312
3842,258760410810287744
3844,431205374974916736
3848,233695737586338816
3850,441185745093376128
3852,513535499988630400
3854,462647421794784128
3858,271528077269899392
3860,245735767865685120
3862,522537644061868544
3865,230227877909638784
3868,251670480659298944
3870,274513659359943296
3872,237424112795196416
3874,1926427522434313088
3876,2088609099603602048
3880,530312226361111424
3885,448922905344027776
3887,457457933073870976
3889,243539527749508864
3892,240396917357086208
3894,244944699312706304
3896,355416382060272384
3898,434713847853259904
3900,446985183598157952
3902,246262601438225664
3904,244263590517629056
3906,279578628391107328
3908,448483822239777024
3911,443477402204985088
3913,171849406815308544
3915,243108617973878272
3917,246578126914231296
3919,441705741076654848
3921,440093758247631616
3923,2102045612730855936
3925,161972704316977408
3927,432526644344845696
3929,448908611685679232
3931,238418586701949952
3933,459773435838480640
3935,229868543766605184
3937,248724614129506944
3939,232039873073714688
3941,436088821500555136
3943,451214768607245568
3947,512625035644473600
3951,216918770692332416
3953,474299114013427840
3955,249021173033444352
3957,257224667943899776
3960,449165068479122944
3963,275502979305718784
3966,2088673489753821056
3970,442619366521168768
3973,204848430826525824
3975,245809538223768192
3977,237331238419288832
3979,250043959368900864
3981,431948576113203328
3985,441388089590964608
3987,270695295992936064
3989,2165098103464408064
3992,513736710617693696
3994,243271143832899328
3996,443238430223977984
3999,439254036303374592
4001,244833442479173248
4003,437102227625473024
4005,2199107574352407424
4012,459836412942484608
4014,2068586610606060416
4017,180155706064200064
4019,424877651197262080
4023,441454919285570816
4027,276034077783791616
4029,248944898710444672
4031,454153453955266432
4033,438156586260197888
4035,337164523400019456
4037,258437635428197632
4039,451371758253367680
4041,178659202017867904
4043,131264061811463296
4045,514500493242614016
4047,451214386351232512
4049,434676842415340800
4051,440678011242901632
4053,2126032657180059008
4055,247319442565120128
4057,258470002301606912
4059,452387638277527168
4062,435361941239324416
4064,250605431850201088
4066,2126029878342010880
4069,152626030846757760
4073,159308037886626560
4075,441650460557051904
4077,2174111659269481472
4080,336369198535315328
4083,524005221511877120
4087,441743880385865728
4089,358044661529405056
4091,237219500551379456
4093,447057377705715968
4095,249377350378812672
4097,249408235486759424
4099,452148730719790976
4102,507432591973730560
4104,251450994948657152
4107,445462055051303296
4109,442612391493743616
4111,2172179194557056768
4114,436614933519349248
4116,1979333277490327936
4118,448750178934483072
4121,251692303391006720
4125,268227648303976064
4127,437752687536094592
4132,2210036071394964864
4137,227352448842068864
4139,445557850005773568
4141,2172539220200815232
4145,982296270847620736
4148,231756577030836352
4150,2176001616676061440
4153,441597958877235840
4155,239925772328223488
4157,435208696805156480
4159,234729755251893632
4161,444469883244811392
4164,271720285651626496
4166,258618642530403328
4168,250393333481825664
4170,166526022486593792
4172,168864408841438080
4174,444785133846465920
4177,354121947637920128
4179,436505841352023936
4181,513862054946100992
4183,235061915139827200
4185,466521890315564416
4188,231272517037288192
4190,513495161655187072
4192,160231868172269568
4194,441732644750125440
4196,248963242512513792
4198,245119388518253696
4200,457277750605450240
4202,452329256783612544
4204,440044726902473344
4206,459877614563538176
4208,244003693456233600
4210,442162244559144448
4213,433198858266888320
4215,439052452017255424
4217,435689247809089664
4220,2168747794872562432
4223,202840383292805504
4225,438275337814058752
4227,457161545964141696
4229,435427946296584960
4231,251079841054878848
4233,441927949801280000
4235,442927508952649344
4239,460186714769821440
4242,271416094585086208
4244,447572808140352768
4247,2127075445179807360
4250,435321495530195584
4252,242176781868174208
4255,436779447946142208
4257,248484680076782720
4262,2070406753329583104
4264,443632433345001856
4267,442484921162268032
4269,227239267867153664
4273,459707151604414976
4276,436816801281428736
4278,437313711815696896
4280,433309462265740160
4282,435278343996248704
4284,451310868498000768
4286,218108128737539968
4290,448160634543719296
4293,453366169267421824
4298,2073022938179726592
4301,451245176975520384
4303,362337803462182272
4305,168541045046807040
4307,240722815178963456
4309,441560399381392768
4311,236184134261737344
4313,436394245219315840
4315,249789662941578624
4317,436441176331772928
4319,453984713279364736
4322,409484144808745600
4324,199475083139720960
4326,233134230740261504
4328,247914720737657984
4334,228830982745620352
4337,435088815683171712
4339,250957035049477888
4341,243558047648216832
4343,436267732663079040
4346,230538799183316480
4348,447366611052655616
4352,249322301776996224
4354,238194011451907072
4359,232140134791364352
4361,446565822989514368
4363,239758646561828608
4365,2174006037431794688
4372,224752584882435200
4374,454435238168353152
4376,178214277764882432
4378,442676197527494784
4380,236983513575574016
4383,210053248288643200
4386,434510124666497408
4388,441433337069997696
4391,453546008135255552
4393,451390106353515776
4395,435277622442189312
4397,463934022200890112
4400,321459610408547200
4402,451112617105935488
4405,1084336649326403456
4407,436024774951899392
4409,243650131747283712
4411,231698852668047872
4415,252098637359390592
4417,2101964832984877056
4420,249188367519516800
4422,159233644757966976
4424,2175252402574481536
4427,409357391729815808
4429,1999241305593605248
4435,2101763828517031552
4438,250891236152961280
4440,460382496561429504
4442,156944255389864064
4445,2164922727054320128
4449,441596172170885888
4452,270417330007705984
4454,433169274532974848
4456,438604912128129024
4458,175287274733400448
4460,353575279908587904
4463,442555358625377024
4466,428250398813921280
4471,449490253336974720
4474,246926573320738944
4476,232769948794392064
4478,231285741236679296
4480,251499300443138176
4482,423971855470273280
4485,243048041753351552
4487,439087361511169280
4489,248938336000511104
4491,274817639967512960
4493,2165200083183309952
4496,442122597720014720
4499,442291132237382272
4502,443260867132860928
4504,247776598885699200
4506,443844673443035136
4508,224252989987993600
4513,442673968442584832
4517,2169262091428563072
4520,172109926647364608
4522,436694613754359424
4524,239155431289849728
4526,505381002060378368
4528,251022490352081024
4530,441245187442411136
4532,438391572511016576
4534,445443294636481536
4536,236885244722114176
4540,177887409278733696
4542,446734907263468160
4545,510260467173223168
4548,440934025652255872
4550,446429590925366272
4552,233520090606118400
4554,271642598275362432
4556,474287092402495488
4559,251918420529614336
4561,514691499031218048
4563,233444082564069376
4567,453534566342410880
4569,437926380312022272
4571,204735906978106112
4573,993981365032697856
4575,439171371071992448
4577,440591459061462144
4579,276046378574608384
4584,241730655026036352
4586,246697015908283264
4588,247249932820915072
4590,460413145447954560
4592,249189226510517120
4594,240467384884084352
4596,460353733162846848
4598,2069277726681933952
4601,453172036746635904
4604,245891314397438080
4606,441683961302193792
4608,271800515638781056
4610,243025334266172672
4612,426937483155345280
4617,2085266618617305216
4620,237369583890626816
4623,249457752165874176
4625,246254737354427392
4628,246926672099628416
4630,239508610747367296
4632,240355990612532352
4634,441414958910333824
4636,511257621139130752
4639,998225750497827968
4641,277331540159346944
4643,245150548505536128
4647,250565888087443712
4649,183347931918296576
4651,448918026256694656
4653,222940830236800512
4655,443314983719402880
4658,452841255545310720
4660,448090128358861184
4663,3334192668188567424
4665,426782795610469248
4669,443760526446240640
4671,436476090112910464
4673,991296873032908544
4675,231737125122025344
4679,258213403775113344
4682,356703051184774144
4684,513438399366039296
4686,441389494043297920
4688,467482004482056576
4691,406811816151896832
4696,2074882040539780992
4699,336418844062508928
4701,446645095204355200
4703,451158727870048256
4706,244184356958477952
4708,441469002479992832
4710,407807355212400640
4712,251731091239814016
4714,433455353713863680
4716,436782437244685568
4718,179089970057376640
4721,439843894232002944
4723,458513567320112384
4725,248348203196159232
4727,276515973112713216
4729,242032921941429888
4731,233596609741180288
4733,443210289598410240
4736,271361977999485824
4738,233334857255162112
4740,2084063851670398080
4745,440083209808951680
4747,459417842606774272
4749,510257993272151552
4752,459605691595198080
4754,404003006323734784
4757,246261330127722368
4759,249065295229331840
4761,441400145562971904
4767,445029225427945600
4771,435289613991362304
4773,445868766977075072
4775,248541515383314176
4777,441325761026672640
4779,249168580608693632
4781,454326210416479616
4783,448236294686904832
4786,246492438025789952
4789,2080759479935465216
4792,447861292503462656
4794,452895299115202560
4796,436403797226964352
4800,510581043530856576
4805,239754149732245632
4807,3448580600906329472
4809,245693196151589632
4811,2047953832551374336
4813,242889338420659968
4815,249109275697874176
4817,408988604359103488
4820,434967216560372352
4822,249107935668096768
4824,473446751982957056
4826,512060814380673920
4830,437125759750198016
4832,244920342556763392
4834,243130681223181568
4836,248480458127411072
4838,460608789798696832
4841,238664632489991680
4843,472903391382457600
4845,253628062332231424
4847,442644449127465600
4849,441435643472434944
4851,2173072066718235264
4853,233870147614884352
4855,441143963650994432
4857,245290152121235456
4860,2177283578516394368
4864,452874103455279488
4866,359343081683292544
4868,2204002329546021120
4872,457372171168706432
4874,252833076764465536
4876,512554009762579584
4879,438740774827832320
4881,447543774160415104
4883,249592442340056192
4885,2174686699543036928
4888,441477764213261184
4890,441125581193235584
4893,2071539662620112128
4895,441603044118983040
4897,438311479965521152
4899,442567109655891200
4901,223193168155054080
4903,249202012633822464
4905,444391886642444672
4908,175109291289284352
4910,463873549061807616
4914,359779381641254912
4916,435609674953487104
4918,174917392149086336
4920,454094217765862912
4922,236576075793092992
4926,2070263438858822272
4928,440833416039389696
4930,271876996114988160
4932,443553749543188096
4934,461635012101080704
4937,355387206349064320
4939,2071389201327893376
4942,231129477446178944
4944,442676644204978816
4946,227312484170895616
4948,242815877300228224
4951,446278304996895360
4956,2068859912263151360
4959,433079767413558144
4965,441450448220415872
4967,176725470302042752
4969,463042971102986368
4971,446217763138688896
4974,230340710992503040
4976,2077843025342809728
4979,437161322080611328
4981,223714577184709120
4983,446936603223940224
4985,3335829634845310720
4987,240467251741424000
4989,509501357469773952
4991,440905919385318656
4994,459574149355727104
4996,453217456022163456
4998,445225518313903232
5001,232149304541144448
5004,249241663772002048
5006,248596349229795200
5008,242877690469014528
5010,459743817739033728
5012,226758678206282368
5014,441427053538012544
5016,251331556203697920
5018,436366379469049728
5021,232601757872702976
5024,230615691979279232
5026,484870132338156032
5029,431890542519116928
5033,249612645865849472
5035,252500410074317184
5037,248229528957381248
5039,2164609920298882816
5043,251069739292527232
5046,441790888807915648
5048,457981850365013504
5050,238670714163992192
5052,235776421602009600
5054,438316638219170432
5056,459613349520113792
5058,340863619818699904
5061,342199801327730304
5063,239935908451289344
5065,248277800093666048
5066,248877450544720768
5068,249030213940870528
5070,275465909445209088
5072,2087828961746272768
5076,275038263851387008
5078,436278487261177216
5083,451413986369819520
5085,240943512075500544
5087,439807709128929536
5089,467256299663357696
5093,458911689301388672
5095,249956689926515200
5097,249412977129197184
5099,450635012443320576
5101,452862489861180800
5103,2083427307464871296
5106,443620785394047616
5108,244844716770929920
5112,450255238556394496
5116,436549516876694400
5121,249110783229262720
5123,172482454930199936
5125,139243531228524800
5127,2079702883620012416
5130,437655866091570048
5132,230335458248873600
5134,218365964215053696
5136,449071270688806400
5138,243157275660475264
5141,448630018632090752
5144,425006775090217216
5147,441691451724818944
5149,237149063090501376
5151,244463804712690176
5153,430488081081023488
5157,2167344199561701760
5163,439432638224825856
5165,143681160156802048
5167,441691554804027264
5169,219964035647093120
5171,434189415164680832
5173,249197408428902144
5175,251661036029374208
5178,441939937051298688
5180,246199620035348352
5182,244811387824869504
5184,2101870859100829056
5186,238789530139963520
5188,435642209326124672
5190,2077462972277075968
5193,441451895628606848
5195,252068645605801600
5197,441363140123581184
5199,441769929366560128
5201,239636192749012096
5203,250171850607737088
5207,37993800393691392
5209,243190565949907456
5211,442188495399966848
5214,239847947523366784
5216,448197154648293632
5220,443285704926358400
5223,232791526709030016
5225,440984671903517824
5227,248753514965432832
5230,437237257101957632
5232,234035349237509760
5234,436002849141284736
5236,249839793798694272
5239,444017365490613248
5242,2166145010327422208
5246,436499557817966976
5248,241456429952234368
5250,453289203453527680
5252,239560906266572160
5254,439414500581151360
5256,448818589176412928
5258,441429321280764288
5260,443886970282560256
5263,435369843979002880
5265,505288303791206912
5267,235545975134180224
5270,461060551639685888
5272,243410124675949184
5275,442826143425474944
5277,223889085998878464
5282,446527584894878464
5284,232897934522184576
5286,271704617611080192
5288,452284112381511040
5290,441648398972798080
5292,240731993525384320
5294,244720334516675968
5296,2078162605268069760
5300,251190238891384448
5302,249043957836661504
5304,225327354588235008
5306,245857534482908160
5308,275124511090873856
5310,447541295963063680
5312,243729154847915776
5314,249216168846376448
5316,460829413679616256
5320,97072621736771584
5322,440168215802658944
5324,443632257247685120
5327,2165966236611287552
5330,2174619461846956032
5333,2210973783015365504
5337,439089148217632768
5339,433554790796872448
5341,433144118909700096
5344,248367689465948544
5346,453650874057316096
5348,2166492730897987328
5351,451208034095993984
5354,451156803728431232
5357,441490271157743232
5359,180402993101433216
5361,169741441165865216
5363,247789861744662784
5365,232647078367685888
5367,433615087841709952
5369,240922204740720768
5371,464595378445277568
5373,524957222478303616
5377,439319564625872384
5379,511978896464307968
5383,355439987202548352
5388,460292989443512960
5390,250421886424169472
5392,441783531523878144
5395,235736667384799744
5399,245601485709801984
5401,2176690559485115264
5404,435410388470374784
5406,1121738946822497024
5409,246383483294088448
5411,441558410819581440
5413,249421945025078016
5415,3336949659236790912
5417,444210089264492800
5419,456191261311490944
5421,445171474741732352
5424,441640668027534720
5426,244984281731472000
5429,247969730676194560
5431,223336998020205312
5434,442269794840563584
5436,435689698783448448
5438,451216142994424704
5440,235216976346920832
5442,436826078406881536
5444,239871690099439744
5447,448231827920949120
5450,225031100624305792
5452,2012045668254655744
5456,249942430634923136
5459,246576928623747200
5461,437065561489177600
5463,447481235139565696
5465,203994423824428544
5467,228733568591357568
5469,460807217283484672
5471,241147608923613056
5473,435440483302187904
5478,436759729755926400
5481,511178112702616064
5483,451008537160089600
5485,459955679890218624
5487,352821564684402304
5493,436350505272788864
5495,404090146917064320
5498,243907310090216192
5500,340706973770918912
5502,247067723122410496
5504,438402876865030656
5506,238920341959281152
5508,239363131614550144
5510,248279556737342720
5512,437405448020053760
5514,2163397090263102592
5517,248472138773966720
5520,245758720171406720
5522,240448903641059072
5524,441517621509832576
5526,160279353330516992
5528,243157550538353024
5530,443072885004990976
5532,205253708238156416
5534,450206653881564800
5537,166131847568904448
5539,448352735542582784
5542,249299143316055680
5544,469827335807608320
5546,242928474163931776
5548,245323313565023872
5550,3306713158191155072
5552,242385242399792256
5555,216820020803778688
5560,253575869891403264
5562,185602648010966784
5564,438590000002354048
5566,2162706184650507648
5569,413477158728817024
5571,457011290835783424
5573,249093603361319296
5575,243171706750419200
5577,1998430798026122496
5580,448506121708668160
5583,447256973424710400
5587,440027061698581120
5589,249086009859274752
5591,256926837732163584
5593,336342123061951488
5595,443054223366558464
5597,441416161501150848
5599,158732267455742848
5601,249248295202517504
5603,459624142774966272
5605,354499488149887872
5607,435575796251636992
5609,435094961773783808
5611,434338021034748032
5613,438717027952564480
5615,454667952376401792
5617,442750831171781888
5619,2804572721839687808
5621,250133535203532928
5623,437533304904311168
5625,438175247894563840
5627,430095040030168192
5632,257234112574261376
5634,248883699718165120
5636,232048119415703296
5638,250435870835842944
5640,2175122694568995200
5643,247998837671935232
5646,463166528721705088
5648,231915078504498560
5651,442507869167562624
5653,276726259013791744
5655,2172126486720171392
5658,240718799384818944
5660,444544645740154752
5663,248860511193782912
5665,441465978822973952
5667,245898014553497600
5669,237749740036703232
5671,447981620306639616
5674,515124702309019648
5676,249061202126185728
5679,248253679557141376
5680,274853240956673792
5682,253663143624740864
5684,364563700328335488
5686,441638572087702144
5688,443409129405307648
5690,2126150240505732864
5692,221111242886836224
5695,252602458500178048
5697,216820020803778944
5699,2164234162212646784
5702,250103710950209024
5704,2079455699663132160
5707,445467483889792768
5709,270858332954442368
5711,2177993691231372288
5713,276424816730679296
5715,248376141961388416
5718,186049809940008576
5721,2074464397924369280
5724,247165407862942592
5726,3389279639554076928
5728,251309742062794624
5730,446156053049372800
5734,239889866403854592
5736,442405855104349696
5740,447128021327283840
5743,238144980107662592
5745,2077422698364272896
5748,3224565410368259840
5750,2101839454300833792
5752,250482527063375360
5754,249220601252500864
5756,216943544063633280
5758,438217269855377536
5761,231831172021566080
5763,455473589461101184
5765,441522298734128512
5767,409514621897563136
5769,158231616003512576
5772,443536122997453824
