dr2_source_id,dr3_source_id,n_sectors,Prot,uncertainty,pdm_period,lsp_period,pdm_power,lsp_power,Teff_Curtis20,p2p_rms,a_90_10,snr,ra,dec,pmra,pmdec,parallax,radial_velocity,phot_bp_mean_mag,phot_rp_mean_mag,phot_g_mean_mag,phot_bp_mean_mag_0,phot_rp_mean_mag_0,phot_g_mean_mag_0,X,Y,Z,U,V,W,v_l,v_b,in_meingast,in_kerr,in_kc,in_cg,in_jaehnig,in_lodieu,in_moranta,in_heyl,manual_check,flag_quality_period,flag_benchmark_period_Andy,in_gyro_sample,flag_nbhr_count,Unnamed: 0,dr2_source_id_supp,dr2_bp_rp,angular_distance,magnitude_difference,ra_supp,dec_supp,parallax_supp,parallax_error,parallax_over_error,pmra_supp,pmdec_supp,ruwe,phot_g_mean_flux_over_error,phot_g_mean_mag_supp,phot_bp_mean_flux_over_error,phot_rp_mean_flux,phot_rp_mean_flux_over_error,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,bp_rp,bp_g,g_rp,radial_velocity_supp,radial_velocity_error,rv_method_used,rv_expected_sig_to_noise,vbroad,vbroad_error,l,b,ecl_lon,ecl_lat,non_single_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,azero_gspphot,ag_gspphot,ebpminrp_gspphot,Teff_Curtis20_fixedreddening,nbhr_count,flag_nbhr_count_supp,abs_magnitude_difference,flag_bad_gaiamatch,M_G,flag_ruwe_outlier,flag_camd_outlier,flag_rverror_outlier,flag_possible_binary,flag_benchmark_period_supp,flag_in_core,flag_pass_author_quality,flag_benchmark_period
3448544866778118400,3448544866778118400,1,0.843,,1.682,0.843,0.773,0.185,3417.0,6031.14,41485.93,36.31,85.907,33.418,1.544,-58.176,11.048,-5.83,15.937,13.407,14.558,11.149,8.623,9.773,-89.99,6.37,3.35,-7.29,-34.13,-19.91,21.56,-12.483,False,False,True,False,False,False,False,False,f,False,False,False,True,62.0,3.448544866778118e+18,2.541709,0.04875497,-0.027449608,85.90671028088262,33.41819824178981,11.047626027576348,0.025570426,432.047,1.5436303067068684,-58.17591092855018,1.0810151,2325.808,14.557551,426.75958,34391.253353361004,1039.4823,1.4183912,0.0,1.0,0.0,1.0,2.5303087,1.3795328,1.1507759,-5.828545,2.4699574,2.0,10.610578,,,175.95510771903812,1.9787489172052832,86.53127944703213,10.028190937780764,0.0,3494.3503,3488.5789,3501.7358,0.746,0.4911,0.3058,3473.6797,0.0,False,0.027449608,False,9.773896206706976,False,True,False,True,False,False,False,False
934171231015568000,934171231015568000,1,5.224,,5.224,5.224,0.228,0.729,3521.0,7268.99,38176.36,11.02,118.468,49.855,-7.499,-33.731,5.732,,16.857,14.489,15.604,10.621,8.269,9.38,-147.02,29.01,87.72,,,,26.747,-9.686,False,False,False,False,False,False,False,True,f,False,False,False,True,64.0,9.34171231015568e+17,2.358798,0.033014055,-0.023264885,118.46818731945126,49.85524570542954,5.732317289840264,0.04833432,118.59725,-7.498578849012391,-33.73133396368362,0.9469974,708.2449,15.60423,115.12784,12693.677837266465,206.2787,1.4045279,0.0,1.0,0.0,1.0,2.3681688,1.2528658,1.115303,,,,,,,168.85643764490538,30.195414296963047,110.45212842994847,28.417629066881037,0.0,3541.1533,3518.375,3571.679,0.6174,0.4136,0.2504,3583.0742,0.0,False,0.023264885,False,9.39588103231645,False,True,False,True,False,False,False,False
254409986895937280,254409986895937280,1,3.885,,0.105,3.885,0.792,0.126,5859.0,556.94,1969.51,8.69,69.971,47.431,13.405,-23.458,4.338,-29.49,10.459,9.525,10.08,3.322,2.52,3.009,-211.74,87.51,2.58,5.1,-50.02,-13.57,28.719,-6.047,False,False,False,False,False,False,False,True,f,False,False,False,True,66.0,2.5440998689593728e+17,0.9413328,0.13391724,0.004529953,69.97110576036236,47.43053909957101,4.337909730230789,0.02321264,186.87704,13.405173860314896,-23.457553259426582,1.468953,7275.614,10.080303,2881.509,1227447.332467275,5094.5444,1.2134179,0.0,0.0,0.0,0.0,0.93360233,0.37868786,0.5549145,-29.4908,0.75394094,1.0,106.08957,26.897594,7.0167665,157.54878470649274,0.5093960114071348,75.18632527825062,25.016027208924477,1.0,6126.9937,6115.9644,6146.4287,0.5936,0.4997,0.2711,5762.6855,0.0,False,0.004529953,False,3.2667057437262343,True,True,False,True,False,False,False,False
443970258291343872,443970258291343872,2,3.796,,3.796,3.753,0.869,0.12,5799.0,619.17,2411.32,12.9,54.615,52.79,11.349,-13.945,3.18,-29.21,11.419,10.271,10.929,3.144,2.303,2.824,-260.54,171.15,-11.29,-0.66,-49.92,-12.77,25.743,-6.648,False,False,True,False,False,False,False,False,f,False,False,False,True,68.0,4.439702582913439e+17,1.1591349,0.22516957,0.0035600662,54.61450165170808,52.79046357740677,3.1796264037954725,0.01542979,206.07062,11.349120199828516,-13.944827469690953,0.9836354,4524.8984,10.929333,2286.4478,617482.9492238123,4266.9956,1.2334474,0.0,0.0,0.0,0.0,1.1480074,0.4900074,0.658,-29.206501,0.21197174,1.0,73.72833,9.035329,4.016766,146.69875467892322,-2.197305640319896,65.52052628614055,32.31656380370495,0.0,6262.42,6260.028,6264.93,1.0887,0.8984,0.4844,5132.883,0.0,False,0.0035600662,False,3.4412132068159345,False,True,False,True,False,False,False,False
452320087032817792,452320087032817792,1,1.51,,1.51,1.51,0.267,0.665,3467.0,6034.24,30537.53,18.63,38.477,53.296,32.697,-20.092,6.55,,16.564,14.077,15.228,10.549,8.108,9.248,-112.3,101.07,-17.06,,,,27.34,-4.223,False,True,False,False,False,False,False,False,f,False,False,False,True,71.0,4.523200870328178e+17,2.4859314,0.22559923,-0.016870499,38.477426368919545,53.295750853301946,6.550234431627335,0.036435824,179.77457,32.69707316398777,-20.091582958275563,1.2616502,1389.6376,15.228261,301.85678,18550.658915687232,638.96356,1.427329,0.0,3.0,0.0,3.0,2.48693,1.3356657,1.1512642,,,,,,,138.00895657034008,-6.549713123126283,54.67007165226557,35.990249921932275,0.0,3497.7397,3492.3462,3521.809,0.8391,0.5552,0.3406,3504.211,0.0,False,0.016870499,False,9.309545211886046,True,False,False,False,True,False,False,False
462484350477522560,462484350477522560,2,5.833,,0.104,5.833,0.727,0.317,3735.0,5820.29,34155.32,11.65,50.328,60.028,22.397,-24.323,5.556,6.29,16.033,13.901,14.938,9.566,7.514,8.528,-138.34,113.51,7.9,-33.46,-29.08,-13.95,27.177,-7.053,True,True,True,False,False,True,False,False,f,False,False,False,True,73.0,4.6248435047752256e+17,2.1314735,0.13320126,-0.017251015,50.32758605516533,60.0284435852613,5.5563054009774495,0.025804475,215.32332,22.396919797921942,-24.32260551943765,1.0637453,2581.4177,14.938259,401.3025,21821.711961585614,824.35394,1.3590491,0.0,1.0,0.0,1.0,2.132802,1.0952168,1.0375853,6.2919307,3.5313423,2.0,6.369237,,,140.64005056318345,2.414135614495306,65.42444020889019,39.92887830162429,0.0,3928.5784,3885.1875,3945.0188,0.8839,0.6147,0.3475,3758.6992,3.0,True,0.017251015,False,8.662189667817831,False,True,False,True,False,False,False,False
3389509338700825472,3389509338700825472,1,1.646,,1.646,1.652,0.434,0.542,3314.0,8942.48,29306.28,10.77,81.337,14.168,2.945,-15.57,11.084,45.56,16.78,14.015,15.227,12.002,9.24,10.451,-86.75,-15.43,-18.23,-53.45,-26.15,-18.88,6.29,-2.48,False,False,True,False,False,False,False,False,f,False,False,False,True,76.0,3.3895093387008256e+18,2.7541857,0.13302858,-0.026133537,81.33715110641232,14.167934113513748,11.08444387769443,0.034052026,325.51498,2.945439465204497,-15.569745187772655,1.0536389,1169.4298,15.226527,146.07242,19639.293347782037,609.1942,1.4580517,0.0,5.0,0.0,1.0,2.7650843,1.5536375,1.2114468,45.559586,4.407372,2.0,6.703921,,,190.0846104736612,-11.827402191246202,81.49677768210861,-9.016006891252283,0.0,3384.435,3382.9155,3385.853,0.8631,0.5521,0.3593,3369.5312,0.0,False,0.026133537,False,10.450096758178248,False,True,False,True,False,False,False,False
218122048726423808,218122048726423808,1,7.224,,0.104,7.224,0.368,0.46,5077.0,555.64,3973.71,12.16,57.064,34.601,37.786,-41.988,9.266,-0.07,8.542,7.465,8.088,3.337,2.278,2.893,-97.19,36.37,-28.4,-20.08,-39.36,-11.02,28.54,-3.982,False,False,True,False,False,False,False,False,f,False,False,False,True,81.0,2.181220487264238e+17,1.0852556,0.11284286,0.010795593,57.06442526523968,34.60064319910436,9.266356002999592,0.023075359,401.5693,37.78616370517842,-41.98799431739627,1.0114232,6550.942,8.088279,4403.3535,8188795.375513275,4277.666,1.2251065,0.0,15.0,0.0,0.0,1.0768299,0.4533968,0.6234331,-0.06512435,0.13069636,1.0,356.87567,6.137329,1.0800036,159.4726531899945,-15.43919609080688,62.50027242982389,14.252479602485591,0.0,,,,,,,5332.0557,0.0,False,0.010795593,False,2.9228236769183606,False,True,False,True,False,False,False,False
978170628342390272,978170628342390272,1,7.91,,7.91,7.848,0.414,0.726,3742.0,6018.34,29643.72,7.86,107.523,48.006,-0.893,-33.766,5.593,-3.77,15.991,13.909,14.935,9.668,7.614,8.632,-161.0,30.58,69.34,-16.03,-39.0,-16.5,27.203,-8.489,False,False,False,False,False,False,False,True,f,False,False,False,True,83.0,9.781706283423903e+17,2.0662727,0.07617929,-0.009428024,107.5229366137474,48.00613970715446,5.592872504433879,0.028046906,199.41139,-0.8926919789806202,-33.76570995306838,0.9752754,615.4701,14.935191,95.635155,21661.929867819155,248.75555,1.3576595,0.0,3.0,0.0,1.0,2.0826845,1.0561457,1.0265388,-3.7720299,9.026823,2.0,4.541324,,,169.25852204083876,22.78698914809964,102.87954056744398,25.34731617231326,0.0,3835.6328,3832.2463,3841.5164,0.6049,0.4201,0.2394,3816.4785,0.0,False,0.009428024,False,8.673365750627797,False,True,False,True,False,False,False,False
523210102803416832,523210102803416832,3,6.648,,13.807,6.648,0.881,0.125,4426.0,260.76,2494.27,30.14,17.921,63.363,24.976,-8.056,4.944,10.01,8.131,6.679,7.465,1.475,0.074,0.839,-115.95,164.42,2.33,-36.84,-18.05,-12.84,24.354,-5.79,True,False,True,False,False,False,False,False,f,False,False,False,True,85.0,5.232101028034168e+17,1.4627943,0.1413404,0.010829449,17.921069993770793,63.362778413106525,4.943806748200307,0.014545732,339.88022,24.97643740784642,-8.055942194614415,0.8840721,8012.2734,7.4650316,2217.4038,16891984.442076392,2543.4348,1.2613524,0.0,0.0,0.0,0.0,1.4518108,0.665473,0.78633785,10.0097275,0.11991754,1.0,616.7123,7.004414,0.44056395,125.19898977199124,0.5801841742071643,48.49779610795356,49.92721567969675,0.0,,,,,,,4512.6,0.0,False,0.010829449,False,0.9353390537520524,False,True,False,True,False,False,False,False
444826777848777984,444826777848777984,2,7.121,,14.0,7.121,0.889,0.122,3446.0,10785.52,30521.52,6.84,53.531,53.707,18.11,-29.445,6.067,,17.548,14.894,16.079,11.096,8.612,9.76,-135.39,92.59,-4.91,,,,24.768,-10.479,False,True,False,False,False,False,False,False,f,False,False,False,True,89.0,4.44826777848778e+17,2.6571417,0.1389526,-0.021930695,53.53130969458903,53.706706253927074,6.067351126091571,0.0423975,143.10635,18.110270865622635,-29.44493405787849,1.0099553,1910.0527,16.07884,122.75018,8742.422518680785,609.7097,1.4411657,1.0,0.0,0.0,0.0,2.654356,1.4693317,1.1850243,,,,,,,145.63568858379847,-1.83565539276305,65.08245903551952,33.37678042392356,0.0,3445.3123,3436.7283,3479.1938,0.9811,0.6388,0.401,3415.3594,0.0,False,0.021930695,False,9.99383590023789,False,True,False,True,False,False,False,False
966332152287326080,966332152287326080,1,2.643,,5.279,2.643,0.188,0.66,3869.0,6040.99,64478.42,29.49,100.252,46.364,3.815,-35.687,5.826,-2.54,15.354,13.422,14.397,9.104,7.206,8.17,-159.87,30.39,52.02,-16.24,-39.85,-15.17,28.074,-7.548,False,False,False,False,False,False,False,True,f,False,False,False,True,92.0,9.663321522873261e+17,1.9305553,0.056823615,-0.018079758,100.25163444957816,46.36352824160502,5.826439744653887,0.021268174,273.9511,3.815023169776828,-35.687346872708346,1.011329,1148.9838,14.3970375,296.38666,33916.59510304885,586.9064,1.3338388,0.0,1.0,0.0,1.0,1.9320631,0.9568901,0.975173,-2.5409508,4.583698,2.0,10.106812,,,169.24675674043888,17.581739724681483,97.6786656891166,23.197135877070878,0.0,3743.3037,3680.338,3763.2263,0.2861,0.2009,0.1118,3945.4492,0.0,False,0.018079758,False,8.224053803433272,False,True,False,True,False,False,False,False
354153111920515200,354153111920515200,1,1.161,,2.334,1.161,0.742,0.129,3639.0,5907.08,15989.68,11.36,37.212,47.327,21.428,-22.596,6.178,-33.14,16.31,14.095,15.158,10.173,7.999,9.05,-119.9,102.13,-34.24,1.07,-51.09,-9.77,21.662,-9.85,False,False,False,True,False,False,False,False,f,False,False,False,True,94.0,3.541531119205152e+17,2.2076578,0.060495712,-0.020263672,37.21201553360949,47.32688957424922,6.177533590844083,0.033319343,185.40381,21.42829728003685,-22.59589924636284,1.0724365,2335.5103,15.157702,302.55313,18238.19956417278,1060.6091,1.3706865,0.0,3.0,0.0,0.0,2.2144747,1.1522131,1.0622616,-33.141003,6.7125793,2.0,3.8674767,,,139.55926924966158,-12.375590594250808,51.08133229948852,30.7642216773178,0.0,3738.0178,3728.852,3746.916,0.7137,0.489,0.2839,3695.1406,0.0,False,0.020263672,False,9.111778023945378,False,True,False,True,False,False,False,False
515519740524516992,515519740524516992,2,3.16,,3.16,3.15,0.868,0.156,4864.0,763.58,7043.27,33.6,32.785,65.584,52.945,-32.944,11.043,13.13,11.682,10.535,11.19,6.89,5.748,6.4,-59.15,67.97,6.42,-39.56,-19.02,-12.77,25.892,-6.547,False,False,True,False,False,False,False,False,f,False,False,False,True,96.0,5.15519740524517e+17,1.1628704,0.26812243,0.007092476,32.78480068161479,65.58376303044965,11.04258972263372,0.015777519,699.8939,52.94541152864373,-32.94354882213539,1.1140888,4093.7214,11.18996,1543.5371,484172.1275508074,2142.088,1.230142,0.0,0.0,0.0,0.0,1.1466122,0.49204826,0.6545639,13.128705,0.28578797,1.0,65.50528,,,131.0498918659444,3.975994878646572,58.52088814202205,48.27899154346808,0.0,4849.975,4843.951,4859.9004,0.064,0.0506,0.0268,5123.317,1.0,True,0.007092476,False,6.405314209312264,False,True,False,True,False,False,False,False
2079023179278234112,2079023179278234112,2,8.816,,8.816,8.816,0.346,0.72,3846.0,2908.13,30341.58,17.53,299.28,44.169,7.823,10.994,9.152,-26.65,14.46,12.519,13.493,9.224,7.303,8.27,20.78,105.92,14.9,-22.99,-36.73,-11.45,6.944,-0.603,False,False,True,False,False,False,False,False,f,False,False,False,True,99.0,2.079023179278234e+18,1.9396849,0.05440364,-0.016217232,299.2799733111898,44.16882758441481,9.151556604666569,0.01136744,805.0675,7.823321153842451,10.993697654287727,1.0661646,1912.7656,13.49326,429.45667,77871.2236604809,895.5928,1.3298447,0.0,1.0,0.0,1.0,1.9404812,0.96667385,0.97380733,-26.64816,1.7846751,2.0,22.52557,,,78.9359405068653,7.889214087085876,319.76164280446955,62.64135709823346,0.0,3995.2979,3983.4014,3999.8428,0.6175,0.4376,0.2417,3936.4385,0.0,False,0.016217232,False,8.300735234987815,False,True,False,True,False,False,False,False
2126395431599205888,2126395431599205888,2,0.576,,1.153,0.576,0.14,0.657,3822.0,12016.32,121961.5,66.7,292.593,44.699,8.543,-0.611,5.96,-74.7,15.467,13.496,14.494,9.303,7.352,8.343,36.52,159.09,35.62,-29.63,-81.5,-29.29,2.543,-6.288,False,False,True,False,False,False,False,False,f,False,False,False,True,102.0,2.126395431599206e+18,1.9661827,0.05131724,-0.01819992,292.5926083116333,44.6986436812106,5.959810847793374,0.01470347,405.33362,8.542754981401295,-0.6106377507426926,0.9687893,4003.7417,14.493811,470.00266,31672.912175953712,556.288,1.3509381,0.0,26.0,0.0,27.0,1.9709263,0.9732914,0.9976349,-74.70378,4.142226,2.0,6.2403507,,,77.11109868541786,12.343902269666234,310.271664839506,65.01045565455964,0.0,3743.62,3693.715,3786.5378,0.3105,0.2175,0.1215,3910.4736,0.0,False,0.01819992,False,8.369973035388405,False,True,False,True,False,False,False,False
276404823658849408,276404823658849408,1,7.551,,14.0,7.551,0.515,0.495,3412.0,29975.96,195219.58,11.62,62.478,55.691,23.2,-27.223,5.364,,17.633,15.009,16.185,11.094,8.559,9.715,-157.75,97.1,9.98,,,,31.236,-3.729,False,False,False,True,False,False,False,False,f,False,False,False,True,105.0,2.764048236588494e+17,2.640911,0.10907714,-0.026548386,62.47790820465903,55.69063535553355,5.364081010697272,0.044933103,119.37927,23.20044064876474,-27.22348826406443,1.0299002,1771.3147,16.184683,159.48547,7861.124332388189,540.38007,1.4339486,0.0,0.0,0.0,2.0,2.6234093,1.4479103,1.175499,,,,,,,148.39570818008605,2.959950191179626,71.69187623436234,33.98721336509696,0.0,3554.3994,3551.926,3556.984,1.0928,0.7168,0.4435,3423.3047,0.0,False,0.026548386,False,9.832159486740752,False,True,False,True,False,False,False,False
271928054687544448,271928054687544448,1,0.949,,0.949,0.952,0.631,0.401,6166.0,603.17,5749.85,47.41,65.599,51.631,12.287,-16.845,3.407,-5.21,10.81,9.971,10.48,3.139,2.437,2.875,-258.37,134.26,7.37,-19.72,-39.84,-11.71,28.453,-4.394,False,False,True,False,False,False,False,False,f,False,False,False,True,107.0,2.7192805468754445e+17,0.8453064,0.09464659,0.0027532578,65.59877817419604,51.63101396473203,3.4070853473472984,0.016771263,203.15019,12.286595740018727,-16.84501548010733,0.94300956,4400.0195,10.479513,2077.3528,814535.7868374207,2601.5767,1.207287,0.0,0.0,0.0,0.0,0.8398571,0.3309641,0.508893,-5.207355,0.4460896,1.0,83.48375,47.322132,5.8579454,152.54616845358925,1.3199903195075189,72.84076798585042,29.635387950910225,0.0,7067.5347,7062.1826,7073.4463,0.8419,0.728,0.3928,6056.7485,0.0,False,0.0027532578,False,3.141428232149874,False,True,False,True,False,False,False,False
152916508075102592,152916508075102592,1,0.634,,0.634,0.634,0.426,0.516,5591.0,1052.45,10463.94,56.76,66.388,28.449,20.333,-25.267,5.645,17.14,10.844,9.697,10.363,3.98,3.075,3.632,-168.22,30.24,-43.29,-31.86,-36.01,-13.05,27.06,-1.679,False,True,False,False,False,False,False,False,f,False,False,False,True,109.0,1.529165080751026e+17,1.1528835,0.292049,0.014875412,66.38765904391131,28.449393423099508,5.644776898433682,0.08248515,68.43386,20.332722804905337,-25.26743469805522,4.762131,1327.8387,10.363126,579.17303,1047967.9271319652,758.7773,1.2432774,0.0,0.0,0.0,0.0,1.1466255,0.48052502,0.6661005,17.144384,1.9927572,1.0,105.558945,,,169.803580574175,-14.354678285697696,69.23139124096913,6.69667243201246,0.0,5820.6147,5786.0034,5847.8105,0.8812,0.723,0.3936,5149.022,0.0,False,0.014875412,False,4.121359709810417,True,True,False,True,False,False,False,False
443571960204725888,443571960204725888,2,6.783,,6.783,6.737,0.353,0.679,3800.0,6496.71,124591.03,47.52,52.461,53.72,29.049,-30.336,6.437,25.4,15.74,13.621,14.657,9.448,7.467,8.463,-126.81,88.44,-5.58,-49.02,-22.6,-14.31,30.172,-6.221,False,True,False,False,False,False,False,False,f,False,False,False,True,111.0,4.435719602047259e+17,2.1179314,0.09014528,-0.02386856,52.46130465253701,53.719504806673015,6.437108670985935,0.019942729,322.77972,29.048829392257428,-30.3362212572576,1.0316516,1422.4314,14.656781,264.78195,28223.464542601887,568.0079,1.3598764,0.0,1.0,0.0,0.0,2.1183138,1.082902,1.0354118,25.404482,6.6944995,2.0,6.7067404,,,145.1094961955046,-2.188696493998184,64.359629747918,33.570791698626294,0.0,3742.7878,3690.0952,3754.8953,0.7217,0.4999,0.2831,3770.371,0.0,False,0.02386856,False,8.700235401250392,False,True,False,True,False,False,False,False
448670567419349760,448670567419349760,2,0.436,,0.872,0.436,0.103,0.83,,2350.42,21927.42,91.15,53.164,57.312,3.164,-4.827,1.249,,11.387,10.425,11.234,0.773,0.254,0.856,-629.43,467.81,15.11,,,,19.955,-7.902,False,False,False,False,False,True,False,False,f,False,False,False,True,114.0,4.4867056741934976e+17,0.96601963,35.130535,0.2412138,53.1640342173981,57.31199566771463,1.2488557403816158,0.15468144,8.073728,3.164157932666433,-4.827391360832221,8.286007,1334.854,11.234465,527.751,535820.3938989554,866.44714,1.5170743,0.0,69.0,0.0,69.0,0.9615841,0.15246677,0.8091173,,,,,,,143.38208031965544,0.9863681848048726,66.12024183718886,36.88697787230081,0.0,7798.549,7733.681,7810.2837,1.5363,1.3571,0.7436,5686.3184,0.0,False,0.2412138,True,1.717026017502171,True,True,False,True,False,False,False,False
2082067142862169088,2082067142862169088,2,7.172,,0.104,7.172,0.827,0.199,3917.0,2036.6,5010.46,4.67,301.964,45.572,8.038,10.61,8.852,2.17,14.423,12.558,13.504,9.118,7.271,8.211,17.28,110.47,13.67,-17.77,-8.95,-7.56,7.08,-0.627,False,False,True,False,False,False,False,False,f,False,False,False,True,117.0,2.082067142862169e+18,1.8631802,0.07232435,-0.013804436,301.96351823830065,45.572304889657445,8.85164315391467,0.01262381,701.18634,8.037588353433708,10.61024821425234,1.058749,3561.7395,13.504171,820.3729,75146.19234475656,2832.0684,1.3172827,0.0,0.0,0.0,0.0,1.8645811,0.9185381,0.946043,2.169871,1.6438245,2.0,14.772603,,,81.14112922164935,6.992284055571347,324.86232546494705,63.05426960833793,0.0,4061.8901,4060.2515,4063.6455,0.5732,0.4104,0.2236,4013.7754,1.0,True,0.013804436,False,8.239290858530477,False,True,False,True,False,False,False,False
160006708806615552,160006708806615552,1,0.211,,0.211,0.211,0.583,0.423,4787.0,994.17,4736.12,50.24,72.803,31.026,14.991,-24.972,6.562,,9.192,7.907,8.648,3.058,1.859,2.562,-148.52,22.17,-21.93,,,,20.759,-2.871,False,True,False,False,False,False,False,False,f,False,False,False,True,125.0,1.6000670880661555e+17,1.2918935,0.4884161,0.016262054,72.8025529697732,31.025699091657664,6.562305603722446,0.08339861,78.686035,14.991313090042354,-24.971688701336014,3.6136525,2130.2168,8.64836,738.641,5449280.583176934,1459.8171,1.2725364,0.0,0.0,0.0,0.0,1.2854352,0.5441227,0.7413125,,,,,,,171.50881157011466,-8.450983709170698,75.15772938179906,8.468239226584592,0.0,,,,,,,4823.8086,0.0,False,0.016262054,False,2.733642509512455,True,True,False,True,False,False,False,False
2076057487181907328,2076057487181907328,2,4.62,,4.62,4.62,0.231,0.737,3585.0,2979.38,17683.68,14.03,300.704,44.011,8.658,10.406,8.897,-25.09,15.49,13.225,14.304,10.19,7.946,9.019,20.66,109.33,13.47,-22.71,-35.28,-11.26,7.116,-1.044,False,False,True,False,False,False,False,False,f,False,False,False,True,127.0,2.0760574871819075e+18,2.2641153,0.105397455,-0.020726204,300.704469212249,44.01129213744715,8.896743632347437,0.0141339395,629.4596,8.658140860712932,10.406457316229178,1.0239636,1925.4064,14.3036175,403.30762,40661.166343823934,893.1805,1.3799009,0.0,0.0,0.0,0.0,2.2653341,1.1866627,1.0786715,-25.094803,3.982586,2.0,12.933416,,,79.33024583402104,6.930716723683681,321.6084467212995,62.06062339952622,0.0,3611.1501,3606.841,3627.7834,0.6243,0.4236,0.2503,3651.0898,1.0,True,0.020726204,False,9.049772858233478,False,True,False,True,False,False,False,False
449492826020163200,449492826020163200,2,7.439,,0.104,7.439,0.613,0.238,3685.0,2118.75,8960.43,7.44,52.535,57.794,45.036,-41.922,11.73,14.63,14.395,12.288,13.319,9.737,7.634,8.664,-67.73,51.38,1.94,-37.68,-22.92,-10.44,24.549,-3.588,False,False,True,False,False,False,False,False,f,False,False,False,True,130.0,4.494928260201632e+17,2.1084805,0.10282734,-0.015079498,52.53491371377449,57.79403005321692,11.730149378236463,0.014069218,833.74567,45.036266978817295,-41.92207145853462,1.1137364,5062.3457,13.319322,1389.5769,96390.2929293155,3036.7488,1.3577952,0.0,1.0,0.0,0.0,2.1069784,1.075469,1.0315094,14.633236,0.745118,1.0,28.038357,,,142.82938326004566,1.1886475705932444,65.89873296216523,37.44833705221002,0.0,3826.211,3809.59,3838.7695,0.5572,0.3858,0.2223,3778.7676,0.0,False,0.015079498,False,8.665839345874554,False,True,False,True,False,False,False,False
2170000069897620864,2170000069897620864,2,0.341,,0.341,7.551,0.778,0.227,3387.0,23620.98,78033.8,27.32,312.49,51.467,16.38,2.618,6.528,,17.585,14.972,16.148,11.632,9.035,10.207,0.01,152.07,12.6,,,,8.939,-8.004,False,False,True,False,False,False,False,False,f,False,False,False,True,133.0,2.170000069897621e+18,2.617444,0.06050594,-0.025318146,312.4904220292724,51.46727631648816,6.527632187551857,0.032283913,202.19458,16.38039657871207,2.6175820572741904,1.0045251,1162.8628,16.14817,118.44563,8134.641639509964,487.929,1.4366004,0.0,14.0,0.0,14.0,2.6130657,1.436945,1.1761208,,,,,,,90.01984290856082,4.736809825117893,345.3120361100439,64.21435200760311,0.0,3389.7122,3384.357,3398.4622,0.7553,0.4906,0.3108,3434.7031,3.0,True,0.025318146,False,10.221948847425852,False,True,False,True,False,False,False,False
1113760924811558016,1113760924811558016,3,3.579,,3.579,3.566,0.831,0.173,3482.0,10194.6,23855.79,10.01,94.014,72.713,4.568,-27.703,4.807,,17.272,14.82,15.952,10.592,8.184,9.304,-148.68,118.16,82.05,,,,27.303,-3.583,False,False,False,False,False,False,False,True,f,False,False,False,True,136.0,1.113760924811558e+18,2.4567995,0.068491966,-0.02022934,94.01395820364696,72.71295635799943,4.8073519811627285,0.0349667,137.48372,4.567644477830458,-27.70312757938003,1.0344329,1436.3257,15.951566,190.43634,9353.770070383078,604.1996,1.4079849,0.0,0.0,0.0,0.0,2.4516506,1.3205137,1.1311369,,,,,,,141.56904878222647,23.248425194514372,91.8279362268878,49.299144671266056,0.0,3550.458,3548.8174,3554.337,0.7387,0.4911,0.3012,3521.2266,0.0,False,0.02022934,False,9.36109534822687,False,True,False,True,False,False,False,False
212577417749125376,212577417749125376,1,1.682,,1.682,1.677,0.768,0.246,3455.0,9097.25,21561.49,8.3,81.768,48.257,8.838,-30.874,5.525,,17.107,14.541,15.704,10.666,8.171,9.318,-169.58,56.09,23.31,,,,26.202,-8.104,True,False,False,False,False,False,False,False,f,False,True,False,True,154.0,2.1257741774912538e+17,2.537364,0.042823277,-0.021250725,81.76790980437823,48.25727647037622,5.524620155955194,0.035620462,155.09682,8.838020994235523,-30.87384664842812,1.0305792,1023.77606,15.7036085,155.81364,12104.324715694776,408.2742,1.427832,0.0,0.0,0.0,2.0,2.5662575,1.4031935,1.163064,,,,,,,161.70622122435967,7.296070040764543,83.96268867427467,24.990372987762868,0.0,3446.5361,3443.7861,3450.2031,0.7917,0.5194,0.3245,3475.7656,0.0,False,0.021250725,False,9.415120630688094,False,False,False,False,True,False,False,False
447361152152230656,447361152152230656,1,1.112,,1.112,1.112,0.466,0.289,3451.0,6491.58,24545.08,16.22,45.53,54.431,27.317,-25.852,6.52,,16.841,14.243,15.418,10.677,8.188,9.338,-118.93,95.38,-9.61,,,,26.354,-6.886,True,True,True,False,False,True,False,True,f,False,True,False,True,294.0,4.4736115215223066e+17,2.5827923,0.12539922,-0.0237751,45.529797445095134,54.43101640357524,6.519643022996132,0.035507247,183.61443,27.31742901458053,-25.852422422244693,1.109237,910.92975,15.417942,86.54505,15926.64605083853,349.39087,1.4382741,0.0,2.0,0.0,3.0,2.5980682,1.4227104,1.1753578,,,,,,,141.27207973055002,-3.7201203010675954,59.95098815674741,35.5334522200854,0.0,3444.0225,3441.454,3448.173,0.8972,0.5859,0.368,3452.2266,0.0,False,0.0237751,False,9.48906113207689,False,False,False,False,True,False,False,False
