Unnamed: 0,dr2_source_id,dr2_bp_rp,dr3_source_id,angular_distance,magnitude_difference,ra,dec,parallax,parallax_error,parallax_over_error,pmra,pmdec,ruwe,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_mean_flux_over_error,phot_rp_mean_flux,phot_rp_mean_flux_over_error,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_method_used,rv_expected_sig_to_noise,vbroad,vbroad_error,l,b,ecl_lon,ecl_lat,non_single_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,azero_gspphot,ag_gspphot,ebpminrp_gspphot,Teff_Curtis20,nbhr_count,flag_nbhr_count,abs_magnitude_difference,flag_bad_gaiamatch,M_G,flag_ruwe_outlier,flag_camd_outlier,flag_rverror_outlier,flag_possible_binary,flag_benchmark_period
0,250338220460615424,1.6481676,250338220460615424,0.22702785,-0.0023698807,57.46728503795808,49.802836545103894,12.866217613293468,0.031116562,413.48456,50.09255679167805,-70.16372145747371,1.8077929,3042.1199,11.408514,1332.7328,478222.87228864187,1837.6036,1.2837832,0,0,0,0,1.6364441,0.7767496,0.8596945,,,,,,,149.93780942859786,-3.4771825659713618,66.62567823453094,28.96994236834268,0,4289.4697,4281.2734,4302.1147,0.372,0.274,0.1462,4255.051,0,False,0.0023698807,False,6.9557684857461695,True,True,False,True,False
1,219860509753897728,1.3539639,219860509753897728,0.14769381,-0.0114068985,56.95165995904336,35.49846178884028,6.716122897988443,0.013690927,490.55283,27.411478017507534,-29.87469504866228,0.9854426,2141.3826,12.319998,564.01337,184092.01088208126,711.7406,1.2451147,0,0,0,0,1.3355103,0.60082054,0.7346897,5.949769,0.7359043,1,33.21947,7.00709,7.3597174,158.8021251497672,-14.810223284019866,62.61511221085844,15.14817007119205,0,4768.5747,4763.8965,4773.1396,0.2721,0.2098,0.1097,4700.4746,0,False,0.0114068985,False,6.455590960831454,False,False,False,False,True
2,2082542750359206144,0.8029032,2082542750359206144,0.25117,0.0040130615,303.8410425987583,46.61523560343268,5.030951803677603,0.039244905,128.19376,7.588893030748241,1.4839441429904743,3.3221712,6439.391,10.632069,1602.6803,692052.4087899647,2565.9634,1.2014587,0,0,0,0,0.7971554,0.31263447,0.4845209,4.1127734,0.25605786,1,71.97036,10.780199,3.769548,82.73270682170248,6.459043987217932,328.505777959818,63.34556194044878,0,,,,,,,6178.5347,0,False,0.0040130615,False,4.14031941814045,True,False,False,False,True
3,442556561216146048,0.834795,442556561216146048,0.12140758,0.007596016,49.6822229935682,50.38614928972635,5.8122593577686965,0.017934196,324.0881,24.573894871108926,-24.921663959381718,0.9335105,3538.7058,10.158615,1240.6404,1088844.5807029281,1837.8784,1.2061465,0,2,0,1,0.82919884,0.3260641,0.5031347,-2.215135,1.0728244,1,118.21217,75.85174,6.104433,145.52531064497467,-5.91086776772205,61.2657827790332,30.89114029423052,0,6317.4717,6307.287,6328.691,0.474,0.4047,0.2199,6087.685,0,False,0.007596016,False,3.9803400392084,False,True,False,True,False
4,530314219225859456,2.106597,530314219225859456,0.18343607,0.0064077377,5.379403186606785,68.38882685726969,5.712787959169638,0.06765244,84.443184,25.877200810825663,0.38427730602987487,6.882865,766.72327,13.461291,250.72304,86976.10244166205,496.61325,1.3971453,0,0,0,0,2.103795,1.0418997,1.0618954,,,,,,,120.17017041400366,5.677664176980961,47.594662360939274,57.06128220904601,0,,,,,,,3780.416,0,False,0.0064077377,False,7.245531836702247,True,True,False,True,False
5,436473616215714048,1.9014053,436473616215714048,0.210466,-0.013585091,49.876509103064755,49.67741609630492,6.3050422193878735,0.07291599,86.46995,17.288048849177798,-26.884216431218395,5.2377453,4912.724,13.46589,1146.1376,78864.64781851199,2049.9556,1.3246783,0,0,0,0,1.8991947,0.9389944,0.9602003,-15.749064,1.3956584,2,20.093695,,,146.01448538280215,-6.441298493481248,61.15869595491771,30.17743875150757,1,4247.4224,4245.1025,4249.1177,0.8913,0.6406,0.3479,3974.6572,0,False,0.013585091,False,7.464329925782728,True,True,False,True,False
6,442637409681353472,0.8829937,442637409681353472,0.19599505,-0.0019407272,50.777250700857046,50.73533279006553,4.2177784099377895,0.019436419,217.00388,15.125183073740805,-17.26425253687394,1.0451058,3542.566,11.022089,1478.1605,501010.2953291692,1851.8169,1.2072765,0,0,0,0,0.87385654,0.35004616,0.5238104,18.319134,0.5210856,1,62.68167,13.160382,6.5305796,145.92191782019825,-5.24004836654792,62.16121554040359,31.018191592023246,0,6013.309,5992.4126,6022.4536,0.3741,0.3155,0.1707,5943.024,0,False,0.0019407272,False,4.1475078015562445,False,True,False,True,False
7,348892464178559104,1.5938387,348892464178559104,0.12250254,-0.008626938,24.634927935954913,43.670608970872536,4.166119640178741,0.018561808,224.44579,20.51836034606545,-12.803484851144322,1.0614607,1624.0957,14.011809,452.05634,42777.35926194165,593.6659,1.2787931,0,1,0,1,1.5882864,0.7463379,0.8419485,-9.037656,2.406176,2,10.983472,,,131.88056703671572,-18.38120416299865,39.97950643155051,30.903911503100566,0,4435.325,4432.122,4438.055,0.4484,0.3333,0.1759,4324.1865,0,False,0.008626938,False,7.110468037084331,False,False,False,False,True
8,398868875433180032,1.7225466,398868875433180032,0.08514104,-0.019601822,22.539778651474272,46.064346045558935,4.5560191615424745,0.021138303,215.53381,21.763508406682604,-12.415322257963897,1.1995915,292.2431,13.903883,80.68497,50026.26720439615,123.1942,1.3089728,0,1,0,1,1.7228575,0.81887436,0.9039831,-10.86434,5.6372566,2,10.292325,,,129.91324923736684,-16.281863314414306,39.6166154830437,33.7038258225038,0,4570.82,4527.478,4716.02,1.3136,0.9822,0.5321,4166.6147,0,False,0.019601822,False,7.196810690102211,False,True,False,True,False
9,449384700220923264,3.1644611,449384700220923264,0.2809724,0.0094509125,52.23627909483856,56.8918137508932,6.678829620030824,0.19916864,33.53354,29.613673774732376,-32.60987854400308,5.8611546,555.1554,15.596339,122.11427,15877.755805171764,376.44345,1.5973067,0,1,0,0,3.1580343,1.8076181,1.3504162,25.640295,7.197664,2,5.3597126,,,143.2077032970013,0.35386600727092077,65.36258823082674,36.63788481712858,0,3325.8894,3322.973,3328.929,1.3597,0.8405,0.5803,3137.4688,0,False,0.0094509125,False,9.719841048554418,True,True,False,True,False
