TIC,GAIAEDR3_ID,GAIAEDR3_RA,GAIAEDR3_DEC,GAIAEDR3_RUWE,GAIAEDR3_G,GAIAEDR3_G_ERR,GAIAEDR3_G_CORRECTED,GAIAEDR3_BP,GAIAEDR3_BP_ERR,GAIAEDR3_RP,GAIAEDR3_RP_ERR,TMASS_ID,TMASS_J,TMASS_J_ERR,TMASS_H,TMASS_H_ERR,TMASS_K,TMASS_K_ERR,HDBscan_MemProb,HDBscan_Cluster,HDBscan_Stability,MemBool,angDist_GES,GES_Target,GES_Cluster,GES_MemProb,angDist_Cantat-Gaudin,CG_MemProb,CG_Cluster,av,av_err,dist,dist_err,log(Age),log(Age)_err,Mass,Mass_err,log(Teff),log(Teff)_err,Prot1,Pw1,Q1,Sig,Prot2,Pw2,Q2,MP?,SE?,Bl?,LitPeriod,LitSource,Cluster,to_plot
44999952,5317681678714511232,129.502,-55.106,1.140,16.079,0.001,16.079,17.939,0.011,14.772,0.002,1908066090563513856.000,12.816,0.053,12.225,0.060,11.914,0.039,0.34709173173681357,0.0,0.24671625890317983,1.0,1e+20,N/A,N/A,1e+20,1e+20,1e+20,N/A,0.16916492573952407,0.05407339936792113,153.65096823571244,1.022250092478878,7.395135857329811,0.2730240665643686,0.22891998940473712,0.07289411507778643,3.5431174222131645,0.004020441365396376,0.31,0.250,0.0,0.029,-9999.00,-9999.000,4.0,n,m,y,,,IC_2391,1
45049176,5318058609343768960,129.795,-54.017,1.150,17.373,0.001,17.373,19.529,0.054,16.026,0.005,1962056509533928960.000,13.972,0.022,13.324,0.028,13.110,0.038,0.8466210831861812,0.0,0.24671625890317983,1.0,1e+20,N/A,N/A,1e+20,0.008449,0.9,IC_2391,0.1829425177009926,0.051861019479814675,147.9874680763208,1.6663757335006517,8.203830559792689,0.46861946291131495,0.21326411766871578,0.043911694974981944,3.539509183887626,0.003668949715634085,,,9.0,,,,,,,y,,,IC_2391,1
45050711,5317838088544453760,129.793,-54.603,0.999,16.838,0.001,16.838,18.694,0.027,15.545,0.005,1926045304700937984.000,13.643,0.044,12.996,0.045,12.785,0.037,0.6346958157365441,0.0,0.24671625890317983,1.0,1e+20,N/A,N/A,1e+20,0.006183,1.0,IC_2391,0.18411269443448802,0.05305368388238709,145.71365839414662,1.0560288854069961,8.140685191060733,0.4969199946322641,0.25194372824606637,0.05240439966725948,3.5454432260794433,0.003118938897413515,0.78,0.161,0.0,0.028,-9999.00,-9999.000,4.0,n,m,y,,,IC_2391,1
45181378,5317840077103963008,129.880,-54.514,1.006,17.833,0.002,17.832,19.908,0.048,16.489,0.004,1926045304700949248.000,14.359,0.045,13.864,0.074,13.529,0.061,0.5597311630294516,0.0,0.24671625890317983,1.0,1e+20,N/A,N/A,1e+20,0.00246,1.0,IC_2391,0.18525336978368068,0.04824593187132649,145.19280360882868,1.7917913294849404,8.333319425701884,0.3742863857715055,0.16399036029197323,0.023313216198980125,3.5370537215258553,0.003852064255515076,,,9.0,,,,,,,y,,,IC_2391,1
45184491,5317797818929671808,130.208,-54.506,1.000,16.296,0.001,16.296,18.088,0.011,15.024,0.002,1908013314005423104.000,13.180,0.032,12.579,0.035,12.314,0.031,0.4013669541003371,0.0,0.24671625890317983,1.0,1e+20,N/A,N/A,1e+20,1e+20,1e+20,N/A,0.165642982986563,0.0556258048559182,142.1769304543115,0.7208781154543126,8.26979032497061,0.49741639816541766,0.32833679011663586,0.0619424218507891,3.5482073724237533,0.0031231268874961976,0.69,0.132,1.0,0.028,-9999.00,-9999.000,4.0,n,m,y,,,IC_2391,1
45186854,5316914769354423424,130.146,-55.346,1.053,20.133,0.004,20.109,21.393,0.155,18.539,0.023,1872019701358489600.000,15.516,0.057,14.841,0.068,14.596,0.101,0.4580767307487539,0.0,0.24671625890317983,1.0,1e+20,N/A,N/A,1e+20,1e+20,1e+20,N/A,0.1758159157199373,0.05394604134443481,176.71283702459885,14.944061831653867,8.199366546953687,0.29707140078483985,0.11615864715905166,0.012905731777598295,3.483013766142837,0.005020909148342042,,,9.0,,,,,,,n,,,IC_2391,1
45402598,5317793214724700928,130.302,-54.641,1.044,16.394,0.001,16.394,18.388,0.011,15.064,0.002,1908013314005412352.000,13.024,0.030,12.525,0.038,12.173,0.030,0.6274645898737339,0.0,0.24671625890317983,1.0,1e+20,N/A,N/A,1e+20,0.003232,1.0,IC_2391,0.17835701321066183,0.05079493963279454,143.93031762367562,0.8261352794097088,7.8831247931487995,0.5923054364579435,0.30034034400826126,0.09267440589286226,3.542520437278152,0.004383358760924946,0.65,0.804,0.0,0.028,-9999.00,-9999.000,4.0,n,n,y,,,IC_2391,1
45402925,5317797578411509120,130.255,-54.517,0.926,10.333,0.001,10.333,10.646,0.001,9.862,0.001,1908013314005423360.000,9.360,0.024,9.110,0.025,9.014,0.021,0.4081336855061056,0.0,0.24671625890317983,1.0,1e+20,N/A,N/A,1e+20,1e+20,1e+20,N/A,0.04574602065583015,0.046756025806781995,143.54155239538994,0.24092221022853255,8.201831922251197,0.4376859281649933,1.060999919464333,0.02369579951961426,3.7953058018414896,0.006165758711102808,1.43,0.584,0.0,0.029,-9999.00,-9999.000,4.0,n,y,y,,,IC_2391,1
45404408,5317891964614977792,130.284,-53.979,0.980,16.927,0.001,16.927,18.819,0.022,15.632,0.003,1944024518838414848.000,13.693,0.028,13.168,0.028,12.829,0.033,1.0,0.0,0.24671625890317983,1.0,1e+20,N/A,N/A,1e+20,0.003084,1.0,IC_2391,0.17082763377925642,0.052211103601372114,153.15411409478043,1.2043703337897287,8.153468509570654,0.475878255579188,0.2560417472951153,0.05324805909126789,3.545185393471993,0.0030546612773070417,0.76,0.270,0.0,0.028,-9999.00,-9999.000,4.0,n,n,y,,,IC_2391,1
45405879,5317822210041117056,130.625,-54.355,1.026,18.196,0.002,18.171,20.459,0.068,16.784,0.004,1907995721819403008.000,14.591,0.036,14.010,0.047,13.697,0.048,1.0,0.0,0.24671625890317983,1.0,1e+20,N/A,N/A,1e+20,1e+20,1e+20,N/A,0.18543155802803496,0.049619132744569826,152.35804926394133,2.879889110685965,8.312915815582976,0.37709631465646976,0.15575702388050194,0.02200297299233693,3.5323966116027594,0.004545284568332468,,,9.0,,,,,,,y,,,IC_2391,1
45407296,5317776069215504000,130.479,-54.820,1.098,15.915,0.001,15.915,17.840,0.010,14.601,0.002,1889998915495909376.000,12.635,0.024,12.088,0.025,11.749,0.021,0.4148956508874223,0.0,0.24671625890317983,1.0,1e+20,N/A,N/A,1e+20,1e+20,1e+20,N/A,0.15972822881739465,0.06101892569278782,143.88021436907042,0.753519116697639,7.990718013543143,0.540621386510012,0.39065453036711784,0.08410729719704375,3.5490039025763216,0.00400896467054696,0.26,0.286,0.0,0.028,-9999.00,-9999.000,4.0,m,m,y,,,IC_2391,1
45537794,5317816471968667520,130.918,-54.275,1.143,19.686,0.003,19.660,21.497,0.153,18.161,0.014,1889963731123889408.000,15.689,0.089,14.993,0.113,14.590,0.112,1.0,0.0,0.24671625890317983,1.0,1e+20,N/A,N/A,1e+20,1e+20,1e+20,N/A,0.18087046004462598,0.050790460376403175,153.82867235843668,6.900763214958965,8.572649153246498,0.19664126188937464,0.10941699003722061,0.006821416987459759,3.509875541978375,0.003728180424191217,,,9.0,,,,,,,y,,,IC_2391,1
45781130,5317059771754582784,131.128,-54.482,8.838,13.782,0.001,13.782,14.978,0.004,12.692,0.002,1871949332614383360.000,11.223,0.024,10.557,0.026,10.336,0.023,0.5092620911086917,0.0,0.24671625890317983,1.0,1e+20,N/A,N/A,1e+20,1e+20,1e+20,N/A,0.11503390632186464,0.06580994449530128,144.38454178469513,2.0360349899365024,8.539372511980709,0.2877926569257849,0.6643241356174716,0.01696358912185321,3.6106585713224053,0.005089347758766332,2.08,0.627,0.0,0.029,-9999.00,-9999.000,4.0,n,m,y,,,IC_2391,1
45786218,5317035990506096896,131.410,-54.892,1.021,16.508,0.001,16.508,18.244,0.014,15.246,0.002,1853934934104857856.000,13.445,0.029,12.899,0.035,12.579,0.026,1.0,0.0,0.24671625890317983,1.0,1e+20,N/A,N/A,1e+20,0.003795,1.0,IC_2391,0.15106136204910828,0.05873505230776333,153.0855008921478,0.9209108351207518,8.266442435087445,0.4514543972927079,0.31443535952064394,0.05134262915671338,3.5487344132508283,0.0027982666180416393,,,9.0,,,,,,,y,,,IC_2391,1
45786510,5316982664196394752,131.396,-54.988,0.946,15.905,0.001,15.905,17.552,0.008,14.668,0.003,1835938127781384960.000,12.926,0.021,12.300,0.025,12.090,0.026,0.6165308553025076,0.0,0.24671625890317983,1.0,1e+20,N/A,N/A,1e+20,0.002889,0.8,IC_2391,0.12034709618320316,0.06272752463635971,143.25235288592444,0.5990216191989941,8.283002716989813,0.4748832100333885,0.37611703836404375,0.05731828478628283,3.552208893580784,0.0027569875924569,,,9.0,,,,,,,y,,,IC_2391,1
45974257,5317367287103191680,131.750,-54.709,1.382,15.500,0.002,15.484,16.812,0.014,13.838,0.007,1835902943409342464.000,11.976,0.023,11.413,0.028,11.154,0.026,0.487319704834451,0.0,0.24671625890317983,1.0,1e+20,N/A,N/A,1e+20,1e+20,1e+20,N/A,0.17349646636101612,0.05401475487016548,157.28833611010532,1.830225988988286,6.967574450300876,0.3186714247076807,0.2596970109169918,0.10408665899409221,3.538437524365354,0.005404534428245943,,,9.0,,,,,,,y,,,IC_2391,1
45975697,5316965243808427392,131.677,-55.137,1.638,15.069,0.001,15.069,16.736,0.003,13.817,0.001,1817923729271929600.000,12.017,0.024,11.481,0.026,11.145,0.021,0.5365475983891542,0.0,0.24671625890317983,1.0,1e+20,N/A,N/A,1e+20,0.005102,1.0,IC_2391,0.1423505443550726,0.06094493798670892,144.77596014876795,0.586423980083041,7.605887351372743,0.45288106001354406,0.4569735914376021,0.07910268942660478,3.5562055638020986,0.007587878940413417,0.40,0.312,1.0,0.028,-9999.00,-9999.000,4.0,m,m,y,,,IC_2391,1
46116361,5317364680071917184,131.982,-54.756,1.060,15.788,0.001,15.788,17.397,0.006,14.562,0.003,1835902943409342720.000,12.825,0.022,12.239,0.026,11.980,0.023,0.4265613339778499,0.0,0.24671625890317983,1.0,1e+20,N/A,N/A,1e+20,0.003785,0.7,IC_2391,0.10899595939013382,0.06039570260896412,143.9693687688107,0.5586286152898801,8.314403812616323,0.4349561104357629,0.3937338636204002,0.04581237682413116,3.55381138461503,0.0025358247504039086,0.76,0.284,0.0,0.028,-9999.00,-9999.000,4.0,n,n,y,,,IC_2391,1
46223556,5317423293481147264,131.893,-54.483,0.825,11.921,0.002,11.921,12.432,0.006,11.246,0.004,1853899749732813824.000,10.319,0.024,9.852,0.021,9.734,0.024,0.9583162532035296,0.0,0.24671625890317983,1.0,1e+20,N/A,N/A,1e+20,0.00145,1.0,IC_2391,0.11259313667463017,0.06613834185758966,150.98722070889073,0.19737795823225063,8.37491303327794,0.37148820688384276,0.8702031881963395,0.015374526875357163,3.7091046385045034,0.007639798999257431,1.94,0.807,0.0,0.028,-9999.00,-9999.000,4.0,n,m,y,,,IC_2391,1
46224118,5317426493243673088,132.050,-54.326,1.229,15.898,0.001,15.898,17.738,0.007,14.601,0.002,1853899749732826112.000,12.671,0.024,12.121,0.026,11.843,0.023,1.0,0.0,0.24671625890317983,1.0,1e+20,N/A,N/A,1e+20,0.001832,1.0,IC_2391,0.17038860735387262,0.05646098180131063,154.04776768511613,0.7935700245300236,7.679758180337108,0.5937070027067319,0.3538194084602688,0.10352290637056194,3.54828801654613,0.0052600755642418125,-9999.00,-9999.000,2.0,0.028,-9999.00,-9999.000,4.0,n,n,y,,,IC_2391,1
89945819,5321523612854150144,127.540,-51.905,0.918,18.966,0.003,18.940,21.015,0.171,17.516,0.016,2160214893138113536.000,14.897,0.094,13.340,nan,13.717,0.121,0.3941030261837028,0.0,0.24671625890317983,1.0,1e+20,N/A,N/A,1e+20,1e+20,1e+20,N/A,0.1655021065532002,0.059207877104329516,161.11972775515903,4.611647824506969,8.512120533635478,0.28411905966237144,0.12417225922295483,0.01187058113042294,3.52918365666857,0.004989361462138787,,,9.0,,,,,,,y,,,IC_2391,1
90033353,5321134149526405120,127.413,-53.094,1.049,15.568,0.001,15.567,17.125,0.007,14.354,0.001,2088210075658245376.000,12.620,0.023,12.049,0.023,11.781,0.026,0.6145470637900664,0.0,0.24671625890317983,1.0,1e+20,N/A,N/A,1e+20,0.003808,1.0,IC_2391,0.11242913310211804,0.06357410551378263,150.3102906737292,0.5553821334070421,8.431808540102605,0.3863967687928487,0.43890771871160084,0.028243542258523612,3.558184548767759,0.002954357238069445,2.39,0.271,0.0,0.027,-9999.00,-9999.000,4.0,n,n,y,,,IC_2391,1
90211433,5321044809903096704,128.063,-53.745,1.049,18.339,0.002,18.313,20.674,0.074,16.936,0.006,2034166880129783808.000,14.789,0.040,14.238,0.043,13.839,0.053,0.5271030388787634,0.0,0.24671625890317983,1.0,1e+20,N/A,N/A,1e+20,1e+20,1e+20,N/A,0.18565788974655292,0.04847410735231279,159.45756682877123,3.2278472316065554,8.314252768844163,0.3679435476076378,0.15044464003331504,0.021808463013822364,3.532433684459656,0.00439843064995251,,,9.0,,,,,,,y,,,IC_2391,1
90212885,5321120813646018688,128.034,-53.185,1.009,17.900,0.002,17.900,20.064,0.070,16.544,0.010,2070178084962715648.000,14.463,0.033,13.874,0.043,13.588,0.048,0.6174203267680292,0.0,0.24671625890317983,1.0,1e+20,N/A,N/A,1e+20,0.002939,0.9,IC_2391,0.16694105896722217,0.05639860022703865,147.0566750102276,1.9756906498117757,8.393420938273595,0.3567718554589332,0.15073391467507946,0.018868441547618058,3.5412322435695254,0.0027779579184408995,,,9.0,,,,,,,y,,,IC_2391,1
90448737,5321242618917819008,128.277,-52.619,1.076,19.528,0.003,19.502,21.278,0.166,18.029,0.018,2088157299100151808.000,15.589,0.062,14.997,0.074,14.528,0.096,0.45565610517043575,0.0,0.24671625890317983,1.0,1e+20,N/A,N/A,1e+20,1e+20,1e+20,N/A,0.1857343705470368,0.04888192294347302,139.75291878945416,5.622919859503377,8.682037500073198,0.17504262303956095,0.10554151309161153,0.005358832697401998,3.5117218114115216,0.003606826332256874,,,9.0,,,,,,,n,,,IC_2391,1
90454115,5321167959506065280,128.399,-53.164,1.048,15.363,0.002,15.363,16.851,0.008,14.168,0.004,2052146094267189760.000,12.513,0.022,11.889,0.023,11.678,0.021,0.6128879033333244,0.0,0.24671625890317983,1.0,1e+20,N/A,N/A,1e+20,0.003721,1.0,IC_2391,0.10533439653246883,0.06300122498597087,154.73800363141171,0.520940320738914,8.347131597842697,0.3688715073638009,0.4654379895227545,0.01713402498196994,3.5646198105512488,0.0036060721818434852,2.14,0.642,0.0,0.028,-9999.00,-9999.000,4.0,n,y,y,,,IC_2391,1
90455790,5321248017697959808,128.367,-52.499,3.179,14.816,0.001,14.816,16.363,0.007,13.587,0.002,2088157299100133888.000,11.874,0.025,11.285,0.023,11.023,0.022,0.821030158815149,0.0,0.24671625890317983,1.0,1e+20,N/A,N/A,1e+20,0.003794,1.0,IC_2391,0.1200085759788585,0.06477008438731485,151.89891440905947,1.2256738305871173,7.555979005151743,0.4257879412385046,0.5025241833919103,0.06912353559572962,3.5628765274812375,0.00908079186283718,1.75,0.460,0.0,0.028,-9999.00,-9999.000,4.0,n,y,y,,,IC_2391,1
92475132,5321281449724262400,128.613,-52.213,1.020,16.611,0.001,16.611,18.480,0.014,15.317,0.003,2088122114728075264.000,13.435,0.024,12.807,0.029,12.586,0.030,0.9386842761787444,0.0,0.24671625890317983,1.0,1e+20,N/A,N/A,1e+20,0.003249,1.0,IC_2391,0.18110695582019165,0.04835828941168285,145.66739382878137,0.8709312600059775,8.434939336034779,0.5320594950701725,0.29404220072589293,0.056604002243589795,3.546976000651155,0.0031970919376287927,,,9.0,,,,,,,y,,,IC_2391,1
92475268,5321275295028390912,128.575,-52.266,0.876,12.012,0.001,12.012,12.520,0.005,11.344,0.003,2088139706914119680.000,10.511,0.026,10.029,0.022,9.938,0.024,0.7333432438441352,0.0,0.24671625890317983,1.0,1e+20,N/A,N/A,1e+20,0.002458,1.0,IC_2391,0.10222455949606091,0.06381357788395547,153.5191096069056,0.21047804501857512,8.353245754329347,0.3851584168622901,0.8219873656448291,0.013385376348139718,3.7149772187839805,0.006482944967310832,8.01,0.607,0.0,0.025,-9999.00,-9999.000,4.0,n,m,y,,,IC_2391,1
92475640,5321271932076900736,128.514,-52.419,1.047,16.989,0.001,16.989,18.920,0.027,15.681,0.004,2088139706914089728.000,13.730,0.027,13.117,0.033,12.892,0.036,1.0,0.0,0.24671625890317983,1.0,1e+20,N/A,N/A,1e+20,0.010193,1.0,IC_2391,0.17734699396979958,0.05161453236448011,149.09019074736716,1.329630443219784,8.17009280555865,0.4922166287404634,0.24471534296677389,0.05180890042737934,3.544157826112613,0.0031975783177756955,-9999.00,-9999.000,2.0,0.030,-9999.00,-9999.000,4.0,n,n,y,,,IC_2391,1
92476249,5321254030652860544,128.575,-52.646,1.001,16.692,0.001,16.691,18.514,0.024,15.404,0.004,2070125308404625920.000,13.490,0.026,12.910,0.021,12.640,0.029,0.7702092061752237,0.0,0.24671625890317983,1.0,1e+20,N/A,N/A,1e+20,0.002912,1.0,IC_2391,0.1720635872784064,0.05236334422630717,151.09105579906878,0.9555847053740657,8.156091078361486,0.5149726151379806,0.2916554739095534,0.06343211372577012,3.5460521295361485,0.003258604567905404,1.05,0.206,0.0,0.031,-9999.00,-9999.000,4.0,n,n,y,,,IC_2391,1
92476807,5321178297485098240,128.635,-52.868,0.935,18.131,0.002,18.131,20.311,0.088,16.767,0.006,2052128502081164800.000,14.661,0.036,13.993,0.044,13.739,0.046,0.6653645546721343,0.0,0.24671625890317983,1.0,1e+20,N/A,N/A,1e+20,1e+20,1e+20,N/A,0.17116979806611454,0.05254818185923683,155.4958038055352,2.371275432754206,8.442627837799554,0.33151169196312086,0.14812593451772127,0.01604216048255835,3.5400903249974442,0.003083400319826034,,,9.0,,,,,,,y,,,IC_2391,1
92477079,5321176205843037440,128.554,-52.972,0.856,11.859,0.002,11.859,12.361,0.006,11.197,0.004,2052128502081160192.000,10.455,0.026,9.959,0.022,9.843,0.019,0.7970966742127128,0.0,0.24671625890317983,1.0,1e+20,N/A,N/A,1e+20,0.002803,1.0,IC_2391,0.10559851422453106,0.062392297056264104,147.5694333084168,0.21496237065179422,8.387417131521488,0.3799052345724249,0.8317759554622528,0.012761055900049098,3.718168517772196,0.006733522430640052,4.24,0.581,0.0,0.028,-9999.00,-9999.000,4.0,n,n,y,,,IC_2391,1
92477888,5321150951435896064,128.677,-53.284,1.096,15.982,0.002,15.982,17.707,0.014,14.718,0.004,2034131695757704448.000,12.864,0.022,12.278,0.023,12.045,0.021,1.0,0.0,0.24671625890317983,1.0,1e+20,N/A,N/A,1e+20,0.006629,1.0,IC_2391,0.15215851041390555,0.057469610571972064,147.80356368554177,0.7594204855307615,8.16860210755485,0.5577231014224241,0.38667739467816675,0.07203839902003692,3.5506564470635853,0.003489592841870617,0.93,0.582,0.0,0.031,-9999.00,-9999.000,4.0,n,n,y,,,IC_2391,1
92578954,5318027651219220224,128.637,-53.878,1.028,16.019,0.001,16.019,17.663,0.007,14.781,0.002,1998120490925003776.000,13.032,0.026,12.432,0.022,12.196,0.023,0.34875318996748833,0.0,0.24671625890317983,1.0,1e+20,N/A,N/A,1e+20,1e+20,1e+20,N/A,0.1246619050300309,0.06466606648405321,160.79898972013115,0.80876696597618,8.317810861625814,0.4706702342403344,0.3976123544578054,0.04990117268152341,3.553835459024351,0.002837587758740494,0.65,0.520,0.0,0.034,-9999.00,-9999.000,4.0,n,n,y,,,IC_2391,1
92579740,5318135987469674752,128.840,-53.701,0.998,18.491,0.002,18.466,20.719,0.116,17.066,0.007,2016117297248453120.000,14.807,0.039,14.302,0.052,13.927,0.055,0.9622365901599522,0.0,0.24671625890317983,1.0,1e+20,N/A,N/A,1e+20,1e+20,1e+20,N/A,0.1802646065716469,0.05357108828241405,145.88538191396637,2.7212221384817363,8.44298592118794,0.31813867981943106,0.13736196990000948,0.014891527889563216,3.5293618926424806,0.004174505127224045,,,9.0,,,,,,,y,,,IC_2391,1
92580363,5321145900554309760,128.693,-53.462,1.016,13.682,0.001,13.682,14.633,0.004,12.714,0.002,2034131695757719040.000,11.464,0.026,10.797,0.022,10.606,0.019,1.0,0.0,0.24671625890317983,1.0,1e+20,N/A,N/A,1e+20,0.000833,1.0,IC_2391,0.0910716714721563,0.061834738283616894,151.97330036988888,0.26687861425352555,8.41239875088246,0.30877470567017296,0.6276695549477815,0.012899928089744897,3.625589729664478,0.004523098916553782,-9999.00,-9999.000,2.0,0.028,-9999.00,-9999.000,4.0,n,n,y,,,IC_2391,1
92580385,5318143752776545280,128.798,-53.454,0.966,16.250,0.001,16.250,18.013,0.010,14.975,0.002,2016117297248483072.000,13.158,0.024,12.539,0.027,12.227,0.023,0.7462634273240729,0.0,0.24671625890317983,1.0,1e+20,N/A,N/A,1e+20,0.001986,1.0,IC_2391,0.16648660327705161,0.05794031661406841,152.34109048038073,0.8156608250045917,8.238681838699502,0.5287191766632845,0.3614966025055706,0.070602809876321,3.549223982405581,0.0034256094128060567,0.63,0.446,0.0,0.029,-9999.00,-9999.000,4.0,n,n,y,,,IC_2391,1
92581404,5321172323192731008,128.780,-53.074,1.014,15.545,0.001,15.545,17.151,0.007,14.319,0.003,2052128502081150208.000,12.560,0.024,11.923,0.026,11.689,0.021,0.6741485767584806,0.0,0.24671625890317983,1.0,1e+20,N/A,N/A,1e+20,0.001235,1.0,IC_2391,0.13376410589918608,0.06253149474554952,150.6785597517009,0.6062075761903654,8.326203362725465,0.45260883389939116,0.45104715694716013,0.04413625119115865,3.5583221025554543,0.003798901643391423,0.94,0.786,0.0,0.033,-9999.00,-9999.000,4.0,n,n,y,,,IC_2391,1
92582732,5321256294093916544,128.743,-52.537,1.027,18.804,0.002,18.804,21.066,0.133,17.388,0.011,2070125308404631552.000,14.933,0.044,14.334,0.063,13.980,0.065,0.7996419501287227,0.0,0.24671625890317983,1.0,1e+20,N/A,N/A,1e+20,1e+20,1e+20,N/A,0.17941280706240623,0.052593132022940074,147.616280503824,3.7901006881551362,8.097100164331417,0.18794651152128453,0.11862856507998432,0.013681751036643852,3.515433210214222,0.004828831220167041,,,9.0,,,,,,,y,,,IC_2391,1
92583309,5321276295763603072,128.841,-52.328,1.110,16.547,0.001,16.547,18.312,0.014,15.286,0.002,2088122114728052224.000,13.508,0.024,12.866,0.024,12.628,0.027,0.9688139064140029,0.0,0.24671625890317983,1.0,1e+20,N/A,N/A,1e+20,0.004515,1.0,IC_2391,0.09954646619011691,0.06184559951899002,152.30336504449772,1.0230688485825148,8.291467826548923,0.4343331682252932,0.29313051044812877,0.04799596713627933,3.5492567710252847,0.002427183028859281,,,9.0,,,,,,,y,,,IC_2391,1
92583560,5321280728169745536,128.755,-52.234,0.880,11.904,0.002,11.904,12.426,0.006,11.225,0.004,2088122114728075520.000,10.355,0.024,9.852,0.026,9.764,0.023,0.8038029136931256,0.0,0.24671625890317983,1.0,1e+20,N/A,N/A,1e+20,0.002213,1.0,IC_2391,0.10609388874185081,0.06531913828350011,146.1190878422529,0.18191156560774968,8.392339961479946,0.36714418688978984,0.8342919515395608,0.015375355733423097,3.7128539339961106,0.00727947203006836,5.07,0.859,0.0,0.031,-9999.00,-9999.000,4.0,n,n,y,,,IC_2391,1
92739302,5321660334560808064,128.932,-51.968,3.129,14.870,0.001,14.870,16.398,0.006,13.645,0.002,2088104522542054144.000,11.917,0.022,11.313,0.022,11.035,0.023,0.5700443992931149,0.0,0.24671625890317983,1.0,1e+20,N/A,N/A,1e+20,1e+20,1e+20,N/A,0.13164600500425716,0.06318567399613158,153.69223583731736,1.3742225405407593,7.578180123245761,0.5203404258594929,0.507138481983167,0.06872838950979884,3.5627443191941675,0.00954523426077603,0.34,0.532,0.0,0.029,-9999.00,-9999.000,4.0,n,n,y,,,IC_2391,1
92740254,5321265816043488512,128.931,-52.338,0.991,16.196,0.001,16.196,17.848,0.014,14.955,0.002,2070107716218570496.000,13.008,nan,12.406,nan,12.350,0.019,1.0,0.0,0.24671625890317983,1.0,1e+20,N/A,N/A,1e+20,0.002728,1.0,IC_2391,0.05267769891850075,0.05540347427589483,149.8768347572718,0.7644619686691826,8.407120337591952,0.3734178618267845,0.3285857546310247,0.030395101213565805,3.5516151141745436,0.0014328728092239346,,,9.0,,,,,,,y,,,IC_2391,1
92740990,5321210870519453440,129.009,-52.621,1.048,17.133,0.001,17.133,19.058,0.029,15.822,0.004,2052093317709100032.000,13.897,0.024,13.306,0.035,13.098,0.038,0.8359067145544896,0.0,0.24671625890317983,1.0,1e+20,N/A,N/A,1e+20,0.001442,1.0,IC_2391,0.17775579951867873,0.052664194372682695,151.2304793884666,1.351251759044589,8.084760456905526,0.4516858817764017,0.22035288448167467,0.047681416748781354,3.5440902152282896,0.003403073714987251,-9999.00,-9999.000,2.0,0.031,-9999.00,-9999.000,4.0,n,n,y,,,IC_2391,1
92741130,5321251591111558400,128.866,-52.675,0.992,16.550,0.001,16.550,18.390,0.017,15.260,0.003,2070125308404626176.000,13.387,0.026,12.832,0.022,12.544,0.027,0.6727522099830624,0.0,0.24671625890317983,1.0,1e+20,N/A,N/A,1e+20,0.002643,1.0,IC_2391,0.1706406497747454,0.05592011075678349,149.20097194239352,0.9042032417883993,8.277184716936206,0.490050158668337,0.3090961571636046,0.05940952622161571,3.547293701970728,0.0030286130414765157,-9999.00,-9999.000,2.0,0.030,-9999.00,-9999.000,4.0,n,n,y,,,IC_2391,1
92742627,5321154967220812032,128.939,-53.257,0.944,12.159,0.001,12.159,12.757,0.004,11.418,0.003,2034114103571660544.000,10.443,0.024,9.905,0.026,9.767,0.023,1.0,0.0,0.24671625890317983,1.0,0.126841,08354551-5315242,IC2391,0.8908,0.001804,1.0,IC_2391,0.16373375170838494,0.054912973986805474,152.18731295964656,0.20824514281105158,8.491864544116957,0.34774042903529845,0.8709420732337803,0.012119296131984326,3.6941227221770587,0.004030618281600031,0.21,0.924,0.0,0.027,-9999.00,-9999.000,4.0,n,n,y,,,IC_2391,1
92742876,5318150349846655488,128.932,-53.356,5.144,11.944,0.002,11.944,12.471,0.006,11.221,0.004,2016099705062448128.000,10.271,0.021,9.744,0.022,9.608,0.023,0.9715254755056194,0.0,0.24671625890317983,1.0,1e+20,N/A,N/A,1e+20,0.009354,0.8,IC_2391,0.1069238807619242,0.06445622109352728,147.13040205896542,1.0808991118685574,7.502687733210717,0.07110904437663144,0.800909946768678,0.02192498955319592,3.6892300722370885,0.0068165561000603754,0.97,0.927,0.0,0.032,-9999.00,-9999.000,4.0,n,n,y,,,IC_2391,1
92743440,5318139182931840896,128.879,-53.556,3.895,15.780,0.002,15.780,17.061,0.009,14.116,0.003,2016117297248473344.000,12.261,0.026,11.732,0.028,11.440,0.027,0.2637314103372571,0.0,0.24671625890317983,1.0,1e+20,N/A,N/A,1e+20,1e+20,1e+20,N/A,0.1710185986073111,0.05575913723685257,162.40401819650594,3.062821890648625,7.139109312343467,0.32834041039548506,0.26691097053747326,0.10329005993761838,3.5385143210860464,0.005326663293044376,,,9.0,,,,,,,y,,,IC_2391,1
92744248,5318119116844316032,128.966,-53.868,0.998,15.620,0.002,15.620,17.214,0.008,14.393,0.004,1998102898738959872.000,12.703,0.023,12.090,0.022,11.842,0.024,0.6926947401125908,0.0,0.24671625890317983,1.0,1e+20,N/A,N/A,1e+20,0.006544,1.0,IC_2391,0.1310951112490303,0.0638428627992776,152.40580705359372,0.5760703269576094,8.399261033815689,0.3977252544258815,0.438292855093255,0.03290299379451153,3.557866178196469,0.0030443472021958557,1.50,0.363,0.0,0.028,-9999.00,-9999.000,4.0,n,m,y,,,IC_2391,1
