NGTS_ID,Gaia_ID,RA,Dec,NGTS_mag,G_mag,BP_mag,RP_mag,Ks_mag,GmK,SpT,mult,amp_data,amp_GP,P_GP,P_GPue,P_GPle,P_LS,P_GACF,method,Prot,dr2_source_id,dr2_bp_rp,dr3_source_id,angular_distance,magnitude_difference,ra,dec,parallax,parallax_error,parallax_over_error,pmra,pmdec,ruwe,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_mean_flux_over_error,phot_rp_mean_flux,phot_rp_mean_flux_over_error,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_method_used,rv_expected_sig_to_noise,vbroad,vbroad_error,l,b,ecl_lon,ecl_lat,non_single_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,azero_gspphot,ag_gspphot,ebpminrp_gspphot,Teff_Curtis20,nbhr_count,flag_nbhr_count,abs_magnitude_difference,flag_bad_gaiamatch,M_G,flag_ruwe_outlier,flag_camd_outlier,flag_rverror_outlier,flag_possible_binary,flag_benchmark_period
12805,2320790289973970432,00:03:10.784,-30:10:48.677,10.88,11.17,11.47,10.75,9.97,1.2,F9,--,20.29,15.82,2.17484,0.00735,0.00705,2.17087,2.1672,GP,2.17484,2320790289973970432,0.7200000000000006,2320790289973970432,0.2103792,0.007630348,0.7951638451491925,-30.18025695149374,4.184076134039261,0.018252315,229.23535,19.12738571362301,2.7868311887028985,1.0205234,1727.2583,11.178535,740.2437,401551.6847238758,850.5102,1.1916484,0,0,0,0,0.71994877,0.2799549,0.43999386,5.146425,1.1196687,1,54.84047,21.053972,8.503967,14.00683215039178,-78.98868363490264,347.6682143424314,-27.775647325235035,0,5970.2354,5967.1846,5975.7505,0.0024,0.002,0.0011,6122.0977869036105,0,False,0.007630348,False,4.286533353499488,False,False,False,False,True
13005,2320833445805349760,00:01:28.660,-30:12:20.737,10.43,10.73,10.98,10.34,9.67,1.06,F6,--,5.57,4.54,1.42191,0.00462,0.00443,1.4165,1.41687,GP,1.42191,2320833445805349760,0.6400000000000006,2320833445805740672,0.08629942,0.00045585632,0.36957281740613457,-30.205825651583325,4.216792684107877,0.022943841,183.78757,18.250721542123124,2.2536213993340914,1.1605513,2868.9172,10.7295885,1566.7058,580900.5400083242,1818.8359,1.1862935,0,0,0,0,0.6301489,0.23820114,0.39194775,6.686479,0.83146775,1,59.036766,35.611465,9.050286,14.300520014922244,-78.6243754969405,347.28404429774145,-27.63322858475604,0,6308.8003,6306.8613,6311.582,0.0011,0.001,0.0005,6331.337731822066,0,False,0.00045585632,False,3.85449975726433,False,False,False,False,True
13071,2320833372790628480,00:01:33.183,-30:12:59.378,11.98,12.37,12.78,11.82,10.73,1.64,G8,--,34.81,33.48,5.39813,0.01856,0.0181,5.39229,5.3966,GP,5.39813,2320833372790628480,0.9599999999999991,2320833372790628480,0.13757221,-0.007045746,0.3884302046145337,-30.216558262655404,4.217923541921524,0.0124127045,339.80698,18.81437585590353,2.4494788533965357,0.9259314,1052.9858,12.366859,328.3017,150060.20746212517,417.66125,1.2102517,0,0,0,0,0.9515915,0.39196396,0.55962753,7.3336787,1.1103528,1,20.139816,nan,nan,14.229280904761735,-78.63792346388885,347.29504126737083,-27.650135643805676,0,5356.018,5339.8853,5367.689,0.0882,0.0723,0.0385,5395.748362999768,0,False,0.007045746,False,5.49235295124295,False,False,False,False,True
13302,2320798639390461056,00:04:31.632,-30:14:41.433,11.2,11.56,11.88,11.1,10.23,1.33,G1,--,17.5,15.62,3.63033,0.02622,0.02493,3.52091,3.6312,GP,3.63033,2320798639390461056,0.7800000000000011,2320798639390461056,0.20413063,-0.0072231293,1.132032051315579,-30.244901768805498,4.245184642967768,0.02029959,209.12663,18.39805396317804,2.840108045172598,1.017407,1785.3279,11.5550165,543.67773,291149.78292893973,915.22076,1.1943556,0,0,0,0,0.7737179,0.3063059,0.467412,6.6352587,0.6950925,1,41.599567,7.92719,9.135356,13.312437629494063,-79.2565558464268,347.92940937705185,-27.964351580804532,0,5809.496,5807.2383,5812.7725,0.0014,0.0011,0.0006,5943.248499183059,0,False,0.0072231293,False,4.694499440100962,False,False,False,False,True
13417,2320777469496305024,00:03:33.660,-30:15:43.753,11.97,12.33,12.73,11.78,10.73,1.6,G8,--,22.3,25.41,5.60965,0.04317,0.04193,5.45599,5.6653,GP,5.60965,2320777469496305024,0.9500000000000011,2320777469496305024,0.12118896,-0.008255005,0.8904825820422955,-30.262224621081824,4.247615661731375,0.013958032,304.31335,18.209735817315657,2.2457849666987366,1.0481778,2053.4712,12.319554,534.3518,155833.06451321553,639.20557,1.2088989,1,1,1,1,0.93940735,0.38609982,0.55330753,6.757146,0.92649835,1,27.78027,nan,nan,13.488013544434565,-79.04980984823915,347.7097121098629,-27.885900529141477,0,5495.2188,5486.917,5503.0317,0.1334,0.11,0.0586,5424.733816338731,0,False,0.008255005,False,5.460280396191624,False,False,False,False,True
14186,2320550046683235328,00:07:02.189,-30:21:17.877,11.22,11.59,11.92,11.11,10.22,1.36,G1,--,20.21,18.48,3.45726,0.0146,0.01444,3.4654,3.483,GP,3.45726,2320550046683235328,0.8100000000000005,2320550046683235328,0.12038056,-0.0075359344,1.7592578688316367,-30.35496052795007,4.213399803134486,0.01627343,258.91284,18.583277480294743,2.261952256427699,0.8481488,2248.9734,11.578588,726.5737,288092.7098523686,1055.7279,1.1961008,0,0,0,0,0.79683495,0.31731224,0.4795227,4.244691,1.0870634,1,41.21707,20.92338,15.611427,11.96927823178569,-79.75208958452808,348.42125983282574,-28.30678604236724,0,5909.038,5898.4985,5929.8164,0.1003,0.0848,0.0454,5850.785983140761,0,False,0.0075359344,False,4.7017508851866445,False,False,False,False,True
15264,2320591205353715712,00:05:08.211,-30:29:41.908,11.47,11.85,12.21,11.34,10.4,1.45,G3,--,29.19,26.73,4.05989,0.00985,0.00935,4.05939,4.0635,GP,4.05989,2320591205353715712,0.870000000000001,2320591205353715712,0.1481104,-0.010268211,1.2844164122134154,-30.495023801433536,4.250865642591122,0.014436026,294.4623,18.218992531064064,2.9544353881120253,0.91415054,1725.4088,11.836017,473.6971,233306.37091608,717.04895,1.2011772,0,1,0,0,0.85016346,0.34222603,0.50793743,5.3639994,0.5806466,1,32.10993,nan,nan,11.831011302152683,-79.32007309545969,347.93460711634634,-28.24688541149245,0,5665.9785,5647.4824,5685.253,0.0638,0.0532,0.0285,5665.066359792933,0,False,0.010268211,False,4.978403547007574,False,False,False,False,True
15270,2320638179411803520,00:07:49.708,-30:29:23.306,11.79,12.21,12.6,11.67,10.62,1.59,G8,--,24.08,20.03,5.27995,0.03264,0.031,5.27075,5.2716,GP,5.27995,2320638179411803520,0.9299999999999997,2320638179411803520,0.15251213,-0.013497353,1.9571814167977495,-30.489776262345455,4.26469002615159,0.013854525,307.8193,18.419237559760226,2.916741716848809,1.0026313,1433.8102,12.194654,388.09442,173453.88092055861,545.4226,1.2076079,0,2,0,0,0.9218178,0.37709904,0.54471874,5.2947583,1.0294288,1,30.624647,5.4671936,20.329014,10.968403555372973,-79.8785241471527,348.52506747462166,-28.504186624301113,0,5398.7935,5347.1953,5431.688,0.0408,0.0336,0.0179,5483.507965341511,0,False,0.013497353,False,5.344091817123182,False,False,False,False,True
15618,2320766684833726592,00:02:16.894,-30:32:26.861,11.64,12.03,12.41,11.51,10.47,1.56,G7,--,27.04,23.2,4.98365,0.02424,0.02291,4.91212,4.983,GP,4.98365,2320766684833726592,0.9000000000000004,2320766684833726592,0.199954,-0.006333351,0.5705930449252695,-30.540886536025624,4.331188564894179,0.012383652,349.7505,19.11799902099998,2.6665963443458844,0.9427046,1327.9586,12.02531,403.0647,199400.92293034308,519.76483,1.2045449,0,0,0,0,0.8862629,0.35953045,0.52673244,5.203691,1.1228548,1,34.031685,9.966975,11.244384,12.435423861355886,-78.71426715629885,347.28879723795217,-28.010489638296455,0,5491.5938,5487.5737,5496.4375,0.0011,0.0009,0.0005,5573.444665210215,0,False,0.006333351,False,5.20834502175062,False,False,False,False,True
17424,2320558082565935744,00:04:00.467,-30:46:21.302,12.47,12.91,13.4,12.29,10.99,1.92,K2,--,17.26,16.34,7.07229,0.03203,0.03319,6.97725,6.8956,GP,7.07229,2320558082565935744,1.1100000000000012,2320558082565935744,0.10547312,-0.008211136,1.0021205056715288,-30.772642737794897,4.241392393441706,0.018260628,232.2698,18.965278696314687,2.3391202779256197,1.1841375,2220.5388,12.902099,511.8261,97756.03607165569,1186.3217,1.2239183,0,0,0,0,1.0953474,0.46578503,0.6295624,4.912576,1.3515502,2,21.387777,nan,nan,10.766265844675766,-79.01020016500662,347.54599235513206,-28.384831613213702,0,4968.294,4956.1577,4978.617,0.0601,0.0479,0.0253,4999.992735918435,0,False,0.008211136,False,6.039640921587141,False,False,False,False,True
