ID,GaiaDR2,CLHW,RA_ICRS,DE_ICRS,__B-V_0,Vmag,__V-Ks_0,Prot,e_Prot,P90,Class,Binary,_RA_icrs,_DE_icrs,Teff_Mamajek,dr2_bp_rp,dr2_source_id,dr3_source_id,angular_distance,magnitude_difference,ra,dec,parallax,parallax_error,parallax_over_error,pmra,pmdec,ruwe,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_mean_flux_over_error,phot_rp_mean_flux,phot_rp_mean_flux_over_error,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_method_used,rv_expected_sig_to_noise,vbroad,vbroad_error,l,b,ecl_lon,ecl_lat,non_single_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,azero_gspphot,ag_gspphot,ebpminrp_gspphot,Teff_Curtis20,nbhr_count,flag_nbhr_count,M_G,flag_ruwe_outlier,flag_camd_outlier,flag_rverror_outlier,flag_possible_binary,flag_benchmark_period
nan,5338638683918409600,144412,166.66278999999997,-58.97885999999999,1.082,15.397,2.532,10.1515,0.5347,0.017,1,0,166.66278999999997,-58.97885999999999,4730.658353729581,1.3487625,5338638683918409600,5338638683918409600,0.06854314,-0.01593399,166.66266886502441,-58.97879839005793,2.0641987716119514,0.023476059,87.927826,-10.233051758522791,5.024944220715186,1.0229026,2281.5535,15.068316,620.39606,14637.555499082353,776.5104,1.2439343,0,0,1,0,1.3368006,0.60270786,0.7340927,nan,nan,-1,nan,-1,-1,289.7787089578314,1.1907120584115614,204.81004849973496,-56.4651622821205,0,4564.749,4549.7456,4578.6357,0.1257,0.0964,0.0506,4532.3037,0,False,6.64207403600564,False,False,False,False,True
729159.0,5338611574082373120,145764,166.65703999999997,-59.17821999999999,1.037,15.191,2.404,9.2557,0.294,0.016,2,0,166.65703999999997,-59.17821999999999,4840.023322757763,1.2908344,5338611574082373120,5338611574082373120,0.051406957,-0.013037682,166.6569004247084,-59.17818743488773,2.1286488911878485,0.020470465,103.98634,-10.645000128566995,4.653425123382443,1.0285349,3206.364,14.894782,461.76678,16871.506267048164,960.75854,1.2465913,0,42,0,40,1.2733822,0.5586109,0.7147713,7.43156,5.217281,2,3.3899133,-1,-1,289.85435772294153,1.0062014896691127,205.060046821588,-56.60925541811011,0,4729.455,4717.9956,4741.5986,0.2018,0.157,0.0826,4630.0884,0,False,6.5353022307591875,False,False,False,False,True
nan,5340160957761692800,146112,166.65137,-58.69241999999999,0.786,14.148,1.812,6.9734,0.0868,0.027,1,0,166.65137,-58.69241999999999,5434.47175144943,1.0088148,5340160957761692800,5340160957761692800,0.07228659,-0.008774757,166.65126263343245,-58.69239698278632,2.092371359015498,0.0155214835,134.80486,-10.520056557044988,6.230157914708434,0.90545845,1825.7727,13.960544,534.30743,35354.094127546785,474.66034,1.2160498,0,0,0,1,0.99748325,0.4137354,0.58374786,11.437701,6.2687736,2,5.7057457,-1,-1,289.6606727462207,1.4517398178327816,204.44112548652032,-56.264406075653255,0,5405.2256,5393.7188,5415.969,0.1963,0.1606,0.0855,5261.9614,0,False,5.563737465745184,False,False,False,False,True
nan,5340163981418477440,146813,166.64616999999998,-58.529059999999994,1.259,16.143,3.003,11.3567,0.3769,0.022,2,0,166.64616999999998,-58.529059999999994,4351.43782547447,1.5557652,5340163981418477440,5340163981418477440,0.023122642,-0.01705265,166.64604637420774,-58.5290301455889,2.0134821209744858,0.030781334,65.41244,-10.308061926273643,5.59203554931727,1.027277,2699.9978,15.693412,406.04413,8945.678903289117,682.72784,1.2699224,0,0,0,0,1.5541649,0.7296152,0.8245497,nan,nan,-1,nan,-1,-1,289.5939110212519,1.6008778135060575,204.2332337093739,-56.148967537457246,0,4495.467,4485.719,4503.3267,0.4277,0.3199,0.1684,4243.6367,0,False,7.213150714965575,False,False,False,False,True
nan,5338658921806764672,149663,166.63241999999997,-58.81157999999999,0.995,14.983,2.311,8.6528,0.1174,0.022,1,0,166.63241999999997,-58.81157999999999,4922.4480206699345,1.2100725,5338658921806764672,5338658921806764672,0.07630505,-0.01034832,166.63234380204707,-58.811551685950775,2.0917562700057366,0.02116376,98.8367,-10.504470721324015,5.590066087985625,0.9339253,2702.2114,14.694779,485.0018,19656.10230651829,645.1885,1.23726,0,26,0,9,1.2002792,0.5196514,0.6806278,7.950377,7.01356,2,3.4263978,-1,-1,289.69852414602485,1.3383278287418956,204.57832834555794,-56.356613193410226,0,4867.748,4858.6177,4877.118,0.1954,0.1538,0.081,4782.9653,0,False,6.297334793309215,False,False,False,False,True
nan,5340164874771895296,149841,166.62917,-58.49618999999999,0.717,13.777,1.689,6.0673,0.1505,0.023,1,0,166.62917,-58.49618999999999,5585.987616901222,0.9357815,5340164874771895296,5340164874771895296,0.06348506,-0.010341644,166.62906245588695,-58.49617641490599,2.090008467411038,0.013987252,149.42238,-9.954972992706152,5.38860304699073,0.87869036,2585.05,13.612207,629.2726,46909.192539318086,1032.8892,1.2054031,0,0,0,1,0.9211626,0.37870598,0.5424566,-0.512173,3.6159503,2,6.801573,-1,-1,289.5728224878101,1.6275927329168658,204.18082162006291,-56.13149465587893,0,5539.3643,5514.863,5602.435,0.1454,0.1202,0.0642,5470.089,0,False,5.21294764074495,False,False,False,False,True
nan,5338659127965237632,151683,166.62145999999998,-58.779579999999996,0.787,14.099,1.739,6.2718,0.5762,0.0212,2,0,166.62145999999998,-58.779579999999996,5522.931238058379,1.0012379,5338659127965237632,5338659127965237632,0.07343264,-0.014056206,166.62134531917084,-58.7795584170765,2.1051054521082513,0.016909186,124.49479,-10.206749493907788,5.335772482322598,0.9207527,2157.1826,13.959886,576.0761,35202.030521179775,470.7238,1.214807,0,21,0,0,0.98713493,0.40872574,0.5784092,4.7518606,3.2842264,2,6.4154706,-1,-1,289.68069131902007,1.3654977845542449,204.53065118556836,-56.33769275406479,0,5415.9336,5406.956,5424.6167,0.1871,0.1532,0.0817,5282.796,0,False,5.576254877473726,False,False,False,False,True
nan,5338659883879549696,154778,166.60557999999997,-58.72196999999999,0.79,14.074,1.789,5.7422,0.1423,0.026,1,0,166.60557999999997,-58.72196999999999,5461.893477147756,0.9988136,5338659883879549696,5338659883879549696,0.06584686,-0.012554169,166.6054581058034,-58.721958866490745,2.086485962877504,0.016521286,126.29077,-10.778913255328211,5.294685560916512,0.928939,1679.1405,13.903183,404.8089,37022.44393104459,531.4207,1.2121793,0,3,0,2,0.98809147,0.41164112,0.57645035,5.402617,4.277366,2,6.977607,-1,-1,289.6504297723772,1.41520101866007,204.44752770358232,-56.30218579635164,0,5458.3486,5448.418,5468.417,0.2303,0.1887,0.1006,5289.499,0,False,5.500260319805664,False,False,False,False,True
nan,5340164290656319232,155755,166.59917,-58.54082999999999,0.732,13.884,1.672,5.9405,0.0998,0.0173,1,0,166.59917,-58.54082999999999,5607.900153047007,0.95680714,5340164290656319232,5340164290656319232,0.058931563,-0.008260727,166.5990487821045,-58.54080455860375,2.0629816973404194,0.014931099,138.16678,-10.975639192768936,4.8348016134483425,0.90672755,1952.7814,13.744938,557.7851,41978.03580406945,786.30896,1.2079647,0,1,0,0,0.94447994,0.3898821,0.55459785,5.08191,6.458238,2,5.106552,-1,-1,289.57598696133283,1.5803980894680263,204.2162505697936,-56.17448238171573,0,5338.8945,5320.111,5361.787,0.0659,0.054,0.0289,5408.5723,0,False,5.317414771496551,False,False,False,False,True
nan,5340164359375784576,159620,166.57924999999997,-58.53763999999999,0.722,13.919,1.752,5.7242,0.7162,0.0263,2,0,166.57924999999997,-58.53763999999999,5506.870414644545,0.96440697,5340164359375784576,5340164359375784576,0.06492235,-0.009080887,166.57913076642492,-58.53760299039649,2.095353187582846,0.016131924,129.88861,-11.561806924797574,4.781241680712332,1.1281037,1983.9703,13.739268,577.2434,42538.900730122274,730.82263,1.2129492,0,23,0,18,0.9546919,0.3913536,0.5633383,-1.6008612,4.877192,2,6.8031926,-1,-1,289.56516688937165,1.5792440818129252,204.19882665645193,-56.179407061095546,0,5243.332,5211.641,5262.9595,0.0303,0.0247,0.0133,5386.64,0,False,5.34555448833186,False,False,False,False,True
nan,5340162710108101376,161238,166.57025,-58.58832999999999,0.738,13.946,1.71,6.6012,0.0823,0.025,1,0,166.57025,-58.58832999999999,5559.253020216781,0.9603882,5340162710108101376,5340162710108101376,0.06051833,-0.01215744,166.57016079730334,-58.588296489126314,2.0723255198650476,0.014835733,139.68474,-10.397243381116795,5.0818464657534825,0.9906856,2057.894,13.769059,521.9064,41076.16907354745,864.3028,1.2088277,0,0,0,0,0.94392014,0.38878155,0.5551386,8.62127,4.831627,2,6.3265324,-1,-1,289.5808597623965,1.5308123438496235,204.25616085157,-56.21908580519285,0,5393.9023,5378.662,5406.045,0.0925,0.076,0.0406,5398.218,0,False,5.351349057180894,False,False,False,False,True
nan,5338657616137080960,166304,166.54274999999998,-58.82663999999999,0.709,13.783,1.647,6.004,0.1015,0.033,1,0,166.54274999999998,-58.82663999999999,5640.570188979795,0.9294691,5338657616137080960,5338657616137080960,0.06072353,-0.012969971,166.54267036742354,-58.82661770755951,2.102931708969773,0.014883895,141.28906,-10.62998657160094,4.7929348993363226,0.9457238,2464.2268,13.605344,610.579,47174.156947622694,844.1544,1.206824,0,2,0,1,0.9163952,0.37468624,0.54170895,4.7225556,3.2354457,2,8.877228,-1,-1,289.66177967540585,1.3061862727164726,204.5373631295331,-56.39983366156832,0,5573.2256,5566.34,5581.039,0.112,0.0924,0.0493,5488.778,0,False,5.219469666406303,False,False,False,False,True
nan,5338660811592507648,168536,166.52920999999998,-58.673829999999995,0.943,14.858,2.191,8.7817,0.6494,0.0216,1,0,166.52920999999998,-58.673829999999995,5033.5459276963575,1.1876974,5338660811592507648,5338660811592507648,0.07062187,-0.011684418,166.52910472774826,-58.673812465677756,2.0902780644670513,0.020743283,100.76891,-10.952235314437585,5.279006361773751,0.95808,2292.7424,14.602309,161.43811,21185.662558837907,477.46902,1.2377611,5,0,1,1,1.1687737,0.49925518,0.6695185,-2.6900356,8.622719,2,3.723194,-1,-1,289.59497158099185,1.443802470908565,204.33577649451198,-56.29533532710631,0,4864.6147,4852.8247,4877.354,0.1326,0.1047,0.0553,4829.0933,0,False,6.203329542308111,False,False,False,False,True
nan,5338648476445366656,168745,166.52953999999997,-59.043859999999995,0.596,13.231,1.419,4.2815,0.0347,0.0262,1,0,166.52953999999997,-59.043859999999995,5964.161549805402,0.8254452,5338648476445366656,5338648476445366656,0.07091128,-0.012096405,166.5294683962659,-59.04382201534953,2.077432360400113,0.011716008,177.31572,-10.854754404610768,4.689158860663695,0.9621808,2185.5034,13.118972,915.4552,70364.98770304007,1119.3046,1.198063,0,1,0,1,0.8149557,0.3254881,0.48946762,4.5478296,3.1424441,2,10.908535,-1,-1,289.74127777343404,1.1039315507033876,204.80408744911395,-56.55961105261927,0,5658.4746,5646.2705,5674.0156,0.0113,0.0094,0.0051,5806.7637,0,False,4.706606286606146,False,False,False,False,True
nan,5340168173306731136,169086,166.52499999999998,-58.44832999999999,1.454,17.672,nan,13.2807,0.2678,0.0387,1,0,166.52499999999998,-58.44832999999999,nan,2.0630016,5340168173306731136,5340168173306731136,0.10621322,-0.018157959,166.52488402598755,-58.448296883295626,2.2006051893490763,0.061719224,35.6551,-11.003040538822152,4.931683803948808,1.0654205,1191.1152,16.964851,81.77016,3425.982134218311,56.49773,1.3948001,0,2,0,1,2.0731945,1.0192757,1.0539188,nan,nan,-1,nan,-1,-1,289.5038541610458,1.650117278572021,204.05081435665724,-56.134859578500446,0,3895.83,3845.2913,3974.4019,0.5572,0.3898,0.2191,3730.4414,0,False,8.67756204316681,False,False,False,False,True
nan,5340164496814686592,171990,166.50812,-58.541329999999995,1.126,15.636,nan,10.127,0.3361,0.025,2,0,166.50812,-58.541329999999995,nan,1.4041309,5340164496814686592,5340164496814686592,0.09125602,-0.011929512,166.50804305858026,-58.54128704938523,2.0982975694890875,0.02543024,82.5119,-9.896993149639712,5.661088487951602,1.0241095,1997.8905,15.264498,492.0303,12514.440890774049,786.73395,1.2515653,0,22,0,1,1.3958282,0.63569736,0.7601309,nan,nan,-1,nan,-1,-1,289.5325194615769,1.5612152606805954,204.15550433961195,-56.20785155156545,0,4589.3184,4580.2773,4598.9424,0.2689,0.2051,0.1074,4446.828,0,False,6.873833144842234,False,False,False,False,True
nan,5338650538029838336,172714,166.50549999999998,-58.95288999999999,0.81,14.233,1.853,7.0756,0.1089,0.0272,1,0,166.50549999999998,-58.95288999999999,5386.579818551009,1.0198193,5338650538029838336,5338650538029838336,0.06473028,-0.009114265,166.50541173918234,-58.952866600177465,2.1109855788718517,0.016174955,130.5095,-10.670770620414645,5.01824170646639,0.9932119,2246.4502,14.0217285,484.316,33418.89339675216,564.7999,1.2108941,0,1,0,0,1.0090027,0.42518997,0.5838127,5.660863,3.549005,2,7.2133703,-1,-1,289.69395854957054,1.1825966588641048,204.67238853262916,-56.50347332107742,0,5286.455,5274.1064,5298.4517,0.1515,0.1232,0.0655,5232.0547,0,False,5.64415484787202,False,False,False,False,True
nan,5338660261836641280,173132,166.50221,-58.70980999999999,1.262,16.215,3.009,12.0072,0.9463,0.033,1,0,166.50221,-58.70980999999999,4346.747505126827,1.5706139,5338660261836641280,5338660261836641280,0.12608042,-0.012277603,166.502117700642,-58.7097875044124,2.0947111134461505,0.032954466,63.563805,-10.163389015101432,5.52955037887297,0.998176,2479.998,15.725542,171.2208,8795.039437184318,476.24088,1.279277,0,0,0,0,1.5739164,0.7356758,0.8382406,nan,nan,-1,nan,-1,-1,289.59630149780173,1.4052136582841166,204.36288925431467,-56.330898182210646,0,4405.733,4398.838,4416.434,0.4555,0.3393,0.1789,4225.6113,0,False,7.331162752756253,False,False,False,False,True
514157.0,5340174461139178112,176486,166.48207999999997,-58.380559999999996,1.488,17.98,3.983,14.1119,0.609,0.0252,1,0,166.48207999999997,-58.380559999999996,3671.7363096085974,2.069107,5340174461139178112,5340174461139178112,0.09812656,-0.013475418,166.48199071567728,-58.38052439247089,2.041579127777347,0.0644448,31.679499,-10.591872337003593,4.210257330862274,1.0504922,1020.71906,17.139818,78.24219,2875.163302272065,390.6809,1.3644698,0,1,0,1,2.1158066,1.0772285,1.038578,nan,nan,-1,nan,-1,-1,289.4564082150723,1.7034900666523158,203.93744531030416,-56.10164101415569,0,3746.9263,3736.8381,3758.5127,0.6534,0.4529,0.2571,3725.2754,0,False,8.689649276651718,False,False,False,False,True
514049.0,5340176625802764672,176801,166.47986999999998,-58.285109999999996,0.909,14.745,2.177,7.8962,0.0443,0.0201,2,0,166.47986999999998,-58.285109999999996,5046.910816990996,1.1580954,5340176625802764672,5340176625802764672,0.050863322,-0.011588097,166.4797796258241,-58.285100594306655,2.083836325666064,0.018214589,114.40479,-11.027126832835208,5.4328687663810875,0.98778224,2620.019,14.502099,537.4567,22832.878383007657,840.1309,1.2274879,0,2,0,2,1.142314,0.49170876,0.6506052,10.805928,7.17887,2,4.8189487,-1,-1,289.41757383107495,1.7906700033802407,203.81750743663582,-56.03363645337729,0,4971.849,4963.041,4981.007,0.1668,0.1325,0.07,4892.7847,0,False,6.096417059320377,False,False,False,False,True
513484.0,5340168448184315264,179259,166.46582999999998,-58.42002999999999,1.002,15.169,2.34,9.8657,0.0835,0.0274,1,0,166.46582999999998,-58.42002999999999,4896.436453483072,1.2672281,5340168448184315264,5340168448184315264,0.03945455,-0.013279915,166.4657169924024,-58.420007171408876,2.0887301703927093,0.021821702,95.718025,-11.083601104538147,5.0593493103456115,0.96516824,2926.633,14.8754425,528.66864,16881.971671553256,1259.7968,1.2350174,0,1,0,0,1.2490091,0.5529041,0.696105,-1.3557541,8.985535,2,3.4917333,-1,-1,289.46420337044805,1.6638556133468632,203.97556304709298,-56.135992970968516,0,4721.771,4710.84,4732.699,0.1346,0.1048,0.0552,4672.6685,0,False,6.474854204357367,False,False,False,False,True
nan,5340165836844450048,179416,166.46520999999998,-58.55355999999999,0.87,14.571,2.059,8.3808,0.3968,0.025,1,0,166.46520999999998,-58.55355999999999,5163.4397294971395,1.1074476,5340165836844450048,5340165836844450048,0.057676528,-0.011722565,166.46509848883062,-58.553532641334456,2.095484165740837,0.0176134,118.97102,-11.306137506119317,4.912391909159976,0.9855834,2496.101,14.341302,796.7447,25914.018285334478,939.9031,1.2227347,1,0,0,0,1.0920639,0.46482086,0.62724304,-7.590315,6.341131,2,3.5896845,-1,-1,289.5167754188125,1.5411058767575125,204.14187103377833,-56.23223641118147,0,5071.7437,5060.8657,5082.452,0.1529,0.1225,0.0649,5009.03,0,False,5.947723835486446,False,False,False,False,True
nan,5338648820042750720,181036,166.45654,-59.017779999999995,1.106,15.465,2.564,10.1988,0.2243,0.023,2,0,166.45654,-59.017779999999995,4703.914232910489,1.3640823,5338648820042750720,5338648820042750720,0.05942841,-0.014398575,166.45646013398388,-59.01774897582515,2.093024963745139,0.021922702,95.47295,-10.613069002979122,4.756434771289186,0.9992391,2883.173,15.1411495,514.27515,13782.915888016661,977.9258,1.2452911,0,0,0,0,1.3558302,0.6142235,0.7416067,nan,nan,-1,nan,-1,-1,289.69645390243716,1.1130288338121173,204.72231190000014,-56.5674113585093,0,4554.459,4533.4497,4575.274,0.1515,0.1159,0.0608,4507.927,0,False,6.745021562118595,False,False,False,False,True
nan,5340165905563911680,182379,166.44707999999997,-58.55610999999999,1.11,15.512,2.664,10.1965,0.4988,0.023,1,0,166.44707999999997,-58.55610999999999,4621.551429669519,1.3799009,5340165905563911680,5340165905563911680,0.05122265,-0.014726639,166.44701400769276,-58.55606395782305,2.0923998815804516,0.02327796,89.887596,-10.406940180324543,5.658257502442316,1.0220655,2432.8762,15.154768,398.4663,13720.095115186426,937.0913,1.2514999,0,0,0,0,1.3657122,0.61544704,0.7502651,nan,nan,-1,nan,-1,-1,289.5091113575562,1.5350462345449125,204.13284828425498,-56.24061907717859,0,4581.4844,4503.1836,4602.415,0.2027,0.1552,0.0813,4483.3613,0,False,6.7579914239946355,False,False,False,False,True
nan,5338660399275946496,183650,166.44007999999997,-58.72363999999999,0.799,14.385,1.964,7.6701,0.1698,0.0235,1,0,166.44007999999997,-58.72363999999999,5262.927241444698,1.0525694,5338660399275946496,5338660399275946496,0.053544734,-0.010196686,166.43999009187795,-58.72360597801016,2.061237255853518,0.017106188,120.49658,-10.484489874799863,4.474921681157586,0.93799657,2980.337,14.142386,684.55475,30342.13122188639,817.1848,1.2148745,1,1,0,1,1.0394669,0.43986034,0.5996065,5.191604,3.403644,2,6.4176683,-1,-1,289.5721338009494,1.379758007605252,204.33859663949605,-56.36330955874354,0,5225.699,5213.813,5237.4688,0.1634,0.1323,0.0702,5145.493,0,False,5.713026354062201,False,False,False,False,True
nan,5338649743409734144,184727,166.43366999999998,-58.95971999999999,1.101,15.526,2.49,10.6999,0.2803,0.02,1,0,166.43366999999998,-58.95971999999999,4766.095238898735,1.3639822,5338649743409734144,5338649747760368384,0.080458924,-0.015800476,166.4335651549204,-58.95968539424483,2.1158933786056724,0.024565777,86.13175,-10.195172621849663,5.823033623608638,0.9912184,2798.7056,15.170291,394.90247,13451.612340671421,709.25977,1.2488635,0,6,0,6,1.3546629,0.61033154,0.74433136,5.5655107,10.464024,2,2.110005,-1,-1,289.6626227328658,1.1616746942345029,204.6331589911555,-56.53430997064431,0,4524.4395,4511.5767,4539.031,0.108,0.0826,0.0433,4508.086,0,False,6.797759844471219,False,False,False,False,True
nan,5338660364915795968,186143,166.42445999999998,-58.72513999999999,1.105,15.457,2.569,10.3226,0.4565,0.021,2,0,166.42445999999998,-58.72513999999999,4699.753889070382,1.347229,5338660364915795968,5338660364915795968,0.04744813,-0.0104055405,166.42436313559892,-58.72510738104917,2.083861555700245,0.023532998,88.55062,-10.52866130365799,5.598203713034569,0.97009075,2758.2996,15.102797,404.83002,14250.854339455918,897.05963,1.2485042,0,0,0,0,1.3410788,0.60157585,0.7395029,nan,nan,-1,nan,-1,-1,289.5652778412042,1.3751650645212814,204.33000194685383,-56.37004831303643,0,4596.33,4558.729,4619.712,0.175,0.1343,0.0704,4534.796,0,False,6.697140867643711,False,False,False,False,True
nan,5338649060560828672,188826,166.40837,-59.04035999999999,0.909,14.601,2.074,8.0286,0.1208,0.037,1,0,166.40837,-59.04035999999999,5148.217083903663,1.1313972,5338649060560828672,5338649060560828672,0.08384786,-0.013896942,166.40829463802532,-59.040337765784436,2.1317175198711213,0.017350284,122.863556,-10.809608979119574,5.262688617113032,0.97143626,1963.2782,14.384717,427.1277,25117.410978454824,754.20715,1.2234223,0,1,0,1,1.1152534,0.47849464,0.6367588,3.6878986,9.432014,2,5.6197667,-1,-1,289.6826422987001,1.082468805129654,204.7190648240608,-56.600898789936764,0,5025.108,5015.922,5033.5317,0.1591,0.127,0.0671,4952.9106,0,False,6.028365260280346,False,False,False,False,True
nan,5338663526012037376,190221,166.39945999999998,-58.680859999999996,0.733,14.001,1.751,6.4265,0.2222,0.019,1,0,166.39945999999998,-58.680859999999996,5508.100957549026,0.9693613,5338663526012037376,5338663526012037376,0.0522583,-0.019516945,166.39935120788277,-58.6808358870776,2.0574590842749547,0.0147418585,139.5658,-10.18974780273134,5.816636510605671,0.9782876,1516.5378,13.806339,335.9649,39857.851996281745,383.08557,1.2098168,0,0,0,0,0.9527683,0.3930397,0.5597286,11.117832,3.747255,2,6.1680036,-1,-1,289.53578740806057,1.4106560935931742,204.25743156233204,-56.34741041330214,0,5398.4287,5384.982,5412.251,0.1122,0.0922,0.0492,5372.4224,0,False,5.37299530071229,False,False,False,False,True
nan,5338650022633674368,192746,166.38395999999997,-58.952279999999995,0.801,14.164,1.844,7.1136,0.1803,0.0191,2,0,166.38395999999997,-58.952279999999995,5396.985942843661,1.01795,5338650022633674368,5338650022633674368,0.07774704,-0.012236595,166.3838550277731,-58.95225452570649,2.0751318140903954,0.015817665,131.19078,-10.47189339498941,5.209400130553232,0.89330703,2874.465,13.960292,667.0322,35283.86922814027,1077.603,1.2112924,0,0,0,0,1.002017,0.42068005,0.581337,-0.6596,2.892432,2,7.692604,-1,-1,289.6361368566656,1.15833185894244,204.59056045290524,-56.54698959998754,0,5355.192,5343.3657,5406.8345,0.1234,0.1004,0.0533,5237.106,0,False,5.545520305834124,False,False,False,False,True
nan,5338664277577565056,193086,166.38182999999998,-58.62696999999999,0.631,13.488,1.524,5.2012,0.1155,0.021,1,0,166.38182999999998,-58.62696999999999,5809.275905850165,0.8783264,5338664277577565056,5338664277577565056,0.05689373,-0.011815071,166.38173203973344,-58.62692935214859,2.1246510284179663,0.012400723,171.33282,-10.319307899281187,4.845692197688179,1.0323839,3590.6565,13.339563,901.2905,58923.24070921915,1195.3567,1.2020689,0,0,0,0,0.8698797,0.3524952,0.5173845,6.888138,4.379083,2,8.641715,-1,-1,289.50597464920776,1.4565001619602895,204.17777398553224,-56.31516607754499,0,5708.7153,5700.3037,5719.456,0.1027,0.0856,0.0458,5643.3203,0,False,4.97600140902798,False,False,False,False,True
nan,5338664281926278272,195000,166.37004,-58.618219999999994,0.922,14.722,2.127,9.0693,0.5303,0.018,1,0,166.37004,-58.618219999999994,5095.410359641468,1.1490965,5338664281926278272,5338664281926278272,0.07317665,-0.013791084,166.36995659786473,-58.6181812841892,2.1281181274089387,0.017205603,123.6875,-10.214387736719555,5.549138589827006,0.9180173,864.7402,14.428814,190.00397,24309.7340223113,294.25665,1.225391,0,8,0,2,1.133337,0.48796844,0.6453686,5.399045,7.485245,2,4.8776174,-1,-1,289.4968713465145,1.4620951114056533,204.15885376317442,-56.31316653909384,0,5014.7656,4997.213,5030.747,0.1971,0.1573,0.0835,4912.7544,0,False,6.068792589701566,False,False,False,False,True
nan,5340166936356024704,195463,166.36736999999997,-58.52046999999999,0.742,14.003,1.746,6.4334,0.5215,0.025,1,0,166.36736999999997,-58.52046999999999,5514.2661265356855,0.9850817,5340166936356024704,5340166936356024704,0.048845943,-0.014054298,166.36728427998602,-58.52045096500735,2.081451008684577,0.013801294,150.81564,-11.156845181144991,5.001819267465663,0.9865864,2967.2913,13.802761,608.9246,40279.227465528005,966.22,1.2109079,0,0,0,0,0.9692793,0.4017105,0.5675688,5.6121173,3.693648,2,7.3504014,-1,-1,289.45676778512563,1.551235302975252,204.03446876391496,-56.24399396200124,0,5300.026,5286.4263,5310.767,0.0937,0.0767,0.041,5327.835,0,False,5.394592044438408,False,False,False,False,True
nan,5338663624745103232,196197,166.36262,-58.68335999999999,1.472,17.444,3.681,15.047,0.7194,0.0334,2,0,166.36262,-58.68335999999999,3852.1315591356242,1.870553,5338663624745103232,5338663624745103232,0.032513753,-0.023677826,166.36253001017025,-58.68332725215854,2.0222747578976175,0.050962463,39.681652,-9.953611874301728,5.469904220088682,0.99179685,1605.8654,16.734602,108.18761,3971.210296024612,323.96695,1.3378602,0,30,0,27,1.9570284,0.97301483,0.98401356,nan,nan,-1,nan,-1,-1,289.5192044834224,1.4007724593847108,204.23582406135895,-56.362549640856976,0,3710.366,3694.8894,3732.3337,0.3398,0.2386,0.1312,3904.6846,0,False,8.263802779556183,False,False,False,False,True
nan,5338655107875129088,196603,166.35995999999997,-58.856939999999994,0.919,14.717,2.07,7.3119,0.5552,0.0221,1,0,166.35995999999997,-58.856939999999994,5152.264123346035,1.1515846,5338655107875129088,5338655107875129088,0.06939467,-0.012872696,166.35985740936323,-58.856925357243334,2.0960812850385326,0.018758377,111.74108,-10.499463986085534,4.9275538193680575,0.9359484,2479.4534,14.494283,630.20184,22895.545668803123,875.46204,1.2252675,0,15,0,16,1.134676,0.48891163,0.64576435,11.497261,6.757513,2,4.2722,-1,-1,289.58690269400745,1.2409049748721752,204.45345030474536,-56.48766324702155,0,4992.7295,4984.2617,5003.8315,0.1742,0.1386,0.0733,4907.21,0,False,6.101323324335018,False,False,False,False,True
nan,5338661773665473536,197774,166.35303999999996,-58.732859999999995,0.698,13.753,1.615,6.1151,0.0905,0.0333,2,0,166.35303999999996,-58.732859999999995,5683.173330806826,0.92163086,5338661773665473536,5338661773665473536,0.06464458,-0.010609627,166.35294336847917,-58.73283869829637,2.077826674850457,0.014346098,144.83568,-10.896749287393819,5.2695786913135265,0.92154455,1770.2377,13.58013,487.8749,48103.54903395029,626.408,1.2051169,1,0,0,0,0.9105396,0.37286282,0.5376768,1.256781,7.416881,2,6.900002,-1,-1,289.5343077085637,1.3533572620666618,204.29182238590136,-56.40147201356616,0,5637.7773,5613.019,5675.5356,0.1327,0.1098,0.0586,5512.1123,0,False,5.168176210318951,False,False,False,False,True
nan,5338662082902968320,198986,166.34545999999997,-58.722919999999995,0.66,13.44,1.529,5.8408,0.0536,0.024,1,0,166.34545999999997,-58.722919999999995,5802.153593770027,0.8712225,5338662082902968320,5338662082902968320,0.07401781,-0.011377335,166.34535601054543,-58.72289256200971,2.083250329959867,0.012983719,160.45097,-10.515140527260188,5.084349165207435,1.0308639,2816.5122,13.2812,1061.505,61870.51464978056,1244.738,1.201268,0,0,0,0,0.85925484,0.34724045,0.5120144,4.21772,2.2997267,2,11.515163,-1,-1,289.52673901220004,1.3609193619558486,204.274175576168,-56.39710532499651,0,5680.0586,5662.9,5741.008,0.1093,0.0912,0.0489,5665.1323,0,False,4.874907705357135,False,False,False,False,True
