ID,GaiaDR2,CLHW,RA_ICRS,DE_ICRS,__B-V_0,Vmag,__V-Ks_0,Prot,e_Prot,P90,Class,Binary,_RA_icrs,_DE_icrs,dr2_source_id,dr3_source_id,angular_distance,magnitude_difference,ra,dec,parallax,parallax_error,parallax_over_error,pmra,pmdec,ruwe,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_mean_flux_over_error,phot_rp_mean_flux,phot_rp_mean_flux_over_error,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_method_used,rv_expected_sig_to_noise,vbroad,vbroad_error,l,b,ecl_lon,ecl_lat,non_single_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,azero_gspphot,ag_gspphot,ebpminrp_gspphot,M_G
608606.0,5340153226819389952,66890,167.06007999999997,-58.65321999999999,0.676,13.384,1.757,5.4437,0.3331,0.025,3,1,167.06007999999997,-58.65321999999999,5340153226819389952,5340153226819389952,0.25464624,0.008741379,167.0599713328242,-58.65320018165604,2.4256584086039803,0.078028955,31.086645,-9.832986556303272,5.268433217865008,6.721217,1283.4991,13.261337,543.21124,66603.26862781173,747.7653,1.2366369,0,2,0,1,0.9257612,0.35358047,0.57218075,4.8874197,3.0505128,2,11.001129,-1,-1,289.84107638186515,1.5707721890587978,204.66628056596636,-56.088383167452754,0,5302.2783,5286.493,5317.7983,0.0289,0.0237,0.0128,5.1854854885989425
317342.0,5338643253764519168,91871,166.93407999999997,-58.87516999999999,1.397,17.133,3.619,13.5411,3.7858,0.07,3,0,166.93407999999997,-58.87516999999999,5338643253764519168,5338643253764519168,0.15598984,-0.0017986298,166.93397495121553,-58.8751417267831,1.96681250436239,0.058374915,33.69277,-10.766306820203294,4.75242799236013,1.1186073,1056.4484,16.53062,50.122913,5149.431212402913,109.35098,1.4714017,0,25,0,27,1.8475332,0.7854099,1.0621233,nan,nan,-1,nan,-1,-1,289.867067042995,1.3408769224527346,204.85986045233832,-56.29313862739558,0,4111.27,4043.837,4140.966,0.7636,0.5455,0.2981,7.999435378610032
307859.0,5338645074830317056,145504,166.65616999999997,-58.894389999999994,1.407,17.911,3.938,32.0,3.2,0.0325,3,1,166.65616999999997,-58.894389999999994,5338645074830317056,5338645074830317056,0.11311284,0.008646011,166.65608484934964,-58.8943693034383,2.073217214976434,0.10126178,20.473837,-10.019550388709193,5.574036533588766,1.6424491,865.55756,17.211386,92.17746,2982.422361036639,263.40424,1.5234574,0,45,0,45,2.074173,0.9242592,1.1499138,nan,nan,-1,nan,-1,-1,289.7423938334266,1.267011668720266,204.6987517710891,-56.40725184228444,0,nan,nan,nan,nan,nan,nan,8.7946097586803
405260.0,5340170819007248640,150595,166.62474999999998,-58.47699999999999,1.421,17.209,3.813,13.0,1.5625,0.0215,3,1,166.62474999999998,-58.47699999999999,5340170819007248640,5340170819007248640,0.15533206,0.00015640259,166.6246620673307,-58.47697397281283,2.059207949137826,0.057933412,35.54439,-9.38829916605033,5.583020026291884,1.3262436,1225.6624,16.545063,194.09174,5047.092637286979,507.44974,1.4219431,0,3,0,1,1.9778719,0.9231014,1.0547705,nan,nan,-1,nan,-1,-1,289.56314695756026,1.6443404058076745,204.15393192100746,-56.11927202437902,0,nan,nan,nan,nan,nan,nan,8.113564049127653
305168.0,5338650297511685760,161627,166.57017,-58.96771999999999,1.232,15.851,3.09,10.8075,0.4701,0.0215,3,1,166.57017,-58.96771999999999,5338650297511685760,5338650297511685760,0.057350267,-0.0139808655,166.5700575512673,-58.967668929559814,1.6585988738634412,0.027456746,60.4077,-10.64596151316015,5.045549923036363,1.0555443,3219.6682,15.384648,613.39276,12259.613439207673,750.40076,1.29506,0,52,0,48,1.5962763,0.7383318,0.8579445,nan,nan,-1,nan,-1,-1,289.73043593079365,1.1821534441191015,204.734259496903,-56.49067083314686,0,4219.0977,4214.8125,4223.5215,0.2795,0.2067,0.1101,6.483355153929509
302250.0,5338658578209340672,178023,166.47386999999998,-58.77841999999999,0.765,14.079,1.834,5.2748,0.1116,0.023,3,0,166.47386999999998,-58.77841999999999,5338658578209340672,5338658578209340672,0.063617416,-0.011170387,166.47377741385134,-58.77837625047052,2.0933373152258015,0.014983089,139.71333,-10.216325184900366,5.401743899006135,0.9748311,3569.7598,13.877428,479.9613,38509.08436697018,574.8533,1.2373548,0,42,0,43,0.9751253,0.3816843,0.593441,13.56987,5.776627,2,5.1689334,-1,-1,289.60992177854837,1.3364005943863624,204.43033027667443,-56.39026888667881,0,5337.0425,5322.559,5354.069,0.1171,0.0957,0.051,5.4816241304202045
301100.0,5338651255238326656,184783,166.43332999999998,-58.940279999999994,1.423,17.601,3.941,16.8048,2.9421,0.039,3,0,166.43332999999998,-58.940279999999994,5338651255238326656,5338651255238326656,0.04419392,-0.016607285,166.4332265932498,-58.940236175988325,2.033357623190375,0.06290427,32.32464,-10.500901214244553,5.658194971680411,0.99640983,1432.3738,16.811913,41.319405,4023.5998998213295,71.956436,1.446052,0,19,0,19,1.9895248,0.91397095,1.0755539,nan,nan,-1,nan,-1,-1,289.6547556429805,1.1794633791671332,204.60821019651607,-56.520563715407,0,4071.7983,4047.7395,4089.7585,0.8711,0.6168,0.3403,8.352981377964827
214166.0,5338658097172875392,188616,166.40949999999998,-58.83605999999999,1.416,17.044,3.577,20.0626,2.8549,0.041,3,0,166.40949999999998,-58.83605999999999,5338658097172875392,5338658097172875392,0.15490317,-0.021997452,166.40938961888943,-58.83601139152241,2.0536945522907564,0.045542054,45.094467,-11.003216719954969,5.619167951597948,1.0420927,1474.1855,16.438133,67.18111,5300.300321978505,201.79124,1.4047009,0,28,0,25,1.8032045,0.8022156,1.000989,nan,nan,-1,nan,-1,-1,289.60212688042355,1.270270807264042,204.46008385192502,-56.454790899820374,0,4118.327,4106.9907,4133.725,0.7557,0.5432,0.2939,8.000812495158927
502640.0,5340216208216902272,223849,166.18741999999997,-58.39263999999999,1.047,14.667,2.568,6.3955,0.341,0.0389,3,1,166.18741999999997,-58.39263999999999,5340216208216902272,5340216208216902272,0.08206919,-0.006169319,166.18734335194324,-58.39261363510608,2.0418795230125455,0.017315792,117.92008,-10.516530016466145,5.306543490732964,1.1374177,1879.1501,14.340257,505.38623,28857.694371523994,563.08344,1.2568547,0,38,0,36,1.3299532,0.5869379,0.7430153,-0.1065071,7.2022324,2,5.4698434,-1,-1,289.3194420296566,1.6309847142684513,203.7528489059439,-56.217543633945596,0,4646.694,4631.5635,4668.7993,0.2777,0.2147,0.1139,5.890407260158513
105807.0,5340214112272822016,230105,166.14007999999998,-58.459219999999995,1.33,16.319,3.248,11.7108,0.8482,0.0254,3,1,166.14007999999998,-58.459219999999995,5340214112272822016,5340214112272822016,0.52732426,0.01743126,166.1400026418338,-58.4591964058791,2.2259240760329635,0.15055421,14.784867,-10.734518919699864,4.190474332898385,4.6451354,590.60913,15.840198,266.19666,8707.063725623966,762.35187,1.3606298,0,2,0,1,1.7074928,0.7655115,0.9419813,nan,nan,-1,nan,-1,-1,289.32335729103977,1.560045486536853,203.80409575277812,-56.28263653235654,0,4210.904,4194.834,4224.0273,0.4778,0.3496,0.187,7.577749297750941
