Seq,KIC,dr2_source_id,Gmag,BP-RP,Teff,Mass,SpT,Per,e_Per,NQ,f_Seq,Simbad,_RA,_DE,dr3_source_id,angular_distance,magnitude_difference,ra,dec,parallax,parallax_error,parallax_over_error,pmra,pmdec,ruwe,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_mean_flux_over_error,phot_rp_mean_flux,phot_rp_mean_flux_over_error,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_method_used,rv_expected_sig_to_noise,vbroad,vbroad_error,l,b,ecl_lon,ecl_lat,non_single_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,azero_gspphot,ag_gspphot,ebpminrp_gspphot,nbhr_count,flag_nbhr_count,flag_bad_gaiamatch,M_G
46,9776475,2128146472585332096,14.857,0.825,5957,1.089,G0,9.28,0.6038,15,Y,Simbad,294.25081,46.54102,2128146472585332096,0.029924309,-0.0130672455,294.250791676634,46.54098049526066,0.8790599959605992,0.01569833,55.99704,-3.351735506021798,-8.6232595559078,0.9603541,3362.2773,14.844009,614.53485,14344.41615249205,1015.7306,1.1973602,0,0,0,2,0.812706,0.32488537,0.48782063,,,,,,,79.32745431538525,12.126768552258724,314.5833139822957,66.26697971197744,0,5813.085,5802.9077,5825.845,0.1063,0.0896,0.0483,0,False,False,4.5641019831187855
47,9534045,2080086338300220032,14.904,0.833,5932,1.081,G2,9.82,0.5624,15,Y,Simbad,294.88858,46.19154,2080086338300220032,0.05485319,-0.011842728,294.88855978256703,46.19150047347016,0.864248576543322,0.017291093,49.9823,-3.266415673568446,-8.724736011326076,1.036948,2933.5237,14.891992,597.648,13834.941110415437,813.71936,1.2022946,0,0,0,1,0.8222008,0.32566166,0.49653912,,,,,,,79.21412249994175,11.575851966682285,315.2225051725983,65.76866022012807,0,5604.25,5594.6655,5620.185,0.0088,0.0073,0.004,0,False,False,4.5751849798568465
48,9656165,2128130186069010944,14.892,0.833,5931,1.081,G2,9.82,0.5394,15,Y,Simbad,294.60974,46.35178,2128130186069010944,0.033111595,-0.013264656,294.60972180042523,46.351743814811364,0.9001879273869017,0.01722719,52.253906,-3.4264898252536784,-8.96503446968591,1.081037,3588.0522,14.879047,897.98926,13965.683568409222,1090.3304,1.2001395,0,2,0,1,0.8204479,0.32664013,0.4938078,,,,,,,79.2696704644726,11.82053409478877,314.9515764574153,65.99354158620902,0,5766.568,5757.2935,5776.8657,0.0951,0.08,0.0431,0,False,False,4.6507133149248325
49,9655917,2128131869696568960,14.899,0.837,5919,1.077,G2,9.08,0.2432,15,Y,Simbad,294.51007,46.37422,2128131869696568960,0.05219145,-0.013191223,294.51004970556096,46.374176686007104,0.9060170792643019,0.01682385,53.853134,-3.3916368384205473,-8.884640193957306,1.0272596,2621.5852,14.885316,704.96826,13925.574503411628,808.4341,1.2007251,0,0,0,0,0.82630444,0.32935143,0.496953,,,,,,,79.25810422039723,11.891991287640586,314.8194338042258,66.04201345890587,0,5630.1475,5596.908,5674.1714,0.0308,0.0258,0.0139,0,False,False,4.6709978181242775
50,9411496,2080057785357418240,14.949,0.84,5912,1.075,G2,10.04,0.4641,14,Y,Simbad,294.74171,45.90325,2080057785357418240,0.05028373,-0.015112877,294.74168549430146,45.903211632079156,0.8405818693624622,0.019743223,42.575718,-3.334399221219193,-8.558111728004649,0.9981943,2404.2312,14.933498,465.66553,13338.116115504068,541.9401,1.2009336,0,1,0,0,0.82899094,0.33065224,0.4983387,,,,,,,78.90491569303383,11.534264625522045,314.71310299990967,65.54636396314012,0,5717.8706,5674.601,5762.5205,0.0794,0.0666,0.0359,0,False,False,4.556398474603569
51,9594287,2128106477849445248,14.904,0.863,5840,1.056,G2,9.88,0.4857,15,Y,Simbad,294.29742,46.20767,2128106477849445248,0.029142128,-0.012526512,294.29740025596215,46.20762700845543,0.8880054662982402,0.01802892,49.254498,-3.3486243795990562,-8.786708442094291,1.0288675,4048.5996,14.891829,676.63086,14005.14857252933,1147.5331,1.202118,0,1,0,0,0.852129,0.34247684,0.50965214,,,,,,,79.03828182921929,11.947395413218924,314.3236201588544,65.94902318054771,0,5934.203,5911.767,5966.0283,0.1917,0.1609,0.0863,0,False,False,4.633906732861478
52,9716008,2128145785390512896,15.004,0.865,5833,1.054,G2,9.98,0.4072,15,Y,Simbad,294.20102,46.47677,2128145785390512896,0.04000206,-0.011423111,294.2009968518599,46.47672761085998,0.8762818250713887,0.016358072,53.56877,-3.4056653640866412,-8.870008424118506,0.966851,3091.7969,14.992851,567.49493,12858.341179062367,590.795,1.2093949,0,33,0,30,0.85602474,0.33810616,0.5179186,,,,,,,79.25298873335528,12.12836618498748,314.4409078547232,66.22212354917203,0,5747.1157,5733.71,5763.495,0.1603,0.1343,0.0722,2,True,False,4.706070277829184
53,9655424,2128108676873069952,14.915,0.873,5810,1.049,G5,9.68,0.3383,15,Y,Simbad,294.35075,46.31177,2128108676873069952,0.03586147,-0.011767387,294.3507282091746,46.31172919334953,0.8897629758439736,0.01872101,47.527508,-3.1234737843529956,-8.474774380433228,1.0318071,3134.3374,14.903736,360.3376,13937.280629100194,859.00055,1.2066923,0,0,0,0,0.8578415,0.3415556,0.5162859,,,,,,,79.15022183551838,11.961669683143574,314.50957576923804,66.02946721287282,0,5899.6187,5881.736,5922.656,0.2268,0.1905,0.1027,0,False,False,4.650107765745064
54,9532127,2128111975407524480,15.072,0.873,5808,1.049,G5,10.19,0.3753,15,Y,Simbad,294.18199,46.15364,2128111975407524480,0.0206351,-0.010333061,294.1819660234215,46.15360397810763,0.8923075291567013,0.02038701,43.768436,-3.2948892597839037,-8.799278530027156,1.0124757,1818.1608,15.06161,442.72226,12008.650712259076,526.05927,1.2015816,0,0,0,0,0.859602,0.34715176,0.5124502,,,,,,,78.95207779784607,11.99424707068536,314.090910979889,65.9315397462341,0,5488.7334,5474.2563,5507.8433,0.0136,0.0113,0.0061,0,False,False,4.814183009427614
55,9592579,2128072564788836096,15.049,0.873,5807,1.048,G5,10.44,0.6905,15,Y,Simbad,293.67014,46.29565,2128072564788836096,0.019528117,-0.009236336,293.67011988797185,46.29560835403538,0.8583450640755854,0.020512898,41.844166,-3.360139160740691,-8.835079525638381,1.1174043,3028.3901,15.039521,571.0591,12264.508914001062,679.30865,1.20184,0,0,0,2,0.8608961,0.3476448,0.5132513,,,,,,,78.91925828849087,12.374419127884307,313.4291811440163,66.20265199346368,0,5849.175,5828.238,5868.0835,0.1651,0.1381,0.074,0,False,False,4.707830787693048
56,9470987,2128099670319729408,15.169,0.88,5786,1.044,G5,9.68,0.1934,15,Y,Simbad,294.22704,46.09574,2128099670319729408,0.026860261,-0.0125665665,294.2270181286608,46.095697845639044,0.8947583662087445,0.021724869,41.185905,-3.349873446573356,-8.841697580329612,0.9265909,1881.4812,15.156057,455.00113,11086.355113314794,569.6507,1.2055641,0,8,0,0,0.8689556,0.34882164,0.520134,,,,,,,78.91370842119008,11.940217225265496,314.1043806787834,65.86598151460908,0,5629.217,5565.903,5749.893,0.1243,0.1037,0.0558,0,False,False,4.914586196989358
57,9655315,2128120840220460544,15.101,0.883,5777,1.042,G5,10.67,0.3633,15,Y,Simbad,294.31021,46.37066,2128120840220460544,0.045664895,-0.01163578,294.31018719315017,46.37061826246558,0.9040198372219215,0.019579694,46.1713,-3.4200507781265235,-8.83461927969022,1.0392104,2293.3523,15.088844,452.78873,11797.172498360354,631.39087,1.2038991,0,0,0,0,0.87299633,0.35260296,0.5203934,,,,,,,79.19094813243144,12.01328528324249,314.5050957483067,66.09464348426022,0,5750.635,5735.517,5765.625,0.1549,0.1292,0.0693,0,False,False,4.869734101590861
58,9716650,2128134549756166272,15.19,0.885,5771,1.04,G5,10.97,0.4127,15,Y,Simbad,294.44157,46.45849,2128134549756166272,0.022709332,-0.0093688965,294.44154848218346,46.458447879773644,0.8842912632144011,0.019600635,45.115437,-3.4978987587920036,-8.945718412673578,0.99658364,3218.4487,15.180925,490.95786,10845.315073160087,650.1363,1.2035209,0,2,0,0,0.8754854,0.3543501,0.52113533,,,,,,,79.3129360165125,11.972327390682787,314.7975268123439,66.13820628889079,0,5449.6924,5439.921,5473.7905,0.0089,0.0073,0.0039,1,True,False,4.913902040326601
59,9715987,2128122283329454208,15.141,0.887,5765,1.039,G5,10.53,0.2703,15,Y,Simbad,294.18883,46.45437,2128122283329454208,0.050694477,-0.013572693,294.1888047460652,46.45432907384611,0.8566937943478699,0.018057857,47.44161,-3.1932923114686447,-8.801961558686994,1.0019499,2397.7544,15.127399,492.91644,11417.429077734736,598.8467,1.2038356,0,1,0,0,0.8801031,0.356678,0.5234251,,,,,,,79.228667210066,12.125760819365713,314.3994162638818,66.20503067893642,0,5758.024,5729.9214,5821.19,0.2082,0.1741,0.0936,0,False,False,4.791527549597689
60,9655276,2128120702781491072,15.049,0.888,5763,1.038,G5,10.15,0.2139,15,Y,Simbad,294.29707,46.34698,2128120702781491072,0.021966986,-0.012579918,294.2970477499966,46.346945853743335,0.8740269030811755,0.018509675,47.22,-3.211974899801531,-8.898126742377034,0.9855825,2708.9116,15.036106,414.59546,12388.5625424692,728.4888,1.2038014,0,0,0,0,0.8740454,0.35328293,0.52076244,,,,,,,79.16516985759424,12.01066325022536,314.4610470754418,66.07664974582546,0,6043.82,6010.8965,6294.0845,0.3935,0.3316,0.1788,1,True,False,4.743730113065073
61,9716502,2128132694330246144,15.124,0.89,5757,1.036,G5,9.69,0.3416,15,Y,Simbad,294.3855,46.40084,2128132694330246144,0.055086438,-0.013180733,294.3854729540723,46.4008061097908,0.8758302773611109,0.019472482,44.977844,-3.4063574738650155,-8.744262670259591,1.0178281,2223.0012,15.111147,381.31686,11719.394576099394,408.62448,1.2191188,0,22,0,21,0.8764,0.34088516,0.53551483,,,,,,,79.24250346646333,11.98064883427322,314.652456166491,66.10122866762407,0,5425.498,5415.693,5445.8643,0.0087,0.0072,0.0039,1,True,False,4.823246700032133
62,9776546,2128148018773587200,15.127,0.892,5751,1.034,G5,10.58,0.5511,15,Y,Simbad,294.27177,46.58553,2128148018773587200,0.021784784,-0.011973381,294.2717515946178,46.585493999335135,0.8908275083873047,0.017751835,50.182274,-3.3016664318454643,-8.800693084429213,0.96762854,2632.5457,15.115271,555.15466,11533.122829502596,864.43225,1.2052664,0,0,0,0,0.87441254,0.35217,0.52224255,,,,,,,79.37473597470593,12.1339998901655,314.66102948225927,66.30179542377793,0,5750.6885,5738.0493,5764.0327,0.1584,0.1321,0.0709,1,True,False,4.864238711644822
63,9836149,2128198836827103616,15.147,0.9,5725,1.027,G5,10.41,0.3628,15,Y,Simbad,293.98156,46.68777,2128198836827103616,0.014961513,-0.009955406,293.9815370787618,46.68772674215497,0.8429818800935343,0.020533297,41.054386,-3.4644065925189307,-8.799953445833982,1.0305097,1820.9514,15.137414,426.98398,11343.41452713641,686.91644,1.2021269,0,0,0,0,0.89049625,0.36411858,0.5263777,,,,,,,79.37646613173617,12.357955951303236,314.30996690440764,66.47611820730312,0,5855.2344,5831.2075,5913.153,0.2882,0.241,0.1291,0,False,False,4.766505176374357
64,9896700,2128152760418078592,15.181,0.905,5710,1.022,G5,10.43,0.2606,15,Y,Simbad,294.21935,46.72357,2128152760418078592,0.052567944,-0.0120716095,294.21932950877675,46.723529287366965,0.8903565097886432,0.019920645,44.695168,-3.3781605112795585,-8.793321239226879,1.0099946,1684.1877,15.169281,388.82053,11067.505731446252,493.30283,1.2064472,0,1,0,4,0.89336586,0.3618555,0.53151035,,,,,,,79.48418123868426,12.228358275009338,314.71941161564274,66.4425112545545,0,5710.944,5664.9736,5813.2544,0.2071,0.1727,0.0927,0,False,False,4.917100697689788
65,9716955,2128133518964049920,15.26,0.906,5707,1.021,G5,11.03,0.403,15,Y,Simbad,294.55195,46.42463,2128133518964049920,0.036652084,-0.0106573105,294.5519234514275,46.42458638205314,0.9014677336056482,0.020966012,42.996624,-3.401591137642995,-8.85755520208088,0.96243316,2165.5625,15.24955,601.7906,10245.821659253737,856.503,1.2032417,0,0,0,0,0.8919735,0.36395168,0.5280218,,,,,,,79.31740391820972,11.889186359776549,314.9349938727612,66.07630685955093,0,5689.443,5630.348,5794.907,0.1951,0.1625,0.0872,0,False,False,5.024300798508925
66,10018969,2128527487723005184,15.278,0.907,5704,1.02,G5,11.48,0.5578,15,Y,Simbad,294.75439,46.94767,2128527487724909184,0.041332904,-0.011314392,294.75436665235515,46.94762769221721,0.8595664074097082,0.021284437,40.38474,-3.4871899090594987,-8.827293485333882,0.9984904,1680.2341,15.269245,388.02066,10075.962344267582,550.17896,1.2059121,0,0,0,1,0.8899727,0.36040688,0.5295658,,,,,,,79.85806369371406,12.003509901882614,315.7861652846054,66.49545644907748,0,5631.5474,5609.4214,5670.914,0.1411,0.1174,0.063,0,False,False,4.940642320461544
67,9777828,2128138054449629824,15.277,0.913,5686,1.015,G5,11.24,0.3175,15,Y,Simbad,294.73558,46.53002,2128138054451042176,0.0036627117,-0.011412621,294.7355569259074,46.529977391272,0.8892144682913897,0.019854413,44.786743,-3.4294566281699357,-8.662675733036256,0.948092,2195.9575,15.26816,342.40796,10105.342745364474,720.2355,1.2029494,0,1,0,0,0.90100384,0.36936188,0.53164196,,,,,,,79.47213116506948,11.824618697962169,315.32624217889247,66.1206939059829,0,5636.3604,5615.67,5656.549,0.1197,0.0993,0.0531,0,False,False,5.013192468496529
68,9838036,2128142933532501376,15.261,0.916,5675,1.012,G5,13.26,0.7145,13,S,Simbad,294.65531,46.69203,2128142933532501376,0.025935197,-0.012571335,294.6552869205655,46.691994564225624,0.8726650236354109,0.022397917,38.961884,-3.095301384269558,-8.97225192311801,1.0547203,2854.5144,15.248869,516.089,10418.871980990225,500.56165,1.2161344,0,0,0,1,0.90578365,0.3602581,0.54552555,,,,,,,79.59383461387115,11.947528193477734,315.3671205955442,66.2910409751708,0,5637.638,5611.103,5666.6753,0.1849,0.1538,0.0827,1,True,False,4.953106791347576
69,9095289,2127962819783332608,15.287,0.917,5673,1.011,G5,13.56,0.8035,15,S,Simbad,294.14948,45.42299,2127962819783332608,0.043012496,-0.01548481,294.14946212242137,45.4229537318434,0.8648866919966974,0.019407846,44.563766,-3.245750488186442,-8.709880306996247,1.0059562,2473.1245,15.2719345,391.363,10130.874651908087,766.8592,1.2089708,0,34,0,32,0.9035549,0.3653984,0.5381565,,,,,,,78.27592355931402,11.683725066904591,313.3431384614476,65.26900000917135,0,5718.4546,5695.859,5744.7188,0.2416,0.2011,0.1078,0,False,False,4.956730582648442
70,9718106,2080095615429775360,15.325,0.922,5657,1.006,G8,11.11,0.2655,15,Y,Simbad,294.96061,46.44977,2080095615429775360,0.05931376,-0.012954712,294.9605914034955,46.449727586865095,0.9019417786452542,0.019852689,45.431717,-3.438571292662223,-8.823858773704844,1.0275385,1889.2821,15.311902,343.05563,9749.791036386947,659.05383,1.2048364,0,2,0,0,0.9083643,0.3718691,0.5364952,,,,,,,79.47165949926669,11.650137067506046,315.5926584457014,65.98376311898063,0,5422.467,5379.5127,5533.9966,0.0477,0.0393,0.021,0,False,False,5.087794567454498
71,9593885,2128119087873695232,15.201,0.944,5589,0.986,G8,10.22,0.4332,15,Y,Simbad,294.16027,46.25703,2128119087873695232,0.044607237,-0.012148857,294.16025147865963,46.25698925168722,0.8997895212222455,0.018820798,47.808254,-3.3458006450391653,-8.59966533784636,1.0131203,2308.3284,15.1888685,528.6751,11040.188900104122,730.817,1.2101806,0,1,0,1,0.9250841,0.37666988,0.54841423,,,,,,,79.03945828412668,12.054333539041792,314.1587160491803,66.03230032043429,0,5715.7993,5694.1987,5745.444,0.298,0.2482,0.1339,1,True,False,4.959573178384053
72,9655172,2128120256104862464,15.413,0.948,5578,0.983,G8,11.11,0.2305,15,Y,Simbad,294.2624,46.31299,2128120256104862464,0.020133762,-0.014772415,294.2623831877314,46.31294552053346,0.8856509669171619,0.022680795,39.048496,-3.2779684670145732,-8.830520468037713,0.9759033,1655.4965,15.39773,416.2816,9148.5951479654,403.0248,1.2093707,0,1,0,1,0.9381933,0.38497257,0.55322075,,,,,,,79.12309889248141,12.016635907695914,314.3732634447357,66.05518572387315,0,5404.478,5366.587,5434.915,0.0953,0.0785,0.0421,0,False,False,5.134042879214121
73,9838215,2128139600637881472,15.575,0.966,5524,0.969,G8,11.71,0.4624,15,Y,Simbad,294.73009,46.62188,2128139600637881472,0.063405536,-0.012454987,294.7300649004487,46.62183713545408,0.8498831067039242,0.024089146,35.28075,-3.2853543578852253,-8.791294784934925,0.9754401,2517.391,15.5626745,446.256,7912.389289699465,443.58688,1.2098348,1,0,0,1,0.95469475,0.39414692,0.5605478,,,,,,,79.5538971319176,11.869880037282291,315.4113349828371,66.20595755910396,0,5470.8945,5444.833,5499.8574,0.1671,0.1376,0.0736,0,False,False,5.20947050623905
74,9531467,2128019994389145728,15.51,0.974,5501,0.963,G8,11.49,0.3041,15,Y,Simbad,293.94569,46.10753,2128019994389145728,0.04968322,-0.013881683,293.94566256630657,46.10748777869494,0.8785655996600388,0.02368371,37.095776,-3.513078664237966,-8.76779860116481,1.0117836,1880.935,15.496478,468.69833,8432.514524282204,457.462,1.2101254,0,2,0,2,0.96110153,0.39762592,0.5634756,,,,,,,78.83452192363362,12.119660048465052,313.6773394823052,65.95438933118501,0,5393.92,5351.6973,5433.1523,0.1245,0.1022,0.0546,0,False,False,5.215349052801532
75,9957187,2128158601573673728,15.414,0.978,5486,0.959,G8,10.93,0.3486,15,Y,Simbad,294.28048,46.81317,2128158601573673728,0.16246574,0.002541542,294.28046149694376,46.81313083299305,0.5318057413259881,0.08675376,6.1300597,-3.5093875371102423,-9.624932955016801,3.7748477,717.93585,15.416385,354.19193,9493.245348025097,484.36838,1.2610539,0,1,0,2,0.9702492,0.35822296,0.6120262,,,,,,,79.58533408875067,12.231353792929644,314.9070056542406,66.5071250756416,0,5176.395,5166.7617,5214.789,0.0087,0.0071,0.0038,0,False,False,4.045149805081628
76,9776909,2128146713103563264,15.531,0.981,5480,0.958,G8,11.84,0.3286,12,Y,Simbad,294.40586,46.52611,2128146713103563264,0.0061304974,-0.010362625,294.40583660335676,46.526067459207994,0.8690142275369857,0.022588573,38.47141,-3.2939556064293574,-8.84433332332408,1.0175358,2455.4092,15.520382,267.6119,8404.201970360624,374.07462,1.2313498,0,1,0,1,0.9644108,0.38068295,0.58372784,,,,,,,79.36316634430035,12.024890029466304,314.8100919049484,66.20997753606923,0,5475.188,5446.187,5501.18,0.2021,0.1663,0.089,1,True,False,5.2155163614609705
77,9656555,2080096886739921152,15.588,0.982,5477,0.957,G8,15.08,0.0,1,S,Simbad,294.77504,46.35792,2080096886739921152,0.033323746,-0.01204586,294.77502002916356,46.35788060048844,0.877952811415013,0.022464855,39.08117,-3.625178590484463,-8.618471705877969,0.97026587,3443.6787,15.576204,366.5344,7850.318782504222,715.11206,1.2122304,0,0,0,1,0.96149635,0.3959694,0.56552696,,,,,,,79.32843319258119,11.721821335318863,315.21352958367663,65.95258353804867,0,5259.9844,5232.4365,5290.7695,0.0436,0.0356,0.0191,0,False,False,5.29356016936153
78,9287620,2079958966750150272,15.632,0.985,5465,0.954,G8,12.17,0.0,1,Y,Simbad,294.46588,45.74018,2079958966750150272,3.0071652,0.08418083,294.4658553656534,45.74014099098963,1.9284577780868708,0.4755507,4.0552096,-1.2429242655549344,-7.637915591571234,18.022972,229.81679,15.715974,400.2899,7997.634417337158,787.9255,1.3967036,0,2,0,0,0.9763794,0.2508974,0.725482,,,,,,,78.6671829135552,11.630719453055574,314.13084223640845,65.47366871385096,0,,,,,,,0,False,True,7.14202452808764
79,9469735,2128018379481370880,15.585,0.986,5464,0.954,G8,9.62,0.3344,15,Y,Simbad,293.77886,46.00651,2128018379481370880,0.04261135,-0.010372162,293.7788360785466,46.00647327165173,0.9062864593172643,0.024024898,37.7228,-3.404552326515452,-8.895547905153975,0.9720574,1357.4578,15.574237,287.12543,7901.9197031031035,496.873,1.2116524,0,2,0,1,0.9751816,0.4045086,0.570673,,,,,,,78.68903851540398,12.177781676315643,313.31878604058693,65.90724742915603,0,5503.2793,5465.7817,5537.2544,0.1941,0.1592,0.085,0,False,False,5.360564326393057
80,9471316,2128098746908279680,15.561,0.989,5454,0.951,G8,11.8,0.5301,15,Y,Simbad,294.33959,46.06007,2128098746908279680,0.034289777,-0.018860817,294.3395662542482,46.0600262088982,0.8632701556692117,0.025780648,33.4852,-3.349423312832442,-8.962650664347475,1.0257959,1235.3019,15.54188,250.37457,8115.992998804819,466.4482,1.2093914,0,0,0,1,0.9720144,0.40467644,0.567338,,,,,,,78.91735245567806,11.85445563982564,314.24438321817087,65.80208448780897,0,5460.6655,5434.253,5501.4336,0.1465,0.1201,0.0641,1,True,False,5.222613289262441
81,9777281,2128140253472804736,15.559,0.99,5451,0.95,G8,11.26,0.3377,14,Y,Simbad,294.54155,46.5237,2128140253472804736,0.034425084,-0.00039577484,294.5415304876826,46.52365929195431,0.7735883946397587,0.024790449,31.205097,-3.64121391052753,-8.637940166262004,1.1358755,1738.8807,15.558676,418.80933,8188.679837429469,416.47604,1.2348384,0,2,0,0,0.9814024,0.38758755,0.59381485,,,,,,,79.4042690041278,11.940594116925102,315.0187767497504,66.16966943347529,0,5273.7676,5248.6484,5302.351,0.1059,0.0866,0.0465,0,False,False,5.001225495217286
82,9776413,2128146335146361856,15.495,0.999,5425,0.944,G8,9.88,0.2627,15,Y,Simbad,294.22916,46.52997,2128146335146361856,0.057289016,-0.008769035,294.22914065301444,46.52992859105878,0.9003249486860655,0.026061293,34.546444,-3.2485456141171243,-8.903649717397295,1.2780057,1988.3907,15.486079,422.73935,8618.040840313879,490.57797,1.2144073,0,0,0,2,0.9838505,0.4071455,0.576705,,,,,,,79.31049236950165,12.13507334732874,314.538353390882,66.26292131318306,0,5535.0815,5521.4185,5558.5713,0.279,0.2295,0.1232,0,False,False,5.2580756407044635
83,9655609,2128108024038073216,15.656,1.001,5420,0.943,G8,11.02,0.4898,15,Y,Simbad,294.40948,46.32055,2128108024038073216,0.02807435,-0.015715599,294.4094591557553,46.32051033246015,0.8890976135025198,0.023963409,37.1023,-3.4027194351299337,-8.690918981912503,0.95259905,1685.9318,15.640581,288.9463,7505.84023587678,480.297,1.2153474,0,0,0,2,0.9927349,0.41155052,0.5811844,,,,,,,79.17701684417892,11.929492799268921,314.60962464739873,66.02110762730574,0,5493.714,5463.037,5519.5454,0.2732,0.2241,0.1197,1,True,False,5.385328353595543
84,9656371,2080090667627204736,15.668,1.007,5402,0.938,K0,10.9,0.3827,15,Y,Simbad,294.69822,46.30191,2080090667627204736,0.049966108,-0.015500069,294.6982022483667,46.301866903645745,0.8492331067338921,0.026066981,32.578884,-3.452486905243334,-8.897840222480156,1.0363492,1544.1904,15.652377,274.2013,7422.645490292948,428.69696,1.213511,0,13,0,14,0.9960098,0.41513157,0.58087826,,,,,,,79.2527923111042,11.743411611958516,315.03868577463135,65.9231040497941,0,5437.2817,5278.692,5477.557,0.2231,0.1828,0.0975,1,True,False,5.297511710990689
85,9654627,2128122420768295808,15.731,1.009,5396,0.937,K0,11.11,0.2504,14,Y,Simbad,294.0652,46.30262,2128122420768295808,0.0413703,-0.008264542,294.06518329370044,46.30258571565723,0.865052627964615,0.02457513,35.20033,-3.3065403814795626,-8.777587937019742,1.0384998,2325.8765,15.722404,381.8402,6955.959592668611,686.1743,1.2114837,0,0,0,0,0.9992933,0.41889286,0.58040047,,,,,,,79.05080219065961,12.133536892722216,314.05533756714095,66.10039862402017,0,5381.604,5358.5,5401.8057,0.2028,0.1657,0.0882,1,True,False,5.407616175418406
86,9595006,2128128055765212416,15.735,1.014,5382,0.933,K0,11.02,0.3848,15,Y,Simbad,294.54528,46.27617,2128128055765212416,0.031014994,-0.009557724,294.5452588154866,46.27612904127776,0.838063652133836,0.025658669,32.662006,-3.4861040290485126,-8.815127388106074,1.0024127,1574.3967,15.725706,317.11597,6929.5254314932,490.44983,1.2124554,0,1,0,1,0.9951172,0.41554832,0.57956886,,,,,,,79.18017677874239,11.82574712465227,314.7762427183015,65.94253622473022,0,5419.985,5398.0522,5445.015,0.2341,0.1915,0.1021,1,True,False,5.342091126316133
87,9469908,2128020166187804288,15.8,1.028,5343,0.923,K0,10.98,0.18,14,Y,Simbad,293.84396,46.04814,2128020166187804288,0.03220628,-0.017392159,293.8439353881137,46.04810301276035,0.8725829708359136,0.027163617,32.123226,-3.3506214351065875,-8.822806332932705,0.9698498,1726.1677,15.782122,322.1642,6620.61932122086,549.27954,1.2105918,0,0,0,0,1.0162554,0.42978287,0.5864725,,,,,,,78.74783555537267,12.156044633633307,313.460767211784,65.9277288024172,0,5410.721,5358.771,5510.8677,0.1947,0.1586,0.0843,0,False,False,5.486155323948214
88,9469760,2128018826157984512,15.762,1.033,5330,0.92,K0,11.08,0.5434,15,Y,Simbad,293.79087,46.03671,2128018826157984512,0.014270398,-0.0050287247,293.7908466966485,46.03666970929757,0.862613387930172,0.025480455,33.853924,-3.3982473555898984,-8.904935217932238,0.92780954,1689.7773,15.75752,317.87756,6790.469242654052,476.34665,1.2134933,0,2,0,1,1.017004,0.42763042,0.5893736,,,,,,,78.72047862116047,12.183856846632061,313.3666781672579,65.93173278254616,0,5288.589,5257.3286,5326.803,0.1265,0.1026,0.0545,1,True,False,5.436600692976784
89,9716177,2128121218177579392,15.966,1.065,5241,0.898,K0,11.11,0.3808,14,Y,Simbad,294.25981,46.41553,2128121218177579392,0.027763778,-0.01396656,294.2597898793007,46.41549218841618,0.850377276140959,0.030437194,27.938755,-3.2276506890925734,-8.844679949051116,1.0674868,1892.0371,15.952182,383.4491,5769.605648200371,481.7469,1.2164953,0,2,0,1,1.0548477,0.44769573,0.607152,,,,,,,79.21580643116882,12.06457692238897,314.4713541171519,66.14973739167006,0,5050.699,5026.441,5078.737,0.0593,0.0477,0.0254,0,False,False,5.6002400481690096
90,9838358,2128514053065223808,15.942,1.066,5238,0.897,K0,11.11,0.5126,13,Y,Simbad,294.78814,46.61189,2128514053065223808,0.03235943,-0.009801865,294.78812010240193,46.61185477548926,0.8930035108908722,0.028751299,31.05959,-3.403194310828015,-8.667369046038868,0.91461056,2435.247,15.931877,330.94348,5880.8490686080995,454.0901,1.2201843,0,0,0,0,1.0476246,0.4400425,0.6075821,,,,,,,79.56341308986435,11.82984185972304,315.49111215568075,66.18040766036528,0,5003.304,4992.735,5028.16,0.0118,0.0095,0.005,0,False,False,5.686142967949433
91,9716378,2128145304354240128,16.004,1.082,5193,0.887,K0,11.34,0.5629,13,Y,Simbad,294.33819,46.48042,2128145304354240128,0.031152168,-0.014323235,294.3381718517032,46.48037829565341,0.9368324190438472,0.0281171,33.318954,-3.3463785775746873,-8.676866821361392,1.0069184,2174.2256,15.989503,264.56808,5601.162019909292,468.03098,1.2184424,0,16,0,16,1.0635195,0.4512167,0.6123028,,,,,,,79.29995414741947,12.045738018527791,314.65861429194933,66.18718211406039,0,5147.383,5121.901,5171.157,0.1527,0.1231,0.0655,1,True,False,5.847812462126402
92,9655435,2128132586950838912,15.989,1.086,5185,0.885,K0,11.98,0.38,14,Y,Simbad,294.35376,46.37117,2128132586950838912,0.05682123,-0.011312485,294.35373551931275,46.37113424706804,0.9454810922891973,0.028454848,33.227417,-3.4910253728305753,-8.807665783350188,1.0442128,1909.459,15.977935,315.9665,5682.03628239881,646.0604,1.2215544,0,1,0,1,1.0666466,0.45034695,0.6162996,,,,,,,79.20532327743015,11.986725452732005,314.5734131572708,66.08296542646973,0,5127.401,5102.6567,5155.024,0.1676,0.135,0.0718,0,False,False,5.856199078621676
