Seq,KIC,dr2_source_id,Gmag,BP-RP,Teff,Mass,SpT,Per,e_Per,NQ,f_Seq,Simbad,_RA,_DE,dr3_source_id,angular_distance,magnitude_difference,ra,dec,parallax,parallax_error,parallax_over_error,pmra,pmdec,ruwe,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_mean_flux_over_error,phot_rp_mean_flux,phot_rp_mean_flux_over_error,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_method_used,rv_expected_sig_to_noise,vbroad,vbroad_error,l,b,ecl_lon,ecl_lat,non_single_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,azero_gspphot,ag_gspphot,ebpminrp_gspphot,nbhr_count,flag_nbhr_count,flag_bad_gaiamatch,M_G
146,9956996,2128208144016975488,17.313,1.517,4355,0.701,K5,12.76,0.0,1,Y,Simbad,294.20888,46.88397,2128208144016975488,0.028327074,-0.020103455,294.20886000566213,46.88393024904958,1.0581757909299054,0.065638214,16.121338,-3.304048757999997,-8.902006529665965,0.91969854,1077.3494,17.292685,117.69955,1978.9240181627092,202.65599,1.2446948,0,1,0,0,1.4972725,0.7114105,0.78586197,,,,,,,79.62745851979443,12.306960120325172,314.8678160445968,66.5917857188876,0,4186.9307,4176.2676,4199.3315,0.0056,0.0041,0.0022,1,True,False,7.415473662401213
147,9470057,2128019307193856768,17.125,1.518,4353,0.701,K5,12.88,0.0759,2,Y,Simbad,293.90388,46.03354,2128019307193856768,0.047423866,-0.004283905,293.9038567808798,46.03349741416986,1.0047071716634697,0.1037467,9.684233,-3.5239912414225874,-8.928601485419119,1.8054825,826.72565,17.120615,149.22382,2384.3709537431855,227.75804,1.2872834,0,0,0,1,1.4768009,0.66064644,0.8161545,,,,,,,78.75358675705897,12.112320665632167,313.54030156345976,65.89790020439082,0,4365.1235,4299.924,4452.0894,0.1791,0.1342,0.0712,0,False,False,7.130812516953819
148,9655054,2128121389977163904,17.378,1.528,4340,0.698,K5,13.66,0.5414,6,Y,Simbad,294.21613,46.36063,2128121389977163904,0.046241347,-0.019565582,294.2161123253716,46.36058872232349,0.967422292459443,0.060493972,15.992044,-3.4485039933738166,-8.884363839720876,1.0429255,1211.3702,17.358128,82.499306,1893.162786948571,191.53592,1.2578303,0,2,0,1,1.5170383,0.71383667,0.8032017,,,,,,,79.15180083082986,12.066660809809502,314.3484784975368,66.1116611686826,0,4466.768,4454.9546,4480.3296,0.3208,0.24,0.1263,0,False,False,7.286208047402784
149,9897266,2128156673128579328,17.483,1.555,4305,0.689,K5,12.99,0.2186,5,Y,Simbad,294.42409,46.77037,2128156673128579328,0.04763439,-0.0228405,294.4240647619796,46.7703287886695,0.8615008937344657,0.065688655,13.114912,-3.3756193871447824,-8.710510453183385,1.0281699,1137.6743,17.459997,99.8958,1735.2083372541879,188.22046,1.2514856,0,1,0,1,1.5603828,0.7499027,0.8104801,,,,,,,79.5916886957768,12.124302795756197,315.08747487828276,66.42771194489053,0,4496.1284,4482.6226,4505.691,0.46,0.3437,0.1807,2,True,False,7.13627583876478
150,9530907,2128066998511354880,17.5,1.565,4292,0.686,K5,12.96,0.0,1,Y,Simbad,293.70925,46.12375,2128066998511354880,0.026735319,-0.02255249,293.70923091656397,46.123713874664865,0.8882451962463837,0.06546314,13.56863,-3.483769801360085,-8.934219943122248,1.0252361,1101.629,17.477303,70.25532,1736.0798824142403,117.263695,1.2701265,0,2,0,1,1.5665798,0.7382488,0.828331,,,,,,,78.77419864529942,12.273441066287173,313.3229906051972,66.03403394567249,0,4476.703,4458.397,4494.9834,0.4551,0.3394,0.1787,0,False,False,7.2199668884831745
151,9594284,2128108436354871936,17.565,1.566,4291,0.686,K5,13.32,0.4442,8,Y,Simbad,294.29581,46.29648,2128108436354871936,0.12517577,-0.024438858,294.295792100417,46.29644194649372,0.9310967070682964,0.07065272,13.178496,-3.332895247322681,-8.808671392893604,1.0147017,1108.6,17.540369,87.649925,1661.0523442541862,186.68526,1.2855276,0,0,0,0,1.5735607,0.73012924,0.8434315,,,,,,,79.11872309091038,11.98858740226832,314.40891610635873,66.03078366615159,0,4289.51,4272.5835,4304.1797,0.3222,0.2388,0.1266,1,True,False,7.385342987404105
152,9471304,2128098712548536320,17.398,1.572,4284,0.684,K5,10.87,0.0,1,R,Simbad,294.33508,46.05083,2128098712548536320,0.023312736,-0.022937775,294.33505867588383,46.050795192317395,1.0639231690755797,0.06457495,16.475788,-3.6509212709908194,-8.959910693652564,1.0209872,1208.9503,17.374697,88.26165,1895.6823748773634,191.53674,1.2683946,0,1,0,1,1.5472298,0.7260151,0.8212147,,,,,,,78.9074966825335,11.853055990413722,314.22838517287727,65.79487445313954,0,4302.018,4289.352,4318.4873,0.2327,0.1732,0.0917,0,False,False,7.50924806473053
153,9836401,2128197904814375808,17.471,1.579,4275,0.682,K5,12.79,0.3478,3,Y,Simbad,294.07101,46.69029,2128197909115389568,0.007955795,-0.019239426,294.07099006609104,46.69025099373046,0.9223291717168332,0.06565663,14.04777,-3.195872343793668,-8.79940905402517,1.0137326,1272.5111,17.450432,95.62733,1769.245645379858,220.88864,1.2722896,0,2,0,3,1.5385933,0.71658707,0.8220062,,,,,,,79.40694893922796,12.304246336111733,314.4529908260827,66.45353807100659,0,4446.974,4430.3896,4465.6377,0.3334,0.2488,0.1314,0,False,False,7.274861548017116
154,9836918,2128151695265618944,17.564,1.582,4271,0.681,K5,12.04,0.3328,5,Y,Simbad,294.25923,46.66406,2128151695265618944,0.06194181,-0.022993088,294.25920899381157,46.66402482390636,0.7691659570280407,0.066366516,11.589669,-3.3433678605895927,-8.698982089810753,0.9749386,1181.749,17.541357,99.933495,1633.9106830027044,233.79916,1.265045,0,0,0,0,1.5754356,0.7489033,0.82653236,,,,,,,79.44244996240666,12.177120714527232,314.7211361449092,66.37702458401648,0,4434.02,4417.8257,4450.0464,0.3819,0.2844,0.1499,1,True,False,6.971457311879929
155,9837294,2128153619411014400,17.558,1.585,4267,0.68,K5,13.16,0.3089,5,Y,Simbad,294.39789,46.63576,2128153619411014400,0.029128077,-0.022953033,294.39787266659505,46.635721725053536,0.960298270039082,0.06628739,14.486892,-3.342595244630649,-8.884161762696644,1.0523677,1120.6362,17.535303,85.55429,1640.2496649751574,245.69923,1.2603338,0,0,0,0,1.5831108,0.7584286,0.82468224,,,,,,,79.46060847356652,12.07941541248662,314.90887237731675,66.31231374644086,0,4433.1,4416.332,4449.3623,0.4073,0.3029,0.1602,0,False,False,7.447333848296797
156,9776201,2128149668040979456,17.611,1.596,4253,0.677,K5,12.79,0.0,1,Y,Simbad,294.15951,46.59167,2128149668040979456,0.0481943,-0.02325058,294.1594897211165,46.59162788318423,0.8780949478015196,0.06350108,13.828032,-3.234367722520383,-8.883691073807274,1.0486078,1180.022,17.588112,75.20566,1574.2249080881163,190.22745,1.2681074,0,2,0,0,1.5884438,0.7555599,0.83288383,,,,,,,79.34475814902828,12.205631000211529,314.49170395059906,66.33874201695589,0,4373.809,4356.371,4391.365,0.3271,0.2422,0.1288,0,False,False,7.30581926948226
157,9593943,2128118327657867776,17.622,1.598,4250,0.676,K5,13.16,0.0,1,Y,Simbad,294.18092,46.24495,2128118327657867776,0.061672635,-0.023265839,294.18090415661595,46.244908079462064,0.7786616445864888,0.06802383,11.446896,-3.3049351569691288,-8.693091991940513,1.0349938,1090.4048,17.598549,54.31573,1515.3818015969143,134.15656,1.2230996,0,3,0,1,1.617876,0.81591797,0.8019581,,,,,,,79.03502593589991,12.036136794853398,314.17899816033326,66.01550790319135,0,4473.173,4457.8535,4489.136,0.5311,0.3952,0.2077,0,False,False,7.055292802613339
158,9656537,2080097195977577472,17.545,1.653,4185,0.66,K7,13.35,0.1459,3,Y,Simbad,294.76569,46.38278,2080097195977577472,0.047190562,-0.021348953,294.7656670964983,46.38274298224264,0.8179417391711845,0.0638735,12.805651,-3.459055098446149,-8.54131681286798,1.0093957,1190.0588,17.523975,116.19377,1697.7174572163428,239.31409,1.2710844,0,2,0,2,1.6431255,0.7923813,0.85074425,,,,,,,79.34800452112377,11.738926325804012,315.22405064074724,65.97790986873761,0,4321.328,4303.5723,4335.5215,0.3427,0.2524,0.1346,0,False,False,7.087587225282499
159,9533567,2080088537323743360,17.77,1.662,4175,0.658,K7,13.65,0.0,1,Y,Simbad,294.70032,46.18834,2080088537323743360,0.03904091,-0.0227108,294.70029860051113,46.18830399068715,0.8114324787522467,0.07696841,10.54241,-3.389374266103687,-8.675809175501296,0.9769145,1000.14197,17.7475,48.047997,1377.9084309904692,185.55435,1.2687521,0,3,0,3,1.6391525,0.7914982,0.84765434,,,,,,,79.15029434371677,11.690250918876744,314.9289732427324,65.81876256897817,0,4320.854,4296.1885,4362.6895,0.5379,0.3962,0.2104,2,True,False,7.293761400830398
160,9594614,2128107783519544448,17.813,1.706,4124,0.646,K7,12.44,0.0,1,Y,Simbad,294.4074,46.25768,2128107783519544448,0.030886589,-0.028366089,294.4073817962906,46.257638442292304,0.8993519982745616,0.074391484,12.089448,-3.4438219193860573,-8.828713456834988,0.9563692,1041.0082,17.784739,64.36675,1342.4659990277726,168.085,1.2590859,0,1,0,2,1.7030602,0.84645844,0.8566017,,,,,,,79.11908763577964,11.90224933473692,314.54396323693754,65.96417550890538,0,4400.4297,4391.773,4410.4614,0.6293,0.4636,0.2453,0,False,False,7.55438706042918
161,9895707,2128202410239878784,17.869,1.716,4114,0.643,K7,14.05,0.0,1,Y,Simbad,293.87223,46.76518,2128202410239878784,0.050259303,-0.023496628,293.8722053840162,46.765141548150204,0.8915187176479812,0.079391815,11.229353,-3.307189304550168,-8.788721163864837,0.98348904,911.0371,17.845911,63.177006,1293.3741135088885,153.19514,1.284989,0,0,0,1,1.6978245,0.8204994,0.87732506,,,,,,,79.41302317582957,12.45961758660259,314.2166536361559,66.57725320608512,0,3953.828,3920.8757,3987.74,0.1408,0.1021,0.0549,1,True,False,7.5965633546172775
162,9717490,2080097260396182016,17.945,1.737,4090,0.637,K7,13.91,0.0926,2,Y,Simbad,294.7424,46.40373,2080097260396182016,0.06814454,-0.024036407,294.74237702676595,46.4036895985485,0.725224517835861,0.075909205,9.553842,-3.434652925741794,-8.825017801700403,0.9766307,959.92224,17.921478,73.04603,1212.8795368002563,165.35033,1.2841576,0,2,0,1,1.7225723,0.8394451,0.8831272,,,,,,,79.35953949991574,11.762785342764257,315.2091047773473,66.00359660502667,0,4200.279,4179.215,4222.6733,0.4984,0.3639,0.195,1,True,False,7.223840661321198
163,9716651,2128134511096352640,18.135,1.768,4058,0.63,K7,14.43,0.0,1,Y,Simbad,294.44162,46.44391,2128134511096352640,0.11497534,-0.027853012,294.4415989347178,46.44387247998086,1.0730580480169725,0.09140673,11.739377,-3.342528595428018,-8.694256579551784,0.9705887,837.063,18.106745,48.98721,1071.7627597778762,137.59088,1.3314661,0,0,0,0,1.7681179,0.8340225,0.9340954,,,,,,,79.2996732412513,11.96568605385759,314.7829538440844,66.12487694247719,0,3701.6523,3681.8171,3727.1719,0.0769,0.0547,0.0295,0,False,False,8.259860846948461
164,9656400,2128129632013326976,18.035,1.77,4055,0.629,K7,14.43,0.0,1,Y,Simbad,294.7103,46.36494,2128129632013326976,0.09775848,-0.026397705,294.710281329835,46.36490029090217,1.1723456999380937,0.08399663,13.957056,-3.295932601313927,-8.868182576707408,0.98094034,947.6074,18.008463,40.766525,1118.129756755488,142.49416,1.264432,0,1,0,1,1.7831879,0.9013901,0.8817978,,,,,,,79.31396317995598,11.764769808793359,315.1204660947031,65.97725209972957,0,3976.6213,3831.8066,4005.7847,0.322,0.2326,0.126,0,False,False,8.353741379982845
165,9716098,2128122042811294208,18.133,1.784,4041,0.626,K7,14.43,0.0,1,Y,Simbad,294.23424,46.43055,2128122042811294208,0.11301985,-0.031373978,294.23421995526894,46.43051126368601,1.0233584490706928,0.09335469,10.962047,-3.316662370762363,-8.755965214308139,1.0487459,884.7887,18.101397,40.630432,1054.8697219241183,120.0974,1.2969291,0,2,0,0,1.7918034,0.88030434,0.911499,,,,,,,79.22136945476994,12.087086002701783,314.4464836783536,66.17059896973016,0,3795.7642,3755.4849,3872.3962,0.167,0.1193,0.0646,0,False,False,8.151535458392852
166,9595606,2080089976131469568,18.22,1.835,3988,0.616,K7,14.43,0.0,1,Y,Simbad,294.77004,46.28205,2080089976131469568,0.051054943,-0.027158737,294.77001864456133,46.28201245329869,0.8273764652831233,0.09675428,8.551316,-3.337940930934259,-8.853621554299199,0.9963645,789.4304,18.19287,45.40964,968.3918711452117,152.72742,1.294047,0,3,0,0,1.7959137,0.88581276,0.91010094,,,,,,,79.25791625094993,11.690199140265445,315.12985049087547,65.88474470483247,0,3653.937,3647.678,3663.6587,0.0069,0.0049,0.0026,0,False,False,7.781385002562143
167,9836690,2128152068923234432,18.234,1.836,3987,0.616,K7,14.2,0.0,1,Y,Simbad,294.16812,46.64242,2128152068923234432,0.12006331,-0.023799896,294.1681027378739,46.642384842314286,0.9079819926291319,0.10234968,8.87137,-3.5328094363472524,-8.850136582468057,1.072722,743.5864,18.209839,36.83863,967.7870387490638,83.95228,1.2871267,0,2,0,3,1.8880291,0.9616356,0.9263935,,,,,,,79.39385559828018,12.22319832073361,314.5565897482268,66.38272323770327,0,3642.6072,3623.1301,3695.8936,0.0675,0.0476,0.0259,0,False,False,8.000225044928662
168,9654921,2128119706349010944,18.365,1.933,3891,0.598,M0,14.34,0.0,1,Y,Simbad,294.17034,46.31419,2128119706349010944,0.12799372,-0.03312874,294.17031650774106,46.314151978977144,1.1044477712472038,0.11973525,9.224082,-3.3642554219372056,-9.028808612925731,1.065442,656.0222,18.332256,26.88304,865.6740231440484,130.01782,1.2725905,0,0,0,0,1.948185,1.0204372,0.9277477,,,,,,,79.09483316709114,12.073917471841119,314.23093346361145,66.0818686149769,0,4215.185,4196.734,4250.1113,0.8354,0.5991,0.325,0,False,False,8.547982232818526
169,9655977,2128128910458794112,18.438,1.939,3885,0.597,M0,15.15,0.0,1,Y,Simbad,294.53971,46.35367,2128128910458794112,0.13131815,-0.023555756,294.5396947630459,46.35362776793214,1.032414280830292,0.10825739,9.536663,-3.3938694061935033,-8.936406887305665,0.94987553,668.9943,18.406862,32.047997,819.0768382193241,97.62655,1.295083,0,0,0,0,1.9281597,0.9858818,0.9422779,,,,,,,79.24890543780957,11.86442812673815,314.844885872979,66.01492416764516,0,3713.0007,3629.0544,3910.9868,0.1886,0.1329,0.0732,0,False,False,8.476132275285485
170,9655330,2128108981810511616,18.377,2.001,3827,0.583,M0,15.96,0.0,1,Y,Simbad,294.31637,46.33779,2128108981810511616,0.082857564,-0.035726547,294.31634787943693,46.337752260015975,0.9418227858745308,0.11758456,8.009749,-3.052414993284741,-8.777431153220219,1.0663844,713.64026,18.341705,27.602781,952.1004466984335,143.50531,1.3663859,0,0,0,0,2.1179142,1.0773983,1.0405159,,,,,,,79.16295128579432,11.99462153312842,314.4819506953558,66.06286017603225,0,3638.606,3606.2568,3661.3245,0.4064,0.2797,0.1627,0,False,False,8.211551288687161
171,9837752,2128143478993406592,18.931,2.1,3740,0.558,M1,10.55,0.0,1,R,Simbad,294.55397,46.68292,2128143478993406592,0.01282646,-0.042497635,294.55395215463085,46.682881181751625,1.0721953787635696,0.16239847,6.60225,-3.5462865348329236,-8.934069419218044,0.99644715,509.3153,18.888132,23.223776,553.0045034948351,75.07014,1.3301034,0,1,0,1,2.0474129,1.050354,0.99705887,,,,,,,79.55323892067388,12.005304662643576,315.2001927968804,66.3113805008097,0,3368.274,3355.4692,3389.3306,0.0179,0.0122,0.0069,1,True,False,9.039501750606865
