Seq,KIC,dr2_source_id,Gmag,BP-RP,Teff,Mass,SpT,Per,e_Per,NQ,f_Seq,Simbad,_RA,_DE,dr3_source_id,angular_distance,magnitude_difference,ra,dec,parallax,parallax_error,parallax_over_error,pmra,pmdec,ruwe,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_mean_flux_over_error,phot_rp_mean_flux,phot_rp_mean_flux_over_error,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_method_used,rv_expected_sig_to_noise,vbroad,vbroad_error,l,b,ecl_lon,ecl_lat,non_single_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,azero_gspphot,ag_gspphot,ebpminrp_gspphot,nbhr_count,flag_nbhr_count,flag_bad_gaiamatch,M_G
16,9655730,2128131216861484928,13.895,0.672,6369,1.226,F5,2.06,0.0787,15,Y,Simbad,294.44737,46.31283,2128131216861484928,0.078357086,-0.013777733,294.44735065279974,46.31279017121495,0.8936531939131717,0.012004149,74.44536,-3.3631667790244055,-8.729526493889836,1.0127455,4694.406,13.8813,1129.9689,32348.2461195784,1675.1797,1.185449,0,0,0,0,0.6647682,0.25673676,0.40803146,6.7129965,14.129139,2,4.7915373,-1,-1,79.18212327818982,11.90266860185713,314.6608089046897,66.00345802606289,0,6506.8735,6485.056,6526.5,0.195,0.1693,0.0913,0,False,False,3.637145031886792
33,9775854,2128126165979845376,14.278,0.746,6189,1.166,F8,4.56,0.1771,10,Y,Simbad,294.03586,46.51199,2128126165979845376,0.04083242,-0.011993408,294.03583886539207,46.51194725352525,0.8838429915579176,0.012757205,69.28187,-3.3369050269168175,-8.945612722982942,1.0062518,4346.3315,14.265558,867.5275,23584.688454228803,1319.8442,1.192878,1,0,0,1,0.737298,0.2880602,0.44923782,17.445297,19.743607,2,5.4117103,-1,-1,79.23281012524939,12.245749619502972,314.2178422002142,66.30025199854619,0,6066.7637,6041.259,6093.092,0.1023,0.0874,0.0471,0,False,False,3.9974338554412796
