EPIC,Gaia,2MASS,RAdeg,DEdeg,Prot,C5Prot,C5Power,C5SProt,C5SPower,C5Clean,C5Q,C5Rvar,C5thresh,C5SNR,C16Prot,C16Power,C16SProt,C16SPower,C16Clean,C16Q,C16Rvar,C16thresh,C16SNR,C18Prot,C18Power,C18SProt,C18SPower,C18Clean,C18Q,C18Rvar,C18thresh,C18SNR,QFClean,Multi,Neigh,Harm,LCEvol,Previous,Bin,EPIC_t4,2MASS_t4,RAdeg_t4,DEdeg_t4,pmRA,pmDE,e_pmRA,e_pmDE,plx,e_plx,D,e_D,epsi,sepsi,RUWE,Bp-Rp,Gmag,Ksmag,RVel,e_RVel,Flag,dPM,dCMD-B-R,dCMD-grp,dRV,Multi_t4,AstBin,PhoBin,LitBin,WideBin,Binary,Tail,k2data,Teff,Mass,SpType,Prot_t4,QFClean_t4,Previous_t4,LCEvol_t4,dr3_source_id,ra,dec,parallax,parallax_error,parallax_over_error,pmra,pmdec,ruwe,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_mean_flux_over_error,phot_rp_mean_flux,phot_rp_mean_flux_over_error,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_method_used,rv_expected_sig_to_noise,vbroad,vbroad_error,l,b,ecl_lon,ecl_lat,non_single_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,azero_gspphot,ag_gspphot,ebpminrp_gspphot,M_G
211937293,Gaia EDR3 661257154920147072,2MASS J08385527+1917017,129.7303,19.28382,18.21,18.21,0.67,9.57,0.05,1.0,0.0,0.007,0.008,109.0,19.26,0.62,9.14,0.04,1.0,0.0,0.007,0.009,111.0,16.97,0.52,9.06,0.11,1.0,1.0,0.006,0.011,110.0,1,0,0,0,0,18.11,0,211937293,2MASS J08385527+1917017,129.7303,19.28382,-35.584,-13.008,0.032,0.023,5.415,0.034,184.68,1.17,0.0,0.0,0.984,2.21,15.06,11.74,nan,nan,0,0.33,0.029,-0.001,nan,0,0,0,0,0,0,0,1,3584,0.5,M2,18.21,1,18.11,0,661257154920147072,129.73009583155988,19.283768956561136,5.414773515906149,0.034354165,157.61621,-35.58399991300074,-13.008165713174202,0.98366714,1817.2384,15.061287,365.9506,19962.658201142964,765.72235,1.3732933,0,1,0,1,2.2123613,1.1484241,1.0639372,32.186573,8.69615,2,4.143498,nan,nan,206.20007300932463,32.02390345322954,127.11180068277682,0.816115441423758,0,3726.4905,3723.644,3730.8916,0.5824,0.3981,0.2338,8.729188406654028
211985566,Gaia EDR3 664320497393421952,2MASS J08391453+2001191,129.81056,20.022,17.37,17.47,0.79,-9999.0,-9999.0,1.0,0.0,0.018,0.008,111.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.26,0.72,8.4,0.2,1.0,0.0,0.034,0.011,110.0,1,0,0,0,0,17.68,0,211985566,2MASS J08391453+2001191,129.81056,20.022,-36.403,-13.488,0.035,0.029,5.428,0.032,184.22,1.09,0.0,0.0,1.037,2.18,15.05,11.72,nan,nan,0,0.77,-0.044,-0.045,nan,0,0,0,0,0,0,0,1,3614,0.5,M1.5,17.37,1,17.68,0,664320497393421952,129.81036568416374,20.021925664837376,5.428314771416809,0.03223642,168.39076,-36.40285615899853,-13.487761564489126,1.0366408,1543.8162,15.05092,304.3082,20045.666644523888,589.76245,1.373702,0,2,0,1,2.1790476,1.1209726,1.058075,30.052149,7.7602625,2,4.6991997,nan,nan,205.41318510967602,32.35117154703751,126.99700515398641,1.5492030497131257,0,3770.4019,3762.8276,3781.1184,0.6057,0.416,0.2423,8.724244648427156
211949097,Gaia EDR3 661268940310277888,2MASS J08392498+1927336,129.85408,19.45934,3.94,3.94,0.3,1.94,0.03,1.0,0.0,0.005,0.008,999.0,3.59,0.13,38.96,0.08,0.0,0.0,0.008,0.008,1009.0,3.99,0.55,22.4,0.05,1.0,0.0,0.013,0.012,985.0,1,0,0,0,1,4.14,1,211949097,2MASS J08392498+1927336,129.85408,19.45934,-35.013,-12.781,0.026,0.018,5.389,0.028,185.56,0.97,0.105,12.12,0.976,0.76,10.33,9.0,32.81,2.25,0,0.89,0.391,0.351,2.19,0,0,1,1,0,1,0,1,6003,1.2,F9.5,3.94,1,4.14,1,661268940310277888,129.85390844632494,19.459287719606724,5.3890364338391805,0.028133871,191.54976,-35.01254366746589,-12.781415134378763,0.97615886,2322.1353,10.330844,798.4252,896523.9941483836,1004.2097,1.195738,0,12,0,10,0.7643175,0.29996395,0.46435356,32.240353,6.187296,1,63.884792,nan,nan,206.05422701644662,32.19474997577783,127.1800742625332,1.0155891048454204,0,6014.1973,5968.6196,6042.9106,0.073,0.0618,0.0332,3.988399524252104
211950081,Gaia EDR3 661269043386545536,2MASS J08392858+1928251,129.86911,19.47365,11.01,10.22,0.32,5.11,0.21,0.0,0.0,0.003,0.008,618.0,11.38,0.05,5.09,0.01,1.0,0.0,0.022,0.007,626.0,11.79,0.37,5.22,0.32,0.0,1.0,0.007,0.011,610.0,1,0,0,1,1,10.49,1,211950081,2MASS J08392858+1928251,129.86911,19.47365,-35.756,-12.477,0.027,0.018,5.419,0.029,184.53,0.98,0.132,20.86,0.978,1.07,11.37,9.53,35.26,4.05,0,0.45,0.69,0.702,0.26,0,0,1,1,0,1,0,1,5095,1.0,K1.5,11.01,1,10.49,1,661269043386545536,129.86892844592822,19.473594513562976,5.4193228558734745,0.028739156,188.56932,-35.755698562002465,-12.47731493810403,0.977609,2002.0309,11.37276,891.375,393843.33750252123,1454.1527,1.2155448,0,0,0,0,1.07234,0.45916653,0.6131735,35.58327,2.9603837,1,37.12592,27.532217,14.997067,206.04422173997804,32.213013494178234,127.19012107836487,1.0330339782260713,0,5008.501,4997.698,5023.048,0.0122,0.0097,0.0051,5.042484943300671
211970678,Gaia EDR3 661313023854578560,2MASS J08392940+1947118,129.87253,19.78663,13.36,13.72,0.45,6.28,0.14,1.0,0.0,0.003,0.008,404.0,13.01,0.69,7.71,0.01,1.0,0.0,0.003,0.008,409.0,13.42,0.44,6.18,0.06,1.0,1.0,0.005,0.011,400.0,1,0,0,0,1,13.71,1,211970678,2MASS J08392940+1947118,129.87253,19.78663,-35.674,-12.983,0.079,0.055,5.191,0.077,192.64,2.86,0.443,203.3,4.022,1.25,12.3,10.06,nan,nan,0,0.24,0.434,0.533,nan,0,0,1,0,1,1,0,1,4747,0.9,K3.5,13.36,1,13.71,1,661313023854578560,129.87233206053688,19.78654770287144,5.190953552597934,0.07710623,67.322105,-35.67405599865825,-12.983344316527603,4.0217466,2440.8372,12.300881,669.3285,181879.02253853326,707.28516,1.2425938,0,0,0,0,1.2481508,0.54570866,0.70244217,32.88548,5.7386413,1,28.389536,9.973093,9.050656,205.69846490174874,32.32472036472489,127.11338490989988,1.3364545895684445,0,4660.9014,4615.932,4710.599,0.1918,0.1498,0.0801,5.877117100472308
211950844,Gaia EDR3 661270486498500352,2MASS J08393645+1929079,129.90189,19.48553,15.9,16.15,0.8,8.06,0.05,1.0,0.0,0.006,0.008,149.0,15.9,0.56,7.44,0.06,1.0,0.0,0.003,0.008,152.0,7.75,0.73,16.15,0.05,1.0,0.0,0.007,0.011,149.0,1,0,0,1,1,15.67,0,211950844,2MASS J08393645+1929079,129.90189,19.48553,-35.535,-13.662,0.029,0.02,5.41,0.03,184.85,1.02,0.0,0.0,1.044,1.91,14.43,11.39,nan,nan,0,0.84,-0.042,-0.117,nan,0,0,0,0,0,0,0,1,3833,0.6,M0.5,15.9,1,15.67,1,661270486498500352,129.9017236590819,19.485460838988974,5.409887366076698,0.029826581,181.37805,-35.53518832869521,-13.661964496525794,1.0438462,3236.7266,14.428582,548.03357,32588.729352118662,1510.0538,1.3260441,0,19,0,1,1.9080505,0.9446955,0.96335506,21.016804,5.527921,2,5.2947426,nan,nan,206.0438220630115,32.24612875427314,127.2169931717434,1.052395395960703,0,4170.9546,4168.8623,4172.887,0.7175,0.5132,0.2804,8.094523307387767
211947849,Gaia EDR3 661265951013145344,2MASS J08393836+1926272,129.90987,19.44089,11.59,11.21,0.83,6.1,0.01,1.0,0.0,0.003,0.007,400.0,11.97,0.56,5.17,0.05,1.0,0.0,0.003,0.008,402.0,9.14,0.38,5.19,0.06,1.0,1.0,0.002,0.011,397.0,1,1,0,0,1,10.53,1,211947849,2MASS J08393836+1926272,129.90987,19.44089,-34.763,-11.572,0.017,0.012,5.398,0.017,185.24,0.58,0.049,2.967,0.96,1.17,12.36,10.29,33.0,1.44,0,1.75,0.041,0.245,2.0,1,0,0,1,0,1,0,1,4992,0.8,K2.5,11.59,1,10.53,1,661265951013145344,129.90968877529275,19.440802608838624,5.398444417755352,0.016780678,321.70596,-34.762738184067075,-11.572168895069641,0.9601401,3509.703,12.356053,956.6613,169301.94024608203,819.05426,1.250736,0,33,0,34,1.1659985,0.48618603,0.67981243,31.415796,2.6141984,1,13.374647,nan,nan,206.09640198995928,32.23758638281421,127.2356553682788,1.0111329147933739,0,4885.2217,4881.5703,4888.43,0.0008,0.0006,0.0003,6.017396523590028
211983725,Gaia EDR3 664325170317925120,2MASS J08394103+1959288,129.92098,19.99136,4.17,2.08,0.65,4.22,0.23,1.0,1.0,0.011,0.008,136.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.17,0.89,2.08,0.02,1.0,0.0,0.061,0.011,133.0,1,0,0,1,0,4.18,0,211983725,2MASS J08394103+1959288,129.92098,19.99136,-36.515,-14.029,0.029,0.024,5.358,0.029,186.63,1.0,0.091,2.47,1.15,2.08,14.62,11.32,nan,nan,0,1.29,0.175,0.141,nan,0,0,0,0,0,0,0,1,3712,0.6,M1,4.17,1,4.18,0,664325170317925120,129.9207961458658,19.9912803504382,5.358285858124496,0.028756734,186.33151,-36.5147275876975,-14.028666774306842,1.1502047,729.978,14.618325,134.41072,28935.27601302684,290.9889,1.3564144,0,0,0,0,2.0750647,1.0510654,1.0239992,-5.069725,6.5633197,2,7.825369,nan,nan,205.48950366838616,32.4380844532508,127.10519531025231,1.5460383703763587,0,nan,nan,nan,nan,nan,nan,8.263454628359506
211985987,Gaia EDR3 664325857512593920,2MASS J08394174+2001415,129.92396,20.02821,17.35,17.78,0.16,0.25,0.02,1.0,1.0,0.001,0.009,116.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.07,0.07,1.42,0.02,1.0,1.0,0.003,0.011,115.0,0,0,0,0,0,nan,0,211985987,2MASS J08394174+2001415,129.92396,20.02821,-34.502,-12.798,0.031,0.025,5.339,0.032,187.29,1.11,0.067,0.992,1.104,2.09,14.95,11.76,nan,nan,0,1.4,-0.111,-0.173,nan,0,0,0,0,0,0,0,1,3695,0.5,M1,17.35,0,nan,0,664325857512593920,129.923772791556,20.02814802933215,5.339347826735232,0.031754248,168.14594,-34.50185511451257,-12.797745500629057,1.1044132,2806.7925,14.953092,357.20755,21301.459585395583,1004.4161,1.3543763,0,3,0,1,2.0941696,1.0679502,1.0262194,34.961533,11.09966,2,5.556919,nan,nan,205.4496136989923,32.4533763283444,127.09848221298213,1.5823979170632336,0,nan,nan,nan,nan,nan,nan,8.590532688800812
212019656,Gaia EDR3 664453778817920256,2MASS J08395128+2034499,129.9637,20.58055,1.83,1.84,0.85,0.92,0.08,1.0,0.0,0.021,0.009,107.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.83,0.86,0.92,0.01,1.0,0.0,0.045,0.011,106.0,1,0,0,0,0,1.84,0,212019656,2MASS J08395128+2034499,129.9637,20.58055,-35.771,-13.601,0.035,0.022,5.492,0.034,182.07,1.11,0.0,0.0,1.02,2.27,15.09,11.59,nan,nan,0,0.71,0.111,0.157,nan,0,0,0,0,0,0,0,1,3543,0.5,M2,1.83,1,1.84,0,664453778817920256,129.96351510233762,20.580478253725722,5.4924030592027755,0.033635005,163.29425,-35.77065017088425,-13.600629124213235,1.019977,1253.5605,15.087264,194.95305,19920.9817265272,478.30695,1.3904127,0,3,0,1,2.2695084,1.1818628,1.0876455,-27.708294,8.658193,2,4.4221106,nan,nan,204.84849065078419,32.676535503030934,126.99333009228197,2.12591665249594,0,3623.0945,3614.421,3639.9204,0.5966,0.404,0.241,8.786076062833224
211914960,Gaia EDR3 661189260077235072,2MASS J08400223+1856569,130.0093,18.94917,19.01,22.25,0.64,8.81,0.06,1.0,0.0,0.006,0.007,132.0,19.01,0.54,-9999.0,-9999.0,1.0,0.0,0.005,0.008,137.0,18.31,0.42,0.82,0.01,1.0,0.0,0.006,0.011,135.0,1,0,0,0,1,nan,1,211914960,2MASS J08400223+1856569,130.0093,18.94917,-35.35,-11.768,0.047,0.036,5.228,0.05,191.28,1.83,0.233,15.57,1.596,2.39,14.63,11.16,nan,nan,0,1.26,0.965,1.002,nan,0,0,1,0,1,1,0,1,3501,0.6,M2.5,19.01,1,nan,1,661189260077235072,130.00911542576537,18.949103676210633,5.2277961501931145,0.05013035,104.28406,-35.350147910508284,-11.767929594348967,1.5955886,2186.5583,14.631183,551.45984,31144.465137369036,806.6491,1.4026294,0,0,0,1,2.3861322,1.269393,1.1167393,25.906933,7.4729843,2,6.652106,nan,nan,206.6793834880065,32.15273384129205,127.4520851128424,0.5597439364667037,0,nan,nan,nan,nan,nan,nan,8.222775893586153
211970520,Gaia EDR3 661310923612365312,2MASS J08400416+1947039,130.01736,19.78443,10.44,10.44,0.86,5.38,0.03,1.0,0.0,0.01,0.008,498.0,10.36,0.65,5.29,0.15,1.0,0.0,0.007,0.008,502.0,10.66,0.28,5.26,0.24,0.0,0.0,0.014,0.01,494.0,1,0,0,1,1,10.39,1,211970520,2MASS J08400416+1947039,130.01736,19.78443,-34.539,-13.893,0.299,0.197,5.632,0.302,177.55,9.53,1.797,4228.0,13.705,1.03,11.83,10.0,34.55,2.85,0,1.68,-0.0,0.047,0.45,0,0,0,1,1,1,0,1,5152,0.9,K1.5,10.44,1,10.39,1,661310923612365312,130.01717521526805,19.78438456730099,5.632100280785286,0.30232945,18.629017,-34.538575492421025,-13.893252286719878,13.705291,2614.5815,11.832636,677.9384,254759.20385972701,871.9433,1.2183387,0,0,0,0,1.0328655,0.4328003,0.60006523,34.562786,2.3794115,1,37.669502,6.8776565,5.810688,205.75665998339667,32.45186359629521,127.24574462045521,1.3691809970166686,1,nan,nan,nan,nan,nan,nan,5.585987774075347
211920022,Gaia EDR3 661190153430426880,2MASS J08400571+1901307,130.02381,19.0252,4.68,4.68,0.44,2.36,0.17,1.0,0.0,0.03,0.008,406.0,4.65,0.33,2.36,0.18,1.0,0.0,0.016,0.008,404.0,4.83,0.9,23.63,0.03,1.0,0.0,0.047,0.011,405.0,1,0,0,0,1,4.8,1,211920022,2MASS J08400571+1901307,130.02381,19.0252,-34.947,-12.575,0.016,0.011,5.363,0.016,186.47,0.57,0.026,0.841,0.961,1.28,12.31,10.01,49.39,18.58,0,1.01,0.479,0.576,14.39,0,0,1,0,0,1,0,1,4672,0.9,K3.5,4.68,1,4.8,1,661190153430426880,130.02364747228592,19.025129213225387,5.362769906739687,0.016276294,329.4835,-34.946810725982154,-12.574537056923702,0.9605141,647.86786,12.306109,183.41753,183709.17812162184,266.26538,1.2467209,0,2,0,2,1.2839317,0.5653906,0.71854115,28.41557,11.860475,1,26.810583,nan,nan,206.60109178943574,32.19244549225225,127.4459226605449,0.6367552095822246,0,4717.592,4709.032,4726.369,0.335,0.2612,0.1398,5.953055246731273
211960974,Gaia EDR3 661295461730107392,2MASS J08401231+1938222,130.05133,19.6395,3.89,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.89,0.32,35.3,0.08,1.0,0.0,0.001,0.008,1307.0,nan,nan,nan,nan,nan,nan,0.002,nan,nan,1,0,0,0,0,nan,1,211960974,2MASS J08401231+1938222,130.05133,19.6395,-36.476,-13.096,0.069,0.05,5.679,0.073,176.08,2.27,0.446,178.5,2.865,0.64,9.77,8.67,33.11,1.66,0,0.61,0.069,0.104,1.89,0,0,0,0,1,1,0,1,6342,1.3,F6,3.89,1,nan,0,661295461730107392,130.05115412224634,19.639475229413726,5.679102729512643,0.0731652,77.62027,-36.476026166396416,-13.096089931991774,2.865444,4966.536,9.766602,2792.337,1418927.6003344052,3904.4985,1.1887903,0,0,0,0,0.63908005,0.24047375,0.3986063,33.673405,2.6044042,1,79.86507,nan,nan,205.9308702991467,32.43170631392419,127.3137718436105,1.2372847323000187,0,6391.2646,6373.0947,6405.259,0.0746,0.0647,0.0349,3.5380001861223906
211930461,Gaia EDR3 661211147230556160,2MASS J08402131+1910536,130.08883,19.18156,14.59,14.59,0.82,6.94,0.05,1.0,0.0,0.005,0.008,234.0,13.66,0.6,7.07,0.17,1.0,0.0,0.003,0.009,234.0,15.02,0.8,7.45,0.06,1.0,0.0,0.006,0.011,237.0,1,0,0,0,1,14.59,1,211930461,2MASS J08402131+1910536,130.08883,19.18156,-36.111,-12.674,0.026,0.018,5.411,0.025,184.82,0.86,0.0,0.0,0.935,1.77,13.96,11.19,24.62,7.48,0,0.31,0.092,0.319,10.38,0,0,0,0,0,1,0,1,3952,0.6,K9,14.59,1,14.59,1,661211147230556160,130.0887327432804,19.18175854710713,5.410819362687126,0.025164928,215.0143,-36.11059362554273,-12.67398483355408,0.93476903,2949.4233,13.962626,124.10937,49842.2310791575,138.92671,1.3621151,1,0,0,0,1.7677984,0.80907345,0.958725,37.389046,4.008086,2,6.3343043,nan,nan,206.45335118383963,32.30515142631232,127.46527773068505,0.8039094968306228,0,4276.4414,4263.673,4287.325,0.5971,0.4369,0.2332,7.628941634641361
211964001,Gaia EDR3 661297493252924416,2MASS J08402614+1941111,130.10895,19.68644,7.24,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.61,0.61,7.24,0.14,1.0,0.0,0.001,0.009,3762.0,nan,nan,nan,nan,nan,nan,0.001,nan,nan,1,0,0,1,1,nan,1,211964001,2MASS J08402614+1941111,130.10895,19.68644,-35.754,-12.467,0.02,0.014,5.42,0.019,184.5,0.65,0.081,6.523,0.891,0.55,9.28,8.37,38.49,2.77,0,0.46,-0.015,0.155,3.49,0,0,0,0,0,1,0,1,6620,1.5,F4,7.24,1,nan,1,661297493252924416,130.10875033996464,19.686421177535856,5.420131727286553,0.019213649,282.098,-35.754495050693265,-12.466849485026936,0.89114755,6075.3677,9.279027,2197.043,2123928.0729409237,3886.8125,1.182003,0,0,0,0,0.55206585,0.20308495,0.3489809,34.83282,1.4745771,1,118.20762,83.65758,6.7435613,205.90095648904133,32.49885281232973,127.35418321656417,1.2965584015420593,0,6791.291,6781.962,6798.7666,0.089,0.0785,0.0421,2.9490761925268885
211896418,Gaia EDR3 659490510313883264,2MASS J08403360+1840282,130.14001,18.67452,9.83,9.66,0.68,4.74,0.08,1.0,0.0,0.004,0.008,602.0,9.85,0.75,31.6,0.04,1.0,0.0,0.004,0.007,605.0,9.83,0.6,4.67,0.08,1.0,0.0,0.006,0.012,597.0,1,0,0,0,1,9.46,1,211896418,2MASS J08403360+1840282,130.14001,18.67452,-36.834,-12.129,0.039,0.027,5.325,0.038,187.8,1.32,0.235,66.59,1.514,0.93,11.45,9.83,29.54,2.64,0,1.21,0.084,0.057,5.46,0,0,0,0,1,1,0,1,5407,1.0,G9,9.83,1,9.46,1,659490510313883264,130.13982136801272,18.674437301320392,5.324917559793757,0.037492316,142.0269,-36.83421124275569,-12.12867452228295,1.5142815,1161.5599,11.446361,410.74554,345588.90858041414,553.7506,1.2050183,0,0,0,0,0.92766285,0.3827982,0.54486465,30.654663,1.819179,1,42.15689,5.8302073,27.92296,207.03458504561124,32.17094752013547,127.64202825503483,0.325921310885237,0,5359.2944,5345.4224,5372.4766,0.0306,0.0251,0.0134,5.077925030220275
211933215,Gaia EDR3 661200083396357248,2MASS J08404189+1913255,130.17458,19.22375,6.03,6.11,0.59,2.97,0.08,1.0,0.0,0.005,0.008,951.0,0.39,0.02,0.3,0.01,0.0,3.0,0.021,0.007,1566.0,5.96,0.56,3.1,0.1,1.0,0.0,0.013,0.012,940.0,1,0,0,0,1,6.24,1,211933215,2MASS J08404189+1913255,130.17458,19.22375,-33.189,-13.286,0.475,0.293,5.804,0.482,167.59,0.03,2.335,5839.0,7.643,0.79,10.45,9.06,26.33,0.62,0,2.74,0.386,0.36,8.67,0,1,1,1,1,1,0,1,5908,1.2,G0,6.03,1,6.24,1,661200083396357248,130.1744184455167,19.223674496164975,5.803890708725515,0.48233634,12.03287,-33.18877158855516,-13.286470514390572,7.6430683,2129.1606,10.449558,798.5383,813941.8084457715,1077.9814,1.1988554,0,0,0,0,0.78829575,0.3101492,0.47814655,29.504772,2.0847845,1,67.624954,14.120217,4.4696164,206.44050601079383,32.395633187637216,127.53275003088977,0.865172527207867,3,5782.549,5757.4043,5814.528,0.0199,0.0168,0.009,4.268154386943436
212013132,Gaia EDR3 664436770747504128,2MASS J08404426+2028187,130.18445,20.47186,4.23,2.13,0.44,12.32,0.16,1.0,1.0,0.012,0.008,228.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.23,0.56,13.01,0.13,1.0,0.0,0.051,0.014,217.0,1,0,0,1,1,4.27,1,212013132,2MASS J08404426+2028187,130.18445,20.47186,-37.553,-12.301,0.038,0.025,5.104,0.036,195.92,1.38,0.223,35.56,2.386,1.92,13.52,10.4,35.97,8.59,0,1.76,1.03,1.002,0.97,0,0,1,0,1,1,0,1,3824,0.8,M0.5,4.23,1,4.27,1,664436770747504128,130.18424061330467,20.47179583515698,5.104202425477252,0.03586684,142.30978,-37.55348810567959,-12.301060361103886,2.3862853,598.6877,13.521625,142.96864,76010.1836498499,254.99884,1.3370702,0,3,0,1,1.9236898,0.94778156,0.9759083,37.84182,4.3454547,2,15.416605,nan,nan,205.05321261614554,32.8343321039354,127.22114310155811,2.073833278276437,0,3663.6506,3660.4844,3668.463,0.1483,0.1039,0.0579,7.0612640129342665
211972627,Gaia EDR3 661302887731820416,2MASS J08411031+1949071,130.29297,19.81864,9.4,0.25,0.05,0.75,0.03,1.0,0.0,0.016,0.009,627.0,9.22,0.51,4.47,0.24,1.0,0.0,0.006,0.008,638.0,4.6,0.52,9.64,0.24,1.0,1.0,0.012,0.011,614.0,1,0,0,1,1,9.01,1,211972627,2MASS J08411031+1949071,130.29297,19.81864,-35.83,-13.326,0.054,0.038,5.408,0.052,184.91,1.78,0.387,223.0,2.319,0.9,11.31,9.75,46.54,3.72,0,0.43,0.048,0.018,11.54,0,0,0,1,1,1,0,1,5497,1.0,G8,9.4,1,9.01,1,661302887731820416,130.29278099836745,19.81855368813395,5.408098057761365,0.052013457,103.97498,-35.830313452978245,-13.325877321633023,2.3187487,2113.758,11.313729,1128.8265,385239.62946708023,1478.842,1.2035708,0,0,0,0,0.8962517,0.36609077,0.5301609,45.68958,2.4592624,1,67.60831,7.178717,5.0761733,205.82478706933313,32.707037119464346,127.4876797491662,1.4687419222425016,2,5457.92,5422.964,5677.39,0.0292,0.0241,0.0129,4.978952073604523
211954582,Gaia EDR3 661244751054528768,2MASS J08411319+1932349,130.30496,19.54304,3.19,3.19,0.5,1.59,0.47,0.0,0.0,0.014,0.008,235.0,3.18,0.78,1.59,0.09,1.0,0.0,0.009,0.008,239.0,3.21,0.87,1.61,0.07,1.0,0.0,0.016,0.013,232.0,1,0,0,1,1,3.27,1,211954582,2MASS J08411319+1932349,130.30496,19.54304,-37.6,-9.7,3.0,3.0,5.459,0.401,167.59,0.03,18.083,170200.0,nan,1.95,13.87,10.35,nan,nan,1,3.62,0.609,6.412,nan,0,1,1,0,0,1,0,1,3810,0.8,M0.5,3.19,1,3.27,1,661244751054528768,130.30480870917268,19.542937242912625,nan,nan,nan,nan,nan,nan,49.439472,13.868525,240.54477,82568.29475682536,430.7228,1.987851,0,25,0,25,1.9512329,0.5385704,1.4126625,15.428237,6.1315393,2,12.80147,nan,nan,206.13662256723703,32.62231570318834,127.56957348959801,1.2053225590919512,0,nan,nan,nan,nan,nan,nan,nan
211865628,Gaia EDR3 659411796450014464,2MASS J08412417+1814026,130.35075,18.23408,2.09,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.09,0.95,-9999.0,-9999.0,1.0,0.0,0.036,0.007,123.0,nan,nan,nan,nan,nan,nan,0.071,nan,nan,1,0,0,0,0,2.09,0,211865628,2MASS J08412417+1814026,130.35075,18.23408,-36.358,-12.383,0.03,0.021,5.423,0.031,184.39,1.05,0.0,0.0,0.963,2.17,14.86,11.46,nan,nan,0,0.69,0.133,0.138,nan,0,0,0,0,0,0,0,1,3621,0.6,M1.5,2.09,1,2.09,0,659411796450014464,130.35057936644913,18.234042186181004,5.423180207356142,0.030814687,175.99335,-36.358071403638036,-12.383160055812468,0.96284014,656.7428,14.8558655,134.45561,23960.633566884942,244.52933,1.3737531,0,2,0,0,2.1716251,1.1149092,1.056716,0.04492992,7.2431383,2,10.042102,nan,nan,207.60502191560303,32.1999764919719,127.94841157408145,-0.04830562577806815,0,3736.7888,3721.482,3753.6526,0.5591,0.3819,0.2234,8.52713565794908
211909748,Gaia EDR3 660995230632845184,2MASS J08413070+1852188,130.37794,18.87189,2.42,2.42,0.86,1.2,0.06,1.0,0.0,0.033,0.008,369.0,2.43,0.91,1.2,0.01,1.0,0.0,0.043,0.008,371.0,2.41,0.9,1.21,0.01,1.0,0.0,0.092,0.011,370.0,1,0,0,0,0,2.43,1,211909748,2MASS J08413070+1852188,130.37794,18.87189,-36.281,-12.129,0.022,0.015,5.468,0.022,182.89,0.73,0.081,8.81,1.106,1.24,12.52,10.15,25.15,10.16,0,0.86,0.075,0.239,9.85,0,0,0,1,0,1,0,1,4775,0.9,K3,2.42,1,2.43,0,660995230632845184,130.37777345557436,18.871812708013973,5.467865900571965,0.02182577,250.5234,-36.28123198358715,-12.12879766452881,1.106098,491.46906,12.515732,133.13133,149726.03587003594,173.62024,1.252078,0,19,0,19,1.2351227,0.5290432,0.7060795,28.285389,9.272708,1,28.662548,nan,nan,206.910843713756,32.4516196912532,127.80901630459303,0.574579146774043,0,5076.908,4916.684,5178.282,0.509,0.4043,0.2163,6.20482108628787
211935518,Gaia EDR3 661220969817342848,2MASS J08415437+1915266,130.47658,19.25742,4.12,4.18,0.68,38.96,0.02,1.0,0.0,0.025,0.009,659.0,4.08,0.51,2.06,0.12,1.0,0.0,0.014,0.008,658.0,4.12,0.7,2.07,0.12,1.0,0.0,0.027,0.011,652.0,1,0,0,0,1,8.27,1,211935518,2MASS J08415437+1915266,130.47658,19.25742,-35.87,-12.631,0.025,0.018,5.436,0.024,183.95,0.8,0.181,57.59,1.235,0.9,11.23,9.64,39.24,7.33,0,0.27,0.121,0.11,4.24,0,0,0,1,1,1,0,1,5498,1.0,G8,4.12,1,8.27,1,661220969817342848,130.47641283578923,19.257330645347267,5.436275515152367,0.023710772,229.27449,-35.869584023509844,-12.630860188713491,1.2347515,1154.0461,11.226812,414.6421,417985.1633953236,557.2436,1.2056645,0,0,0,0,0.8957205,0.36390114,0.53181934,41.182636,5.8173685,1,75.34442,11.006275,6.043896,206.52155397606194,32.67448948700205,127.79963496120389,0.9710986417593559,2,5765.0264,5754.8413,5774.6113,0.2309,0.1924,0.1027,4.903319657864831
