Cluster,SourceID,Prot,GaiaDR2,RA_ICRS,DE_ICRS,plx,e_plx,pmRA,e_pmRA,pmDE,e_pmDE,Gmag,BPmag,RPmag,BP-RP,Delta,Pmemb,Class,MG0proj,Mass,Teff,FlagMT,SimbadName,_RA_icrs,_DE_icrs,recno
M37,Hartman08 594,10.2969209,3451178639503710976,88.0365008253,32.4491664637,0.7432,0.1445,2.2430000000000003,0.274,-5.160000000000001,0.22700000000000004,17.866564,18.54095,17.004679,1.536272,1.163,0.996,probable-member,6.436,0.773,4818,intermediate,Cl* NGC 2099 HGH V594,88.03648938235075,32.44918867989368,2234
M37,Hartman08 596,7.1617085,3451194036965960960,88.0368686744,32.6176706505,0.6212,0.088,1.8320000000000003,0.15500000000000003,-5.5920000000000005,0.131,16.797,17.33395,16.074804,1.2591457,0.4,0.999,probable-member,5.284,0.941,5527,bright,Cl* NGC 2099 HGH V596,88.03685931171009,32.61769472692079,2235
M37,Hartman08 600,7.13300382,3451178639503705984,88.037093191,32.4445496613,0.7428,0.078,2.1090000000000004,0.14900000000000002,-5.242000000000001,0.12200000000000001,16.755157,17.28137,16.035595,1.2457752,1.297,0.999,probable-member,5.229,0.951,5563,bright,Cl* NGC 2099 HGH V600,88.03708242859085,32.444572232594524,2236
M37,Hartman08 604,3.22869047,3451217745181321600,88.0387819982,32.6495849588,0.6127,0.2831,1.8150000000000002,0.49200000000000005,-5.722,0.42000000000000004,18.857494,nan,nan,nan,0.197,0.994,probable-member,7.415,0.67,4255,faint,Cl* NGC 2099 HGH V604,88.03877271959783,32.64960959337515,2239
M37,Hartman08 629,12.78392931,3451193963948625664,88.0476378225,32.6150227581,0.6571,0.2903,1.8420000000000003,0.4650000000000001,-5.573,0.39000000000000007,18.87525,19.707106,17.84816,1.8589458,0.145,0.994,probable-member,7.541,0.657,4190,faint,Cl* NGC 2099 HGH V629,88.04762840584397,32.61504675234057,2244
M37,Hartman08 635,7.7699975,3451180567949082112,88.0491346881,32.5132366964,0.5227,0.093,2.18,0.21300000000000002,-5.61,0.17500000000000002,17.052055,17.623587,16.295408,1.3281784,0.994,0.998,probable-member,5.584,0.892,5336,bright,Cl* NGC 2099 HGH V635,88.04912355654784,32.51326084900727,2246
M37,Hartman08 643,5.58946338,3451194071325680512,88.0505166323,32.6326610522,0.6652,0.0561,2.052,0.10700000000000001,-5.853000000000001,0.09300000000000001,15.879605,16.341393,15.245824,1.0955687,0.696,1.0,probable-member,4.521,1.082,6016,bright,Cl* NGC 2099 HGH V643,88.05050614296081,32.63268625197574,2248
M37,Hartman08 650,8.4450991,3451182045417797632,88.0518193926,32.5819661632,0.7834,0.1077,1.8890000000000002,0.20900000000000002,-5.6160000000000005,0.17300000000000001,17.341099,17.919163,16.546564,1.3725986,0.611,1.0,probable-member,5.774,0.864,5216,bright,Cl* NGC 2099 HGH V650,88.05180974234143,32.58199034471957,2252
M37,Hartman08 654,12.58882036,3451180151332219520,88.0530312031,32.4648013492,1.0565,0.3053,2.3910000000000005,0.653,-5.5840000000000005,0.5870000000000001,19.110088,19.928211,18.066545,1.8616657,0.832,0.996,probable-member,7.776,0.635,4077,faint,Cl* NGC 2099 HGH V654,88.05301900217975,32.464825389612294,2253
M37,Hartman08 670,5.61127548,3451182217216476032,88.0585814571,32.6022972583,0.7308,0.0565,1.7890000000000001,0.10800000000000001,-5.603000000000001,0.09200000000000001,15.875229,16.341051,15.23959,1.1014614,0.703,1.0,probable-member,4.55,1.076,5997,bright,Cl* NGC 2099 HGH V670,88.05857231349272,32.602321380601374,2259
M37,Hartman08 673,11.47440059,3451175444047988480,88.0596995002,32.398896153,0.6687,0.1844,1.7140000000000002,0.33,-5.926000000000001,0.279,18.23282,19.00635,17.319553,1.6867962,0.599,0.998,probable-member,6.873,0.723,4554,intermediate,Cl* NGC 2099 HGH V673,88.05969075931912,32.39892166945763,2260
M37,Hartman08 697,9.01393799,3451175237889549056,88.0671144517,32.3922035449,0.6169,0.3193,2.342,0.5870000000000001,-5.456,0.523,19.128357,20.065723,18.050745,2.0149784,0.441,0.989,probable-member,7.809,0.631,4062,faint,Cl* NGC 2099 HGH V697,88.06710251065411,32.392227038110406,2264
M37,Hartman08 708,7.182429,3451217504667225984,88.0780508141,32.6436503685,0.6061,0.0937,1.9880000000000002,0.14400000000000002,-5.444000000000001,0.12400000000000001,16.938774,17.511757,16.214468,1.2972889,0.67,0.999,probable-member,5.448,0.914,5422,bright,Cl* NGC 2099 HGH V708,88.07804064808744,32.64367380635121,2268
M37,Hartman08 710,5.4564193,3451181976698592896,88.079374416,32.5858657084,0.6655,0.0638,1.7020000000000002,0.13,-5.596000000000001,0.10600000000000001,16.101398,16.553738,15.440964,1.1127739,0.608,1.0,probable-member,4.606,1.065,5962,bright,Cl* NGC 2099 HGH V710,88.07936571902007,32.585889802093945,2269
M37,Hartman08 714,9.89076571,3451219153934590592,88.0808141889,32.7372109696,0.4157,0.1557,1.9080000000000001,0.278,-5.564000000000001,0.233,17.938858,18.65199,17.099653,1.5523376,0.929,0.989,probable-member,6.508,0.764,4777,intermediate,Cl* NGC 2099 HGH V714,88.08080442366578,32.73723492524331,2271
M37,Hartman08 722,5.41205402,3451174413255802752,88.083058864,32.3708539833,0.6066,0.0573,2.345,0.10800000000000001,-5.313000000000001,0.09000000000000001,15.948418,16.440311,15.295629,1.1446829,1.586,0.99,probable-member,4.761,1.036,5864,bright,Cl* NGC 2099 HGH V722,88.08304690939012,32.37087686017344,2273
M37,Hartman08 745,11.02697625,3451180323130925568,88.0872908786,32.489679317,0.7055,0.2231,2.575,0.41600000000000004,-5.595000000000001,0.342,18.515617,19.236702,17.503128,1.7335739,0.824,0.997,probable-member,7.169,0.694,4384,faint,Cl* NGC 2099 HGH V745,88.0872777334671,32.489703406133835,2276
M37,Hartman08 763,9.06648208,3451177166334992512,88.0919265757,32.4541920005,0.6971,0.1166,1.9720000000000002,0.22000000000000003,-5.609000000000001,0.18300000000000002,17.588121,18.263247,16.761316,1.5019302,0.183,1.0,probable-member,6.274,0.794,4910,intermediate,Cl* NGC 2099 HGH V763,88.0919165159318,32.45421615064462,2281
M37,Hartman08 768,6.6030779,3451180254411452160,88.092615893,32.4907681501,0.6961,0.0679,2.016,0.137,-5.682,0.11300000000000002,16.49879,17.021315,15.787121,1.2341938,0.323,1.0,probable-member,5.177,0.96,5598,bright,Cl* NGC 2099 HGH V768,88.09260560401913,32.490792613348816,2283
M37,Hartman08 777,6.82894529,3451219287076193792,88.0955419241,32.7471509731,0.73,0.094,2.1580000000000004,0.14600000000000002,-5.509,0.12400000000000001,16.813076,17.364544,16.108257,1.2562866,0.762,1.0,probable-member,5.272,0.943,5535,bright,Cl* NGC 2099 HGH V777,88.09553087520918,32.747174690498,2288
M37,Hartman08 802,8.03593387,3451217642106146304,88.1025283984,32.6630622346,0.6703,0.0957,1.5420000000000003,0.16100000000000003,-5.679,0.135,17.056402,17.65587,16.31612,1.3397503,0.928,0.999,probable-member,5.633,0.885,5305,bright,Cl* NGC 2099 HGH V802,88.10252051258132,32.66308668407282,2297
M37,Hartman08 803,9.14645692,3451180254411450880,88.1026104393,32.4921309004,0.6567,0.1171,1.4010000000000002,0.24200000000000002,-5.583000000000001,0.2,17.509731,18.165869,16.693699,1.4721699,1.022,0.995,probable-member,6.169,0.808,4972,intermediate,Cl* NGC 2099 HGH V803,88.10260328961607,32.49215493644383,2298
M37,Hartman08 808,8.93625395,3451177093315486208,88.1041653665,32.4487288412,0.5268,0.149,1.9730000000000003,0.327,-5.266000000000001,0.268,17.583002,18.209177,16.750793,1.4583836,0.872,0.99,probable-member,6.123,0.814,5000,intermediate,Cl* NGC 2099 HGH V808,88.10415530031858,32.4487515161438,2299
M37,Hartman08 812,6.58907755,3451181907978822784,88.1051859162,32.5796643134,0.6017,0.0724,1.9970000000000003,0.138,-5.538,0.11600000000000002,16.450033,16.948927,15.752347,1.1965799,0.587,0.999,probable-member,5.005,0.99,5709,bright,Cl* NGC 2099 HGH V812,88.10517571266885,32.579688156185,2301
M37,Hartman08 815,6.64539628,3451177299482449280,88.1056735557,32.4709774187,0.7402,0.2628,1.7140000000000002,0.6130000000000001,-5.7540000000000004,0.49500000000000005,18.967438,19.763805,17.952,1.8118057,0.281,0.995,probable-member,7.628,0.649,4145,faint,Cl* NGC 2099 HGH V815,88.1056648102987,32.4710021930238,2303
M37,Hartman08 819,5.13723395,3451181147773158656,88.1077272316,32.5664248211,1.0399,0.2191,2.273,0.38400000000000006,-5.3500000000000005,0.329,18.304226,18.99617,17.328295,1.6678753,1.171,0.999,probable-member,6.921,0.718,4524,intermediate,Cl* NGC 2099 HGH V819,88.10771561880154,32.56644785686089,2305
M37,Hartman08 822,10.56251019,3451218428082643072,88.1083659864,32.7248817409,0.8673,0.1881,1.9320000000000002,0.31300000000000006,-5.501,0.266,18.073288,18.832806,17.219364,1.6134415,0.661,0.999,probable-member,6.69,0.742,4669,intermediate,Cl* NGC 2099 HGH V822,88.10835609933032,32.724905426546115,2307
M37,Hartman08 825,6.8502604,3451205478759329408,88.1091929056,32.6063622257,0.6807,0.0732,1.8470000000000002,0.129,-5.4110000000000005,0.10800000000000001,16.317816,16.826979,15.630966,1.1960125,0.712,1.0,probable-member,5.003,0.991,5710,bright,Cl* NGC 2099 HGH V825,88.10918346478807,32.60638552219712,2308
M37,Hartman08 827,6.65962321,3451218020063253504,88.1093636005,32.679058079,0.6876,0.0531,2.1,0.08800000000000001,-5.507000000000001,0.07400000000000001,15.775783,16.249561,15.150271,1.0992899,0.668,1.0,probable-member,4.539,1.078,6004,bright,Cl* NGC 2099 HGH V827,88.10935285600131,32.679081788210716,2309
M37,Hartman08 835,7.17205129,3451174481975289856,88.1122635447,32.3772394802,1.0954,0.3842,2.1410000000000005,0.7450000000000001,-7.247000000000001,0.7110000000000001,19.429094,20.386803,18.379116,2.0076866,1.427,0.984,probable-member,8.109,0.602,3924,faint,Cl* NGC 2099 HGH V835,88.11225263159854,32.37727068235263,2311
M37,Hartman08 838,11.30756089,3451180632368578048,88.1131874582,32.4999173773,0.4186,0.2466,1.5620000000000003,0.513,-6.1000000000000005,0.42000000000000004,18.459356,19.098278,17.321741,1.776537,0.907,0.984,probable-member,7.116,0.699,4412,intermediate,Cl* NGC 2099 HGH V838,88.11317948544733,32.499943641721856,2312
M37,Hartman08 845,6.94199955,3451180632368577280,88.1159786167,32.4980554074,0.609,0.0749,2.1060000000000003,0.12400000000000001,-5.53,0.10300000000000001,16.355051,16.86548,15.674215,1.1912651,0.694,0.999,probable-member,4.981,0.995,5724,bright,Cl* NGC 2099 HGH V845,88.11596786666067,32.498079218845646,2315
M37,Hartman08 852,10.12930641,3451180739747741184,88.1191209201,32.5208545956,0.7552,0.1521,1.481,0.28800000000000003,-5.743,0.23900000000000002,17.90098,18.591522,17.02642,1.5651016,0.853,0.998,probable-member,6.516,0.763,4773,intermediate,Cl* NGC 2099 HGH V852,88.11911335817507,32.52087932143376,2317
M37,Hartman08 876,7.62240254,3451205410039849600,88.1246857576,32.6027637505,0.6224,0.0906,1.9600000000000002,0.15600000000000003,-5.445,0.13,16.906885,17.472364,16.166412,1.3059521,0.605,0.999,probable-member,5.487,0.907,5398,bright,Cl* NGC 2099 HGH V876,88.1246757396218,32.60278719496042,2327
M37,Hartman08 880,7.47587118,3451180842826951552,88.1256284909,32.5248668668,0.7469,0.0789,2.2740000000000005,0.15600000000000003,-5.579000000000001,0.132,16.830845,17.415237,16.105003,1.3102341,0.995,1.0,probable-member,5.506,0.904,5386,bright,Cl* NGC 2099 HGH V880,88.12561687988317,32.52489088705856,2328
M37,Hartman08 882,12.79595765,3451205508820713984,88.1266885899,32.6086839045,0.9412,0.2726,1.6500000000000001,0.49100000000000005,-5.455000000000001,0.41500000000000004,18.906666,19.64801,17.83856,1.8094501,0.7,0.995,probable-member,7.567,0.655,4176,faint,Cl* NGC 2099 HGH V882,88.12668015702336,32.60870739083432,2329
M37,Hartman08 888,7.25862166,3451180872887833216,88.1284489459,32.5463738201,0.6833,0.092,1.9370000000000003,0.168,-5.590000000000001,0.14200000000000002,16.865421,17.410816,16.113176,1.2976398,0.173,1.0,probable-member,5.45,0.913,5421,bright,Cl* NGC 2099 HGH V888,88.1284390523748,32.54639788888683,2331
M37,Hartman08 891,5.01646509,3451205616198591360,88.1287414289,32.6308278317,0.7383,0.0631,2.075,0.128,-5.652000000000001,0.10400000000000001,16.080954,16.56767,15.4249935,1.1426773,0.691,1.0,probable-member,4.752,1.037,5870,bright,Cl* NGC 2099 HGH V891,88.12873082049961,32.63085216706446,2332
M37,Hartman08 904,7.34429337,3451204551046402816,88.1312462717,32.5676984621,0.6753,0.0971,1.9700000000000002,0.14800000000000002,-5.880000000000001,0.12200000000000001,16.772514,17.303793,16.046623,1.2571697,0.654,1.0,probable-member,5.276,0.943,5532,bright,Cl* NGC 2099 HGH V904,88.13123620953307,32.56772378020869,2335
M37,Hartman08 915,8.24903209,3451218157502176000,88.134419298,32.6961138461,0.7823,0.1178,1.8900000000000001,0.19000000000000003,-5.6930000000000005,0.162,17.209698,17.807934,16.451563,1.3563709,0.566,1.0,probable-member,5.704,0.874,5260,bright,Cl* NGC 2099 HGH V915,88.13440962689477,32.69613835554935,2339
M37,Hartman08 924,10.96571691,3451174207097361280,88.1357042296,32.3536528856,0.685,0.2086,2.229,0.44300000000000006,-6.218000000000001,0.35900000000000004,18.484226,19.248943,17.561123,1.6878204,0.906,0.997,probable-member,7.128,0.698,4406,intermediate,Cl* NGC 2099 HGH V924,88.13569286737324,32.35367965697975,2342
M37,Hartman08 942,8.45071991,3451180774107471616,88.1400992334,32.5182070252,0.5252,0.1173,2.2800000000000002,0.24600000000000002,-5.737000000000001,0.20400000000000001,17.211786,17.797018,16.444149,1.352869,0.96,0.996,probable-member,5.689,0.876,5269,bright,Cl* NGC 2099 HGH V942,88.14008758908933,32.51823172642826,2344
M37,Hartman08 953,8.73549565,3451206406472228224,88.1419836928,32.6806260058,0.789,0.1222,1.4290000000000003,0.21300000000000002,-5.678000000000001,0.17700000000000002,17.468359,18.090433,16.677887,1.4125462,1.177,0.998,probable-member,5.938,0.84,5113,bright,Cl* NGC 2099 HGH V953,88.14197638394711,32.680650452392435,2346
M37,Hartman08 971,3.23325018,3451177750450502144,88.1472919833,32.4996330122,0.6959,0.0472,1.9450000000000003,0.09100000000000001,-5.525,0.07500000000000001,15.642731,16.08963,15.026025,1.0636053,0.475,1.0,probable-member,4.355,1.115,6119,bright,Cl* NGC 2099 HGH V971,88.14728205634593,32.499656801235176,2350
M37,Hartman08 978,9.64343985,3451204271868593408,88.1493963304,32.5435355378,0.8345,0.2587,1.2930000000000001,0.41400000000000003,-5.6770000000000005,0.34700000000000003,18.107155,18.807558,17.174047,1.6335106,0.898,0.989,probable-member,6.735,0.738,4641,intermediate,Cl* NGC 2099 HGH V978,88.14938972612597,32.54355997840664,2351
M37,Hartman08 990,6.92654197,3451206436533827200,88.1514774355,32.6909810726,0.6773,0.2123,1.8290000000000002,0.36600000000000005,-5.164000000000001,0.30700000000000005,18.27138,19.103083,17.32471,1.7783718,0.805,0.988,probable-member,6.965,0.714,4497,intermediate,Cl* NGC 2099 HGH V990,88.15146808093291,32.69100330488605,2354
M37,Hartman08 1000,9.7179319,3451205921137609728,88.1541803935,32.6331921946,0.5864,0.141,1.4380000000000002,0.23800000000000002,-5.833000000000001,0.2,17.718838,18.426785,16.858578,1.5682068,1.084,0.994,probable-member,6.477,0.768,4795,intermediate,Cl* NGC 2099 HGH V1000,88.15417304121382,32.63321730792847,2357
M37,Hartman08 1005,7.48565551,3451204310524504832,88.1560686716,32.5518676251,0.7202,0.1012,1.6460000000000001,0.18000000000000002,-5.429,0.14700000000000002,17.02984,17.590443,16.25698,1.3334618,0.898,0.999,probable-member,5.606,0.889,5322,bright,Cl* NGC 2099 HGH V1005,88.15606026625025,32.551890999111194,2359
M37,Hartman08 1008,4.45595995,3451204684186647936,88.1565405752,32.5880250469,0.7345,0.0692,1.7910000000000001,0.11600000000000002,-5.487000000000001,0.09400000000000001,15.978721,16.449566,15.324569,1.1249971,0.79,1.0,probable-member,4.667,1.053,5923,bright,Cl* NGC 2099 HGH V1008,88.15653142287354,32.58804867024265,2361
M37,Hartman08 1025,4.11960005,3451177338133658752,88.1598348916,32.4550326259,0.6751,0.0628,1.9590000000000003,0.12000000000000001,-5.518000000000001,0.099,15.78611,16.261135,15.146888,1.1142473,0.383,1.0,probable-member,4.614,1.064,5957,bright,Cl* NGC 2099 HGH V1025,88.15982489809073,32.45505638310345,2365
M37,Hartman08 1041,8.98786799,3451204684186648832,88.1629486336,32.5885142026,0.7578,0.1619,1.725,0.28900000000000003,-5.2780000000000005,0.24700000000000003,17.567406,18.214067,16.715357,1.4987106,0.848,0.997,probable-member,6.263,0.795,4916,intermediate,Cl* NGC 2099 HGH V1041,88.16293981756544,32.588536928706795,2370
M37,Hartman08 1043,6.83522303,3451205959791878016,88.1630592319,32.646389657,0.4685,0.0968,1.8610000000000002,0.15900000000000003,-5.485,0.133,16.947357,17.457407,16.169292,1.2881145,1.218,0.988,probable-member,5.408,0.92,5447,bright,Cl* NGC 2099 HGH V1043,88.16304971440681,32.64641327117727,2371
M37,Hartman08 1060,8.11983816,3451205169521658112,88.1684431857,32.6246408584,0.4336,0.0958,1.9170000000000003,0.16100000000000003,-5.857000000000001,0.134,16.986155,17.564272,16.231024,1.3332481,1.453,0.988,probable-member,5.605,0.889,5323,bright,Cl* NGC 2099 HGH V1060,88.16843338730025,32.624666075249884,2374
M37,Hartman08 1061,8.96199942,3451177544292070144,88.1685951691,32.4856092365,0.7808,0.1203,1.9570000000000003,0.22000000000000003,-5.8660000000000005,0.18300000000000002,17.44672,18.055454,16.662191,1.3932629,0.735,1.0,probable-member,5.862,0.851,5159,bright,Cl* NGC 2099 HGH V1061,88.16858517886864,32.48563449120454,2375
M37,Hartman08 1070,8.14108872,3451205955497353600,88.170976423,32.6408621068,0.5844,0.1151,1.9980000000000002,0.198,-5.546,0.164,17.255466,17.901892,16.479212,1.4226799,0.487,0.999,probable-member,5.977,0.834,5089,bright,Cl* NGC 2099 HGH V1070,88.1709662079771,32.64088598527782,2379
M37,Hartman08 1081,7.62242098,3451177475572595072,88.1743455901,32.4771564986,0.6278,0.0672,2.027,0.127,-5.803000000000001,0.10500000000000001,16.394196,16.89667,15.714798,1.1818714,0.6,1.0,probable-member,4.938,1.003,5752,bright,Cl* NGC 2099 HGH V1081,88.17433524357214,32.47718148506109,2381
M37,Hartman08 1085,8.09869826,3451177578651801088,88.1747067888,32.4935003444,0.8337,0.1191,2.0140000000000002,0.17900000000000002,-5.48,0.15000000000000002,16.948984,17.518608,16.215843,1.3027649,0.906,1.0,probable-member,5.473,0.91,5406,bright,Cl* NGC 2099 HGH V1085,88.17469650966443,32.493523937899226,2382
M37,Hartman08 1102,6.754795,3451219841129289600,88.179775968,32.7493399394,0.6375,0.0972,1.8800000000000001,0.132,-5.838000000000001,0.11100000000000002,16.477692,17.02108,15.788794,1.2322865,0.588,1.0,probable-member,5.168,0.962,5603,bright,Cl* NGC 2099 HGH V1102,88.17976634138505,32.749365075294676,2384
M37,Hartman08 1104,10.72288866,3451176612288137216,88.1802927694,32.4491819106,0.7296,0.1601,2.6630000000000003,0.32200000000000006,-5.245000000000001,0.268,18.060495,18.82501,17.120531,1.7044792,1.366,0.994,probable-member,6.791,0.732,4606,intermediate,Cl* NGC 2099 HGH V1104,88.18027918448355,32.449204495090825,2385
M37,Hartman08 1107,3.27408694,3451176513499941376,88.1812626275,32.430211533,0.668,0.0467,1.8480000000000003,0.08600000000000001,-5.876,0.068,15.620654,16.065138,15.00847,1.0566683,0.763,1.0,probable-member,4.318,1.123,6142,bright,Cl* NGC 2099 HGH V1107,88.18125320139725,32.430236830734664,2387
M37,Hartman08 1111,12.2903904,3451204512387940608,88.1831896736,32.582886595,0.919,0.3274,2.47,0.5930000000000001,-5.335000000000001,0.51,19.084341,19.889282,18.05624,1.8330421,0.745,0.994,probable-member,7.748,0.637,4090,faint,Cl* NGC 2099 HGH V1111,88.1831770547055,32.58290956593014,2388
M37,Hartman08 1120,1.7396734,3451177505632382976,88.1861192134,32.4918745215,1.517,0.4326,2.8360000000000003,0.49200000000000005,-5.582000000000001,0.42500000000000004,18.697134,19.47633,17.682653,1.7936764,1.507,0.998,probable-member,7.356,0.675,4286,faint,Cl* NGC 2099 HGH V1120,88.18610473475135,32.491898557086195,2391
M37,Hartman08 1131,3.28667272,3451201286871252224,88.1893543625,32.5324697067,0.7139,0.0596,1.8760000000000001,0.09700000000000002,-5.612000000000001,0.081,15.661103,16.110052,15.042242,1.06781,0.444,1.0,probable-member,4.378,1.11,6105,bright,Cl* NGC 2099 HGH V1131,88.18934478012545,32.53249386884605,2394
M37,Hartman08 1136,9.62767091,3451204924705163776,88.1916319467,32.6086807168,0.8038,0.1367,2.523,0.22700000000000004,-5.563000000000001,0.18900000000000003,17.629671,18.269575,16.816532,1.453043,1.31,0.999,probable-member,6.115,0.815,5005,intermediate,Cl* NGC 2099 HGH V1136,88.19161905027224,32.60870466965214,2396
M37,Hartman08 1137,6.25771475,3451177505632385664,88.1916668171,32.4930670988,0.7577,0.0683,2.023,0.11600000000000002,-5.506,0.09700000000000002,16.050406,16.525902,15.398869,1.1270332,0.842,1.0,probable-member,4.677,1.051,5917,bright,Cl* NGC 2099 HGH V1137,88.19165648921494,32.493090807335044,2397
